"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","gene_set"
"hsa-miR-29a-3p","31/264",1.86633182782743e-09,5.24625876802291e-06,0,0,3.92540679663816,78.8978931924857,"ITGB1;KDM5B;BTG2;DOT1L;MAZ;ISG20L2;PIK3R1;HMGCR;OAZ1;C1QTNF6;TDG;GOLGA7;MCL1;KDM6B;KLHDC3;ENTPD1;DUSP2;CD93;FEM1B;ZFP91;SERPINB9;CCNA2;MORF4L1;MYCN;CDK6;NASP;IMPDH1;MORF4L2;TET3;CALM3;RAN","miRTarBase_2017","DOWN"
"hsa-miR-29c-3p","28/254",4.50828718686478e-08,4.2242650940923e-05,0,0,3.63980939414568,61.5665148823346,"ITGB1;KDM5B;CHIC2;BTG2;DOT1L;MAZ;ISG20L2;HMGCR;C1QTNF6;TDG;GOLGA7;MCL1;KDM6B;KLHDC3;ENTPD1;DUSP2;FEM1B;ZFP91;CCNA2;MORF4L1;MYCN;CDK6;NASP;MTHFD2;MORF4L2;TET3;OTULIN;CALM3","miRTarBase_2017","DOWN"
"hsa-miR-29b-3p","28/261",8.05902318026508e-08,5.51257407215704e-05,0,0,3.52916474083856,57.6449829807591,"ITGB1;BTG2;DOT1L;MAZ;ISG20L2;PIK3R1;HMGCR;LASP1;C1QTNF6;TDG;RACK1;GOLGA7;MCL1;KDM6B;KLHDC3;ENTPD1;DUSP2;FEM1B;ZFP91;CCNA2;MORF4L1;MYCN;CDK6;NASP;IMPDH1;MORF4L2;TET3;CALM3","miRTarBase_2017","DOWN"
"mmu-miR-29b-3p","5/51",0.0287377778723027,0.315950185406007,0,0,3.11325020996188,11.0506146171006,"DUSP2;PIGT;PRR5L;BAK1;MCL1","miRTarBase_2017","DOWN"
"mmu-miR-29c-3p","3/24",0.0462642195623309,0.365975004936976,0,0,4.08486772486772,12.5543769615713,"PIGT;PRR5L;MCL1","miRTarBase_2017","DOWN"
"hsa-miR-296-3p","14/258",0.057307728067164,0.397992239119807,0,0,1.64855322931069,4.71374088015188,"EIF5A;KDM5B;ARF1;HILPDA;MAZ;ISG20L2;PTMS;TUBA1C;SNRPD2;LMNA;RACK1;CTNNA1;ANKRD52;SNRPC","miRTarBase_2017","DOWN"
"mmu-miR-291b-3p","2/16",0.100695923474898,0.485516708212589,0,0,4.08030431107354,9.36695043648041,"CDKN1A;PPP1R3B","miRTarBase_2017","DOWN"
"mmu-miR-29a-3p","3/47",0.212918510934488,0.61909347683623,0,0,1.94727272727273,3.01213057001477,"PIGT;PRR5L;MCL1","miRTarBase_2017","DOWN"
"hsa-miR-298","7/165",0.327280647030152,0.714274766150433,0,0,1.26533230206191,1.41329675443245,"CDKN1A;DUSP2;PPP1R11;ID2;AK2;LLPH;DCTPP1","miRTarBase_2017","DOWN"
"hsa-miR-299-5p","3/63",0.360653016606774,0.728243194461207,0,0,1.42681481481481,1.4551213307273,"CDKN1A;H3F3B;SPP1","miRTarBase_2017","DOWN"
"hsa-miR-29c-5p","1/13",0.361401371851079,0.728243194461207,0,0,2.37690792712949,2.4191363226904,"JAGN1","miRTarBase_2017","DOWN"
"hsa-miR-2909","2/43",0.430748151143645,0.758667326356383,0,0,1.3913263097128,1.17181911718894,"PPP1CB;SLC2A1","miRTarBase_2017","DOWN"
"mmu-miR-298-5p","7/219",0.61588445973803,0.840296706974043,0,0,0.940373421814808,0.455795140519459,"DFFB;CD93;ISG20L2;SLC3A2;DYNLL1;TSPAN31;POLR2L","miRTarBase_2017","DOWN"
"mmu-miR-295-3p","2/61",0.617293738847883,0.840296706974043,0,0,0.965951258650085,0.465984829164737,"CDKN1A;KIF5B","miRTarBase_2017","DOWN"
"mmu-miR-294-3p","2/61",0.617293738847883,0.840296706974043,0,0,0.965951258650085,0.465984829164737,"CDKN1A;KIF5B","miRTarBase_2017","DOWN"
"mmu-miR-291a-3p","2/62",0.626159020150536,0.847440060492613,0,0,0.949802761341223,0.444651031166023,"CDKN1A;KIF5B","miRTarBase_2017","DOWN"
"hsa-miR-29b-2-5p","3/119",0.772751777141638,0.901741262070825,0,0,0.735862068965517,0.18970332682062,"MGAT5;DYNLL1;PTBP3","miRTarBase_2017","DOWN"
"hsa-miR-297","5/190",0.775781653723709,0.901741262070825,0,0,0.768523352475804,0.195115915359054,"CBX1;C1D;NUCKS1;ZSWIM6;MMADHC","miRTarBase_2017","DOWN"
"mmu-miR-297a-5p","9/341",0.820880093505421,0.915944387568303,0,0,0.769490518126317,0.151880676099763,"P2RY12;SLK;KCNK10;TSPAN9;LEPROTL1;CAPN2;SELENOF;PIK3R1;LMNB1","miRTarBase_2017","DOWN"
"mmu-miR-297b-3p","4/169",0.82887008630598,0.919839641771065,0,0,0.689038755507598,0.129326956992137,"MEF2A;CCNA2;TET3;RASA2","miRTarBase_2017","DOWN"
"hsa-miR-29a-5p","2/98",0.849515259539178,0.931623305734332,0,0,0.592517258382643,0.0966332693854443,"MAPK6;GEM","miRTarBase_2017","DOWN"
"mmu-miR-292a-5p","3/146",0.876316704923173,0.936625953436898,0,0,0.596083916083916,0.0786995992268112,"CD93;PLEK;DCP2","miRTarBase_2017","DOWN"
"mmu-miR-290a-5p","3/146",0.876316704923173,0.936625953436898,0,0,0.596083916083916,0.0786995992268112,"CD93;PLEK;DCP2","miRTarBase_2017","DOWN"
"hsa-miR-299-3p","1/71",0.913964567667702,0.952877095495542,0,0,0.406246043469086,0.0365473055753282,"MYCN","miRTarBase_2017","DOWN"
"hsa-miR-296-5p","1/74",0.922450413934097,0.955419349141027,0,0,0.389490297646749,0.0314403019563891,"POLR2E","miRTarBase_2017","DOWN"
"hsa-miR-29b-1-5p","1/74",0.922450413934097,0.955419349141027,0,0,0.389490297646749,0.0314403019563891,"LZIC","miRTarBase_2017","DOWN"
"mmu-miR-293","15/382",0.316798606633412,0.999959005631865,0,0,1.16851813037099,1.34319875738283,"MEF2A;CERS6;EPAS1;DOT1L;FHL2;HNRNPAB;LGALS3;TMEM37;LASP1;UBASH3B;KCTD20;TSPAN9;EIF2B1;HRAS;PHLDA1","TargetScan_microRNA_2017","DOWN"
"hsa-miR-2964a-5p","59/1825",0.671159501780382,0.999959005631865,0,0,0.947537126516483,0.377828972537366,"MRPS14;ITGB2;RAPH1;ECE1;NUCKS1;HMGB1;DDA1;PPP1CB;GLIPR1;SPRED1;SUMO2;ARL6IP5;CAPN2;GNPNAT1;TK1;PKNOX1;CCR5;PHLDA1;ENTPD1;JAGN1;KCNK10;DAPK2;SERPINB9;SYTL2;PIGC;TMEM37;RAP2A;PPP1R3B;GPD2;TET3;SMS;KDELR2;PPIB;UBA52;ATP6V0C;GAS7;FYTTD1;HDAC2;PSMD13;TXK;CEBPG;ENDOD1;STX11;AGPAT4;TSPAN9;TDG;LEPROTL1;DPH3;MAP9;LNPK;TIMM8B;PRPF38A;SS18L2;EIF1;EIF5;CDK6;NR4A3;OTULIN;BHLHE40","TargetScan_microRNA_2017","DOWN"
"hsa-miR-296-3p","63/1950",0.677934126956991,0.999959005631865,0,0,0.946488813059832,0.367905079501252,"PI4K2B;SRP19;SERPINE2;MRPS14;ITGB3;HILPDA;MRFAP1;PLOD2;ECE1;NUCKS1;RCSD1;MRPL42;GLIPR1;LASP1;CDH1;PCLAF;TNFRSF8;SH2D5;CCR2;RAB2A;CD53;KDM6B;DUSP5;ENTPD1;DAPK2;SEMA6D;MED9;ZFP91;SERPINB9;TBC1D2B;TMEM254;TMEM37;WDFY1;NUPR1;ATF5;FKBP4;MCTP2;UBA52;DCP2;ARF6;GAS7;EPAS1;FGL2;DOT1L;AK2;ISG20L2;STX11;SELENOH;SLAMF7;ANKRD52;WASF2;JAZF1;MYO10;SH2D1A;EIF2AK3;MAGOHB;PTPRE;EIF6;OSTC;OTULIN;PLP2;ULBP1;PTPN3","TargetScan_microRNA_2017","DOWN"
"mmu-miR-290-3p","50/1739",0.907435711618238,0.999959005631865,0,0,0.831202648836797,0.0807368382880878,"CDKN1A;CLIC4;INTS14;ITGB3;PDCD5;NUCKS1;MRPL32;ALCAM;KIF5B;ITGAV;VPS36;MEF2A;MAP2K3;SSR2;TPM1;GPX8;ZFP91;SERPINB9;PDCD1LG2;TGFBR2;TMEM37;RAP2A;ADORA2A;RPL7L1;RBMS1;ACPP;RHOQ;DCP2;AHNAK;AK2;ABRACL;LAGE3;PRDX3;UGCG;TSPAN9;LEPROTL1;EIF4H;ANKRD52;MAP9;JAZF1;OSBPL3;DAB2IP;EIF2S2;RAB11A;CCDC88A;EIF5;CDK6;GPR183;RFXAP;PTPN3","TargetScan_microRNA_2017","DOWN"
"mmu-miR-292-3p","50/1739",0.907435711618238,0.999959005631865,0,0,0.831202648836797,0.0807368382880878,"CDKN1A;CLIC4;INTS14;ITGB3;PDCD5;NUCKS1;MRPL32;ALCAM;KIF5B;ITGAV;VPS36;MEF2A;MAP2K3;SSR2;TPM1;GPX8;ZFP91;SERPINB9;PDCD1LG2;TGFBR2;TMEM37;RAP2A;ADORA2A;RPL7L1;RBMS1;ACPP;RHOQ;DCP2;AHNAK;AK2;ABRACL;LAGE3;PRDX3;UGCG;TSPAN9;LEPROTL1;EIF4H;ANKRD52;MAP9;JAZF1;OSBPL3;DAB2IP;EIF2S2;RAB11A;CCDC88A;EIF5;CDK6;GPR183;RFXAP;PTPN3","TargetScan_microRNA_2017","DOWN"
"hsa-miR-2909","51/1912",0.974517772447881,0.999959005631865,0,0,0.763177177470568,0.0196995282149734,"CLIC4;TES;PPP1R11;RAPH1;MRFAP1;SLC2A1;NUCKS1;PRDM1;RCSD1;PPP1CB;ALCAM;CDH1;ITGAV;VPS36;PHLDA1;GOLGA7;HAVCR2;KCNK10;EIF1AX;DAPK2;VASH1;MRPL43;MCTP2;SLC25A4;RHOQ;STK40;ARF6;PTGER2;DOT1L;UTP23;ENDOD1;AK2;HIGD1A;AGPAT4;ANKRD52;WASF2;XBP1;MYO10;FAM136A;LSM5;GTF2H5;EIF1;NUDT21;CCDC88A;MARCKS;CDK6;NR4A3;OTULIN;CYCS;RPL22L1;POLR3K","TargetScan_microRNA_2017","DOWN"
"mmu-miR-296-3p","41/1605",0.980544638084283,0.999959005631865,0,0,0.730805365624511,0.0143582123428738,"BTG2;TES;SERPINE2;MRPS14;MRPS33;HIKESHI;NUCKS1;HMGB1;RGS1;BASP1;MYB;PIM3;ANKRD52;BAK1;ICOS;SH2D5;WASF2;ARSB;MCL1;JAZF1;KCNK10;DAPK2;SEMA6D;GPX8;ZFP91;NUDT16L1;BRI3BP;NME1;LAT2;CCDC88A;H1F0;CDK6;NR4A3;EIF6;UQCRQ;PPP1R3B;FKBP4;PIK3AP1;SLC25A33;ARF6;GAS7","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297a","50/1955",0.988687142790279,0.999959005631865,0,0,0.727928515305014,0.00828188607990228,"HBS1L;TMEM97;LITAF;ESM1;ALCAM;UBASH3B;MYB;PCLAF;VPS36;GOLGA7;NDC1;KCNK10;FCRL6;GPX8;TMEM171;MED4;ETV4;PTBP3;PSMA5;WDFY1;SNRNP27;RBMS1;MCTP2;PFDN4;RHOQ;FYTTD1;EI24;PTGER2;CEBPG;AK2;SELENOF;PIK3R1;CXCR6;HIGD1A;STX11;AGPAT4;SPAST;SLAMF7;ZSWIM6;MAPK6;WASF2;MAP9;P2RY12;PRPF38A;H3F3A;EIF5;CDK6;NR4A3;OTULIN;PIK3AP1","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297b-5p","50/1955",0.988687142790279,0.999959005631865,0,0,0.727928515305014,0.00828188607990228,"HBS1L;TMEM97;LITAF;ESM1;ALCAM;UBASH3B;MYB;PCLAF;VPS36;GOLGA7;NDC1;KCNK10;FCRL6;GPX8;TMEM171;MED4;ETV4;PTBP3;PSMA5;WDFY1;SNRNP27;RBMS1;MCTP2;PFDN4;RHOQ;FYTTD1;EI24;PTGER2;CEBPG;AK2;SELENOF;PIK3R1;CXCR6;HIGD1A;STX11;AGPAT4;SPAST;SLAMF7;ZSWIM6;MAPK6;WASF2;MAP9;P2RY12;PRPF38A;H3F3A;EIF5;CDK6;NR4A3;OTULIN;PIK3AP1","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297c","50/1955",0.988687142790279,0.999959005631865,0,0,0.727928515305014,0.00828188607990228,"HBS1L;TMEM97;LITAF;ESM1;ALCAM;UBASH3B;MYB;PCLAF;VPS36;GOLGA7;NDC1;KCNK10;FCRL6;GPX8;TMEM171;MED4;ETV4;PTBP3;PSMA5;WDFY1;SNRNP27;RBMS1;MCTP2;PFDN4;RHOQ;FYTTD1;EI24;PTGER2;CEBPG;AK2;SELENOF;PIK3R1;CXCR6;HIGD1A;STX11;AGPAT4;SPAST;SLAMF7;ZSWIM6;MAPK6;WASF2;MAP9;P2RY12;PRPF38A;H3F3A;EIF5;CDK6;NR4A3;OTULIN;PIK3AP1","TargetScan_microRNA_2017","DOWN"
"mmu-miR-296-5p","44/1760",0.989562323468268,0.999959005631865,0,0,0.712044002264822,0.00747114384845501,"ARF1;BTG2;ITGB3;LRRK1;POMP;PEBP1;ECE1;NUCKS1;HMGCR;METRNL;ZCCHC17;ZDHHC2;STX11;LMNB1;AGPAT4;UBASH3B;TSPAN9;LMAN2;ARL6IP5;BAK1;PKNOX1;CCR5;WASF2;MAP9;MEF2A;DUSP4;KDM6B;EIF1AX;SSR2;MED9;VASH1;ADAP1;TMEM254;CDK6;NR4A3;ADORA2A;IMPDH1;SPNS1;ELMO2;ATP6V0C;STK40;GAS7;SRSF9;UBE2M","TargetScan_microRNA_2017","DOWN"
"mmu-miR-299","45/1884",0.996565463358595,0.999959005631865,0,0,0.675838661543338,0.0023251879078842,"HBS1L;ARF1;HDAC2;SERPINE2;AVIL;LRRK1;ITGB2;SELENOF;IRS2;ECE1;CBLB;NUCKS1;PIK3R1;GSPT1;MRPL33;LASP1;TSPAN9;DPH3;SLAMF7;ZSWIM6;ITGAV;ANKRD52;WASF2;XBP1;CERS6;HMGCS1;KCNK10;OSBPL3;ARPC5;MED4;NUDT16L1;DNAJC15;RAB11A;PTBP3;TMEM254;PTPRE;CDK6;NR4A3;GPD2;TET3;GID8;OTULIN;PLP2;RHOQ;GAS7","TargetScan_microRNA_2017","DOWN"
"hsa-miR-29b-1-5p","12/74",4.61484461017008e-05,0.00336537543196653,0,0,4.5560146194184,45.4856429089658,"NOTCH2;GNA13;PTCD3;ATP8A2;SOCS1;SMAD3;MAT2A;XRCC5;AKT3;STAT3;JAK3;TNRC6B","miRTarBase_2017","UP"
"hsa-miR-296-3p","23/258",0.000448187121776593,0.0179090662222236,0,0,2.3143570536829,17.8443865666378,"LGALS3BP;MT-ND4;MT-ND5;SRCAP;FKBP15;SATB1;MT-ND2;EEF2;ARID1A;SMC4;PHC3;PRRC2A;HIPK2;ETV6;MT-ATP6;LARP1;HNRNPUL1;IRF1;NOCT;PELI1;MT-CO2;MT-CO3;MARK2","miRTarBase_2017","UP"
"mmu-miR-292a-3p","2/10",0.0612590744252131,0.281849716243449,0,0,5.82968369829684,16.2802270433414,"IFNGR2;PIK3C2A","miRTarBase_2017","UP"
"mmu-miR-290a-3p","2/11",0.0728788370133407,0.307207467583692,0,0,5.18167072181671,13.5705727242054,"IFNGR2;PIK3C2A","miRTarBase_2017","UP"
"mmu-miR-292a-5p","10/146",0.0798669103573539,0.315321073321535,0,0,1.71990171990172,4.34686868583847,"ELF1;CAMK1D;WDR26;TBL1XR1;IFNGR2;INTS6;SLC35G1;GATA1;RASGRP1;ETV6","miRTarBase_2017","UP"
"mmu-miR-290a-5p","10/146",0.0798669103573539,0.315321073321535,0,0,1.71990171990172,4.34686868583847,"ELF1;CAMK1D;WDR26;TBL1XR1;IFNGR2;INTS6;SLC35G1;GATA1;RASGRP1;ETV6","miRTarBase_2017","UP"
"hsa-miR-297","12/190",0.0943791116160512,0.34479185367912,0,0,1.577295621852,3.72310458859855,"LRRC58;DGUOK;USP25;MBNL2;SATB1;ENTPD5;TAOK1;AKT3;TRAF5;LPP;ETV6;ZDHHC15","miRTarBase_2017","UP"
"hsa-miR-29a-5p","7/98",0.109696476310798,0.372075141161159,0,0,1.79691177855193,3.97124337318902,"PPP3CB;NRIP1;AAK1;ZBTB20;NDUFV3;FOXN3;IKZF4","miRTarBase_2017","UP"
