"","g0","g1","g2","g3","g4","g5","g6"
"Tmem177",0.0363752365596676,0.0254285650078618,0.0371949141730527,0.0326600519056062,0.0348347125722557,0.0287171842158255,0.0399921112091967
"Cfap221",8.26906615120616e-05,0,0.000316928119688285,6.3538115514772e-05,0,0,0
"Sctr",0.00781070693213324,0.00849334396364533,0.00581537675620815,0.00428616922607866,0.00290319231294698,0.00560845157538463,0.00560761284870362
"Tmem37",0.487855699459985,0.577388240565864,0.339547567565095,0.256158341776365,0.117685000015015,0.153440989128509,0.390853392939906
"Dbi",3.52351498654151,3.47672997182322,3.40266119502274,3.54136067476183,2.0202758049536,1.84574536127887,2.34346575293322
"3110009E18Rik",0.195667512920258,0.170420594662938,0.190345645717103,0.202430161963752,0.190985333698419,0.204955101258438,0.165805386503544
"Steap3",0.0130985776870504,0.00963191780335896,0.0191963153597536,0.0171585067647682,0.00384353768519967,0.00404655108872471,0.00527123758014214
"Insig2",0.198586263408818,0.230897533771916,0.193452616935018,0.166892470091086,0.197664181372112,0.217261280665586,0.284073459979429
"Ccdc93",0.199328539279179,0.22575228753299,0.18973466820934,0.193236207692019,0.188393636288527,0.231420109872487,0.35681799884565
"Htr5b",9.58013180297434e-05,0.000289891562170699,7.70753303448659e-05,0,0,0.000357038729347719,0
"Ddx18",1.28955386891272,1.38534874512541,1.62501085029117,1.80331016334333,1.62480309136928,1.75642102631029,1.04572185079872
"Gm28590",0,7.44184230009842e-05,6.74182125393129e-05,8.28387549020351e-05,0,0,0
