"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Serpina3g",4853.62124366467,-1.77074130488614,0.14616419979014,2.32324294320682e-35,2.56183999347416e-31
"P2ry14",670.451221150365,-1.97184917379517,0.199665970401888,4.40928807137122e-25,1.92058239487802e-21
"Nkg7",1109.91787689071,-1.56306017260039,0.156473209603707,5.22512667510117e-25,1.92058239487802e-21
"Eomes",3227.52387642151,-1.40382810747016,0.150904327616093,3.23929273814276e-22,8.92992025587505e-19
"Il24",239.281118012936,-2.99401398689229,0.366000840731853,2.81686469307535e-20,6.21231339410838e-17
"Crip1",3232.01996721691,1.1497909899449,0.13784362272076,1.13302198649948e-18,2.0823055741883e-15
"Atf3",417.708073382848,-1.79387266552965,0.247723007582815,6.50797441769521e-15,1.02519191291322e-11
"Ccr5",337.314226217651,-1.85004926992461,0.279612830548091,3.71093149652057e-13,5.11505520151655e-10
"Serpina3f",376.949334172728,-1.58456845075307,0.23788234497497,5.25374802578981e-13,6.4370088311538e-10
"Egln3",1916.40319637581,-0.918357499790354,0.151727418982402,8.12354117539065e-12,8.81807674452725e-09
"Gm4841",1210.49137963521,-1.06022726201453,0.173213764616411,8.79648537134304e-12,8.81807674452725e-09
"Cdkn1a",7765.72509318732,-0.77211162847668,0.132627780454965,1.07687828074602e-11,9.89561400148861e-09
"Efna5",585.151498040466,-1.46168456234056,0.238495292017438,1.46186353679773e-11,1.16307848366507e-08
"Iigp1",27732.6604676025,-0.742953626038572,0.129754664827128,1.47665718430316e-11,1.16307848366507e-08
"Zfp608",1883.65804321693,-0.864628363993198,0.150961833580162,3.69011456286604e-11,2.71272621898159e-08
"Asb2",1713.95282539773,-0.859772407650987,0.154050815377903,7.89443826794088e-11,5.44074817378651e-08
"Nfil3",1514.83860945648,-0.931447134976356,0.165766137746889,9.5367962086302e-11,6.18601481132737e-08
"Lta",10188.1266909661,-0.681102676827908,0.128974879570558,1.25804805919233e-10,7.7069421937299e-08
"Kdm5b",1704.84789643622,-0.799908009486167,0.152129894242404,2.89391115620714e-10,1.67953464839454e-07
"Flna",2975.6422493402,0.753668031499191,0.147843707584735,4.9162058155863e-10,2.71055007642351e-07
"Lrrc32",754.218031219121,-0.984855065638899,0.189617669783292,1.00394963932907e-09,5.27169174899125e-07
"Gm50237",1735.12060649628,-0.808403132730398,0.16200114300403,1.17028138007494e-09,5.86576944458471e-07
