"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Xcl1",1966.25646565527,2.21814560272266,0.129868998755591,2.07208243116746e-66,2.43635452256671e-62
"Gm57204",367.624241634464,-2.93088537430771,0.296716971679146,1.45956838785237e-24,6.56973161609272e-21
"Gzmc",7274.297675183,-0.977752172779601,0.099864202547715,1.67623701720345e-24,6.56973161609272e-21
"Art2a",432.918571396896,-2.3336401804502,0.257491015499694,8.06793470751735e-21,2.37156940727472e-17
"Havcr2",917.294140440683,-1.52936393103955,0.199755765886952,5.14098285598242e-18,1.20895352841282e-14
"Zfp608",3425.97297164105,-0.875493988373804,0.122723349194053,2.48544808410594e-14,4.87064976215294e-11
"Ltb4r1",753.437311120048,-1.34263626653965,0.22914389006505,1.19431220127779e-12,2.00610326608918e-09
"Basp1",373.388647174188,-1.73108931841754,0.291606886319235,3.64409995678124e-12,5.35591591147923e-09
"Serpine2",2308.76577076309,-0.850327836139392,0.135404087447366,8.06906361963796e-12,1.05417833377448e-08
"Serpina3g",3410.17174173622,-0.668464168134939,0.107923994837085,1.42721336764393e-11,1.67811747767574e-08
"Kdm5b",2012.93453920064,-0.806910786442181,0.134829716586023,5.48246253469999e-11,5.76697968305087e-08
"Cdkn1a",30277.1835259824,-0.675211101111871,0.113245010894903,5.88567411095514e-11,5.76697968305087e-08
"Ifi27l2a",23675.2229838097,0.596909340898623,0.102760238557591,1.15711445827385e-10,1.04656552310646e-07
"Tmem254",1374.77914852866,-0.939340748317042,0.165328109819383,1.44746559928452e-10,1.2156643225991e-07
"Mycn",1990.72937224887,-0.836100018198175,0.145817721421774,2.0900933965264e-10,1.63835454375716e-07
"Bhlhe40",5959.05259755162,-0.624934819716157,0.111865413115378,4.45960621939908e-10,3.27239032933516e-07
"Adam8",2531.34290409156,-0.747571364048664,0.133361756210008,4.95754882125993e-10,3.27239032933516e-07
"Mt2",3650.90751889707,0.599267567614808,0.107902115111232,5.00961268311217e-10,3.27239032933516e-07
"H2-Q10",706.516209670912,-1.04115153702977,0.199319767204259,5.94407747920965e-10,3.67844542108142e-07
"H2ac24",12060.0892315541,-0.539082485396227,0.101481607726709,1.71500968695681e-09,1.00825419496191e-06
"Entpd1",3834.88058933292,-0.708040160961997,0.132332982439498,1.88925168600104e-09,1.05780101542858e-06
"Erp29",11525.0413026864,-0.573714030809449,0.109713976087955,2.78228721137217e-09,1.48700604687791e-06
"Casp3",10188.7304317204,-0.577484986807027,0.110822014496245,3.0822404384236e-09,1.57569491630368e-06
"Avil",188.418346748539,-1.71153424546592,0.371232537712375,3.24041267557887e-09,1.58753217664402e-06
"Tspan9",1275.11773986552,-0.866304083265516,0.169984146983272,4.91115903728336e-09,2.30981631841511e-06
"Lilrb4b",2351.7871084376,-0.76305732210019,0.150765887864372,8.06027368972431e-09,3.64510377091455e-06
"Prdm1",1081.4007797872,-0.816002332779168,0.162749032906276,9.00759345040178e-09,3.92264014036386e-06
"Plscr1",2508.28592002844,-0.627292968216213,0.125406503936346,9.78792602267359e-09,3.97427709976742e-06
"Sh2d1a",5796.16308377725,-0.614067930904154,0.122880795278954,9.80218029369409e-09,3.97427709976742e-06
"Phf10",4868.47825997528,-0.59071666477553,0.118771784430949,1.06319324670391e-08,4.16700873158153e-06
"Egln3",3314.40181350216,-0.564590591786772,0.113950578004743,1.13189564689798e-08,4.29317065039561e-06
"Cd53",18653.3540908993,-0.50973551197552,0.103769111628188,1.40244108600769e-08,4.99694008766013e-06
"Gm36496",672.458207056119,-0.971923604386528,0.206726112091993,1.3925287101812e-08,4.99694008766013e-06
"Fgl2",1483.63820568507,-0.783101033686596,0.158823396802719,1.44690687571293e-08,5.00374442489195e-06
"Tmem37",2709.96842086114,-0.715785637606287,0.145107762940119,1.51483941082651e-08,5.08899479785659e-06
"Icos",4623.77882595418,-0.640169965578544,0.130550566792121,1.61702650236822e-08,5.28138822634599e-06
"Anxa2",11596.9740657172,-0.52047760886673,0.107157925229391,1.82853567341734e-08,5.81078985082193e-06
"Tmem108",1155.72081010195,0.72755407271761,0.149796201362155,2.15797568220119e-08,6.61853334910949e-06
"Zcchc18",869.068708980095,-0.8693419566735,0.182418172170891,2.19529512345016e-08,6.61853334910949e-06
"Lmna",1585.56173638106,-0.781031206862782,0.16206322617127,2.41378031658514e-08,7.09530724060201e-06
"Mcl1",8752.72037709392,-0.516453589887925,0.107748537130352,2.51510551456604e-08,7.21283186347989e-06
"Gm56906",5825.8709246996,-0.568906965119781,0.120612584995308,3.62323514508442e-08,1.01433330561673e-05
"Marcks",651.339446495675,-0.853303292404353,0.183353626128763,3.85329494564806e-08,1.05365213885883e-05
"Alcam",3981.19343068201,-0.581642766834244,0.124230263496918,4.30872924604621e-08,1.15140996534117e-05
"Arsb",7708.9863575413,-0.47232328258816,0.102585480332839,6.84816841582506e-08,1.75992541342562e-05
"Pik3ap1",1470.43112391062,-0.685584962938216,0.149115295851935,6.88523294927527e-08,1.75992541342562e-05
"Nfkbia",4931.0369440071,-0.484687120027781,0.105989696163804,7.63646238920441e-08,1.8706150994222e-05
"Cd5",2058.79646383603,0.709067521678665,0.154924385600236,7.54029568289449e-08,1.8706150994222e-05
"Enah",3904.37565849279,0.600788750835081,0.132146572626299,8.13695694783699e-08,1.95253754678913e-05
"Ifi30",1286.88048807254,-0.754459341576132,0.166056747955561,8.35045498418621e-08,1.96369299408123e-05
"Ptpn6",5312.03293855288,0.567454694327991,0.125995835089431,9.67494927332075e-08,2.23055006971971e-05
"Runx1",1851.8589729299,0.623855539065109,0.138628070978625,1.01562803942405e-07,2.29649124760539e-05
"Bcl2a1b",2401.36235634346,-0.559361223803956,0.124686488924083,1.04568827569058e-07,2.31984957463582e-05
"Lilrb4a",2030.28014423742,-0.649586410747581,0.145526376993751,1.20861064497335e-07,2.63163777103643e-05
"Ugcg",11496.6747139676,-0.501209569495929,0.114827666110618,1.88637973438811e-07,3.96072373516703e-05
"Sub1",74026.6411926145,-0.500526824622409,0.114562890477702,1.85498012281982e-07,3.96072373516703e-05
"Maf",846.62719328622,-0.855689374633322,0.205210915134413,2.48991373685592e-07,5.13621152946525e-05
"Plod2",2410.65599398072,-0.544459277117596,0.127345386519787,2.62957091513087e-07,5.33077496898428e-05
"Mt1",10987.4533513212,0.41099014650203,0.094056775515297,2.70616429766505e-07,5.39306437490604e-05
"F2rl2",694.178020344862,-0.851402517369886,0.205445757720682,2.78385743791183e-07,5.45543262582789e-05
"Tdg",3627.29763577447,-0.586742610179058,0.138217368426208,2.95455665042321e-07,5.69502903207806e-05
"Ly6c1",5360.52193954516,-0.510951017308416,0.120328262178495,3.09065930362924e-07,5.86128582130204e-05
"Ccnb1ip1",2069.80124101844,0.632598943683631,0.150476374525229,3.50234817794066e-07,6.53660474225815e-05
"Bak1",3296.90089587413,-0.510487232643924,0.121526458545684,3.74802244701363e-07,6.88581998937285e-05
"Ceacam16",362.312756832901,-0.982406527064026,0.259729554936892,4.08225180832096e-07,7.38447950188275e-05
"Xdh",1536.21091468168,-0.602378570911528,0.144859972496177,4.19459039933676e-07,7.47272635081843e-05
"Zbtb18",555.636356466178,0.913573026790788,0.23401453141433,4.35732328608319e-07,7.64677719369644e-05
"Ier3",3296.71382001271,-0.584965949546591,0.141420702750264,4.58686591488298e-07,7.93123079811678e-05
"Itgb1",10469.2405836759,-0.441937653891928,0.105583522344209,4.96868345492349e-07,8.4669246468102e-05
"Asb2",4358.61544155239,-0.484957601468337,0.117570926071691,5.43219029441888e-07,9.12452764025389e-05
"Gas7",172.382466630442,-1.2990094235276,0.406062797675978,5.86609781750471e-07,9.71458847017189e-05
"Lat2",305.051916048165,-1.18319927145686,0.362330465228495,6.65607326362265e-07,0.000108697374213438
"Junb",6779.99065832364,-0.44544618915804,0.109394567605137,7.77367027064163e-07,0.000125209335674252
"Hacd1",939.569788305781,-0.68925621964923,0.175489449947854,9.42181224800029e-07,0.00014622491008662
"Adamts14",179.724872090447,-1.23985487515927,0.401916617609015,9.35560901076784e-07,0.00014622491008662
"Gm43305",131.126804389249,-1.52233601422003,0.516626157785559,9.45151655603261e-07,0.00014622491008662
