"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","gene_set"
"mmu-miR-29a-3p","1/47",0.0369579233170906,0.248813932614376,0,0,28.895652173913,95.2971448669559,"EOMES","miRTarBase_2017","DOWN"
"mmu-miR-29b-3p","1/51",0.0400434265231352,0.248813932614376,0,0,26.5786666666667,85.5245877658264,"EOMES","miRTarBase_2017","DOWN"
"mmu-miR-297b-3p","1/169",0.127004792189416,0.255715008596458,0,0,7.86349206349206,16.2265553907419,"NFKBIA","miRTarBase_2017","DOWN"
"mmu-miR-296-3p","2/1605",0.371668589916816,0.814655734199157,0,0,1.63808929685411,1.62130331931781,"H1F0;SELL","TargetScan_microRNA_2017","DOWN"
"mmu-miR-296-5p","1/1760",0.771088447182741,0.814655734199157,0,0,0.690733371233656,0.179557655674179,"CD82","TargetScan_microRNA_2017","DOWN"
"mmu-miR-299","1/1884",0.794766572489324,0.814655734199157,0,0,0.640856788812179,0.147209179489166,"SELL","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297a","1/1955",0.807269628084309,0.814655734199157,0,0,0.615148413510747,0.131701771224908,"GBP2","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297c","1/1955",0.807269628084309,0.814655734199157,0,0,0.615148413510747,0.131701771224908,"GBP2","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297b-5p","1/1955",0.807269628084309,0.814655734199157,0,0,0.615148413510747,0.131701771224908,"GBP2","TargetScan_microRNA_2017","DOWN"
"mmu-miR-293","1/382",0.0742440096322937,0.342900144834584,0,0,17.1609798775153,44.6253808903935,"GAB2","TargetScan_microRNA_2017","UP"
"mmu-miR-296-3p","1/1605",0.284403695210629,0.342900144834584,0,0,3.82211138819618,4.80577222297002,"GAB2","TargetScan_microRNA_2017","UP"
"hsa-miR-2964a-5p","1/1825",0.31803056735367,0.342900144834584,0,0,3.32090643274854,3.80445623627145,"GAB2","TargetScan_microRNA_2017","UP"
