"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","gene_set"
"mmu-miR-291b-3p","1/16",0.00638314407085165,0.1084026532967,0,0,190.257142857143,961.577579668734,"CDKN1A","miRTarBase_2017","DOWN"
"mmu-miR-29a-3p","1/47",0.01864918566892,0.1084026532967,0,0,61.944099378882,246.658479823396,"EOMES","miRTarBase_2017","DOWN"
"mmu-miR-29b-3p","1/51",0.0202222107748752,0.1084026532967,0,0,56.9771428571429,222.266337799251,"EOMES","miRTarBase_2017","DOWN"
"mmu-miR-295-3p","1/61",0.0241451262933278,0.1084026532967,0,0,47.4571428571429,176.714868655772,"CDKN1A","miRTarBase_2017","DOWN"
"mmu-miR-294-3p","1/61",0.0241451262933278,0.1084026532967,0,0,47.4571428571429,176.714868655772,"CDKN1A","miRTarBase_2017","DOWN"
"mmu-miR-291a-3p","1/62",0.0245366609727815,0.1084026532967,0,0,46.6768149882904,173.058348420787,"CDKN1A","miRTarBase_2017","DOWN"
"hsa-miR-299-5p","1/63",0.0249280582059939,0.1084026532967,0,0,45.9216589861751,169.531802298245,"CDKN1A","miRTarBase_2017","DOWN"
"hsa-miR-298","1/165",0.0641360098841485,0.117820372504482,0,0,17.2717770034843,47.4412413272205,"CDKN1A","miRTarBase_2017","DOWN"
"mmu-miR-296-3p","1/1605",0.48795770525546,0.569599078439341,0,0,1.63769148557178,1.17508711578224,"MYO6","TargetScan_microRNA_2017","DOWN"
"mmu-miR-290-3p","1/1739",0.517053359919524,0.569599078439341,0,0,1.50041098142364,0.989684885812954,"CDKN1A","TargetScan_microRNA_2017","DOWN"
"mmu-miR-292-3p","1/1739",0.517053359919524,0.569599078439341,0,0,1.50041098142364,0.989684885812954,"CDKN1A","TargetScan_microRNA_2017","DOWN"
"hsa-miR-2909","1/1912",0.552471400764196,0.569599078439341,0,0,1.35164835164835,0.802005429242685,"MYO6","TargetScan_microRNA_2017","DOWN"
