"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","gene_set"
"hsa-miR-29c-3p","14/254",1.29715940091218e-09,2.20257666274888e-06,0,0,9.78653846153846,200.262807926588,"KDM5B;ENTPD1;DOT1L;TET2;MORF4L1;CDK6;TESPA1;MORF4L2;C1QTNF6;TDG;DNMT3B;SGK1;MCL1;CREB5","miRTarBase_2017","DOWN"
"hsa-miR-29a-3p","13/264",2.00094565919783e-08,1.69880286465896e-05,0,0,8.6107772300628,152.643771884733,"KDM5B;ENTPD1;DOT1L;TET2;MORF4L1;CDK6;TESPA1;MORF4L2;C1QTNF6;TDG;DNMT3B;SGK1;MCL1","miRTarBase_2017","DOWN"
"hsa-miR-29b-3p","12/261",1.52016184348604e-07,8.60411603413099e-05,0,0,7.94573250987142,124.742270306535,"MORF4L1;ENTPD1;CDK6;TESPA1;MORF4L2;C1QTNF6;TDG;DOT1L;DNMT3B;TET2;SGK1;MCL1","miRTarBase_2017","DOWN"
"mmu-miR-29a-3p","3/47",0.00360828599305538,0.281112191505232,0,0,10.5601917613636,59.3960352532315,"EOMES;DNMT3B;MCL1","miRTarBase_2017","DOWN"
"mmu-miR-29b-3p","3/51",0.00454695408184465,0.281691430991817,0,0,9.67822265625,52.197536018665,"EOMES;DNMT3B;MCL1","miRTarBase_2017","DOWN"
"hsa-miR-29c-5p","1/13",0.0819059960266386,0.590611523528165,0,0,12.7288461538462,31.84990346446,"DNMT3B","miRTarBase_2017","DOWN"
"hsa-miR-298","3/165",0.0943757507309297,0.600318817865075,0,0,2.85112847222222,6.73000640862387,"CDKN1A;BDH1;DCTPP1","miRTarBase_2017","DOWN"
"mmu-miR-291b-3p","1/16",0.0998410764728978,0.600985111429844,0,0,10.1815384615385,23.4600524165558,"CDKN1A","miRTarBase_2017","DOWN"
"mmu-miR-29c-3p","1/24",0.145986013605011,0.646230813546023,0,0,6.63745819397993,12.7720921521981,"MCL1","miRTarBase_2017","DOWN"
"mmu-miR-295-3p","1/61",0.330663237374484,0.683537616285836,0,0,2.53961538461538,2.81047763493305,"CDKN1A","miRTarBase_2017","DOWN"
"mmu-miR-294-3p","1/61",0.330663237374484,0.683537616285836,0,0,2.53961538461538,2.81047763493305,"CDKN1A","miRTarBase_2017","DOWN"
"mmu-miR-291a-3p","1/62",0.335060798530661,0.683537616285836,0,0,2.49785624211854,2.73126411104234,"CDKN1A","miRTarBase_2017","DOWN"
"hsa-miR-299-5p","1/63",0.339429686661638,0.683537616285836,0,0,2.45744416873449,2.65524007018183,"CDKN1A","miRTarBase_2017","DOWN"
"mmu-miR-297a-5p","3/341",0.386991462785266,0.68449114980144,0,0,1.35431305473373,1.28572068227039,"GNAQ;CHD7;TM6SF1","miRTarBase_2017","DOWN"
"mmu-miR-297c-5p","1/107",0.505906313627887,0.70117901518082,0,0,1.43417997097242,0.97725565022304,"GNAQ","miRTarBase_2017","DOWN"
"mmu-miR-297b-5p","1/108",0.509160026924588,0.70117901518082,0,0,1.42070452911574,0.958965494444303,"GNAQ","miRTarBase_2017","DOWN"
"hsa-miR-29b-2-5p","1/119",0.543577354050283,0.715499493935953,0,0,1.28754889178618,0.784868246729744,"CREB5","miRTarBase_2017","DOWN"
"hsa-miR-297","1/190",0.714795007124822,0.79121376929462,0,0,0.800976800976801,0.268935554762584,"ZSWIM6","miRTarBase_2017","DOWN"
"mmu-miR-298-5p","1/219",0.764746416925319,0.826568692513808,0,0,0.693401552575865,0.185977910817335,"TSPAN31","miRTarBase_2017","DOWN"
"hsa-miR-296-3p","1/258",0.818495805175219,0.858965313465712,0,0,0.587009877282251,0.117570451517164,"KDM5B","miRTarBase_2017","DOWN"
"mmu-miR-293","4/382",0.241465389545438,0.957806790977995,0,0,1.62404699412573,2.30781808823241,"SETBP1;CHD7;DOT1L;FHL2","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297a","15/1955",0.298284643121771,0.957806790977995,0,0,1.19505421258443,1.44566553012601,"FYTTD1;DOCK4;EGLN3;TNFRSF9;CHD7;CXCR6;ADAM19;GPRIN3;PSMA5;CDK6;SETBP1;CD8A;GNAQ;ZSWIM6;CREB5","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297b-5p","15/1955",0.298284643121771,0.957806790977995,0,0,1.19505421258443,1.44566553012601,"FYTTD1;DOCK4;EGLN3;TNFRSF9;CHD7;CXCR6;ADAM19;GPRIN3;PSMA5;CDK6;SETBP1;CD8A;GNAQ;ZSWIM6;CREB5","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297c","15/1955",0.298284643121771,0.957806790977995,0,0,1.19505421258443,1.44566553012601,"FYTTD1;DOCK4;EGLN3;TNFRSF9;CHD7;CXCR6;ADAM19;GPRIN3;PSMA5;CDK6;SETBP1;CD8A;GNAQ;ZSWIM6;CREB5","TargetScan_microRNA_2017","DOWN"
"hsa-miR-2964a-5p","14/1825",0.307709928635676,0.957806790977995,0,0,1.19314540297423,1.40623846340448,"FYTTD1;ENTPD1;TNFRSF9;IL24;FOSL2;CDK6;SETBP1;GOLGB1;TDG;BHLHE40;IL2RB;CCR5;SGK1;GPLD1","TargetScan_microRNA_2017","DOWN"
"mmu-miR-299","12/1884",0.584590808782026,0.957806790977995,0,0,0.969457013574661,0.520446355660413,"GPRIN3;XBP1;CDK6;SETBP1;BDH1;F2R;CHD7;TET2;ZSWIM6;EFNA5;LRRC32;CREB5","TargetScan_microRNA_2017","DOWN"
"mmu-miR-290-3p","10/1739",0.712082728476308,0.968538028280207,0,0,0.867075508223834,0.29442518501039,"EHD3;DOCK4;CDKN1A;CDK6;SETBP1;IL24;IL2RB;PIM2;ATF3;CREB5","TargetScan_microRNA_2017","DOWN"
"mmu-miR-292-3p","10/1739",0.712082728476308,0.968538028280207,0,0,0.867075508223834,0.29442518501039,"EHD3;DOCK4;CDKN1A;CDK6;SETBP1;IL24;IL2RB;PIM2;ATF3;CREB5","TargetScan_microRNA_2017","DOWN"
"mmu-miR-296-3p","8/1605",0.834478183205207,0.968538028280207,0,0,0.744159526754942,0.134654683908127,"GPRIN3;FCMR;TES;CDK6;CHD7;ARSB;MCL1;CREB5","TargetScan_microRNA_2017","DOWN"
"hsa-miR-296-3p","9/1950",0.902000634555685,0.975132752454439,0,0,0.681379380241721,0.0702775070410071,"GPRIN3;ENTPD1;HIP1;HSPA5;SETBP1;FGL2;DOT1L;CCR2;CREB5","TargetScan_microRNA_2017","DOWN"
