"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","gene_set"
"hsa-miR-29a-3p","7/264",4.99968749521782e-05,0.0282732327854568,0,0,8.11755689187596,80.3926310066228,"KDM6B;ENTPD1;MYC;MORF4L2;DOT1L;SERPINB9;CACNA1C","miRTarBase_2017","DOWN"
"hsa-miR-29b-3p","6/261",0.000382063528294365,0.144037950166976,0,0,6.90851624231782,54.3694954222704,"KDM6B;ENTPD1;IFNG;MYC;MORF4L2;DOT1L","miRTarBase_2017","DOWN"
"hsa-miR-29c-3p","4/254",0.0139553718258193,0.370669195006306,0,0,4.56278260869565,19.4917089011924,"KDM6B;ENTPD1;MORF4L2;DOT1L","miRTarBase_2017","DOWN"
"mmu-miR-29b-3p","2/51",0.0149283642566728,0.370669195006306,0,0,11.4274216728945,48.0465056814403,"EOMES;BAK1","miRTarBase_2017","DOWN"
"mmu-miR-296-3p","1/12",0.0429426780134262,0.452847115257793,0,0,25.1464646464646,79.1582825191569,"TNF","miRTarBase_2017","DOWN"
"mmu-miR-291b-3p","1/16",0.0568486999685375,0.471259628255201,0,0,18.437037037037,52.8656580429068,"CDKN1A","miRTarBase_2017","DOWN"
"mmu-miR-29a-3p","1/47",0.158072770836145,0.56877700725172,0,0,6.00271739130435,11.0732114335829,"EOMES","miRTarBase_2017","DOWN"
"mmu-miR-295-3p","1/61",0.20019926964943,0.56877700725172,0,0,4.59884259259259,7.39697185422224,"CDKN1A","miRTarBase_2017","DOWN"
"mmu-miR-294-3p","1/61",0.20019926964943,0.56877700725172,0,0,4.59884259259259,7.39697185422224,"CDKN1A","miRTarBase_2017","DOWN"
"mmu-miR-291a-3p","1/62",0.203127469122629,0.56877700725172,0,0,4.52322404371585,7.20966437053929,"CDKN1A","miRTarBase_2017","DOWN"
"hsa-miR-299-5p","1/63",0.20604509432071,0.56877700725172,0,0,4.45004480286738,7.02955879538012,"CDKN1A","miRTarBase_2017","DOWN"
"hsa-miR-298","1/165",0.45438548760258,0.624916582282942,0,0,1.67369579945799,1.32022689496445,"CDKN1A","miRTarBase_2017","DOWN"
"mmu-miR-298-5p","1/219",0.553008319784734,0.664667810495785,0,0,1.25567023445464,0.743836737089338,"TNF","miRTarBase_2017","DOWN"
"mmu-miR-297a-5p","1/341",0.715682657567252,0.773840426107612,0,0,0.800122549019608,0.267655735672175,"TM6SF1","miRTarBase_2017","DOWN"
"hsa-miR-296-3p","9/1950",0.279832488353091,0.999498927133508,0,0,1.3030815301391,1.65955787012878,"KDM6B;CD74;ENTPD1;MYC;DOT1L;LIF;SLAMF7;SERPINB9;CACNA1C","TargetScan_microRNA_2017","DOWN"
"hsa-miR-2964a-5p","7/1825",0.503779739267008,0.999498927133508,0,0,1.05646397973131,0.724328747061668,"CD74;ENTPD1;NR4A3;SERPINB9;CACNA1C;CCR5;F2RL2","TargetScan_microRNA_2017","DOWN"
"mmu-miR-296-3p","5/1605",0.70689627007971,0.999498927133508,0,0,0.842233455882353,0.292146649343256,"NR4A3;SELL;CACNA1C;BAK1;ARSB","TargetScan_microRNA_2017","DOWN"
"mmu-miR-293","1/382",0.755941727335813,0.999498927133508,0,0,0.712525517643628,0.199358217143836,"DOT1L","TargetScan_microRNA_2017","DOWN"
"mmu-miR-290-3p","5/1739",0.771845161916176,0.999498927133508,0,0,0.771465160458647,0.199787348268562,"CDKN1A;TAGAP;SERPINB9;TNF;F2RL2","TargetScan_microRNA_2017","DOWN"
"mmu-miR-292-3p","5/1739",0.771845161916176,0.999498927133508,0,0,0.771465160458647,0.199787348268562,"CDKN1A;TAGAP;SERPINB9;TNF;F2RL2","TargetScan_microRNA_2017","DOWN"
"mmu-miR-296-5p","5/1760",0.780988082407836,0.999498927133508,0,0,0.761354114295291,0.188203226191005,"KDM6B;SEMA7A;NR4A3;BAK1;CCR5","TargetScan_microRNA_2017","DOWN"
"mmu-miR-299","5/1884",0.829450379340969,0.999498927133508,0,0,0.706258022101869,0.132064593785711,"NR4A3;SELL;SLAMF7;CACNA1C;LRRC32","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297a","4/1955",0.935196536002506,0.999498927133508,0,0,0.534129654803557,0.0357859245881617,"EGLN3;NR4A3;SLAMF7;GBP2","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297b-5p","4/1955",0.935196536002506,0.999498927133508,0,0,0.534129654803557,0.0357859245881617,"EGLN3;NR4A3;SLAMF7;GBP2","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297c","4/1955",0.935196536002506,0.999498927133508,0,0,0.534129654803557,0.0357859245881617,"EGLN3;NR4A3;SLAMF7;GBP2","TargetScan_microRNA_2017","DOWN"
"hsa-miR-2909","3/1912",0.97534789487936,0.999498927133508,0,0,0.404504976427449,0.0100968715172707,"NR4A3;DOT1L;CACNA1C","TargetScan_microRNA_2017","DOWN"
"mmu-miR-296-3p","1/12",0.0113436160025479,0.275157228012758,0,0,100.858585858586,451.75570806003,"IGF1R","miRTarBase_2017","UP"
"hsa-miR-298","1/165",0.145698329196703,0.287150821665405,0,0,6.71307588075881,12.930841107139,"KLF2","miRTarBase_2017","UP"
"mmu-miR-298-5p","1/219",0.188841384928186,0.300735722873354,0,0,5.03644240570846,8.39498319288437,"IGF1R","miRTarBase_2017","UP"
"mmu-miR-293","2/382",0.0502368044391997,0.726072824393833,0,0,6.06842105263158,18.1506920608419,"LEF1;GAB2","TargetScan_microRNA_2017","UP"
"mmu-miR-296-5p","3/1760",0.231066185698677,0.726072824393833,0,0,1.9447922595333,2.84922002222528,"P2RX7;IGFBP4;IGF1R","TargetScan_microRNA_2017","UP"
