"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","gene_set"
"hsa-miR-29b-3p","6/261",0.000712912182576285,0.315397377744923,0,0,6.08761609907121,44.1117934661519,"MYC;MORF4L2;TDG;TBX21;DOT1L;MCL1","miRTarBase_2017","DOWN"
"hsa-miR-29a-3p","6/264",0.000756636001394256,0.315397377744923,0,0,6.01591187270502,43.2341222967308,"MYC;MORF4L2;TDG;DOT1L;CACNA1C;MCL1","miRTarBase_2017","DOWN"
"mmu-miR-29b-3p","3/51",0.00120037060987602,0.315397377744923,0,0,15.7199367088608,105.718538232161,"TBX21;BAK1;MCL1","miRTarBase_2017","DOWN"
"hsa-miR-29c-3p","5/254",0.0039153523439071,0.411503531344636,0,0,5.1293485630835,28.4312094528119,"MORF4L2;TDG;DOT1L;OTULIN;MCL1","miRTarBase_2017","DOWN"
"mmu-miR-29a-3p","2/47",0.0159307834574071,0.532793833437531,0,0,11.0405555555556,45.7024015274696,"TBX21;MCL1","miRTarBase_2017","DOWN"
"mmu-miR-296-3p","1/12",0.0481182666384021,0.548220888474408,0,0,22.3423120089787,67.7886616344108,"TNF","miRTarBase_2017","DOWN"
"mmu-miR-29c-3p","1/24",0.093948185827494,0.624933818384153,0,0,10.679012345679,25.2559908857286,"MCL1","miRTarBase_2017","DOWN"
"mmu-miR-298-5p","2/219",0.226452364822599,0.636426106917817,0,0,2.26970046082949,3.37100603007924,"TNF;TAPBP","miRTarBase_2017","DOWN"
"hsa-miR-29a-5p","1/98",0.332093251784657,0.636426106917817,0,0,2.52271859488354,2.78089228044572,"PLAC8","miRTarBase_2017","DOWN"
"hsa-miR-296-3p","1/258",0.655911206100158,0.759192045952119,0,0,0.944468463275208,0.398310548781454,"IRF1","miRTarBase_2017","DOWN"
"mmu-miR-297a-5p","1/341",0.756597784677801,0.824962277351073,0,0,0.710893246187364,0.198284828644962,"CHD7","miRTarBase_2017","DOWN"
"mmu-miR-293","4/382",0.0719726726617466,0.997417921101473,0,0,2.65092931759598,6.97583773293719,"CHD7;DOT1L;FHL2;PHLDA1","TargetScan_microRNA_2017","DOWN"
"mmu-miR-299","11/1884",0.146714738387758,0.997417921101473,0,0,1.4926343968778,2.86476115380426,"TMEM254;XBP1;NR4A3;SERPINE2;SELL;CHD7;OTULIN;SLAMF7;CACNA1C;LRRC32;CCDC141","TargetScan_microRNA_2017","DOWN"
"mmu-miR-296-3p","8/1605",0.33616385201922,0.997417921101473,0,0,1.24023083822708,1.35204581281322,"NR4A3;SERPINE2;SELL;RGS1;CHD7;CACNA1C;BAK1;MCL1","TargetScan_microRNA_2017","DOWN"
"hsa-miR-2909","9/1912",0.383666115650389,0.997417921101473,0,0,1.16711896860761,1.11807965835385,"XBP1;NR4A3;TBX21;DOT1L;OTULIN;CACNA1C;CCDC141;PHLDA1;TAPBP","TargetScan_microRNA_2017","DOWN"
"hsa-miR-296-3p","9/1950",0.406562903554415,0.997417921101473,0,0,1.14185598441701,1.02768936096654,"TMEM254;SERPINE2;MYC;DOT1L;OTULIN;SLAMF7;CACNA1C;LARGE1;GBP4","TargetScan_microRNA_2017","DOWN"
"hsa-miR-2964a-5p","8/1825",0.476277614346066,0.997417921101473,0,0,1.0769757098871,0.798851440639301,"NR4A3;TDG;OTULIN;CACNA1C;CCR5;CCDC141;PHLDA1;F2RL2","TargetScan_microRNA_2017","DOWN"
"mmu-miR-296-5p","7/1760",0.59042277383702,0.997417921101473,0,0,0.967142042213349,0.50960303495937,"TMEM254;SEMA7A;NR4A3;IRF1;BAK1;CCR5;LARGE1","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297a","7/1955",0.701672953901853,0.997417921101473,0,0,0.860985626283368,0.305036756011417,"EGLN3;NR4A3;CHD7;OTULIN;SLAMF7;GBP2;CCDC141","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297b-5p","7/1955",0.701672953901853,0.997417921101473,0,0,0.860985626283368,0.305036756011417,"EGLN3;NR4A3;CHD7;OTULIN;SLAMF7;GBP2;CCDC141","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297c","7/1955",0.701672953901853,0.997417921101473,0,0,0.860985626283368,0.305036756011417,"EGLN3;NR4A3;CHD7;OTULIN;SLAMF7;GBP2;CCDC141","TargetScan_microRNA_2017","DOWN"
