"","g0","g1","g2","g3","g4","g5","g6","g7","g8","g9","g10","g11"
"Arfgef1",1.36184825775325,1.4640788003939,1.21223145508572,1.27622023763617,1.81072231552176,1.33612909509854,1.44981077880587,1.50659584232711,1.52688705085873,1.26568276538947,1.5448273599616,3.18050381420931
"Cpa6",0.000393149132017415,0.000322577086672885,0.000578294907855484,0.000578356953813155,0.00075304033002475,0.000343629648775597,0.000521697504831501,0.000420410117245699,0.000558963560295002,0.0336062764215257,0,0
"Prex2",0.000611650925540494,0.00100632107673112,0.00085724833607148,0.000661170883110608,0.00179912627753447,0.000733282970734117,0.000365932612225574,0.000629862472103973,0.000289323723156545,0,0.00421084643124576,0
"A830018L16Rik",0.00045343702531611,0.000368051488311535,0.000455016802499656,0.00036185124151227,0.000805436255368934,0.000323452453189406,0.000316253744167312,0.000824748080917017,0.000427863863987212,0.0121578163492458,0.00256360983276353,0
"Sulf1",0.00189742742026116,0.00111370362591406,0.00072492806175499,0.00149036755323002,0.000960998263156543,0.0020671191365519,0.000762436305229405,0.00184405562789463,0.00168114406384921,0.00613834593734262,0.000585963959935066,0
"Slco5a1",0.00675242099110326,0.00503944137874325,0.00217158692361478,0.00565365021831621,0.00396536220122031,0.00341143411848639,0.00615120091698195,0.0059960403472884,0.00481137223434138,0.0099951672769428,0.00381842692957082,0.0411443677523158
"Prdm14",0.000146054783200692,0.000111442351006292,0.000175895892206175,0.000142535453804937,0.000125989936811614,8.0749233376872e-05,0,0.000183292132840941,0,0.00405878441994652,0,0
"Ncoa2",1.39018130155192,1.74123855493505,1.73886938828387,1.43434944004849,2.38688422759111,1.08478760342436,1.6603452214401,1.59552992353736,1.81861822520559,0.994594648349602,1.56000908068417,4.41868826119401
"Gm29570",0.00296722955781286,0.00263742893244104,0.00465840252243738,0.00297021039810424,0.00474681650791942,0.00590147636522424,0.00432826824861678,0.00141744064444019,0.0042868718114753,0.118415668992122,0.0157309848404622,0
"Tram1",1.93317705587743,1.93049250962502,1.69868615316812,1.77723743042976,1.84026376092762,2.00303750042991,2.03825364124439,1.92946038142496,1.7029452860244,1.11592629021843,1.55803067259027,1.98631830476498
"Gm57152",0.00210910166839688,0.00220719266729799,0.00214074898878198,0.00229184563241307,0.00289972218366384,0.0019289824461325,0.00185533503144536,0.00211683402052195,0.00155176557026575,0.00231912828605984,0.0114377095232714,0
"Lactb2",0.352701116078883,0.359428380299683,0.21206713773728,0.316369424983036,0.34830023591767,0.376304047314301,0.388018903713948,0.348062620746261,0.305822443744459,0.205643330635238,0.343923505217543,0.528636508845633
"Xkr9",8.80272293950846e-05,8.50561509961799e-05,0.000113821568679306,0,0,0.000181450593684136,0.000157770417765545,4.49136059840733e-05,0.000246871154981761,0,0.000944488803935269,0
"Eya1",0,3.66667778158925e-05,5.3041413990681e-05,0,0,6.2650213676385e-05,0,6.32918723045969e-05,0.000994609218038233,0.00640172973659961,0,0
"Msc",4.93982584428611e-05,0,0,5.9417828807354e-05,0,0,9.33712221303242e-05,0,0.00819672869108629,0,0,0
"Kcnb2",0.000484631937658347,0.000705719028213176,0.000562751162372497,0.000744766610663101,0.000574734655624986,0.000668121465168886,0.000701888394240484,0.000258272167798091,0.000545380212647846,0.0439754736660564,0,0
"Terf1",1.23316089239951,0.494974417711005,0.875071560033607,0.607807096367056,0.51031167849875,0.673352082593414,0.736439722630808,1.15995599011384,0.719923067248232,0.827672819266999,1.06906009950209,1.56379018003534
"Sbspon",0.000362595060572411,0.000285793667262017,0.000394623548984125,0.000258027123470517,0.000174652508151818,0.000371408903674217,0.000160336846404732,8.23165144724862e-05,0.000732950451785129,0.00074943024565574,0.000823460047365422,0
"4930444P10Rik",0.000473993273767836,0.000432001979127217,0.000619837673008474,0.000523866681086587,0.00096655227819078,0.00293693301571305,0.000268093423230632,0.00187142077015321,0.00231455498212912,0.0572359146412091,0.000803268596310619,0
"Rpl7",20.0544587639379,23.4856113613463,19.9292062297952,23.1900420856161,23.3724897299444,22.0520950451311,22.9435816892543,21.5405643911232,20.7393749644097,17.624259309901,19.7138703697275,7.78748767178056
"Rdh10",0.072981982808944,0.0942318769610719,0.0650611181752091,0.0846122462686347,0.0989219788565065,0.0694382608672256,0.0963306831286812,0.0615088676333446,0.0905146518216839,0.103897049846351,0.0539426447719723,0.150964353296922
"Stau2",0.12625457296592,0.142769988570988,0.204108306166221,0.150502203338446,0.187411815976069,0.0659963549701707,0.23876424993322,0.120812957555149,0.192594834048178,0.129221489732332,0.183444439739845,0.313980279098469
"Gm7568",0.00013793691977662,8.11873437521858e-05,0.000133005923566953,4.98781456949414e-05,6.94495547741832e-05,0.000114885206809965,0.000130405345063046,0.000142673261481367,0,0,0,0
"Ube2w",0.511813757083067,0.481574785323494,0.436813966661209,0.436573402384292,0.636845925976667,0.395621584239223,0.547266230982868,0.472883399617495,0.523560064531387,0.478167027880204,0.508594559308276,1.05387844941044
"Eloc",2.42104992246344,2.4313978605141,2.10618623433359,2.45917122452978,1.79357814120132,2.62372408373324,2.51020445948918,2.44398688803065,1.93474255366248,2.10871891142237,2.27137893219977,1.05958492334147
"D030040B21Rik",0.000165375174771004,0.000229687769311607,0.000391986202602773,0.000265426579276873,0.000537398636791229,0.00132965427531458,0.000680909989276949,0.000561054251183329,0,0.0272484963137335,0.000730001606003533,0
"Tmem70",0.358955812659328,0.375045003962117,0.337676023600333,0.361649808978205,0.39016048216163,0.354610937707754,0.402353536500175,0.368988731431921,0.318262206394405,0.183557822428757,0.430669495851205,0.477292952397237
"Ly96",0.0328263150006093,0.0250917895704089,0.0271615089904214,0.0264148673473584,0.0305904328872052,0.0390265578040796,0.035701436413624,0.0333661186568989,0.043637475639458,0.0681479565313243,0.0617995982763275,0.0512178683023491
"Gm28376",0.000172090102347101,0.000419673333659168,0.000470459670067969,8.80851880645266e-05,0.000897914240198075,5.56774086575921e-05,0,0.000166926506952286,0.000264974223307557,0.00491522865118117,0,0
"Jph1",0.000704545082020956,0.00100031937834415,0.00101876073624956,0.000927597647534212,0.000604711321561777,0.000495684677848626,0.00110989323104088,0.000693747127440649,0.000608670119798584,0.00208184351406858,0,0
"Gdap1",0.000250083024290431,0.000687104038822785,0.000680536360711798,0.00026733091081774,0.000548504868320853,0.000174594618243682,0.000296486572500255,0.000331141197255162,0,0.005364809164614,0,0
"Gm28153",0.00165927231017567,0.00117556705724635,0.00125276465976817,0.00158081785709108,0.000785603033073268,0.00231095669358902,0.00210336603648882,0.000572701950323078,0.00167387522175864,0.269515137060913,0.00395834805785335,0
"Gm28756",1.75231196229026e-05,3.06428519164999e-05,8.24576662393616e-05,6.65490425107263e-05,5.02221234118685e-05,0,0,0,0,0,0,0
"Defb41",2.20738605191206e-05,0.000275618453374996,0.000262481786113126,0.000107049480991107,0.000292185956891289,0.000597027500120956,8.57736361691641e-05,0,0,0,0,0
"Tfap2d",0.000474145798069644,0.000760840168618295,0.000579699844866757,0.000778506072514396,0.000682549824883678,0.000461365267545117,0.000366467393084816,0.000672361443522579,0.00059404305572524,0.00196615848023814,0,0
"Pkhd1",0.00129173550099264,0.00147238062869892,0.00153257650509053,0.00181779532707175,0.00173927787490747,0.00160587069997371,0.00148568696557125,0.00121246058780231,0.000436725467383595,0.0257818610906478,0.00136800167358617,0
"4930486I03Rik",4.46814214782449e-05,2.76111965146895e-05,9.37580941238781e-05,9.02140390665031e-05,0,0.000134862717648005,0.00023941637131314,0,0,0,0,0
"Il17f",0.000237280675310648,0.000554251933038802,0.00118491411183262,0.00117082474045475,0.000371296753448636,0.00146194880963125,0.0006076954949999,0.00101840250829153,0.00223783775611415,0.106470739089264,0.00796626570291964,0
"Mcm3",1.45385625369651,3.19256384852724,1.92643921907728,2.94618026906283,1.11860963147056,2.27990669716708,1.82762633875578,2.08122238622708,1.76634427525149,1.43158127194758,2.01515396509399,1.99390765918042
"6720483E21Rik",4.51872117571859e-05,5.73229893938977e-05,0.000185907524602997,0.000121521454347635,9.77192450901175e-05,0,7.97868096446296e-05,0,0.000534401083962692,0,0,0
"Paqr8",0.0180391513127713,0.018721322770384,0.0182853055285217,0.021623280401842,0.0375713809564737,0.0123297491582207,0.0148101257025481,0.014784084872523,0.0317353477027451,0.0356512713937816,0.0191526747314095,0.0876413927268311
"Efhc1",0.00332330212318141,0.00476544417312417,0.00397760745766308,0.00481195355013231,0.00660882618968464,0.00341487077955576,0.00668149374292813,0.0032024585627658,0.00292420286591678,0.00161540971636636,0.0128420701700975,0.0110463549238022
"Tram2",0.0729865121800199,0.118766780084228,0.112979641140422,0.132991966602224,0.100619303721599,0.0443606673182763,0.0921475527207136,0.0709081130072337,0.0934185128177196,0.0242372219300149,0.0843903852268548,0.187452988426938
"Tmem14a",0.0159883812859811,0.0204251388409888,0.0257186610282582,0.0188745069589981,0.0336729826605857,0.0259355952371576,0.0152665122209951,0.0209903350371823,0.0321352394663296,0.0190434414595221,0.0473675774445044,0.0128960373056567
"Gsta3",0.000144390266218961,0.000243089535779836,0.00086051652371933,0.000564769893191787,0.00106581278876053,0.000506117881515373,0.000443450024015288,0.000383872204207275,0.00188120725545649,0,0.000922476887341588,0
"Gm4956",8.91207736844513e-05,0,5.18728592071005e-05,3.8966014516251e-05,0.000112543302160939,0.0001660237486141,0.000234152560371899,0.000132963657423363,0,0,0,0
"Khdc1a",6.3421881414644e-05,3.87579608367084e-05,0.000132334020914439,2.71481378047076e-05,0,0.000300917949982933,7.95297438060645e-05,0,0,0,0,0
"Khdc1c",2.17253258793451e-05,0,0,0,0,0,0,0,0,0,0,0
"Khdc1b",0,7.95043149417211e-05,6.16825426771239e-05,0,0,0,8.6966685497853e-05,0,0,0,0,0
"Kcnq5",2.87092908956088,3.94372032849857,2.4154899094828,4.70931955545801,1.80312459615778,0.970502485876359,5.38145955911628,2.89138114694036,3.02961620287831,1.87924645749997,2.52341333530371,8.80446606575297
"Rims1",0.000283001886088361,0.000252364881193836,0.000523328123446369,0.000358586479226405,0.000749683673345111,0.000164043476682353,0.000299418791114562,0.000370304311061648,0.000347684352674318,0.0098232219335279,0,0
"Gm29506",4.57950333017343e-05,0,0,0,0,0.000119030432042761,0,6.89625884715875e-05,0.000301460515907469,0.0202821903822411,0,0
"Gm29107",2.36992900602751e-05,0.000287833549630467,0.000204764775850439,3.05240980306072e-05,0.000316074568296157,0,0.000260169996159385,8.14394865768099e-05,0,0,0,0
"Ogfrl1",0.15484056413862,0.211956421276141,0.189118029792141,0.221964044218045,0.184263124172827,0.157491547280746,0.0888897593884173,0.178218369993481,0.138936154695989,0.109682294021057,0.214649208647853,0.192150124402555
"Gm28822",0,0,0,0,0,0,0.000127428900504852,0,0,0,0,0
"B3gat2",0.00251636054515078,0.00293429955484902,0.00250556535380083,0.00202082420123046,0.00308877590700962,0.00322720910575785,0.00228633857013189,0.00237253704827829,0.00212118448149232,0.0137647196470726,0.0028618740051961,0
"Smap1",0.750223631169839,0.745131314054325,0.758303019667972,0.757947607347881,0.869291698281913,0.738114115303609,0.689004931104717,0.741269303316975,1.23206533051264,0.672946249454057,0.78091943519651,0.738880778575033
"Sdhaf4",0.312623398082589,0.249930483739804,0.392414561116526,0.330962831708033,0.352695111068078,0.165256761165017,0.239388668740012,0.310186230361039,0.33978425464822,0.173350551547102,0.254199929192349,0.22104318721644
"Fam135a",0.00502619375317606,0.00930245674658318,0.00991430238682879,0.0100612619368587,0.0116541878144566,0.00437030673572132,0.00924060335923278,0.00599510113620658,0.0155130601864297,0.0315879403735267,0.0214611373153944,0.0155259048070013
"Col19a1",0.000123116570169903,0.000197007232423484,0.000346889925877984,0.000386983051186304,0.000183420749268306,0.000156375035140113,9.59612961223576e-05,0.000159158567321891,0.000275177351803237,0.0118550027199949,0,0
"Lmbrd1",0.194944539166674,0.250307509403707,0.235478302778194,0.216091232939572,0.401313923122459,0.26858802605579,0.277102000681578,0.218189250073704,0.307577730046248,0.19093092972708,0.248429279495884,0.663888375685461
"Adgrb3",0.00222364742843428,0.00137927344945048,0.00208687105961369,0.00131656944552341,0.00291361613613181,0.0020013971182995,0.00208269547353951,0.00131409807415088,0.0019075200875421,0.0448917949105984,0.007806726001546,0
"Phf3",1.0612902571988,1.51184928487936,1.37297958540647,1.38176316662922,1.74766631975667,1.29475478332793,1.23334262840598,1.21132228225828,1.48415354547952,1.2673675503064,1.43622752594872,2.09085941593564
"Ptp4a1",0.00472706784043235,0.00575387650811645,0.0051206482503172,0.00553450848428347,0.00568996760511003,0.0064719670919791,0.00648221116132975,0.00429132112064701,0.00577097854274238,0.0783751431763736,0,0.0311086423432012
"Ptp4a1.1",0.00273618850439984,0.00303354998838311,0.00348941253089588,0.00335567280007347,0.00329214453067274,0.00449340026659311,0.0029070784787194,0.00269268998523067,0.00569946467868241,0.0681146769568239,0.00374571171308763,0.0116603661821396
"4931428L18Rik",0.000182593852614113,0.000131858115952348,0.000268347830271155,0.000150911708399561,0.000457804497103801,0.000526187407234023,0.000383546969578639,0.000331738682269462,0.000242482085423529,0.026194647817053,0.0012677751585543,0
"Khdrbs2",0.000231976522528458,0.000142813493033921,0.0004276362974677,7.68075548246572e-05,0.000280416433441355,0,0.000679427295514632,0.000152299818535082,0.000646877856714558,0.00412333726424819,0,0
"Gm37724",8.00565620329016e-05,0.000150472373881087,7.05292993585343e-05,9.00463031305076e-05,0,7.5266606551228e-05,0.000324888889787019,6.74526683277291e-05,0.000257409003343228,0,0,0
"Prim2",0.402848951672839,0.842230954995104,0.950227973304945,1.0132081571377,0.263731642108438,0.350284171889892,0.620005871345942,0.408054434748527,0.578940442411382,0.3798045330537,0.708358821574767,1.60885427718872
"Gm57180",0.00130521416160623,0.000484292631889543,0.00160036263788201,0.000904485787098485,0.000593063283674344,0.00147447152841605,0.00108759638937377,0.00152987876242395,0.00147722638505418,0.0202620709001509,0.0010914711787212,0.00979823475002744
"Rab23",0.04356091042506,0.0880157936200198,0.0698488962805424,0.0864904520901974,0.0644936431217233,0.0372749724641606,0.0589080984473808,0.0313265664392057,0.0903142665308717,0.103337921381585,0.0519053622915647,0.0829031985566707
"Bag2",0.0100693892943905,0.0467575459944976,0.0124075347834941,0.0450876125747903,0.0146774831396827,0.0173014764633276,0.0296444197739266,0.015895125307122,0.0357843071775036,0.0388095773297439,0.0187176508043517,0.0413611704916946
"Zfp451",0.386144461292996,0.474179901143784,0.426253536078059,0.447622435592223,0.442027495721044,0.376523882393628,0.499691879308176,0.376561315423259,0.482810660244496,0.530314696267648,0.505273471354814,0.825612853190651
"Bend6",0.00448884097135273,0.00381186439342977,0.00549172811615513,0.00299322758672637,0.0101848264043374,0.00844111732506658,0.00238903933751641,0.00583674404336036,0.00639189370994341,0.0784020274719417,0.00523575633409358,0.0218637379263084
"Dst",0.144004860765365,0.239219626838737,0.161239650553724,0.18140580549737,0.401001102495923,0.258512666597718,0.179688657519704,0.188440475717471,0.578409240742117,0.27647110907808,0.228107225981986,0.420882135542886
"Gm26788",0.000333966181590925,0.000639249369293738,0.000691241750293642,0.000250308462710618,0.000634312790420458,0.00106136714377396,0.000591632402160391,0.000562885361750856,0.000291295847053368,0,0.000879923524086675,0
"Gm37233",0.0285936579998592,0.0354897368352654,0.034011364532601,0.0201390846151959,0.0866551274940857,0.0583740062344817,0.0419923996138081,0.0355277292074508,0.0424438032793448,0.0626042473003055,0.0842784504301326,0.122080707615216
"Ccdc115",0.443141529806248,0.475049681348732,0.289758942315363,0.445679774649094,0.393198485347379,0.484366162162321,0.556647101033366,0.494168368800417,0.411446004506241,0.367998941013084,0.427515471152222,0.226406571347804
"Gm28306",0.000738218774719492,0.000280260456824627,0.000357512144188101,0.000485056723190241,0.000375802542058186,0.00045731978506367,0.000898041148694867,0.000514441584646083,0,0,0.00101214001216187,0.00875802453998476
"Imp4",0.504155482586823,0.587032167779009,0.335518096417078,0.59039243298054,0.385316013046594,0.588844767327217,0.642314989012976,0.58502139475157,0.443192775459255,0.390095517810573,0.520230156272456,0.587272701035773
"Ptpn18",4.51955096629494,4.51105533675553,3.63860472693255,4.09469669379691,4.42731902763544,4.87664071166371,3.10132721577614,4.99379391297668,3.63688085353852,2.31826684139703,3.79410621868034,1.83922524573138
"Gm28417",0.0692547974958491,0.0443891082147976,0.0442189583977786,0.0432078690882677,0.0480452247052515,0.0393001488768176,0.0361522130141747,0.0687733168941716,0.0486080563705762,0.0260832793063391,0.0611208860613424,0.0423916013866384
"4930568A12Rik",0.0050038377908305,0.00231885493620553,0.00401610421844655,0.00280079448689421,0.00560019884751141,0.0043709476052707,0.00257916726858447,0.00532418154908197,0.00509040706445671,0.0134739731421403,0.0138815360709368,0.00220308378856388
"Prss39",0.000102935511830862,0.000154122255755125,0.000210429428905139,0.000174235304098903,0.000631248224934418,0.000842638760082723,0,0,0,0.000621343587159438,0,0
"Arhgef4",0.0227545410064854,0.0278848781666057,0.0205248316213291,0.0200146629461982,0.0453392686819739,0.02029029374761,0.0299097818401463,0.0196083087241244,0.0201917334549031,0.136948477611629,0.0354802017688781,0.0221371524810241
"Gm38336",0.00195214592166592,0.00262510662274831,0.00262330760371358,0.00208181139918842,0.00236836538276894,0.00353070729568725,0.00212657007704731,0.00176926256311337,0.0022605879457437,0.0151754219871267,0.00290272885193243,0.016303798458965
"Fam168b",0.495936505484843,0.478678254754982,0.522787158156237,0.464317257431509,0.483422796367594,0.520444993952048,0.44890065389623,0.487169505882335,0.468120416589732,0.610959817709857,0.603631381399298,0.71056048883262
"Plekhb2",0.0975498575306118,0.124104499846481,0.111181087071998,0.120268222464805,0.160771155691605,0.127903422503202,0.142459415950548,0.106330653829844,0.231761730127801,0.168185376302458,0.115091676663723,0.111595638089977
"Gm37068",0.000353695171389084,0.000819302104452189,0.000537482043190699,0.00077846758981576,0.00291195307224067,0.000798808371572211,4.91918177872104e-05,0.000445463020890953,0.000896323421659952,0.00271032457491947,0.000882536976092956,0
"Hs6st1",0.0617233480710914,0.0877226030965309,0.0446808948185456,0.0693470285702885,0.0777887041509695,0.0534333349488534,0.0489432074879862,0.0648986390777948,0.0681571755607084,0.141147255930848,0.059186552329678,0.164456792193735
"Gm33280",0.0019853240703454,0.00296181972202901,0.00155127670503058,0.00208327021961934,0.00459655748992423,0.00254502024811397,0.00103944235124858,0.00190003322380264,0.00107006996083416,0,0.00636840698665681,0.00209376727358001
"Uggt1",1.02369358546219,1.10117602923304,0.979315558677803,0.962462340863383,1.14144430204195,1.14309718453364,0.89310389768883,1.04940675017106,1.05516671766188,0.745602159639466,0.833431740371275,2.16391493842558
"Neurl3",0.0666048375902347,0.0704341472989598,0.0610535265664939,0.0438519067448218,0.151804223498432,0.0907876701705917,0.0257495447435961,0.0567584793487812,0.202664857367201,0.246276811520306,0.315925686113984,0.0323497406075719
"Arid5a",0.763506056433304,0.95087003683288,0.909784192283068,0.791915624512883,1.26945759884438,0.900281514480612,0.38682403610868,0.703945239778495,1.08009302027423,0.477539528838517,1.39449673212461,1.20009575002396
"4930403P22Rik",0.00121751275184752,0.000917748315729504,0.00273858435709705,0.0020478586964475,0.00292895117603927,0.0023363226435547,0.00123526893487902,0.0014296160500409,0.00575426991325373,0.00646273090279568,0.00446852647605808,0.00977565721737092
"Kansl3",0.257590488368792,0.334052157694304,0.357033792410513,0.328097876613838,0.315013391940268,0.316034270297646,0.306445712405103,0.279330093212242,0.350961223924402,0.316802164716106,0.326045663629488,0.485754656773524
"Fer1l5",0.000434185999925342,0.000200530317123138,0.000830319067692345,0.000359693147285775,0.000407153228059096,0.000565402874259574,0.000459790653566893,0.000516773626029009,0.000474096324994927,0.00109333350826669,0,0
"Lman2l",0.0778090694352061,0.0743636847327439,0.0871166713206456,0.0684924858559037,0.125841417177159,0.0766506379653947,0.0742770237378451,0.0834037061894155,0.079682844430731,0.0639232322157001,0.0770747464880106,0.132423768041479
"Cnnm4",0.0663690239229052,0.0675150156157676,0.0900434303349376,0.0697388355355914,0.0483193283999168,0.0768205127104718,0.0570137345799162,0.0685673226810525,0.0815391885189816,0.0798776776756485,0.0665852987166707,0.157533822518845
"Cnnm3",0.0940900156905816,0.186158361656607,0.114491925233707,0.148129908198364,0.146666850238237,0.136949588430847,0.131171755945591,0.11845642363076,0.133971890278832,0.139471010996179,0.0835340709832369,0.103710628314304
"Gm38033",0.000226552984660043,0.000552149945781433,0.000227082058917477,0.000171236553778213,0.000302023908187865,0.000315976739221011,0.000116468452984532,0.000187171560951099,0,0,0,0
"Ankrd23",0.0216892966702393,0.0197567080660029,0.0157026945720431,0.0171396827141943,0.030721247115684,0.0302960062934642,0.0223031363669215,0.0238159907068366,0.0266420263877441,0.0342770976316315,0.0346719532011127,0.0128350529367193
"Ankrd39",0.145524193293539,0.152816274324058,0.115949326000596,0.140720912497976,0.15163150604991,0.149453504475797,0.144073229003421,0.146749538620459,0.129369530177767,0.0850129626432465,0.129612694601125,0.10425905678443
"Sema4c",0.00319549371172576,0.000727296224934662,0.00087523509295472,0.000734927608668377,0.00113919359864249,0.00106997014913979,0.00328006687513855,0.00310358155151516,0.00799928856664304,0.0627677786222061,0.0087761608704632,0.00712829505438889
