"","g0","g1","g2","g3","g4","g5","g6","g7","g8","g9","g10","g11","g12","g13"
"Mcmdc2",0.00332895035251451,0.00451748141704028,0.00216078113180089,0.00333988314953127,0.00683808137692936,0.00334540074866998,0.00374129562699162,0.00409365726451893,0.0043760362227702,0.00198225568307812,0.00240560217855937,0.0190811488020953,0.0414793279095632,0
"Tcf24",0.000655269563723081,0.0011125144657044,0.000625202523374948,0.000704738488056102,0.000623069871373261,0.00240597970633094,0.000651670208280755,0.000333722808297913,0,0.00521909504527909,0.00319860254526876,0,0,0.0524982573474465
"Ppp1r42",0.000614980445841896,0.000814188977586829,0.00137021386444209,0.000749522140144873,0.00370398932323294,0.00232977633720609,0.000640450166151806,0.00114052644806239,0.00209285421102535,0.00154632040987839,0,0.0838305457599388,0,0.0284142571376614
"Gm15818",0,0,3.46616125414033e-05,0.000158160329809875,0.000156018043194057,0,6.52871185146355e-05,0,0,0.000281098582734678,0,0.00153248132479946,0,0
"Cops5",0.842129169316271,0.885558511559848,0.820757187673363,0.899593934017315,0.972758083070896,0.714575135742571,0.952948907915793,0.78619909664482,0.837475207025403,0.732313154639602,0.853277607529595,0.703376772980549,0.724101530211029,0.643302640337574
"Cspp1",0.683928878374634,0.621304529873664,0.888353879230896,0.755840228192303,0.569744019379081,0.762470906524643,0.67276800927459,0.552950185595674,0.764603719929377,0.691242150713835,0.592806639040089,1.1497934746184,1.30607574186039,0.920841415690044
"Arfgef1",1.37206804659131,1.50861851190124,1.20093956895,1.28928114505871,1.37552873213378,1.99921029328845,1.45305748309122,1.50081472124586,1.2997684937592,1.4175364382301,1.62431298654295,1.26568276538947,3.13579898185763,2.28522789574075
"Cpa6",0.000323956457910356,0.000498571639226161,0.000664250384479552,0.000609095782898562,0.000297172981365414,0.00096036936172368,0.000419711783612226,0.000414664881886552,0.00016699029385616,0.000636019806024947,0,0.0336062764215257,0,0
"Prex2",0.000627056656208026,0.00122980043042509,0.000886619315678586,0.000554758469651959,0.000814246070998438,0.00205779740251568,0.000365326620201543,0.00062125490535501,0.00214866508509085,0.000329208612782064,0.000703925560924454,0,0,0
"A830018L16Rik",0.000429021870815714,0.000454656696274631,0.000539826830769791,0.000347926405083081,0.000347839738760257,0.000855704213972961,0.000315730021383028,0.000813477248835437,0.00120352054198169,0.000486847285062035,0.000459230060391508,0.0121578163492458,0,0
"Sulf1",0.00200289362901699,0.00110381943088934,0.000615301231208464,0.00151821561560753,0.00192799260446664,0.000252882695177973,0.000761173694835129,0.0016951256516991,0.00128035064345041,0.00191289915361398,0.00252893900530812,0.00613834593734262,0,0
"Slco5a1",0.00688199488207064,0.00510922893289531,0.00229177216709399,0.00544402740041122,0.00341385311895143,0.00380668960159818,0.00614101440020436,0.00591409973357576,0.00478835932167842,0.00547464674367071,0.00431817122945214,0.0099951672769428,0.0415100954656697,0
"Prdm14",0.000155646897821331,0.000102956798760094,8.87797612691271e-05,0.000140901449484422,5.80763154378369e-05,0.000254618713351654,0,0.000180787301488284,0.000639541372091246,0,0,0.00405878441994652,0,0
"Ncoa2",1.38233131616868,1.83391275033462,1.70426088631922,1.46858341378969,1.26075690634151,2.81765871536773,1.67782814587386,1.59195993252869,1.57203197804545,1.46073197302649,1.64185592324164,0.994594648349602,4.38790364678291,4.18685006208099
"Gm29570",0.00300878755568346,0.00260986718955003,0.00426272251817173,0.0029496627574804,0.00588701006242027,0.00525844580352302,0.00429631598063812,0.00139807020168472,0.00908762734125691,0.00415894232914232,0.00289328143277023,0.118415668992122,0,0.00814001869791529
"Tram1",1.93279075558095,1.88227264038058,1.71428719848104,1.78832193797165,2.02587667602074,1.65624412248738,2.02513576143929,1.93275171881176,1.59438240018286,1.70933640846241,2.60038160062064,1.11592629021843,1.99683254794502,1.64256770724815
"Gm57152",0.00210830333220595,0.00204518462012726,0.00208186790874061,0.002260198076671,0.00250090013150654,0.00302373567378157,0.00187241149634841,0.00217412225032653,0.00529783951350824,0.0013074651087042,0.00337059987230061,0.00231912828605984,0,0
"Lactb2",0.357030266162186,0.358944666968107,0.211572516413836,0.317848218104895,0.368757483240785,0.342972226407874,0.387653126015782,0.346345637709544,0.296008872232056,0.274762550560587,0.361590672628653,0.205643330635238,0.533335500035372,0.490501242234346
"Xkr9",9.3808397636146e-05,7.85797225412754e-05,0.000115597356310957,0,0.000130502562990288,0,0.000157509146669175,4.4299826185202e-05,0.000299456650879811,0.00028090372120463,0,0,0,0
"Eya1",0,0,5.38689398104605e-05,0,4.50591717042821e-05,0,0,6.24269390220839e-05,0,0,0.000398352462019383,0.00640172973659961,0,0.00745956913528675
"Msc",5.26424778149361e-05,0,0,5.87366720397212e-05,0,0,9.32165974426231e-05,0,0,0.00932669347782247,0,0,0,0
"Kcnb2",0.000475274963730385,0.000750605185154143,0.000571530926747857,0.00076494211400483,0.000520757880295811,0.000687020939543539,0.000700726052447325,0.000335133869700469,0,0.000620563918111335,0.000497261728837809,0.0439754736660564,0,0
"Terf1",1.25004685684819,0.497367981703836,0.881160251396971,0.609175393331012,0.605138284502368,0.555389954773302,0.743462138855393,1.1595586438178,0.953332431951536,0.752113256407188,0.460033696753225,0.827672819266999,1.55856642168156,0.556814771969028
"Sbspon",0.000358040659242413,0.000234904475334483,0.000412766906031009,0.000284979873665677,0.000308136434077046,0.000352963086057804,0.000160071325249106,8.11915944713039e-05,0.000261083653813518,0.000833991761331001,0,0.00074943024565574,0,0
"4930444P10Rik",0.000440523665451745,0.0005560146087719,0.000433515717905042,0.000494650303314846,0.00228754618034135,0.000860680404948017,0.000267649454940446,0.00196647500849517,0.00239895468171887,0.00154106698485169,0.000888831756290137,0.0572359146412091,0,0.0072014564225469
"Rpl7",20.0655143065007,23.6390747862645,19.7845262735204,23.1070462676399,22.4049953625344,23.0786895344432,22.9201142813751,21.5200925728654,21.2661830822829,21.0160892116019,22.8911259004034,17.624259309901,7.80558589673503,18.8516156925608
"Rdh10",0.073021168014707,0.0990377391837772,0.0640306058345997,0.0858977434553124,0.0748856606448342,0.0940360217551428,0.0961225641777453,0.0617482555926367,0.0639574028083754,0.0919388777834835,0.0923091187679203,0.103897049846351,0.152306258659561,0.0738514335472177
"Stau2",0.12289555823672,0.142832112506075,0.194315473189196,0.159637867608261,0.076714844361042,0.205574463544234,0.238411142266282,0.120877794724045,0.185088678715473,0.205221652447969,0.357539531619841,0.129221489732332,0.316771214912678,0.115017602687323
"Gm7568",0.000122587566937398,7.50054977939978e-05,7.4925442284584e-05,4.93063503739236e-05,0.000153215066655693,0,0.000130189391096771,0.000140723518996486,0.000677226203371706,0,0,0,0,0
"Ube2w",0.513710530777858,0.50671079938594,0.441766107801699,0.422153473947469,0.429546160811159,0.680676793650502,0.550045106978497,0.467295291707948,0.564912509890938,0.486499162591681,0.582266802210891,0.478167027880204,1.05317728538828,0.763443310192523
"Eloc",2.42689319245093,2.321772539161,2.12000326852986,2.42712471676674,2.58935523679978,1.4781943223236,2.50155444794757,2.43662738505945,2.39552357743888,2.02443260680671,2.22008811434286,2.10871891142237,1.02987904411669,1.38538481657803
"D030040B21Rik",0.000176236151707528,0.000260795864253183,0.000394387013820284,0.00022653155370259,0.00121321023299007,0.000528936812866965,0.00067978238815915,0.000460929843845194,0.000502644522246927,0,0,0.0272484963137335,0,0
"Tmem70",0.361344039019712,0.379894863575932,0.330930691037281,0.366127517107456,0.357057528498394,0.405341358818681,0.402252104672884,0.369205427587852,0.370618255727012,0.332372276207658,0.35007959162937,0.183557822428757,0.471466583957186,0.235074298416823
"Ly96",0.0332283754538798,0.0255022577757848,0.0270251933346954,0.0268530167575608,0.0372008017010953,0.0288889107053871,0.035281012015908,0.0327741214392727,0.0395696319492779,0.0430787258880504,0.0322821879279615,0.0681479565313243,0.0516731382428144,0.0429744711032902
"Gm28376",0.000183392080622764,0.000387718157131172,0.00047779954837918,5.86535159385279e-05,0.000103973195646945,0.00168752105061054,0,0.000164645324766652,0.000194029216531367,0.000301502398511881,0,0.00491522865118117,0,0
"Jph1",0.000673283242745655,0.000779467209164374,0.0010404369697561,0.00090525496552221,0.000710802902110405,0.000922679662755505,0.00110805522474391,0.000878288551331996,0.000288715608196752,0.000692578692112174,0,0.00208184351406858,0,0
"Gdap1",0.000266507169950719,0.000545828188177866,0.000652862872342382,0.000245439955227501,0.00045084856707204,0.000420369508813651,0.000295995584563774,0.000326615891994183,0.000401041022285649,0,0.00121982742215703,0.005364809164614,0,0
"Gm28153",0.00168031277489198,0.00103063842125695,0.0010053148951508,0.0017915617183654,0.00193688471389811,0.00084402258376824,0.00218123523253247,0.000733623697000113,0.0022891263878371,0.00129942198620655,0.000749805264095712,0.269515137060913,0,0.00398912405218413
"Gm28756",1.86739465129956e-05,2.83096139817107e-05,8.37441298291862e-05,6.57861346159826e-05,5.10450514640292e-05,0,0,0,0,0,0,0,0,0
"Defb41",2.35235562810764e-05,0.000273127255196249,0.000266576896685943,0.000105822282355407,0.000473281277993999,0.000451446173959817,8.56315932419855e-05,0,0,0,0,0,0,0
"Tfap2d",0.000457704473487166,0.00050295216283521,0.000566939174870943,0.000798810527195921,0.000586590812909045,0.00128477064061627,0.000365860515452549,0.000515388678094988,0.000853538066339703,0.000675935205639223,0.000621040093106331,0.00196615848023814,0,0
"Pkhd1",0.00126540749367118,0.00150398838006892,0.00170738073043404,0.00166997631953852,0.00147605223073761,0.00177022943506561,0.0015796695243683,0.00131114501693163,0.00136112886473906,0.000496930509933194,0.00208853311639231,0.0257818610906478,0,0
"4930486I03Rik",4.76158636569957e-05,2.5508797844078e-05,9.52208613818258e-05,0.000121388372726393,9.69957162859305e-05,0,0.000161253086122032,0,0,0,0,0,0,0
"Il17f",0.000230819200858706,0.000471393413352061,0.000702397314383593,0.00116465513987377,0.00116775030629702,0.000750370259936688,0.000348578273686663,0.00100448523594135,0.00665922908177448,0.00254633617763536,0,0.106470739089264,0,0
"Mcm3",1.44609632053256,2.95783609328272,1.8384993039276,3.02837323834099,2.18021097592433,0.67294996608506,1.81789487823024,2.07837493879672,1.80723204078892,1.9251928430938,1.87674929210819,1.43158127194758,1.98458983655949,0.645982072755023
"6720483E21Rik",9.30124733944946e-05,7.86356687940131e-05,3.47564669967882e-05,0.000213672881080514,0,0.000125597982986824,7.96546810268126e-05,0,0,0.000608071255274835,0,0,0,0
"Paqr8",0.0176107319890152,0.0212596063255008,0.019198573741214,0.0208760880148683,0.0148368740278822,0.0414943605473383,0.0143951469578916,0.0149360234350367,0.0224119577897506,0.0271204378295651,0.0423527943490744,0.0356512713937816,0.101775128183548,0.0531015175264355
"Efhc1",0.00330272161154491,0.00518122366721559,0.00371903860473457,0.00451307399791951,0.00391044973615802,0.00665943960632919,0.00669607354093166,0.00309701993733737,0.012013324702028,0.00224841425007003,0.00613878055071014,0.00161540971636636,0.0111445447453472,0
"Tram2",0.0715273606574364,0.121999988442539,0.110474869454201,0.136336037549759,0.0487396959905391,0.100976068345229,0.0922981451360132,0.0709578241798602,0.0888059585799122,0.0880481225110513,0.133412200456253,0.0242372219300149,0.192702888595349,0.135114718484717
"Tmem14a",0.0153733065591688,0.0219527849631748,0.0259235162509572,0.0179693493172853,0.0278443957237219,0.0333365553186121,0.0153454446614718,0.0209878440838414,0.0373539010728339,0.0294290643693211,0.0323159325684377,0.0190434414595221,0.0130106687483737,0.0470371457554566
"Gsta3",0.000116630217957662,0.000270135693610141,0.000867947768183104,0.000425150767921702,0.000643486606377604,0.00147070695395514,0.000442715661543534,0.000378626288206361,0.00162416064516378,0.00122662837413961,0,0,0,0.00602392219984001
"Gm4956",6.82354234514453e-05,0,8.96302854366903e-05,0,0.000119407295790454,0.000227443806368536,0.000233764798857206,0.000131146604325033,0.000272874116211901,0,0,0,0,0
"Khdc1a",3.99839468451811e-05,0,0,2.68369157663821e-05,0.0002164256557403,0,7.93980408946279e-05,0,0.00123822255712722,0,0.000421071336010926,0,0,0
"Khdc1c",2.31521317082173e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khdc1b",0,3.88582271571135e-05,6.26448830985903e-05,4.07746897474244e-05,0,0,8.68226668561485e-05,0,0,0,0,0,0,0
"Kcnq5",2.91995408864127,3.85546131200629,2.16619551344207,4.86169706579703,1.05314338831805,1.53599786246315,5.38124299508421,2.8701886252746,2.80659729885319,3.09766642878334,3.30181325544476,1.87924645749997,8.81857612135991,2.72415572594391
"Rims1",0.000301587970499487,0.000439017870027525,0.000486385820873886,0.000333912015776668,0.000285936958511469,0.000524767937731614,0.000298922947363012,0.000365243811006382,0.000461412390476143,0.000395614580723513,0.000335997355566413,0.0098232219335279,0,0
"Gm29506",2.09271024476255e-05,0,0,0,8.56088488884324e-05,0,0,0.000169985311287841,0,0.000343018530135413,0,0.0202821903822411,0,0
"Gm29107",2.52557355371313e-05,0.00036015705419535,0.000160983374681511,7.91478234626069e-05,0,0.000374932338772814,0.000259739149229383,8.03265518525524e-05,0,0,0,0,0,0
"Ogfrl1",0.155474125510422,0.218081387530428,0.179253542343412,0.228471667645249,0.158719708505646,0.182533338839146,0.0911031817051572,0.179806543871036,0.183838406862596,0.120227876777951,0.145853883815519,0.109682294021057,0.179548903214587,0.280654461157667
"Gm28822",0,0,0,0,0,0,0.000127217875592731,0,0,0,0,0,0,0
"B3gat2",0.00253547863273655,0.00310822474465879,0.0023670130041858,0.00216473383590081,0.00307133233773376,0.00278549698122949,0.00236648564702152,0.00231854332987804,0.00234539578043163,0.00241360159819695,0.00358088708089917,0.0137647196470726,0,0
"Smap1",0.748858867676727,0.768439043517458,0.756015775281081,0.756660546856006,0.735957105667732,0.90047329546788,0.687416651697131,0.744674962984473,0.804688103725503,1.23291366446508,0.889966410353412,0.672946249454057,0.745448607717922,1.1798824450929
"Sdhaf4",0.310819264814185,0.271861667620176,0.389979086569208,0.33812154031798,0.175602405864166,0.410830144784122,0.239906292270475,0.315902915584583,0.273408474100533,0.327942153151046,0.296748316246296,0.173350551547102,0.223008015547253,0.399694330880622
"Fam135a",0.00505153498393257,0.0108461812887714,0.00888883800890277,0.0105094251669774,0.00522942355486403,0.0113357839809796,0.00874778300622458,0.00572881813735996,0.0140099948972461,0.0164418918110753,0.00896349179458667,0.0315879403735267,0.0156639128497302,0.0170073705657367
"Col19a1",0.000131202222874252,0.000228996633922189,0.00033907989099556,0.000362068143460249,0.000112467765793071,0.000133962987955495,9.58023822182041e-05,0.000156983540149187,0.000233904367965253,0.000313112085202808,0.000441735779542394,0.0118550027199949,0,0
"Lmbrd1",0.194366726367032,0.265822676486929,0.230840847974802,0.218574659374699,0.283292095060211,0.443789181383666,0.27886961505703,0.218996266136959,0.232442413970666,0.274166911424949,0.377591145829379,0.19093092972708,0.659720633230193,0.487171372281753
"Adgrb3",0.00222901527830702,0.00133303099326872,0.00224552122076346,0.00113347795048997,0.00205627663999935,0.00448946200986361,0.00198936600980415,0.00129613988900904,0.00416024188425617,0.00217048237532142,0.000403899308548618,0.0448917949105984,0,0
"Phf3",1.05764814419447,1.54594433792281,1.32637914320923,1.41797524173435,1.32337411372074,1.9946165916686,1.23981272654386,1.21198966961242,1.30957440074435,1.39566742458397,1.33581790370466,1.2673675503064,2.11006730985656,2.02803118342315
"Ptp4a1",0.0047318352585424,0.00549880401660174,0.0044481383687491,0.00604780253477013,0.00615300474355499,0.0060320245033409,0.00657385030144614,0.004405079534013,0.00460969794183113,0.00592817622711252,0.00706625933307604,0.0783751431763736,0.0313851636084741,0.00420767749666752
"Ptp4a1.1",0.00269070983537531,0.00301979991758814,0.00322675445607982,0.00359810962257923,0.00429836125144715,0.0033111105047863,0.00323339905546378,0.00288302488646142,0.00240195484193273,0.00558099686444159,0.00236027993167947,0.0681146769568239,0.0117640138815364,0.00595970287305356
"4931428L18Rik",0.0001751341888673,0.000110196425243278,0.000300426483460016,0.000149181679996392,0.000532341975252713,0.000590834844736859,0.000382911807812126,0.000327205211905194,0.000401956806123571,0.000275909593917363,0.000255774008726088,0.026194647817053,0,0
"Khdrbs2",0.000198302589086814,0.000237799603299396,0.000412089630387036,7.59270449368966e-05,0,0.000270336570140095,0.00067830214976857,0.000150218521566369,0.000657262770040517,0.000736053578756171,0,0.00412333726424819,0,0
"Gm37724",8.53142585103852e-05,0.000139014959544006,7.16296624876242e-05,8.90140262868598e-05,5.41331106340468e-05,0,0.000324350867021817,6.65308744905964e-05,0,0.000292894270762535,0,0,0,0
"Prim2",0.393368227629127,0.774126617750099,0.894706854182388,1.05717203092387,0.354942348853945,0.191387474661114,0.617198340793329,0.402963430479017,0.746806778941991,0.622922694697843,0.560140301460036,0.3798045330537,1.6300245838728,0.302269848103005
"Gm57180",0.00132482437834642,0.000514482618281238,0.00140344475844739,0.0010036681601161,0.00135801848665582,0.00030317686012087,0.00115598709522188,0.00158568461077942,0.00143953523712922,0.00168087028496317,0.000487126678900366,0.0202620709001509,0.00988533017002768,0
"Rab23",0.0435660051708055,0.0870478208970749,0.06511308678321,0.0911607363800663,0.04103997255561,0.0658957086052273,0.0584668863302868,0.0309099916937253,0.0539891288940173,0.0938711043051238,0.0731543807173566,0.103337921381585,0.0836401158771744,0.0805783154121592
"Bag2",0.0101611551710133,0.0438068795775044,0.00993226396725114,0.0472902124421438,0.0186208836033029,0.00926246762718968,0.0294405888478856,0.0161603696827118,0.0127427823910154,0.0386232717198975,0.0242923608060672,0.0388095773297439,0.0417288253405096,0.0161545825750836
"Zfp451",0.385216002625626,0.475876406513601,0.418910733989262,0.452339584147354,0.373446274939636,0.472087706272543,0.501935854160643,0.376884694797149,0.456475677018497,0.468904380952463,0.431419455387085,0.530314696267648,0.832951634107901,0.567126491711068
"Bend6",0.00452752121254202,0.00411572583001133,0.00545597197753604,0.00300521158877742,0.008069261990126,0.0140788646592175,0.0025869661141569,0.0051940819493558,0.00670716020472061,0.00673359877499609,0.00307309426864302,0.0784020274719417,0.0220580822634311,0
"Dst",0.145201644627684,0.26228879216479,0.146712518124663,0.186785145524356,0.285041595567489,0.448344669689938,0.180087608482169,0.185830778807948,0.226566039125503,0.517478303205348,0.21423407432171,0.27647110907808,0.404091072300294,0.928155199430622
"Gm26788",0.000355899334501333,0.000829889451901413,0.000552158676017188,0.000337959663332172,0.000865863289552669,0.000171231331525484,0.000590652646585486,0.000555193089964762,0.000278985786232163,0.000331452604962256,0.000994920603084885,0,0,0.00322469133254565
"Gm37233",0.0287975275883028,0.0423346476379872,0.0324464166265599,0.0205349638649477,0.064658240644716,0.0930693382904611,0.0422571093825104,0.0345492440833792,0.0579287949316139,0.0434327982889512,0.0445101703163288,0.0626042473003055,0.109969775504495,0.0312900734198979
"Ccdc115",0.44737965279484,0.467113658067306,0.291491467944381,0.448365726036234,0.472999860330322,0.347455550472343,0.560066543049199,0.489318177713042,0.355791694313383,0.43343649492561,0.474041066833918,0.367998941013084,0.221933753125262,0.27150524834701
"Gm28306",0.000759664996710137,0.000366397278671465,0.000312544016454579,0.00048940465927678,0.000427068683204601,0.000172654130630081,0.000896912215930602,0.000606306133443216,0.000292094463349447,0,0.000848705041135436,0,0.00883587364700685,0
"Imp4",0.510174784591399,0.557003808725677,0.330430944689053,0.587245453341869,0.560783885880476,0.338981625597422,0.641826790772206,0.583561421404435,0.487777665170359,0.466569680697118,0.501966057635307,0.390095517810573,0.578445986120974,0.28125960065594
"Ptpn18",4.53283307223146,4.49847230745929,3.6852944577838,4.08556065128679,4.86250074312638,4.1798041324365,3.09704758161448,5.0369565962167,3.74405616920886,3.51646524533118,4.54232391897674,2.31826684139703,1.81259040623322,4.48224232011789
"Gm28417",0.0702835943917532,0.0440887372555065,0.0449663728848994,0.0419674479786968,0.0414650539237752,0.0493173345939552,0.0362412618980306,0.0696507153292592,0.0560209002084424,0.0467759709511465,0.0534544593045039,0.0260832793063391,0.0427684156211863,0.0490292125442641
"4930568A12Rik",0.00504510627406897,0.00236919269758082,0.00410945190848328,0.00229545710074961,0.00445704283406596,0.00782917917805861,0.00266740555369419,0.00491876527109082,0.0102311257504252,0.00579214808209516,0.00215762041322897,0.0134739731421403,0.00222266675557334,0
"Prss39",0.000109695778125319,0.000182053620445178,0.000213712444431291,4.59597445766973e-05,0.00079336641088804,0.00079219498438873,0,0,0.000219209648381148,0,0.000939468627149798,0.000621343587159438,0,0
"Arhgef4",0.023283717429696,0.0288876825217274,0.0184989024585307,0.020815428719661,0.0251505702836817,0.054788021646723,0.030300786925731,0.0195656396766526,0.0291588239604981,0.0193954275219257,0.0297104433163736,0.136948477611629,0.0223339271697443,0.0221431542553001
"Gm38336",0.00192530715535901,0.00230921736019589,0.00240614446997847,0.00222243860989963,0.00330340245530385,0.00284469653322067,0.00209636076311115,0.00174508419675099,0.00360122566538036,0.000745720544413338,0.00268657928855893,0.0151754219871267,0.0164487211119335,0.0120391073508148
"Fam168b",0.493481380882347,0.473677598415828,0.525081417042088,0.461769144945782,0.506564839838639,0.514483773505597,0.453291670648829,0.482780321585701,0.560712443515433,0.45753527384985,0.438499824661506,0.610959817709857,0.724043884831475,0.554552079315788
"Plekhb2",0.0975323637593797,0.12565558761297,0.107610985833571,0.122618191435796,0.130514039561748,0.174105835509381,0.140167911648077,0.106377525437669,0.116947074671784,0.234215512775219,0.180520881139311,0.168185376302458,0.112587599317444,0.196317375624927
"Gm37068",0.000376924021210927,0.00120914993604127,0.000460469487875663,0.000803895689504912,0.000779663963624651,0.00421090967552836,4.91103551128526e-05,0.000439375417872304,0.000653082435420586,0.00101988660670279,0,0.00271032457491947,0,0
