state,miRNA,gene,n_clusters,coverage,regions
Tmem,mmu-let-7d-5p,Myo1f,1,3.94943820224719,3' UTR
Tmem,mmu-miR-23b-3p,H2-K1,1,17.8819591238795,CDS
Tmem,mmu-miR-466i-5p,Rnf5,1,3.36842105263158,5' UTR
Tmem,mmu-miR-155-5p,Abhd16a,1,4.31048703849175,3' UTR
Tmem,mmu-miR-342-3p,Ltb,1,58.2472524521204,3' UTR
Tmem,mmu-miR-24-3p,Tubb5,1,9.95857214299327,3' UTR
Tmem,mmu-miR-92a-3p,Tubb5,1,6.08637039636462,5' UTR
Tmem,mmu-miR-466i-5p,Enpp4,1,3.35387800605192,3' UTR
Tmem,mmu-miR-425-5p,Polh,1,5.04377649215259,3' UTR
Tmem,mmu-miR-24-3p,Ccnd3,1,4.82183908045977,3' UTR
Tmem,mmu-miR-671-5p,Ccnd3,1,4.53482543861521,3' UTR
Tmem,mmu-miR-466i-5p,Plcl2,2,7.80396955152821,intron
Tmem,mmu-miR-466f-3p,Plcl2,3,72.0780861206313,intron
Tmem,mmu-miR-92a-3p,Plin3,1,3.58510638297872,3' UTR
Tmem,mmu-miR-30b-5p,Birc6,1,3.85632183908046,intron
Tmem,mmu-miR-466i-5p,Strn,1,5.05411040037906,3' UTR
Tmem,mmu-miR-23a-3p,Zfp36l2,1,4.71812938617977,CDS
Tmem,mmu-miR-210-3p,Zfp36l2,1,7.21900805478454,5' UTR
Tmem,mmu-miR-466i-5p,Lrpprc,1,5.80987889846909,3' UTR
Tmem,mmu-miR-24-3p,Gm10184,1,7.81641090131467,5' UTR
Tmem,mmu-miR-26a-5p,Cul2,1,6.34069734826152,3' UTR
Tmem,mmu-miR-466i-5p,Slc25a46,1,3.5157643370828,3' UTR
Tmem,mmu-miR-26b-5p,Etf1,1,4.95454545454546,3' UTR
Tmem,mmu-miR-30e-5p,Srfbp1,1,7.35206228956229,CDS
Tmem,mmu-miR-29a-3p,Lmnb1,1,5.48246352413019,3' UTR
Tmem,mmu-miR-17-5p,Csnk1a1,1,6,3' UTR
Tmem,mmu-miR-15b-5p,Rpl17,1,7.95348837209302,ncRNA_exon
Tmem,mmu-miR-219a-5p,Rpl17,1,44.3780489551424,ncRNA_exon
Tmem,mmu-miR-92a-3p,Rpl17,1,3.4811736770692,ncRNA_exon
Tmem,mmu-miR-23a-3p,Epg5,1,3,3' UTR
Tmem,mmu-miR-17-5p,AI837181,1,4.4262897620957,3' UTR
Tmem,mmu-miR-17-5p,Frmd8,1,5.97583594566353,3' UTR
Tmem,mmu-miR-15b-5p,Arl2,1,4.94427210783423,3' UTR
Tmem,mmu-miR-24-3p,Naa40,1,4.73076256455779,3' UTR
Tmem,mmu-miR-17-5p,Atl3,1,7.97159090909091,3' UTR
Tmem,mmu-miR-142a-3p,Nxf1,2,19.5728467144604,3' UTR
Tmem,mmu-miR-30c-5p,Ahnak,1,8.41510774066834,3' UTR
Tmem,mmu-miR-150-5p,Fth1,1,4.5,CDS
Tmem,mmu-miR-92a-3p,Fth1,1,15.0364137306831,CDS
Tmem,mmu-miR-142a-3p,Ddb1,1,5.5,CDS
Tmem,mmu-miR-466i-5p,Ms4a4c,1,4,3' UTR
Tmem,mmu-miR-106a-5p,Ms4a4b,1,3,3' UTR
Tmem,mmu-miR-142a-3p,Ms4a4b,1,7.3528538393404,3' UTR
Tmem,mmu-miR-17-5p,Ms4a4b,1,4.66666666666667,3' UTR
Tmem,mmu-let-7d-5p,Patl1,1,10,3' UTR
Tmem,mmu-let-7i-5p,Patl1,1,4.96078431372549,3' UTR
Tmem,mmu-miR-466f-3p,Dock8,1,4.08075227373558,intron
Tmem,mmu-let-7d-5p,Dock8,1,6.07931204523538,CDS
Tmem,mmu-miR-17-5p,Tnks2,1,5.48707180500659,3' UTR
Tmem,mmu-miR-18a-5p,Pdlim1,1,5.41258235451358,3' UTR
Tmem,mmu-miR-103-3p,Scd2,1,5.19001485919147,CDS
Tmem,mmu-miR-92a-3p,Oga,1,4.67723551808126,3' UTR
Tmem,mmu-miR-92a-3p,Hps6,1,5.38077695994196,3' UTR
Tmem,mmu-miR-466i-5p,Wbp1l,1,3.48591549295775,3' UTR
Tmem,mmu-let-7d-5p,Dusp5,1,3.5,CDS
Tmem,mmu-let-7i-5p,Dusp5,1,9.47300312360553,CDS
Tmem,mmu-miR-466f-3p,Pdcd4,4,34.663358415771,intron
Tmem,mmu-miR-466i-5p,Ablim1,3,21.0014228357128,intron
Tmem,mmu-miR-142a-3p,Camk1d,1,3.41637497354438,intron
Tmem,mmu-miR-29b-3p,Camk1d,1,4.79493288298441,intron
Tmem,mmu-miR-34a-5p,Camk1d,2,15.5463431696877,intron
Tmem,mmu-let-7i-5p,Prkcq,1,22.5395127398599,3' UTR
Tmem,mmu-miR-142a-3p,Il2ra,1,6.70710372882582,3' UTR
Tmem,mmu-miR-103-3p,Vim,1,23.2496967153219,CDS
Tmem,mmu-miR-142a-3p,Vim,1,6.25910221752401,CDS
Tmem,mmu-miR-15a-5p,Vim,1,7.7792532062195,CDS
Tmem,mmu-miR-15b-5p,Vim,1,10.971636791056,CDS
Tmem,mmu-miR-16-5p,Vim,1,23.5579846288245,CDS
Tmem,mmu-miR-31-5p,Psd4,1,8.61543108054736,3' UTR
Tmem,mmu-miR-193a-3p,Psd4,1,7.34805497539225,3' UTR
Tmem,mmu-miR-23b-3p,Tubb4b,2,8.4458460512233,CDS
Tmem,mmu-miR-342-3p,Rpl7a,1,12.1350498334253,ncRNA_exon
Tmem,mmu-miR-25-3p,Rpl7a,3,298.249788584244,ncRNA_exon
Tmem,mmu-miR-26b-5p,Rpl7a,2,12.6699949904824,ncRNA_exon
Tmem,mmu-miR-92a-3p,Rpl7a,3,45.7358447263403,ncRNA_exon
Tmem,mmu-miR-466i-5p,Cacfd1,1,4.19014677233018,3' UTR
Tmem,mmu-miR-466i-5p,Fnbp1,2,27.1313543889376,3' UTR
Tmem,mmu-miR-210-3p,Fnbp1,1,8.45977011494253,CDS
Tmem,mmu-miR-24-3p,Fam78a,1,17.2827850155721,3' UTR
Tmem,mmu-miR-15b-5p,Fam78a,1,5.3,3' UTR
Tmem,mmu-miR-191-5p,Fam78a,1,75.33500864296,3' UTR
Tmem,mmu-let-7a-5p,Fam78a,1,17.8518778401497,3' UTR
Tmem,mmu-let-7g-5p,Marchf7,1,18.0717647030373,CDS
Tmem,mmu-let-7f-5p,Rbms1,1,5.40418274254481,3' UTR
Tmem,mmu-let-7g-5p,Rbms1,1,7,3' UTR
Tmem,mmu-miR-142a-3p,Ssb,1,8.49089598612874,CDS
Tmem,mmu-miR-23a-3p,Ssb,1,5.08480393777778,CDS
Tmem,mmu-miR-142a-5p,Dync1i2,1,6.84090909090909,intron
Tmem,mmu-miR-210-3p,Dync1i2,1,4.55090987263308,CDS
Tmem,mmu-miR-210-3p,Celf1,1,7.30020125223614,3' UTR
Tmem,mmu-miR-466i-5p,Madd,1,5.10173745044466,3' UTR
Tmem,mmu-miR-142a-3p,Arhgap1,1,6.4129243517776,CDS
Tmem,mmu-miR-23a-3p,Cd44,1,3.49444463953451,intron
Tmem,mmu-miR-92a-3p,Zfp770,1,6.93791983878191,CDS
Tmem,mmu-miR-92a-3p,Bub1b,1,13.8650321327621,CDS
Tmem,mmu-miR-142a-5p,Pdia3,1,3.5,3' UTR
Tmem,mmu-miR-142a-5p,B2m,1,4.62661283698218,3' UTR
Tmem,mmu-let-7d-5p,Atp8b4,1,5.5,3' UTR
Tmem,mmu-let-7i-5p,Atp8b4,1,4.98275862068966,3' UTR
Tmem,mmu-miR-92a-3p,Snrnp200,1,3.66250290662294,CDS
Tmem,mmu-miR-21a-5p,Snrnp200,3,24.7653053476126,CDS
Tmem,mmu-miR-466i-5p,Dusp2,2,19.5231811469447,3' UTR
Tmem,mmu-miR-106b-5p,Dusp2,1,5.07271918635049,3' UTR
Tmem,mmu-miR-24-3p,Nop56,1,21.9149122807018,ncRNA_exon
Tmem,mmu-miR-484,Nop56,1,6.8560039545674,ncRNA_exon
Tmem,mmu-miR-466i-5p,Cds2,1,7.47173612939998,3' UTR
Tmem,mmu-miR-92a-3p,Snx5,1,4,ncRNA_exon
Tmem,mmu-miR-92a-3p,Xrn2,1,5.96754057428215,CDS
Tmem,mmu-miR-24-3p,Entpd6,1,3.77478220174239,3' UTR
Tmem,mmu-miR-210-3p,H13,1,11.8662790697674,5' UTR
Tmem,mmu-miR-24-3p,Trpc4ap,1,8.70225966562174,3' UTR
Tmem,mmu-miR-24-3p,Cpne1,1,5.93563426682914,3' UTR
Tmem,mmu-let-7g-5p,Serinc3,1,10.6397083433208,CDS
Tmem,mmu-miR-23a-3p,Pigt,1,3.4875,3' UTR
Tmem,mmu-miR-466f-3p,Eya2,1,4.34054834054834,intron
Tmem,mmu-miR-106a-5p,Znfx1,1,4,3' UTR
Tmem,mmu-miR-17-5p,Znfx1,1,4.68468468468469,3' UTR
Tmem,mmu-miR-20a-5p,Znfx1,1,15.1994245358875,3' UTR
Tmem,mmu-miR-20b-5p,Znfx1,1,4.33139534883721,3' UTR
Tmem,mmu-miR-210-3p,B4galt5,2,48.7035916039806,3' UTR
Tmem,mmu-miR-142a-3p,Adnp,1,4.96680751170027,3' UTR
Tmem,mmu-miR-466i-5p,Nfatc2,2,8.95467234422918,3' UTR
Tmem,mmu-miR-24-3p,Zfp217,1,4.26520315423683,3' UTR
Tmem,mmu-miR-210-3p,Zfp217,1,7.00970110120608,3' UTR
Tmem,mmu-miR-744-5p,Rbm38,1,3.22271324354658,3' UTR
Tmem,mmu-miR-16-5p,Gnas,1,74.2725447508789,3' UTR
Tmem,mmu-miR-210-3p,Slco4a1,1,3.5,CDS
Tmem,mmu-miR-466i-5p,Tbl1xr1,4,40.007139736886,3' UTR
Tmem,mmu-miR-142a-3p,Ect2,1,4.88725593831613,3' UTR
Tmem,mmu-miR-210-3p,Tnik,1,5.73432601880878,5' UTR
Tmem,mmu-miR-142a-5p,Gnb4,1,3.91707717569787,3' UTR
Tmem,mmu-miR-142a-3p,Elf2,1,5.69654765962535,3' UTR
Tmem,mmu-miR-30c-5p,Exosc8,1,12.7942789968652,ncRNA_exon
Tmem,mmu-miR-466i-5p,Mbnl1,1,6.16723744292238,intron
Tmem,mmu-miR-484,Mbnl1,1,7.05090637941446,5' UTR
Tmem,mmu-miR-15a-5p,Smc4,1,3.5,ncRNA_exon
Tmem,mmu-miR-16-5p,Smc4,1,4.85421052631579,ncRNA_exon
Tmem,mmu-miR-466i-5p,Kpna4,2,40.1130644646222,ncRNA_exon
Tmem,mmu-miR-466i-5p,Ash1l,1,4.26312576312576,3' UTR
Tmem,mmu-miR-92a-3p,Dennd4b,1,5.84133141762452,3' UTR
Tmem,mmu-miR-92a-3p,Mcl1,1,7.03277337518911,3' UTR
Tmem,mmu-miR-17-5p,Txnip,2,14.0040256776692,3' UTR
Tmem,mmu-miR-191-5p,Txnip,1,5.04104131935965,3' UTR
Tmem,mmu-miR-20a-5p,Txnip,1,8.14818295739348,3' UTR
Tmem,mmu-miR-142a-3p,Txnip,1,9.44952828684714,3' UTR
Tmem,mmu-miR-15a-5p,Polr3c,2,14.5244059378894,ncRNA_exon
Tmem,mmu-miR-155-5p,Sike1,1,4.18080783408092,3' UTR
Tmem,mmu-miR-142a-5p,Hipk1,1,5.27587606486998,3' UTR
Tmem,mmu-miR-155-5p,S1pr1,1,4.08518457522081,3' UTR
Tmem,mmu-miR-466f-3p,Frrs1,1,6.84382914474966,intron
Tmem,mmu-miR-92a-3p,Pkn2,1,3.88887166204582,3' UTR
Tmem,mmu-miR-210-3p,Pigk,1,3.79452191619062,3' UTR
Tmem,mmu-miR-92a-3p,Rps20,1,4.97191011235955,3' UTR
Tmem,mmu-miR-210-3p,Ubap2,1,7.61345431789737,CDS
Tmem,mmu-miR-466i-5p,Dcaf12,3,13.3809110260918,3' UTR
Tmem,mmu-let-7i-5p,Sigmar1,1,11.0685976621553,CDS
Tmem,mmu-miR-106b-5p,Sigmar1,1,7.74769038701623,CDS
Tmem,mmu-miR-17-5p,Sigmar1,1,12.96875,CDS
Tmem,mmu-miR-20a-5p,Sigmar1,1,22.0872830812867,CDS
Tmem,mmu-miR-20b-5p,Sigmar1,1,7,CDS
Tmem,mmu-miR-24-3p,Gba2,1,7.91846313505354,3' UTR
Tmem,mmu-miR-210-3p,Glipr2,1,7.95732920154932,5' UTR
Tmem,mmu-miR-142a-3p,Clta,1,9.90620477881072,3' UTR
Tmem,mmu-miR-466i-5p,Slc25a51,1,5.65714984855098,3' UTR
Tmem,mmu-miR-26b-5p,Hemgn,1,4.88774188794729,CDS
Tmem,mmu-miR-142a-3p,Coro2a,1,9.4452750092285,3' UTR
Tmem,mmu-miR-466i-5p,Akna,1,19.406463548963,3' UTR
Tmem,mmu-let-7a-5p,Akna,1,52.4075085225446,CDS
Tmem,mmu-let-7c-5p,Akna,1,4.99397590361446,CDS
Tmem,mmu-let-7d-5p,Akna,1,116.966148245063,CDS
Tmem,mmu-let-7f-5p,Akna,1,5.52521221969114,CDS
Tmem,mmu-miR-466i-5p,Rraga,3,34.6356062403707,3' UTR
Tmem,mmu-miR-466f-3p,Pgm1,1,3.92716165413534,intron
Tmem,mmu-miR-106b-5p,Jak1,1,4.48503036437247,3' UTR
Tmem,mmu-miR-92a-3p,Pars2,1,6.70068684436662,CDS
Tmem,mmu-miR-20a-5p,Mast2,1,5.48611111111111,CDS
Tmem,mmu-miR-15a-5p,Rps8,1,12.4652669441305,ncRNA_exon
Tmem,mmu-miR-15b-5p,Rps8,1,7.45777915248995,ncRNA_exon
Tmem,mmu-miR-16-5p,Rps8,1,15.4722222222222,ncRNA_exon
Tmem,mmu-miR-103-3p,Rps8,2,41.560130012186,ncRNA_exon
Tmem,mmu-miR-107-3p,Rps8,1,4.33105005345767,ncRNA_exon
Tmem,mmu-miR-17-5p,Mtf1,1,6.26679354146022,3' UTR
Tmem,mmu-miR-142a-3p,Pum1,1,7.21569020866774,3' UTR
Tmem,mmu-let-7d-5p,Laptm5,1,3.20364532944551,CDS
Tmem,mmu-miR-210-3p,Sytl1,1,15.0475996172326,CDS
Tmem,mmu-miR-142a-3p,Cd52,1,5.98567155848169,CDS
Tmem,mmu-miR-16-5p,Cd52,1,4.76716645622896,5' UTR
Tmem,mmu-miR-24-3p,Cd52,1,6.407310879444,5' UTR
Tmem,mmu-miR-744-5p,Sh3bgrl3,1,32.1574995765765,3' UTR
Tmem,mmu-miR-466f-3p,Runx3,1,10.8584191670399,3' UTR
Tmem,mmu-miR-23a-3p,Hp1bp3,1,5.95978935836455,CDS
Tmem,mmu-miR-23b-3p,Hp1bp3,1,6.40152657551639,CDS
Tmem,mmu-miR-191-5p,Iffo2,1,3.87790697674419,3' UTR
Tmem,mmu-miR-210-3p,Sdhb,1,4.50699477162839,CDS
Tmem,mmu-miR-18a-5p,Pik3cd,1,5.33362556010131,3' UTR
Tmem,mmu-miR-466f-3p,Cdk6,1,8.19636185449139,intron
Tmem,mmu-miR-466i-5p,Cdk6,1,3.95222189794073,intron
Tmem,mmu-miR-142a-3p,Cyp51,1,6.24036242685267,CDS
Tmem,mmu-miR-30e-5p,Dmtf1,1,7.02452234908528,3' UTR
Tmem,mmu-miR-142a-3p,Fgl2,1,4.77844316555812,CDS
Tmem,mmu-miR-210-3p,Prr14l,1,3.98466617754952,CDS
Tmem,mmu-miR-155-5p,Nsd2,1,7.1432162106997,3' UTR
Tmem,mmu-let-7i-5p,Nelfa,1,5.98133648096255,CDS
Tmem,mmu-miR-17-5p,Wdr1,1,21.63644006998,3' UTR
Tmem,mmu-miR-20a-5p,Wdr1,1,10.7565141494796,3' UTR
Tmem,mmu-miR-20b-5p,Wdr1,1,8.37690717462169,3' UTR
Tmem,mmu-miR-690,Tmprss11c,2,15.3201150157033,intron
Tmem,mmu-miR-342-3p,Ccng2,1,3.35941440179322,3' UTR
Tmem,mmu-miR-466f-3p,Lrrc8c,2,13.0829998087408,intron
Tmem,mmu-miR-3470b,Lrrc8c,1,6.31315177154944,intron
Tmem,mmu-miR-466i-5p,Lrrc8c,1,3.9360077247191,intron
Tmem,mmu-miR-142a-5p,Cdc7,1,8,intron
Tmem,mmu-miR-155-5p,Mlec,1,4.19442363837713,3' UTR
Tmem,mmu-miR-92a-3p,Cit,1,10.2269648710673,3' UTR
Tmem,mmu-let-7g-5p,Rfc5,1,3.730630539257,3' UTR
Tmem,mmu-miR-210-3p,Pptc7,1,3.36239032285544,3' UTR
Tmem,mmu-miR-142a-5p,Rnf34,1,3,3' UTR
Tmem,mmu-miR-466i-5p,Mlxip,2,11.1411992787459,3' UTR
Tmem,mmu-let-7a-5p,Lrwd1,1,15.3739495130204,CDS
Tmem,mmu-let-7d-5p,Lrwd1,1,36.909592533349,CDS
Tmem,mmu-miR-30c-5p,Gigyf1,1,14.7746515604707,3' UTR
Tmem,mmu-let-7a-5p,Gm20605,1,4.02174062134108,3' UTR
Tmem,mmu-miR-106b-3p,Mcm7,1,5.58778360748724,ncRNA_exon
Tmem,mmu-miR-24-3p,Gpr146,1,5.4250233426704,CDS
Tmem,mmu-miR-210-3p,Ints1,1,4.2362369075449,CDS
Tmem,mmu-miR-466i-5p,Card11,1,4.2749758991472,intron
Tmem,mmu-miR-466f-3p,Card11,2,10.5801514172525,intron
Tmem,mmu-let-7a-5p,Actb,1,21.8538299808892,CDS
Tmem,mmu-let-7b-5p,Actb,1,3.13071371291099,CDS
Tmem,mmu-let-7c-5p,Actb,1,5.66555094656017,CDS
Tmem,mmu-let-7d-5p,Actb,1,19.8390804597701,CDS
Tmem,mmu-let-7f-5p,Actb,1,14.4619390418516,CDS
Tmem,mmu-let-7g-5p,Actb,1,10.3723572938689,CDS
Tmem,mmu-let-7i-5p,Actb,1,8.80086740011233,CDS
Tmem,mmu-miR-142a-3p,Actb,1,9.22640575795622,CDS
Tmem,mmu-miR-30c-5p,Actb,1,4.24075730471079,CDS
Tmem,mmu-miR-92a-3p,Actb,1,7.75,CDS
Tmem,mmu-miR-222-3p,Actb,1,4.08415133321502,CDS
Tmem,mmu-miR-3473b,Eif2ak1,1,20.7757364361313,intron
Tmem,mmu-miR-378a-3p,Cdk8,1,7.95454545454546,intron
Tmem,mmu-miR-142a-3p,Samd9l,1,5.5919829962441,CDS
Tmem,mmu-miR-466i-5p,Pon2,2,13.4067282204584,3' UTR
Tmem,mmu-miR-147-3p,Ndufa4,2,46.9042871055615,3' UTR
Tmem,mmu-miR-16-5p,Ndufa4,2,15.0681500211287,3' UTR
Tmem,mmu-miR-210-3p,Ndufa4,2,29.6636029067499,3' UTR
Tmem,mmu-miR-15b-5p,Capza2,1,7.79955965294639,3' UTR
Tmem,mmu-miR-24-3p,Capza2,1,4.90435352209355,3' UTR
Tmem,mmu-miR-92a-3p,Ndufa5,1,14.4142914067312,3' UTR
Tmem,mmu-miR-17-5p,Slc35b4,1,5.03888280394305,3' UTR
Tmem,mmu-miR-20a-5p,Slc35b4,1,5,3' UTR
Tmem,mmu-miR-466i-5p,Mtpn,1,13.2640467081677,3' UTR
Tmem,mmu-miR-142a-5p,Mtpn,1,3.52615999201625,3' UTR
Tmem,mmu-miR-466i-5p,Zc3hav1l,1,5.48529411764706,3' UTR
Tmem,mmu-let-7d-5p,Luc7l2,1,7.75168943959267,intron
Tmem,mmu-miR-466i-5p,Luc7l2,1,8,3' UTR
Tmem,mmu-miR-142a-3p,Gimap4,1,33.0609580883137,3' UTR
Tmem,mmu-miR-15a-5p,Gimap4,1,12.9702448787405,3' UTR
Tmem,mmu-miR-15b-5p,Gimap4,1,4.65750528541226,3' UTR
Tmem,mmu-miR-16-5p,Gimap4,1,8.90942043093388,3' UTR
Tmem,mmu-miR-92a-3p,Gimap6,2,8.83011501895941,"3' UTR,CDS"
Tmem,mmu-miR-92a-3p,Znrf2,1,26.8259457672058,3' UTR
Tmem,mmu-let-7a-5p,Gars,1,6.33257885999889,CDS
Tmem,mmu-let-7d-5p,Gars,1,9.89748140635565,CDS
Tmem,mmu-let-7a-5p,Kbtbd2,1,3.85057471264368,5' UTR
Tmem,mmu-let-7d-5p,Kbtbd2,1,11.0525808021603,5' UTR
Tmem,mmu-miR-92a-3p,Pyurf,1,5.54765888250972,3' UTR
Tmem,mmu-miR-92a-3p,Cd8b1,1,10.2539325842697,3' UTR
Tmem,mmu-miR-27a-3p,Tmsb10,2,24.0122031990306,3' UTR
Tmem,mmu-miR-27b-3p,Tmsb10,1,10.639419731552,3' UTR
Tmem,mmu-miR-423-5p,Tmsb10,1,3.88884236453202,3' UTR
Tmem,mmu-miR-466i-5p,Hk2,2,26.2125152986316,3' UTR
Tmem,mmu-miR-106a-5p,Mob1a,1,3.45894909688013,CDS
Tmem,mmu-miR-17-5p,Mob1a,1,4.41846800959166,CDS
Tmem,mmu-miR-20a-5p,Mob1a,1,8.77491181384826,CDS
Tmem,mmu-miR-24-3p,Pcbp1,1,4.38337344028521,3' UTR
Tmem,mmu-miR-17-5p,Aak1,1,7.09458133238683,3' UTR
Tmem,mmu-miR-466i-5p,Aak1,1,4.8246563858759,3' UTR
Tmem,mmu-miR-155-5p,Mcm2,1,6.08099272478547,3' UTR
Tmem,mmu-miR-92a-3p,Edem1,1,4.49179646936656,CDS
Tmem,mmu-miR-17-5p,Mtmr14,1,6.7299488469296,3' UTR
Tmem,mmu-miR-27a-3p,Wnk1,1,4.78793490403718,3' UTR
Tmem,mmu-miR-24-3p,Tpi1,1,7.29027794929907,3' UTR
Tmem,mmu-let-7d-5p,Ncapd2,1,10.8066253297661,CDS
Tmem,mmu-miR-92a-3p,Cd69,2,117.048419748921,3' UTR
Tmem,mmu-miR-130b-3p,Cd69,1,5.7174275104335,3' UTR
Tmem,mmu-miR-92a-3p,Klrd1,1,13.1789675237764,CDS
Tmem,mmu-miR-142a-3p,Cdkn1b,1,22.658140629264,3' UTR
Tmem,mmu-miR-24-3p,Cdkn1b,1,15.525689182127,3' UTR
Tmem,mmu-miR-210-3p,Etnk1,1,3.59728094902514,CDS
Tmem,mmu-miR-92a-3p,Kras,2,11.8208480983012,CDS
Tmem,mmu-let-7d-5p,Ppp6r1,1,3.99227697408077,CDS
Tmem,mmu-miR-16-5p,Rps5,1,4.37197906873374,3' UTR
Tmem,mmu-miR-423-3p,Napa,1,4,5' UTR
Tmem,mmu-miR-155-5p,Sae1,1,24.7485867240468,CDS
Tmem,mmu-miR-191-5p,Ethe1,1,20.075657473556,3' UTR
Tmem,mmu-miR-92a-3p,Sertad3,3,161.38389653987,3' UTR
Tmem,mmu-miR-25-3p,Sertad3,1,4.92938005833607,3' UTR
Tmem,mmu-let-7i-5p,Paf1,1,7.17084741796245,CDS
Tmem,mmu-miR-16-5p,Capns1,1,4.61429463171036,3' UTR
Tmem,mmu-miR-92a-3p,Pop4,2,13.2821934813847,3' UTR
Tmem,mmu-miR-185-5p,Emc10,1,15.1697743067048,3' UTR
Tmem,mmu-miR-142a-3p,Rpl13a,2,7.24569707319707,ncRNA_exon
Tmem,mmu-miR-15b-5p,Rpl13a,1,35.9159194677609,ncRNA_exon
Tmem,mmu-miR-16-5p,Rpl13a,1,3.99264705882353,ncRNA_exon
Tmem,mmu-miR-24-3p,Rpl13a,1,6.5,ncRNA_exon
Tmem,mmu-miR-5121,Rpl13a,1,109.453452650987,ncRNA_exon
Tmem,mmu-miR-692,Ftl1,1,3,3' UTR
Tmem,mmu-miR-24-3p,Emp3,1,3.79201728889545,5' UTR
Tmem,mmu-miR-466f-3p,E2f8,1,6.64242047947412,3' UTR
Tmem,mmu-miR-29a-3p,E2f8,1,6.7198691220538,CDS
Tmem,mmu-miR-29b-3p,E2f8,1,11.2931608608406,CDS
Tmem,mmu-let-7d-5p,E2f8,1,3.82954545454545,CDS
Tmem,mmu-miR-671-5p,Klf13,1,5.16134101623887,3' UTR
Tmem,mmu-miR-155-5p,Klf13,1,4.03735632183908,3' UTR
Tmem,mmu-miR-142a-3p,Prc1,1,6,3' UTR
Tmem,mmu-miR-142a-3p,Picalm,1,8.89282611601176,3' UTR
Tmem,mmu-miR-142a-3p,Lrrc32,1,24.5077793872471,3' UTR
Tmem,mmu-miR-24-3p,Spcs2,1,8.44198463489542,3' UTR
Tmem,mmu-let-7d-5p,Pold3,1,11.4181325515281,3' UTR
Tmem,mmu-miR-147-3p,Rrm1,1,5.94252114164905,CDS
Tmem,mmu-miR-92a-3p,Rrm1,1,3.77564373503628,CDS
Tmem,mmu-miR-3473b,Olfr477,1,4.93939393939394,3' UTR
Tmem,mmu-miR-24-3p,Eif3f,1,4.47245445496542,3' UTR
Tmem,mmu-miR-361-5p,Ipo7,1,6.86593696407467,CDS
Tmem,mmu-miR-17-5p,Wee1,1,3.46551724137931,3' UTR
Tmem,mmu-miR-20a-5p,Eif4g2,1,6.23489232529741,CDS
Tmem,mmu-miR-17-5p,Rras2,1,4.99431818181818,3' UTR
Tmem,mmu-miR-20a-5p,Rras2,1,4.56896551724138,3' UTR
Tmem,mmu-miR-27b-3p,Arl6ip1,1,4.27724851880801,3' UTR
Tmem,mmu-miR-147-3p,Rbbp6,1,5.48850422832981,3' UTR
Tmem,mmu-miR-26b-5p,Tnrc6a,1,5.9036075036075,3' UTR
Tmem,mmu-miR-466i-5p,Il21r,1,40.0593505667868,3' UTR
Tmem,mmu-miR-142a-3p,Aldoa,1,3.65101923629055,3' UTR
Tmem,mmu-miR-15a-5p,Aldoa,1,8.15959188859775,3' UTR
Tmem,mmu-miR-15b-5p,Aldoa,1,14.9243826780005,3' UTR
Tmem,mmu-miR-16-5p,Aldoa,1,22.54056918814,3' UTR
Tmem,mmu-miR-30c-5p,Itgal,1,5.5,3' UTR
Tmem,mmu-miR-466i-5p,Fus,2,19.5899775502132,3' UTR
Tmem,mmu-miR-20a-5p,Bet1l,1,4.5,3' UTR
Tmem,mmu-miR-671-5p,Lsp1,1,4.9909519848266,3' UTR
Tmem,mmu-miR-15b-5p,Arhgef7,1,3.0121219164806,CDS
Tmem,mmu-miR-27a-3p,Rasa3,1,5.4334525115299,3' UTR
Tmem,mmu-miR-466i-5p,Plekha2,1,4.71820755158377,3' UTR
Tmem,mmu-miR-92a-3p,Zfp703,1,17.9400403125732,3' UTR
Tmem,mmu-miR-466i-5p,Ppp1r3b,2,20.9862894503392,3' UTR
Tmem,mmu-miR-210-3p,Casp3,1,12.7411591504134,CDS
Tmem,mmu-miR-466i-5p,Mast3,1,4.46407523510972,3' UTR
Tmem,mmu-miR-142a-3p,Tpm4,1,16.6436781609195,3' UTR
Tmem,mmu-miR-92a-3p,Klf2,1,4.06339093178981,3' UTR
Tmem,mmu-miR-17-5p,Otud4,1,7.91573033707865,3' UTR
Tmem,mmu-miR-466i-5p,Inpp4b,2,9.22128668231811,intron
Tmem,mmu-miR-16-5p,Asf1b,1,5.24098667934554,3' UTR
Tmem,mmu-miR-142a-3p,Herpud1,1,8.43774068091419,3' UTR
Tmem,mmu-miR-142a-5p,Herpud1,1,5.66443327842341,3' UTR
Tmem,mmu-miR-466i-5p,Fhod1,1,3.5,3' UTR
Tmem,mmu-miR-484,Fhod1,1,3.57558139534884,3' UTR
Tmem,mmu-let-7d-5p,Nfatc3,1,4.47126436781609,CDS
Tmem,mmu-miR-342-3p,Nfatc3,1,8.770962089011,3' UTR
Tmem,mmu-miR-23b-3p,Sf3b3,1,4.78216536586025,CDS
Tmem,mmu-miR-466i-5p,Cmip,2,9.6309365584595,intron
Tmem,mmu-miR-466f-3p,Cmip,2,10.5775862068966,intron
Tmem,mmu-miR-31-5p,Cotl1,1,4.96479591836735,3' UTR
Tmem,mmu-miR-466i-5p,Cotl1,1,5.16302447552448,intron
Tmem,mmu-miR-466f-3p,Cotl1,3,23.3320790649286,intron
