state,miRNA,gene,n_clusters,coverage,regions
Tn,mmu-miR-466i-5p,Arid1a,1,6.37023317947087,intron
Tn,mmu-miR-16-5p,Cd52,1,6.02173490206668,3' UTR
Tn,mmu-miR-142a-3p,Cd52,1,12.3823109471673,CDS
Tn,mmu-miR-466i-5p,Runx3,1,4.6687908496732,intron
Tn,mmu-miR-466f-3p,Runx3,2,14.5715223175405,3' UTR
Tn,mmu-miR-466i-5p,Eif4g3,2,14.6613931378584,intron
Tn,mmu-miR-466i-5p,Capzb,1,8.40687226809131,intron
Tn,mmu-miR-3473b,Pik3cd,1,3.3406779661017,intron
Tn,mmu-miR-466i-5p,Rere,1,9.01360544217687,intron
Tn,mmu-miR-466i-5p,Klhl21,2,11.3683553731554,3' UTR
Tn,mmu-miR-466i-5p,Kcnab2,1,4.36461754771294,intron
Tn,mmu-miR-466i-5p,Ski,1,6.37380381838482,intron
Tn,mmu-miR-142a-3p,Kmt2c,1,28.9767243802214,intron
Tn,mmu-miR-466i-5p,Jakmip1,2,24.3124278412634,intron
Tn,mmu-miR-17-5p,Wdr1,1,6.70716284281783,3' UTR
Tn,mmu-miR-466i-5p,Arap2,1,5.05641247641113,intron
Tn,mmu-miR-466i-5p,Tbc1d1,3,32.0174362263847,intron
Tn,mmu-miR-466i-5p,Ankrd17,1,5.92376339744071,intron
Tn,mmu-miR-466i-5p,Lrrc8c,2,10.3908884797457,intron
Tn,mmu-miR-142a-5p,Cdc7,1,11.5,intron
Tn,mmu-miR-466i-5p,Ttc28,1,4.5,intron
Tn,mmu-miR-466i-5p,Tpst2,3,33.5917481259654,intron
Tn,mmu-miR-466i-5p,Taok3,1,4.33132183908046,intron
Tn,mmu-miR-466i-5p,Mlxip,2,28.2918305383094,3' UTR
Tn,mmu-miR-466f-3p,Orai2,1,4.82003043941728,intron
Tn,mmu-miR-466i-5p,Trim56,1,12.5217320261438,3' UTR
Tn,mmu-miR-466i-5p,Tsc22d4,4,32.3779989913472,intron
Tn,mmu-miR-24-3p,Gpr146,1,17.6502346047686,CDS
Tn,mmu-miR-142a-3p,Gpr146,1,8.78584356819651,3' UTR
Tn,mmu-miR-466i-5p,Card11,9,72.599921883008,intron
Tn,mmu-let-7a-5p,Actb,2,28.5970176590212,CDS
Tn,mmu-miR-142a-3p,Actb,2,34.0943069683109,CDS
Tn,mmu-let-7g-5p,Actb,1,8.72466147039199,CDS
Tn,mmu-miR-142a-3p,Trrap,1,5.89675329410442,intron
Tn,mmu-miR-15b-5p,Trrap,1,7.43292288938439,intron
Tn,mmu-miR-150-5p,Trrap,1,4.19602646436304,intron
Tn,mmu-miR-466i-5p,Trrap,1,6.7753216110296,intron
Tn,mmu-miR-150-5p,Cdk8,1,4.19240210693699,intron
Tn,mmu-miR-378a-3p,Cdk8,1,15.8450498786516,intron
Tn,mmu-miR-142a-3p,Cdk8,1,4.8064424984149,intron
Tn,mmu-miR-466i-5p,Phf14,1,4.30048923679061,intron
Tn,mmu-miR-92a-3p,Ndufa5,1,4.20094683064794,3' UTR
Tn,mmu-miR-142a-3p,Wasl,1,6.9099923027361,3' UTR
Tn,mmu-miR-466i-5p,Ube2h,1,4.23579575625381,intron
Tn,mmu-let-7b-5p,Cnot4,1,19.8682610993658,CDS
Tn,mmu-miR-466i-5p,Mtpn,2,14.5596031454332,3' UTR
Tn,mmu-miR-26b-5p,Ubn2,1,3.48216899322339,3' UTR
Tn,mmu-miR-142a-3p,Gimap4,1,13.1060393258427,3' UTR
Tn,mmu-miR-15a-5p,Gimap4,1,3.2655303030303,3' UTR
Tn,mmu-miR-16-5p,Gimap4,1,8.01948343371726,3' UTR
Tn,mmu-miR-466i-5p,Gimap6,1,8.5439574518085,intron
Tn,mmu-miR-92a-3p,Gimap6,1,15.5,CDS
Tn,mmu-miR-466i-5p,Gimap3,2,13.3256477208871,"5' UTR,intron"
Tn,mmu-miR-466i-5p,Herc3,1,5.3807540521494,intron
Tn,mmu-miR-92a-3p,Cd8b1,1,15.5718700755956,3' UTR
Tn,mmu-miR-466i-5p,Tet3,1,12.2551757576811,intron
Tn,mmu-miR-466i-5p,Aak1,1,4.5,3' UTR
Tn,mmu-miR-142a-3p,Foxp1,1,6.4069065547742,CDS
Tn,mmu-miR-466i-5p,Foxp1,13,103.775565277069,intron
Tn,mmu-miR-466i-5p,Il17ra,2,34.8544534265819,3' UTR
Tn,mmu-miR-15b-5p,Ccnd2,1,4.47981986802212,3' UTR
Tn,mmu-miR-466i-5p,Cracr2a,1,8.96102491258741,3' UTR
Tn,mmu-miR-92a-3p,Cd69,2,73.26014994886,3' UTR
Tn,mmu-miR-92a-3p,Klrd1,1,10.0920901804284,CDS
Tn,mmu-miR-142a-3p,Cdkn1b,1,34.5400114591291,3' UTR
Tn,mmu-miR-24-3p,Cdkn1b,1,6.20570359872686,3' UTR
Tn,mmu-miR-466i-5p,Atf7ip,3,55.2686358573145,intron
Tn,mmu-miR-466i-5p,St8sia1,1,3.9951990666903,intron
Tn,mmu-miR-466i-5p,Itpr2,1,5.64855794790005,intron
Tn,mmu-miR-16-5p,Rps5,1,10.3694478486366,3' UTR
Tn,mmu-miR-466i-5p,Kcnn4,1,6.14000521143538,intron
Tn,mmu-miR-466i-5p,Arhgef1,1,6.76622036023712,intron
Tn,mmu-miR-92a-3p,Sertad3,3,114.749478545883,3' UTR
Tn,mmu-miR-29a-3p,Zfp36,1,23.1987197776119,3' UTR
Tn,mmu-miR-466i-5p,Gramd1a,1,5.47093193031235,intron
Tn,mmu-miR-15b-5p,Rpl13a,1,17.7153739596909,ncRNA_exon
Tn,mmu-miR-142a-3p,Rpl13a,2,19.5141944944465,ncRNA_exon
Tn,mmu-miR-5121,Rpl13a,2,143.419473809955,ncRNA_exon
Tn,mmu-miR-466i-5p,Kcnc1,1,4.11863935857744,intron
Tn,mmu-miR-466i-5p,Klf13,2,9.02877060283075,"3' UTR,intron"
Tn,mmu-miR-466i-5p,Fam169b,7,57.9914554379017,intron
Tn,mmu-miR-466f-3p,Fam169b,1,3.84166666666667,intron
Tn,mmu-miR-3960,Slco3a1,1,4.98484848484848,5' UTR
Tn,mmu-miR-466i-5p,Iqgap1,1,10.2091401252758,intron
Tn,mmu-miR-466i-5p,Il16,1,5.82089552238806,intron
Tn,mmu-miR-466i-5p,Rnf169,1,4.39444085326438,intron
Tn,mmu-miR-466i-5p,Gm45837,1,8.74229326316049,intron
Tn,mmu-miR-466f-3p,Stim1,1,7.65589970666607,intron
Tn,mmu-miR-466i-5p,Rras2,2,10.4900975225696,intron
Tn,mmu-miR-466i-5p,Pde3b,1,3.86522014570795,intron
Tn,mmu-miR-466i-5p,Prkcb,9,81.8636693789632,intron
Tn,mmu-miR-26b-5p,Tnrc6a,1,5.97665773602865,CDS
Tn,mmu-miR-466i-5p,Il21r,3,99.8393088997395,"3' UTR,intron"
Tn,mmu-miR-466i-5p,Mcmbp,2,13.4794916684332,intron
Tn,mmu-miR-142a-3p,Tnfrsf26,1,4.74672401786537,3' UTR
Tn,mmu-miR-466i-5p,Arhgef18,6,42.8849396799699,"3' UTR,intron"
Tn,mmu-miR-7238-3p,Ankrd10,1,4,5' UTR
Tn,mmu-miR-466i-5p,Rasa3,1,4.86088864011135,intron
Tn,mmu-miR-466i-5p,Tdrp,1,4.59414250217903,ncRNA_exon
Tn,mmu-miR-466i-5p,Nsd3,1,4.32656922418426,3' UTR
Tn,mmu-miR-466i-5p,Zfp827,1,5.28621993390117,3' UTR
Tn,mmu-miR-466i-5p,Inpp4b,7,59.3328311449144,intron
Tn,mmu-miR-466i-5p,Dnajb1,1,6.59285086893783,3' UTR
Tn,mmu-miR-466i-5p,Nfatc3,1,3.88906636884664,intron
Tn,mmu-miR-466i-5p,Znrf1,1,6.12134406437096,intron
Tn,mmu-miR-466i-5p,Wwox,1,3.49954556721474,intron
Tn,mmu-miR-466i-5p,Cdyl2,1,6.86985889378022,intron
Tn,mmu-miR-466i-5p,Cmip,8,58.1668836607814,intron
Tn,mmu-miR-3473b,Cmip,1,6,intron
Tn,mmu-miR-466i-5p,Cotl1,3,24.5956115907017,intron
Tn,mmu-miR-466f-3p,Cotl1,2,21.6852662035979,intron
Tn,mmu-miR-466i-5p,Gse1,3,26.6020050806448,intron
Tn,mmu-miR-466i-5p,Ankrd11,5,42.6569917381464,intron
Tn,mmu-miR-466i-5p,Ttc13,1,4.86952517655572,intron
Tn,mmu-miR-466i-5p,Maml2,26,370.945480812656,intron
Tn,mmu-miR-24-3p,Taf1d,1,1579.87388994474,3' UTR
Tn,mmu-miR-466i-5p,Cep295,3,126.830429409012,"intron,ncRNA_exon"
Tn,mmu-miR-24-3p,Ppan,1,18.7441067888682,ncRNA_exon
Tn,mmu-miR-15b-5p,Ppan,1,8.26044498372345,ncRNA_exon
Tn,mmu-miR-466i-5p,Slc44a2,2,8.71377682130513,intron
Tn,mmu-miR-466i-5p,Fli1,2,18.5948355851884,intron
Tn,mmu-miR-466i-5p,Ets1,6,46.9498224039615,"3' UTR,intron"
Tn,mmu-miR-24-3p,Ets1,1,20.575100308618,3' UTR
Tn,mmu-miR-15a-5p,Hspa8,1,13.615003062567,CDS
Tn,mmu-miR-15b-5p,Hspa8,1,31.4840592604195,CDS
Tn,mmu-miR-466i-5p,Ubash3b,1,4.38666666666667,intron
Tn,mmu-miR-16-5p,Thy1,1,10.741975405496,3' UTR
Tn,mmu-miR-466i-5p,Sik2,1,8.74805844392593,intron
Tn,mmu-miR-466i-5p,Sin3a,1,4.39441224833322,3' UTR
Tn,mmu-miR-466i-5p,Iqch,1,10.4757158366084,intron
Tn,mmu-miR-142a-3p,Smad3,1,7.32860548888255,CDS
Tn,mmu-miR-466i-5p,Smad3,2,13.2803285410923,intron
Tn,mmu-miR-466i-5p,Rab8b,1,11.0678322608629,3' UTR
Tn,mmu-miR-142a-3p,Mindy2,1,10.6428555330178,3' UTR
Tn,mmu-miR-26b-5p,Mindy2,1,39.1559453757674,3' UTR
Tn,mmu-miR-466i-5p,Tcf12,1,4.78915966386555,intron
Tn,mmu-miR-466i-5p,Elovl5,2,10.5014833362545,intron
Tn,mmu-miR-703,Eef1a1,1,3.50482800650054,3' UTR
Tn,mmu-miR-466f-3p,Bckdhb,1,8.07280024739108,intron
Tn,mmu-miR-466i-5p,Slc9a9,1,5.36542909368996,intron
Tn,mmu-miR-378a-3p,Shisa5,1,22.9561585443656,3' UTR
Tn,mmu-miR-142a-3p,Ubp1,1,4.40456081660662,3' UTR
Tn,mmu-miR-466i-5p,Tgfbr2,2,23.1835943258252,intron
Tn,mmu-miR-466i-5p,Snrk,1,3.82583119380872,intron
Tn,mmu-miR-142a-3p,Lars2,1,28.4568188450182,3' UTR
Tn,mmu-miR-150-5p,Lars2,1,16.5901450422633,3' UTR
Tn,mmu-miR-15b-5p,Lars2,1,14.6937705071067,3' UTR
Tn,mmu-miR-16-5p,Lars2,1,7.85843240414092,3' UTR
Tn,mmu-miR-181a-5p,Lars2,1,4.60634715235758,3' UTR
Tn,mmu-miR-27a-3p,Lars2,1,4.95652173913044,3' UTR
Tn,mmu-miR-142a-3p,Fyco1,1,4.44318181818182,3' UTR
Tn,mmu-miR-155-5p,mt-Nd1,2,173.457016227989,CDS
Tn,mmu-miR-142a-3p,mt-Nd1,2,42.8902521464944,CDS
Tn,mmu-miR-142a-3p,mt-Co1,2,15.0323691209618,CDS
Tn,mmu-miR-142a-3p,mt-Nd4,3,105.257958416976,CDS
Tn,mmu-let-7a-5p,mt-Nd4,2,14.5114581850649,CDS
Tn,mmu-let-7b-5p,mt-Nd4,1,5.9651417388994,CDS
Tn,mmu-let-7c-5p,mt-Nd4,2,15.4110078054684,CDS
Tn,mmu-miR-142a-3p,mt-Nd5,2,16.5290864201154,CDS
Tn,mmu-miR-24-3p,mt-Nd5,1,39.6631562567558,CDS
Tn,mmu-miR-142a-3p,mt-Cytb,2,27.0587574690612,CDS
Tn,mmu-miR-142a-5p,Usp9x,1,8.83486590038314,5' UTR
Tn,mmu-miR-466i-5p,Septin6,1,4.15878489326765,intron
Tn,mmu-miR-24-3p,Rpl39,2,18.7678130200736,ncRNA_exon
Tn,mmu-miR-17-5p,Xiap,1,15.9496032344564,3' UTR
Tn,mmu-miR-466i-5p,Elf4,2,21.3523691777057,"5' UTR,intron"
Tn,mmu-miR-466i-5p,Msn,1,5.92999571183534,intron
Tn,mmu-miR-466i-5p,Sh3kbp1,1,6.27400812404081,intron
Tn,mmu-miR-142a-3p,Ddx3y,1,18.0583967245026,intron
Teff,mmu-miR-92a-3p,Pcmtd1,1,5.53389402162192,3' UTR
Teff,mmu-miR-466f-3p,Casp8,1,7.38842746400886,3' UTR
Teff,mmu-let-7g-5p,Nop58,1,5.91119001046777,ncRNA_exon
Teff,mmu-miR-466i-5p,Ikzf2,1,4.36440677966102,3' UTR
Teff,mmu-miR-3535,Ncl,1,31.4681091250701,ncRNA_exon
Teff,mmu-miR-466i-5p,Arl4c,1,5.37190197716514,3' UTR
Teff,mmu-miR-466i-5p,Bcl2,4,29.5371733345199,intron
Teff,mmu-miR-342-3p,Ptprc,1,4.25568181818182,3' UTR
Teff,mmu-miR-466i-5p,Ptprc,1,4.04656432748538,3' UTR
Teff,mmu-miR-27a-3p,Ptprc,1,3.90362415429101,CDS
Teff,mmu-miR-466i-5p,Rnasel,1,10.1265115081263,3' UTR
Teff,mmu-miR-92a-3p,Wdr26,1,3.47752808988764,3' UTR
Teff,mmu-miR-26a-5p,Rps12,3,155.462799860283,ncRNA_exon
Teff,mmu-miR-26b-5p,Rps12,3,127.638697479651,ncRNA_exon
Teff,mmu-let-7d-5p,Ascc3,1,4.61579153605016,CDS
Teff,mmu-miR-142a-3p,Cisd1,1,7.54149200505456,3' UTR
Teff,mmu-miR-466i-5p,Zbtb7a,1,4.30100937274694,3' UTR
Teff,mmu-miR-8104,Ppm1h,1,5.47009466437177,CDS
Teff,mmu-miR-466f-3p,Ppm1h,1,4.83041135397693,intron
Teff,mmu-miR-324-5p,Suox,1,4.8554600886918,3' UTR
Teff,mmu-miR-92a-3p,Ikzf1,1,5.99438202247191,3' UTR
Teff,mmu-miR-142a-3p,Dock2,1,3.19681166446337,intron
Teff,mmu-miR-466i-5p,Larp1,1,14.3624464032282,3' UTR
Teff,mmu-miR-466i-5p,Gid4,1,5.12408441408751,5' UTR
Teff,mmu-miR-103-3p,Pfn1,1,5.60032009998968,3' UTR
Teff,mmu-miR-466i-5p,Spag7,1,8.37748018780246,3' UTR
Teff,mmu-miR-92a-3p,Myo1c,1,10.3270537406903,3' UTR
Teff,mmu-miR-423-3p,Nsrp1,1,6,ncRNA_exon
Teff,mmu-miR-466i-5p,Nufip2,2,17.9990445435335,3' UTR
Teff,mmu-miR-21a-3p,Vmp1,1,7.22974504718407,3' UTR
Teff,mmu-miR-21a-5p,Vmp1,2,12.8986016231169,3' UTR
Teff,mmu-miR-301a-3p,Ska2,1,4.5,ncRNA_exon
Teff,mmu-miR-466i-5p,Trim25,1,5.75948599047191,3' UTR
Teff,mmu-miR-466i-5p,Msl1,2,10.0241339966965,3' UTR
Teff,mmu-miR-16-5p,Ccr7,1,4.84229989322414,3' UTR
Teff,mmu-miR-466i-5p,Itgb3,1,6.85472723944651,3' UTR
Teff,mmu-miR-466f-3p,Pitpnc1,1,5.21561706675987,intron
Teff,mmu-miR-30d-5p,Ccdc71l,1,5.5,3' UTR
Teff,mmu-miR-30e-5p,Ccdc71l,1,9.46090597941883,3' UTR
Teff,mmu-miR-466f-3p,Atxn7l1,1,4.57575757575758,intron
Teff,mmu-miR-466i-5p,Srsf5,2,29.3022398665052,5' UTR
Teff,mmu-miR-466i-5p,Tshr,1,3.76021455766101,intron
Teff,mmu-miR-466i-5p,Itpk1,2,26.4520654132655,3' UTR
Teff,mmu-let-7g-5p,Dicer1,1,4.88953488372093,CDS
Teff,mmu-miR-466f-3p,Bcl11b,1,5.91216216216216,intron
Teff,mmu-miR-342-3p,Evl,1,6.98275862068966,ncRNA_exon
Teff,mmu-miR-466i-5p,Evl,2,15.4424466142541,ncRNA_exon
Teff,mmu-miR-466f-3p,Evl,1,5.34375,intron
Teff,mmu-miR-466i-5p,Gpr132,1,4.9318050370682,intron
Teff,mmu-miR-466i-5p,Tedc1,1,3.55092592592593,3' UTR
Teff,mmu-miR-466f-3p,Elmo1,1,3.99921592096003,intron
Teff,mmu-miR-34a-5p,H2bc4,2,22.3231515773514,"3' UTR,CDS"
Teff,mmu-miR-466i-5p,Ripor2,1,4.79148451730419,intron
Teff,mmu-miR-466i-5p,Nedd9,1,4.38064923582165,intron
Teff,mmu-miR-466i-5p,Atxn1,3,12.8726259324353,intron
Teff,mmu-miR-466f-3p,Atxn1,1,4.00862068965517,intron
Teff,mmu-miR-7a-5p,Hnrnpk,1,4.5505065006594,ncRNA_exon
Teff,mmu-miR-150-5p,Aopep,1,6.5,ncRNA_exon
Teff,mmu-miR-21a-5p,Ssbp2,1,3.48663349175663,intron
Teff,mmu-let-7g-5p,Hexb,1,3.5,intron
Teff,mmu-miR-150-5p,Hexb,1,3.92452574525745,intron
Teff,mmu-miR-27a-3p,Hexb,1,7.9921875,intron
Teff,mmu-miR-17-5p,Paip1,1,6.4765625,3' UTR
Teff,mmu-miR-20a-5p,Paip1,1,6.26118305913423,3' UTR
Teff,mmu-miR-466i-5p,Spata13,1,6.27214582618636,3' UTR
Teff,mmu-miR-466i-5p,Reep4,1,5.34003717727328,3' UTR
Teff,mmu-miR-466i-5p,Fam160b2,2,25.8022833090844,3' UTR
Teff,mmu-miR-466f-3p,Dnajc3,2,13.2372564323711,intron
Teff,mmu-miR-466i-5p,Rictor,1,12.2524499233276,3' UTR
Teff,mmu-miR-15b-5p,Il7r,1,10.6286297281801,3' UTR
Teff,mmu-miR-744-5p,Pabpc1,1,4.34844877344877,5' UTR
Teff,mmu-miR-466i-5p,Asap1,1,4.35042735042735,intron
Teff,mmu-miR-671-5p,Ly6e,1,3.8672814755413,3' UTR
Teff,mmu-let-7i-5p,Rac2,1,12.6248952504528,3' UTR
Teff,mmu-miR-466i-5p,Rac2,1,3.72437697437697,intron
Teff,mmu-let-7f-5p,Apobec3,1,4.5,3' UTR
Teff,mmu-miR-466i-5p,Grap2,2,56.6039327742831,3' UTR
Teff,mmu-miR-466i-5p,Prr5,2,10.73608214163,3' UTR
Teff,mmu-miR-466i-5p,Gxylt1,1,4.32558139534884,3' UTR
Teff,mmu-miR-466i-5p,Ccnt1,1,8,3' UTR
Teff,mmu-miR-466i-5p,Arf3,1,8.69333105340143,3' UTR
Teff,mmu-miR-466i-5p,Dip2b,1,4.41333333333333,3' UTR
Teff,mmu-miR-466f-3p,Bin2,1,3.80710074339913,3' UTR
Teff,mmu-miR-466i-5p,Galnt6,1,3.82439007217039,intron
Teff,mmu-miR-92a-3p,Itgb7,1,3.42233586159484,CDS
Teff,mmu-miR-150-5p,Lrch3,1,5,ncRNA_exon
Teff,mmu-miR-3473b,Zbtb20,4,66.7234951351326,intron
Teff,mmu-miR-690,Zbtb20,3,39.2857909671826,intron
Teff,mmu-miR-142a-3p,Cmss1,1,4.197139598232,intron
Teff,mmu-miR-466i-5p,Lnpep,2,47.8374984869296,3' UTR
Teff,mmu-miR-26b-5p,Atp6v0e,1,4.4438202247191,3' UTR
Teff,mmu-miR-26a-5p,Pim1,2,31.4262836117744,3' UTR
Teff,mmu-miR-16-5p,Pim1,1,3.53592332402327,3' UTR
Teff,mmu-miR-33-5p,Pim1,1,33.5727563702377,3' UTR
Teff,mmu-miR-142a-3p,Pglyrp2,1,5.15750528541226,CDS
Teff,mmu-miR-342-3p,Ltb,1,29.1668245901796,3' UTR
Teff,mmu-miR-466i-5p,Ccnd3,1,4.33401979833441,intron
Teff,mmu-miR-466i-5p,Plcl2,1,7.30076179015755,intron
Teff,mmu-miR-466f-3p,Plcl2,4,33.5428987609233,intron
Teff,mmu-miR-466i-5p,Strn,1,4.37048665620094,3' UTR
Teff,mmu-miR-15b-5p,Rpl17,1,5.62327540936724,ncRNA_exon
Teff,mmu-miR-219a-5p,Rpl17,1,17.1255356280598,ncRNA_exon
Teff,mmu-miR-142a-3p,Nxf1,1,5.8659229208925,3' UTR
Teff,mmu-miR-142a-3p,Ms4a4b,2,9.90714561588128,3' UTR
Teff,mmu-miR-17-5p,Tnks2,1,3.5,3' UTR
Teff,mmu-let-7i-5p,Dusp5,1,6,CDS
Teff,mmu-miR-466f-3p,Pdcd4,2,15.0133194790101,intron
Teff,mmu-miR-15b-5p,Pdcd4,1,3.9149554436265,3' UTR
Teff,mmu-miR-466i-5p,Ablim1,2,16.1122177599739,intron
Teff,mmu-miR-29a-3p,Camk1d,1,4.00032643946978,intron
Teff,mmu-miR-34a-5p,Camk1d,1,16.0043850226369,intron
Teff,mmu-let-7i-5p,Prkcq,1,6.83125152540009,3' UTR
Teff,mmu-miR-25-3p,Rpl7a,4,203.948981632808,ncRNA_exon
Teff,mmu-miR-26b-5p,Rpl7a,1,3.79408884723236,ncRNA_exon
Teff,mmu-miR-92a-3p,Rpl7a,1,9.15918551019717,ncRNA_exon
Teff,mmu-miR-466i-5p,Cacfd1,1,7.34152036018502,3' UTR
Teff,mmu-miR-466i-5p,Fnbp1,2,22.5237791974166,3' UTR
Teff,mmu-miR-191-5p,Fam78a,1,24.6921733715091,3' UTR
Teff,mmu-let-7a-5p,Fam78a,1,9.17157812737498,3' UTR
Teff,mmu-let-7g-5p,Marchf7,1,13.1384229335752,CDS
Teff,mmu-miR-142a-5p,Dync1i2,2,17.3421052631579,intron
Teff,mmu-miR-466i-5p,Madd,2,14.2192275915647,3' UTR
Teff,mmu-miR-21a-5p,Snrnp200,1,7.7741669318339,CDS
Teff,mmu-miR-466i-5p,Dusp2,2,17.489247311828,3' UTR
Teff,mmu-miR-24-3p,Nop56,1,14.1873365583088,ncRNA_exon
Teff,mmu-miR-484,Nop56,1,3.37138905532739,ncRNA_exon
Teff,mmu-miR-466f-3p,Cdk5rap1,1,3.16125922199866,intron
Teff,mmu-miR-20a-5p,Znfx1,1,5.73352523912869,3' UTR
Teff,mmu-miR-142a-3p,Adnp,1,4.29013007521452,3' UTR
Teff,mmu-miR-16-5p,Gnas,1,39.5713009860648,3' UTR
Teff,mmu-miR-466i-5p,Tbl1xr1,3,36.006429422978,3' UTR
Teff,mmu-miR-3963,Naaladl2,1,6.03196203854676,intron
Teff,mmu-miR-142a-3p,Elf2,1,4.29723468704871,3' UTR
Teff,mmu-miR-30c-5p,Exosc8,1,9.84827586206897,ncRNA_exon
Teff,mmu-miR-466i-5p,Mbnl1,1,5.41809908998989,intron
Teff,mmu-miR-466i-5p,Kpna4,3,51.4517549978116,ncRNA_exon
Teff,mmu-miR-342-3p,Kpna4,1,3.77807704012869,ncRNA_exon
Teff,mmu-miR-29a-3p,Mcl1,1,3.90176423416199,3' UTR
Teff,mmu-miR-17-5p,Txnip,1,6.02197430696417,3' UTR
Teff,mmu-miR-142a-3p,Txnip,1,4,3' UTR
Teff,mmu-miR-15a-5p,Polr3c,1,6.0568676817944,ncRNA_exon
Teff,mmu-miR-142a-5p,Hipk1,1,3.88827098078868,3' UTR
Teff,mmu-miR-16-5p,Stxbp3,1,3.47701149425287,3' UTR
Teff,mmu-miR-466f-3p,Frrs1,1,7.02967171717172,intron
Teff,mmu-miR-142a-3p,Pkn2,1,4.39750957854406,3' UTR
Teff,mmu-miR-690,Col24a1,1,3.5,intron
Teff,mmu-miR-466i-5p,Mmp16,1,4.37640754307421,intron
Teff,mmu-miR-466i-5p,Bach2,1,8.27876830545354,intron
Teff,mmu-miR-466i-5p,Dcaf12,2,9.16148871633157,3' UTR
Teff,mmu-miR-20a-5p,Sigmar1,1,5.98255813953488,CDS
Teff,mmu-miR-142a-3p,Clta,1,3.75862068965517,3' UTR
Teff,mmu-miR-466i-5p,Akna,2,28.4549095971473,3' UTR
Teff,mmu-let-7a-5p,Akna,2,22.7147385037972,CDS
Teff,mmu-let-7d-5p,Akna,2,45.2404156853815,CDS
Teff,mmu-miR-466i-5p,Rraga,1,6.76818039453862,3' UTR
Teff,mmu-miR-142a-3p,Tmem59,1,3.29126963153126,3' UTR
Teff,mmu-miR-15a-5p,Rps8,1,4.53510905896691,ncRNA_exon
Teff,mmu-miR-15b-5p,Rps8,1,4.52151055227054,ncRNA_exon
Teff,mmu-miR-16-5p,Rps8,1,10.6049203354066,ncRNA_exon
Teff,mmu-miR-103-3p,Rps8,2,19.417204020223,ncRNA_exon
Teff,mmu-miR-30e-3p,Nfyc,1,4.36734693877551,ncRNA_exon
Teff,mmu-miR-466i-5p,Laptm5,2,10.2634238121894,"CDS,intron"
Teff,mmu-miR-744-5p,Sh3bgrl3,1,16.1440478577902,3' UTR
Teff,mmu-miR-466f-3p,Runx3,1,10.1988782785393,3' UTR
Teff,mmu-miR-18a-5p,Pik3cd,1,3.23563218390805,3' UTR
Teff,mmu-miR-466i-5p,Klhl21,1,4.17582417582418,3' UTR
Teff,mmu-miR-466f-3p,Cdk6,1,3.56567284938622,intron
Teff,mmu-miR-466i-5p,Cdk6,1,3.68585474174045,3' UTR
Teff,mmu-miR-30e-5p,Dmtf1,1,3.38953488372093,3' UTR
Teff,mmu-let-7i-5p,Nelfa,1,4.86778536101382,CDS
Teff,mmu-miR-17-5p,Wdr1,1,4.3448275862069,3' UTR
Teff,mmu-miR-466f-3p,Lrrc8c,1,3.38726638943901,intron
Teff,mmu-miR-142a-5p,Cdc7,1,11,intron
Teff,mmu-miR-466i-5p,Mlxip,1,3.86480600035066,3' UTR
Teff,mmu-let-7d-5p,Lrwd1,1,9.92820069414366,CDS
Teff,mmu-miR-30c-5p,Gigyf1,1,8.98390600778637,3' UTR
Teff,mmu-miR-106b-3p,Mcm7,1,6,ncRNA_exon
Teff,mmu-miR-106b-5p,Mcm7,1,3.5,ncRNA_exon
Teff,mmu-miR-466i-5p,Card11,1,4.2911804158283,intron
Teff,mmu-miR-466f-3p,Card11,1,3.9047619047619,intron
Teff,mmu-let-7a-5p,Actb,1,8.61365103964872,CDS
Teff,mmu-let-7d-5p,Actb,1,4.57471264367816,CDS
Teff,mmu-let-7f-5p,Actb,1,3.89080459770115,CDS
Teff,mmu-let-7g-5p,Actb,1,7.5238679902473,CDS
Teff,mmu-let-7i-5p,Actb,1,5.00000907007042,CDS
Teff,mmu-miR-3473b,Eif2ak1,1,11.7822113679417,intron
Teff,mmu-miR-142a-3p,Samd9l,1,4.04676311123235,CDS
Teff,mmu-miR-466i-5p,Pon2,2,13.8144242602545,3' UTR
Teff,mmu-miR-147-3p,Ndufa4,1,18.0437650631098,3' UTR
Teff,mmu-miR-92a-3p,Ndufa5,1,7.08664880788075,3' UTR
Teff,mmu-miR-466i-5p,Mtpn,1,5.24652777777778,3' UTR
Teff,mmu-miR-142a-3p,Gimap4,1,21.3821011697916,3' UTR
Teff,mmu-miR-15a-5p,Gimap4,1,6.99763789581205,3' UTR
Teff,mmu-miR-15b-5p,Gimap4,1,6.35647946241917,3' UTR
Teff,mmu-miR-16-5p,Gimap4,1,5.89893101084962,3' UTR
Teff,mmu-miR-92a-3p,Znrf2,1,12.9243499516755,3' UTR
Teff,mmu-miR-466i-5p,Vgll4,1,3.5,5' UTR
Teff,mmu-miR-466i-5p,Il17ra,1,3.72795394836833,3' UTR
Teff,mmu-miR-466i-5p,Cracr2a,1,3.90878169449598,3' UTR
Teff,mmu-miR-92a-3p,Cd69,1,38.2205742058738,3' UTR
Teff,mmu-miR-142a-3p,Cdkn1b,1,9.74195907355401,3' UTR
Teff,mmu-miR-24-3p,Cdkn1b,1,8.92647058823529,3' UTR
Teff,mmu-miR-155-5p,Sae1,1,6.28582887700535,CDS
