state,gene,n_miRNAs,total_clusters,total_cov
Teff,Wdr26,1,1,3.47752808988764
Teff,Stxbp3,1,1,3.47701149425287
Teff,Eif4g2,1,1,3.47647058823529
Teff,Itgb7,1,1,3.42233586159484
Teff,Dmtf1,1,1,3.38953488372093
Teff,Lrrc8c,1,1,3.38726638943901
Teff,Herpud1,1,1,3.29411764705882
Teff,Tmem59,1,1,3.29126963153126
Teff,Pik3cd,1,1,3.23563218390805
Teff,Dock2,1,1,3.19681166446337
Teff,Cdk5rap1,1,1,3.16125922199866
Teff,H2ax,1,1,3.03944618599791
Teff,Slco3a1,1,1,3
Tmem,mt-Nd1,13,19,1782.54298337762
Tmem,Actb,11,11,109.425653231845
Tmem,Pim1,9,9,195.27453738396
Tmem,mt-Nd2,8,8,179.788726361878
Tmem,mt-Nd4,6,7,86.6796413330776
Tmem,Hexb,6,6,56.8754780341591
Tmem,Akna,5,5,199.299308439877
Tmem,Rpl13a,5,6,163.107716250769
Tmem,Xiap,5,5,103.565211142091
Tmem,Rps8,5,6,81.2864483844864
Tmem,Vim,5,5,71.8176735589459
Tmem,Sigmar1,5,5,60.8723211304582
Tmem,mt-Co1,5,7,60.556908267529
Tmem,Paip1,5,5,32.8740823912183
Tmem,Rpl7a,4,9,368.790678134492
Tmem,Fam78a,4,4,115.769671498682
Tmem,Gimap4,4,4,59.5981286834003
Tmem,H2ax,4,4,50.4009674676347
Tmem,Aldoa,4,4,49.2755629910287
Tmem,Txnip,4,5,36.6427782412695
Tmem,E2f8,4,4,28.484995916914
Tmem,Znfx1,4,4,28.2155045694094
Tmem,Taf1d,3,4,8101.99007076035
Tmem,Rps12,3,7,446.118571868234
Tmem,Cep295,3,4,231.233695225652
Tmem,mt-Nd5,3,5,142.995264280627
Tmem,Ndufa4,3,6,91.6360400334401
Tmem,mt-Cytb,3,5,60.1695004432058
Tmem,Rpl17,3,3,55.8127110043047
Tmem,Rac2,3,4,52.8332041864199
Tmem,Bcl2,3,8,52.6236782134673
Tmem,Wdr1,3,3,40.7698613940813
Tmem,Ccr7,3,3,39.8078346506455
Tmem,Evl,3,5,38.7547634855496
Tmem,Tmsb10,3,4,38.5404652951147
Tmem,Cotl1,3,5,33.4598994588205
Tmem,Lars2,3,4,32.55469609785
Tmem,Pfn1,3,3,28.0949688272
Tmem,Pfkp,3,4,26.4779640684648
Tmem,Ly6e,3,3,26.3045845963201
Tmem,Bcl11b,3,4,23.802255764682
Tmem,Camk1d,3,4,23.7576510262165
Tmem,Lrrc8c,3,4,23.3321593050093
Tmem,Fasn,3,3,21.5938036956026
Tmem,Nop58,3,3,17.6928881795828
Tmem,Cd52,3,3,17.1601488941546
Tmem,Tm9sf2,3,3,16.8729171271596
Tmem,Mob1a,3,3,16.6523289203201
Tmem,Btg2,3,3,15.9597399349837
Tmem,Ms4a4b,3,3,15.0195205060071
Tmem,Sertad3,2,4,166.313276598206
Tmem,Cd69,2,3,122.765847259354
Tmem,Plcl2,2,5,79.8820556721595
Tmem,Hspa8,2,6,73.3341180301646
Tmem,Ppan,2,5,66.1706372732363
Tmem,Zbtb20,2,3,63.7773990760662
Tmem,Lrwd1,2,2,52.2835420463695
Tmem,Ikzf1,2,2,47.9729664115439
Tmem,Ccdc71l,2,2,45.6271110429297
Tmem,Cdkn1b,2,2,38.183829811391
Tmem,Tomm70a,2,2,36.0141249868148
Tmem,Fnbp1,2,3,35.5911245038802
Tmem,Nop56,2,2,28.7709162352692
Tmem,Snrnp200,2,4,28.4278082542356
Tmem,Dnajc3,2,4,28.2164435473678
Tmem,Ptprc,2,2,26.4951703631364
Tmem,Dusp2,2,3,24.5959003332951
Tmem,Ctnnb1,2,2,20.4384467655667
Tmem,Cmip,2,4,20.2085227653561
Tmem,Fth1,2,2,19.5364137306831
Tmem,Cmss1,2,3,19.5177794260727
Tmem,Ets1,2,3,18.2602317988951
Tmem,Vmp1,2,4,17.065366017485
Tmem,Cnn2,2,2,17.0228405217355
Tmem,Mtpn,2,2,16.7902067001839
Tmem,Gars,2,2,16.2300602663545
Tmem,Tubb5,2,2,16.0449425393579
Tmem,Psd4,2,2,15.9634860559396
Tmem,Luc7l2,2,2,15.7516894395927
Tmem,H1f3,2,3,15.6804316284518
Tmem,Elf4,2,3,15.4061223739095
Tmem,Patl1,2,2,14.9607843137255
Tmem,Kbtbd2,2,2,14.903155514804
Tmem,Card11,2,3,14.8551273163997
Tmem,Armc8,2,3,14.6697445715194
Tmem,Herpud1,2,2,14.1021739593376
Tmem,Mindy2,2,2,13.7631851265643
Tmem,Ssb,2,2,13.5756999239065
Tmem,Nfatc3,2,2,13.2422264568271
Tmem,Mbnl1,2,2,13.2181438223368
Tmem,Dusp5,2,2,12.9730031236055
Tmem,Capza2,2,2,12.7039131750399
Tmem,Rnf7,2,2,12.6977381544584
Tmem,Rbms1,2,2,12.4041827425448
Tmem,Socs1,2,2,12.3854287555159
Tmem,Hp1bp3,2,2,12.3613159338809
Tmem,Cdk6,2,2,12.1485837524321
Tmem,Tasor2,2,2,12.1189134820908
Tmem,Ssh2,2,2,12.0207473459282
Tmem,H4c11,2,2,12.0194185658695
Tmem,Gphn,2,2,12
Tmem,Zfp36l2,2,2,11.9371374409643
Tmem,Aak1,2,2,11.9192377182627
Tmem,Vsir,2,2,11.5259074197692
Tmem,Dock2,2,2,11.4886601111668
Tmem,Dync1i2,2,2,11.3918189635422
Tmem,Septin2,2,2,11.2877666066034
Tmem,Gga3,2,2,11.2868255157407
Tmem,Zfp217,2,2,11.2749042554429
Tmem,Ly6a,2,2,11.1749510944736
Tmem,Rpl4,2,2,10.8744929006085
Tmem,Nabp1,2,2,10.5161543353827
Tmem,Atp8b4,2,2,10.4827586206897
Tmem,Dock8,2,2,10.160064318971
Tmem,Slc35b4,2,2,10.038882803943
Tmem,Rrm1,2,2,9.71816487668533
Tmem,Cdk17,2,2,9.64012553296163
Tmem,Rras2,2,2,9.56328369905956
Tmem,Cdc34,2,2,9.47023117654656
Tmem,Arpc2,2,2,9.46300287356322
Tmem,Ccnd3,2,2,9.35666451907498
Tmem,Klf13,2,2,9.19869733807795
Tmem,Smc4,2,2,8.35421052631579
Tmem,Cdc25a,2,2,7.97196553446554
Tmem,Akap10,2,2,7.45911807438762
Tmem,Fhod1,2,2,7.07558139534884
Tmem,Tuba1b,1,2,78.5339503630213
Tmem,Gnas,1,1,74.2725447508789
Tmem,Ncl,1,2,58.5889601892125
Tmem,Ltb,1,1,58.2472524521204
Tmem,Grap2,1,2,52.6104080692872
Tmem,B4galt5,1,2,48.7035916039806
Tmem,Kpna4,1,2,40.1130644646222
Tmem,Il21r,1,1,40.0593505667868
Tmem,Tbl1xr1,1,4,40.007139736886
Tmem,Rps27l,1,3,37.8829665762518
Tmem,Pdcd4,1,4,34.663358415771
Tmem,Rraga,1,3,34.6356062403707
Tmem,Id2,1,1,33.3755798844893
Tmem,Sh3bgrl3,1,1,32.1574995765765
Tmem,Myo1c,1,2,31.7716815619778
Tmem,Pclaf,1,2,28.0384248189946
Tmem,Znrf2,1,1,26.8259457672058
Tmem,Itpk1,1,2,26.2576680720164
Tmem,Hk2,1,2,26.2125152986316
Tmem,Sae1,1,1,24.7485867240468
Tmem,Lrrc32,1,1,24.5077793872471
Tmem,Lnpep,1,2,24.3898308226309
Tmem,Larp1,1,2,23.9312128246142
Tmem,Prkcq,1,1,22.5395127398599
Tmem,Nufip2,1,2,22.1149496099459
Tmem,Rpl39,1,1,22.0608530817214
Tmem,Csnk1g2,1,1,21.5016420361248
Tmem,Ablim1,1,3,21.0014228357128
Tmem,Ppp1r3b,1,2,20.9862894503392
Tmem,H2bc4,1,2,20.7872688114837
Tmem,Eif2ak1,1,1,20.7757364361313
Tmem,Ethe1,1,1,20.075657473556
Tmem,Fam160b2,1,2,20.0557730219049
Tmem,Fus,1,2,19.5899775502132
Tmem,Nxf1,1,2,19.5728467144604
Tmem,Marchf7,1,1,18.0717647030373
Tmem,Zfp703,1,1,17.9400403125732
Tmem,H2-K1,1,1,17.8819591238795
Tmem,Spop,1,2,17.6969233838409
Tmem,Tpm4,1,1,16.6436781609195
Tmem,Casp8,1,2,16.2688822763323
Tmem,Cisd1,1,1,15.8197633955478
Tmem,Pglyrp2,1,1,15.8039407457047
Tmem,H2bc11,1,1,15.5542017714179
Tmem,Tmprss11c,1,2,15.3201150157033
Tmem,Emc10,1,1,15.1697743067048
Tmem,Sytl1,1,1,15.0475996172326
Tmem,Reep4,1,2,14.9907710305893
Tmem,Mrpl44,1,1,14.9828239289446
Tmem,Il7r,1,1,14.9139937391269
Tmem,Gigyf1,1,1,14.7746515604707
Tmem,Itgb3,1,1,14.6306125765948
Tmem,Polr3c,1,2,14.5244059378894
Tmem,Ndufa5,1,1,14.4142914067312
Tmem,Ascc3,1,1,14.2601605881895
Tmem,Tmem164,1,2,13.9590964590965
Tmem,Prr5,1,1,13.8719852485478
Tmem,Bub1b,1,1,13.8650321327621
Tmem,Zfp871,1,3,13.7952855535933
Tmem,Eef1a1,1,1,13.5845688810743
Tmem,Pon2,1,2,13.4067282204584
Tmem,Dcaf12,1,3,13.3809110260918
Tmem,Pop4,1,2,13.2821934813847
Tmem,Itgb7,1,1,13.2108030799578
Tmem,Klrd1,1,1,13.1789675237764
Tmem,Shisa5,1,1,12.9918546460864
Tmem,Srsf5,1,2,12.8377518686664
Tmem,Exosc8,1,1,12.7942789968652
Tmem,Kdm6b,1,2,12.7568974312416
Tmem,Casp3,1,1,12.7411591504134
Tmem,Sub1,1,1,12.5242709143146
Tmem,Irf2bp2,1,1,12.3918449197861
Tmem,Rnf219,1,1,12.3155049065293
Tmem,Msl1,1,2,12.2499573873068
Tmem,Elmo1,1,2,12.1096546323959
Tmem,Pcmtd1,1,1,11.9392760310469
Tmem,H13,1,1,11.8662790697674
Tmem,Itk,1,1,11.8614803305712
Tmem,Kras,1,2,11.8208480983012
Tmem,Rab8b,1,1,11.5678269958456
Tmem,Adam19,1,1,11.5329618477908
Tmem,Maml2,1,2,11.4910340084421
Tmem,Rnasel,1,1,11.4436905910348
Tmem,Pold3,1,1,11.4181325515281
Tmem,Trim25,1,2,11.2897978315188
Tmem,Mlxip,1,2,11.1411992787459
Tmem,Runx3,1,1,10.8584191670399
Tmem,Ncapd2,1,1,10.8066253297661
Tmem,Serinc3,1,1,10.6397083433208
Tmem,Dnajc9,1,1,10.4431743750673
Tmem,Rictor,1,1,10.423791973792
Tmem,Skap1,1,2,10.3920215068386
Tmem,Slc38a10,1,1,10.3086564605694
Tmem,Cd8b1,1,1,10.2539325842697
Tmem,Cit,1,1,10.2269648710673
Tmem,Fli1,1,2,10.2035456474774
Tmem,Rassf3,1,1,9.93219256246758
Tmem,Clta,1,1,9.90620477881072
Tmem,Zdhhc8,1,1,9.85294893126749
Tmem,Mapk1ip1l,1,1,9.69960265462883
Tmem,Dicer1,1,1,9.6560015446822
Tmem,Arf3,1,2,9.56156872827555
Tmem,Coro2a,1,1,9.4452750092285
Tmem,Tedc1,1,2,9.3533382301712
Tmem,Ssbp2,1,1,9.24337669666459
Tmem,Inpp4b,1,2,9.22128668231811
Tmem,Atxn7l1,1,1,9.06278940982658
Tmem,Zzef1,1,1,9.05480307035991
Tmem,Usp10,1,1,9.01234413572967
Tmem,Aatf,1,1,8.99302584147496
Tmem,Fyn,1,1,8.97985769183847
Tmem,Nfatc2,1,2,8.95467234422918
Tmem,Picalm,1,1,8.89282611601176
Tmem,Gimap6,1,2,8.83011501895941
Tmem,Hjurp,1,1,8.81645303211073
Tmem,Pgp,1,1,8.81249776298907
Tmem,Trpc4ap,1,1,8.70225966562174
Tmem,Bckdhb,1,1,8.69715352849891
Tmem,Zwint,1,2,8.67155205905206
Tmem,Myc,1,2,8.52133714523041
Tmem,Eif4a2,1,1,8.49272409257517
Tmem,Tubb4b,1,2,8.4458460512233
Tmem,Pkm,1,1,8.44212153732237
Tmem,Spcs2,1,1,8.44198463489542
Tmem,Ahnak,1,1,8.41510774066834
Tmem,Mknk2,1,1,8.3692085804478
Tmem,Irgm1,1,1,8.31446791521598
Tmem,Neurl1b,1,1,8.28372759035455
Tmem,Spag7,1,1,8.18658168937093
Tmem,Wdr26,1,1,8.13372093023256
Tmem,Zbtb7a,1,2,8.10241912906715
Tmem,Nsrp1,1,1,8
Tmem,Cdc7,1,1,8
Tmem,Rapgef6,1,1,7.9978966714531
Tmem,Atl3,1,1,7.97159090909091
Tmem,Glipr2,1,1,7.95732920154932
Tmem,Cdk8,1,1,7.95454545454546
Tmem,H1f4,1,1,7.91885470426023
Tmem,Gba2,1,1,7.91846313505354
Tmem,Otud4,1,1,7.91573033707865
Tmem,Gm10184,1,1,7.81641090131467
Tmem,Smg7,1,1,7.72547702358352
Tmem,Mia3,1,1,7.64236666929108
Tmem,Ubap2,1,1,7.61345431789737
Tmem,Erg28,1,1,7.48295009145545
Tmem,Cds2,1,1,7.47173612939998
Tmem,Atp5b,1,1,7.43333333333333
Tmem,Arl4c,1,1,7.35812198067633
Tmem,Srfbp1,1,1,7.35206228956229
Tmem,Celf1,1,1,7.30020125223614
Tmem,Tpi1,1,1,7.29027794929907
Tmem,Sash3,1,1,7.25888023493361
Tmem,Pum1,1,1,7.21569020866774
Tmem,Paf1,1,1,7.17084741796245
Tmem,Nsd2,1,1,7.1432162106997
Tmem,Thy1,1,1,7.08066493955271
Tmem,Mcl1,1,1,7.03277337518911
Tmem,Dmtf1,1,1,7.02452234908528
Tmem,Atp5o,1,1,6.99495800473301
Tmem,Zfp770,1,1,6.93791983878191
Tmem,mt-Nd3,1,1,6.91580649373849
Tmem,Plec,1,1,6.89084949712644
Tmem,Ipo7,1,1,6.86593696407467
Tmem,Frrs1,1,1,6.84382914474966
Tmem,Psmc1,1,1,6.80937508232133
Tmem,Mtmr14,1,1,6.7299488469296
Tmem,Tcf20,1,1,6.71934460887949
Tmem,Il2ra,1,1,6.70710372882582
Tmem,Pars2,1,1,6.70068684436662
Tmem,Tspan14,1,1,6.51901427703285
Tmem,Atp6v0e,1,1,6.48387096774194
Tmem,Ppm1h,1,1,6.47807253353177
Tmem,Cox10,1,1,6.46067415730337
Tmem,Ccnt1,1,1,6.44827586206897
Tmem,H3c3,1,1,6.41490040858018
Tmem,Arhgap1,1,1,6.4129243517776
Tmem,Cul2,1,1,6.34069734826152
Tmem,Ivns1abp,1,1,6.32236842105263
Tmem,Ankrd44,1,1,6.29084284819579
Tmem,Mtf1,1,1,6.26679354146022
Tmem,Fcrla,1,1,6.25275491074173
Tmem,Cyp51,1,1,6.24036242685267
Tmem,Eif4g2,1,1,6.23489232529741
Tmem,Rev3l,1,1,6.19118552444803
Tmem,Lmbr1l,1,1,6.18151852734852
Tmem,Ptp4a3,1,1,6.15243250467789
Tmem,Rack1,1,1,6.12756102908148
Tmem,Mcm2,1,1,6.08099272478547
Tmem,Apobec3,1,1,6.04713795863052
Tmem,Rmi2,1,1,6.01785714285714
Tmem,Csnk1a1,1,1,6
Tmem,Prc1,1,1,6
Tmem,Rpl14,1,1,5.98275862068966
Tmem,Nelfa,1,1,5.98133648096255
Tmem,Frmd8,1,1,5.97583594566353
Tmem,Xrn2,1,1,5.96754057428215
Tmem,Cpne1,1,1,5.93563426682914
Tmem,Tnrc6a,1,1,5.9036075036075
Tmem,Trappc1,1,1,5.88626056899573
Tmem,Ptpn18,1,1,5.86720089519375
Tmem,Fam120a,1,1,5.84659090909091
Tmem,Dennd4b,1,1,5.84133141762452
Tmem,Lrpprc,1,1,5.80987889846909
Tmem,Gid4,1,1,5.80966393576694
Tmem,Ccnk,1,1,5.80670330488025
Tmem,Traf3ip2,1,1,5.79111335230836
Tmem,Bsg,1,1,5.74942220754286
Tmem,Tnik,1,1,5.73432601880878
Tmem,Marchf6,1,1,5.70415664260893
Tmem,Elf2,1,1,5.69654765962535
Tmem,Slc25a51,1,1,5.65714984855098
Tmem,Bptf,1,1,5.62650838202161
Tmem,Smad3,1,1,5.61962464394085
Tmem,Samd9l,1,1,5.5919829962441
Tmem,Mcm7,1,1,5.58778360748724
Tmem,Pyurf,1,1,5.54765888250972
Tmem,Riok1,1,1,5.50276576071355
Tmem,Ddb1,1,1,5.5
Tmem,Itgal,1,1,5.5
Tmem,Rbbp6,1,1,5.48850422832981
Tmem,Tnks2,1,1,5.48707180500659
Tmem,Mast2,1,1,5.48611111111111
Tmem,Zc3hav1l,1,1,5.48529411764706
Tmem,Lmnb1,1,1,5.48246352413019
Tmem,Oxa1l,1,1,5.44470811580446
Tmem,Rasa3,1,1,5.4334525115299
Tmem,Gm20604,1,1,5.43103448275862
Tmem,Gpr146,1,1,5.4250233426704
Tmem,Pabpc1,1,1,5.41502662228641
Tmem,Pdlim1,1,1,5.41258235451358
Tmem,Dip2b,1,1,5.38806037716326
Tmem,Hps6,1,1,5.38077695994196
Tmem,Bbx,1,1,5.35496209881189
Tmem,Pik3cd,1,1,5.33362556010131
Tmem,Stk10,1,1,5.29434430512017
Tmem,Hipk1,1,1,5.27587606486998
Tmem,Sik2,1,1,5.2633654103181
Tmem,Lyst,1,1,5.26091538901496
Tmem,Sbf1,1,1,5.25325900422278
Tmem,Asf1b,1,1,5.24098667934554
Tmem,Tnrc6c,1,1,5.23786682494548
Tmem,Rnf167,1,1,5.21853334293293
Tmem,Scd2,1,1,5.19001485919147
Tmem,Ankrd11,1,1,5.17625521466241
Tmem,Usp9x,1,1,5.14715762273902
Tmem,Suox,1,1,5.1164208925403
Tmem,Tob2,1,1,5.10297001961334
Tmem,Madd,1,1,5.10173745044466
Tmem,Strn,1,1,5.05411040037906
Tmem,Polh,1,1,5.04377649215259
Tmem,Baz2a,1,1,5.0421188630491
Tmem,Cep97,1,1,5.02146293843264
Tmem,Tmsb4x,1,1,5
Tmem,Lsp1,1,1,4.9909519848266
Tmem,Kremen2,1,1,4.98214285714286
Tmem,Tuba1c,1,1,4.97687784014969
Tmem,Rps20,1,1,4.97191011235955
Tmem,Rnf213,1,1,4.96993625441178
Tmem,Adnp,1,1,4.96680751170027
Tmem,Arhgdia,1,1,4.96066573875563
Tmem,Etf1,1,1,4.95454545454546
Tmem,Arl2,1,1,4.94427210783423
Tmem,Zfp62,1,1,4.94230769230769
Tmem,Olfr477,1,1,4.93939393939394
Tmem,Sun2,1,1,4.92249417249417
Tmem,Eif5a,1,1,4.89755639097744
Tmem,Hemgn,1,1,4.88774188794729
Tmem,Ect2,1,1,4.88725593831613
Tmem,Ppib,1,1,4.85909471470903
Tmem,Sesn1,1,1,4.85542104478282
Tmem,Tbc1d22b,1,1,4.84153182386183
Tmem,Usp3,1,1,4.82628099869479
Tmem,Fam222b,1,1,4.80143540669856
Tmem,Iqgap2,1,1,4.78964737935274
Tmem,Wnk1,1,1,4.78793490403718
Tmem,Sf3b3,1,1,4.78216536586025
Tmem,Fgl2,1,1,4.77844316555812
Tmem,H3f3b,1,1,4.77305581544054
Tmem,Kctd9,1,1,4.76350680677829
Tmem,Gsk3b,1,1,4.75481886591416
Tmem,Tagln2,1,1,4.73091939952323
Tmem,Naa40,1,1,4.73076256455779
Tmem,Tspyl4,1,1,4.72065348994449
Tmem,Ubtf,1,1,4.71991185897436
Tmem,Plekha2,1,1,4.71820755158377
Tmem,Oga,1,1,4.67723551808126
Tmem,H4c6,1,1,4.65111962724795
Tmem,B2m,1,1,4.62661283698218
Tmem,Dpysl2,1,1,4.62225703854261
Tmem,Capns1,1,1,4.61429463171036
Tmem,Sdhb,1,1,4.50699477162839
Tmem,H2bc9,1,1,4.50300894001861
Tmem,Bet1l,1,1,4.5
Tmem,Edem1,1,1,4.49179646936656
Tmem,Jak1,1,1,4.48503036437247
Tmem,Tram2,1,1,4.47894736842105
Tmem,Eif3f,1,1,4.47245445496542
Tmem,Elmsan1,1,1,4.46720430107527
Tmem,Mast3,1,1,4.46407523510972
Tmem,Ttc33,1,1,4.45037239848076
Tmem,Themis,1,1,4.4409604763053
Tmem,Dnajc13,1,1,4.43621365035168
Tmem,Hmgcs1,1,1,4.42928478187117
Tmem,AI837181,1,1,4.4262897620957
Tmem,Zfp429,1,1,4.42044867504961
Tmem,Tmpo,1,1,4.39759994760381
Tmem,Blmh,1,1,4.39130212434425
Tmem,Pcbp1,1,1,4.38337344028521
Tmem,H3c2,1,1,4.38098928064058
Tmem,Smco4,1,1,4.37827849860982
Tmem,Ei24,1,1,4.37287489975942
Tmem,Rps5,1,1,4.37197906873374
Tmem,Eya2,1,1,4.34054834054834
Tmem,Spata13,1,1,4.33141207951891
Tmem,2610002M06Rik,1,1,4.31945276085144
Tmem,Sdha,1,1,4.31072796934866
Tmem,Abhd16a,1,1,4.31048703849175
Tmem,Mybbp1a,1,1,4.28749703970739
Tmem,Hectd1,1,1,4.2850533672449
Tmem,Arl6ip1,1,1,4.27724851880801
Tmem,Ash1l,1,1,4.26312576312576
Tmem,Ints1,1,1,4.2362369075449
Tmem,H2bc12,1,1,4.19844717391571
Tmem,Mlec,1,1,4.19442363837713
Tmem,Cacfd1,1,1,4.19014677233018
Tmem,Xpot,1,1,4.18548495456558
Tmem,Sike1,1,1,4.18080783408092
Tmem,Nptn,1,1,4.1563518219127
Tmem,Alg3,1,1,4.15086206896552
Tmem,Zfp275,1,1,4.09412675269131
Tmem,S1pr1,1,1,4.08518457522081
Tmem,Klf2,1,1,4.06339093178981
Tmem,Gm20605,1,1,4.02174062134108
Tmem,Mta1,1,1,4.00367885671623
Tmem,Zfp386,1,1,4.00194013303769
Tmem,Ms4a4c,1,1,4
Tmem,Snx5,1,1,4
Tmem,Napa,1,1,4
Tmem,Ppp6r1,1,1,3.99227697408077
Tmem,Map4k4,1,1,3.98876404494382
Tmem,Tgfbr2,1,1,3.98850574712644
Tmem,Prr14l,1,1,3.98466617754952
Tmem,Cd47,1,1,3.96491228070175
Tmem,Acly,1,1,3.96111111111111
Tmem,Myo1g,1,1,3.96022727272727
Tmem,Myo1f,1,1,3.94943820224719
Tmem,Atp2b4,1,1,3.94750908713981
Tmem,Sik1,1,1,3.93396535580524
Tmem,Pgm1,1,1,3.92716165413534
Tmem,Gnb4,1,1,3.91707717569787
Tmem,Pkn2,1,1,3.88887166204582
Tmem,Iffo2,1,1,3.87790697674419
Tmem,Fancc,1,1,3.87592273879869
Tmem,Hnrnpa0,1,1,3.86242596518905
Tmem,B3gnt2,1,1,3.85871212121212
Tmem,Birc6,1,1,3.85632183908046
Tmem,Dtnb,1,1,3.83832721009049
Tmem,Prpf8,1,1,3.82858693364083
Tmem,Scaf4,1,1,3.81329454702338
Tmem,Pigk,1,1,3.79452191619062
Tmem,Emp3,1,1,3.79201728889545
Tmem,Fmr1,1,1,3.7769332452082
Tmem,Entpd6,1,1,3.77478220174239
Tmem,Fam162a,1,1,3.77091090670725
Tmem,Lgals1,1,1,3.74167324426967
Tmem,Rfc5,1,1,3.730630539257
Tmem,Adss,1,1,3.69983141533249
Tmem,Atxn1,1,1,3.69246794871795
Tmem,Pfkl,1,1,3.62165257223397
Tmem,Etnk1,1,1,3.59728094902514
Tmem,Plin3,1,1,3.58510638297872
Tmem,Anxa6,1,1,3.57160166574467
Tmem,Fam168b,1,1,3.5593537414966
Tmem,Slc25a46,1,1,3.5157643370828
Tmem,Top2a,1,1,3.5
Tmem,Mthfd1,1,1,3.5
Tmem,BC005537,1,1,3.5
Tmem,Il31ra,1,1,3.5
Tmem,Gng2,1,1,3.5
Tmem,Glyr1,1,1,3.5
Tmem,Pdia3,1,1,3.5
Tmem,Slco4a1,1,1,3.5
Tmem,Clcn5,1,1,3.5
Tmem,Cd44,1,1,3.49444463953451
Tmem,Pigt,1,1,3.4875
Tmem,Rasa1,1,1,3.48594378807022
Tmem,Wbp1l,1,1,3.48591549295775
Tmem,Zfyve26,1,1,3.47252747252747
Tmem,Wee1,1,1,3.46551724137931
Tmem,Uhmk1,1,1,3.46022727272727
Tmem,Ino80d,1,1,3.45180722891566
Tmem,Slc16a3,1,1,3.4438202247191
Tmem,Prps2,1,1,3.4157319528329
Tmem,Cul4b,1,1,3.37622747328646
Tmem,Rnf5,1,1,3.36842105263158
Tmem,Pptc7,1,1,3.36239032285544
Tmem,Ccng2,1,1,3.35941440179322
Tmem,Bin2,1,1,3.35448717948718
Tmem,Enpp4,1,1,3.35387800605192
Tmem,Rbm38,1,1,3.22271324354658
Tmem,Laptm5,1,1,3.20364532944551
Tmem,Prrc2c,1,1,3.17486255914433
Tmem,Kmt2d,1,1,3.16749027376919
Tmem,Zfpm1,1,1,3.06251633133002
Tmem,Arhgef7,1,1,3.0121219164806
Tmem,Tnpo1,1,1,3
Tmem,Epg5,1,1,3
Tmem,Rnf34,1,1,3
Tmem,Ftl1,1,1,3
Tmem,Tcf12,1,1,3
Tex,mt-Nd1,7,9,780.536586338062
Tex,Hexb,5,5,41.8416358119601
Tex,Akna,3,4,76.891287332411
Tex,Plcl2,3,5,40.4493531155711
Tex,Fam78a,3,3,23.8564677663632
Tex,Cmip,3,4,23.0154325451819
Tex,Rpl7a,2,2,145.656654172258
Tex,Zbtb20,2,3,124.604601605349
Tex,Rps12,2,2,111.697549796159
Tex,mt-Nd2,2,2,92.3822650303671
Tex,mt-Nd5,2,2,48.0231521706894
Tex,Atxn1,2,5,36.2063585947524
Tex,Pim1,2,2,27.1786462494294
Tex,Bcl11b,2,3,18.3240743375129
Tex,Cmss1,2,3,16.2248885308136
Tex,Ndufa4,2,2,15.5592120213694
Tex,Gphn,2,2,15.3571428571429
Tex,Cd44,2,4,15.1454144524102
Tex,Atp5b,2,2,14.078587818106
Tex,Actb,2,2,10.6666666666667
Tex,Lrrc8c,2,2,10.0463962765957
Tex,Tomm70a,2,2,9.32257734201702
Tex,Vim,2,2,9.28691162793813
Tex,Tmsb10,2,2,9.17288723429706
Tex,Cdk8,2,2,7.04422554318838
Tex,Taf1d,1,1,2047.06587252307
Tex,Rpl13a,1,1,81.3969647060653
Tex,Cep295,1,2,78.7268683052422
Tex,Ncl,1,2,46.5056721826584
Tex,Eif2ak1,1,1,43.7736185373897
Tex,Sertad3,1,1,41.6028996220179
Tex,Gnas,1,1,31.0121348061374
Tex,Sae1,1,1,24.646806433385
Tex,Grap2,1,2,24.3810286275675
Tex,Kpna4,1,2,23.7248179931172
Tex,mt-Nd4,1,1,23.4375847500954
Tex,Lnpep,1,2,19.9107197723205
Tex,Ltb,1,1,17.6639290632264
Tex,Tuba1b,1,1,16.9827586206897
Tex,Runx3,1,2,16.1030345458093
Tex,Dync1i2,1,2,15.7355263157895
Tex,Mbnl1,1,3,15.0396535123119
Tex,mt-Cytb,1,2,14.8438964220017
Tex,mt-Co1,1,2,14.0728821515453
Tex,Fnbp1,1,2,14.0727198958675
Tex,B4galt5,1,1,13.6671954307147
Tex,H2bc4,1,1,13.4347899246647
Tex,Rab8b,1,1,12.3989500071022
Tex,Tmprss11c,1,2,12.2595094856124
Tex,Il21r,1,2,12.1576331901935
Tex,Csnk1g2,1,1,11.6215947258929
Tex,H2-K1,1,1,11.5302871288327
Tex,Camk1d,1,1,11.3054160878008
Tex,Ppan,1,1,10.4911960699307
Tex,Cd69,1,1,9.983852512898
Tex,Id2,1,1,9.7946143115318
Tex,Ccdc71l,1,1,9.33698811211872
Tex,Itpk1,1,1,9.04991312825918
Tex,Exosc8,1,1,8.84473608720597
Tex,Itk,1,1,8.80578093306288
Tex,Atxn7l1,1,1,8.46982161285567
Tex,Epsti1,1,2,8.25131178890979
Tex,Lrwd1,1,1,8.22413793103448
Tex,Pitpnc1,1,1,7.99367806989758
Tex,Rps27l,1,1,7.96556612044855
Tex,Tpm4,1,1,7.79484116605055
Tex,Rpl39,1,1,7.52979174796275
Tex,Cblb,1,1,7.40694224752862
Tex,Slc38a10,1,1,7.3654411357724
Tex,Sub1,1,1,7.31026272577997
