"module","gene"
"Combined_NR","Mgat1"
"Combined_NR","Mgat4a"
"Combined_NR","Mgst3"
"Combined_NR","Mical2"
"Combined_NR","Midn"
"Combined_NR","Mien1"
"Combined_NR","Mif"
"Combined_NR","Mis18a"
"Combined_NR","Mis18bp1"
"Combined_NR","Mitd1"
"Combined_NR","Mkrn1"
"Combined_NR","Mlf2"
"Combined_NR","Mlh1"
"Combined_NR","Mllt3"
"Combined_NR","Mmp12"
"Combined_NR","Mob1a"
"Combined_NR","Mob1b"
"Combined_NR","Morf4l1"
"Combined_NR","Morf4l2"
"Combined_NR","Mpc1"
"Combined_NR","Mpc2"
"Combined_NR","Mphosph8"
"Combined_NR","Mpzl1"
"Combined_NR","Mrfap1"
"Combined_NR","Mrpl18"
"Combined_NR","Mrpl20"
"Combined_NR","Mrpl33"
"Combined_NR","Mrpl47"
"Combined_NR","Mrpl51"
"Combined_NR","Mrpl52"
"Combined_NR","Mrps34"
"Combined_NR","Mrps6"
"Combined_NR","Ms4a1"
"Combined_NR","Msi2"
"Combined_NR","Msmo1"
"Combined_NR","Msn"
"Combined_NR","mt-Cytb"
"Combined_NR","Mt1"
"Combined_NR","Mt2"
"Combined_NR","Mthfd1"
"Combined_NR","Mthfd2"
"Combined_NR","Mtpn"
"Combined_NR","Mvk"
"Combined_NR","Mvp"
"Combined_NR","Mx2"
"Combined_NR","Myadm"
"Combined_NR","Myb"
"Combined_NR","Myc"
"Combined_NR","Myh6"
"Combined_NR","Myh9"
"Combined_NR","Myl12a"
"Combined_NR","Myl12b"
"Combined_NR","Myl6"
"Combined_NR","Mylip"
"Combined_NR","Myo1e"
"Combined_NR","Myo1f"
"Combined_NR","Myo1g"
"Combined_NR","Myo9b"
"Combined_NR","Myof"
"Combined_NR","Mzt1"
"Combined_NR","Mzt2"
"Combined_NR","N4bp2l2"
"Combined_NR","Naa10"
"Combined_NR","Naa38"
"Combined_NR","Naa50"
"Combined_NR","Nab2"
"Combined_NR","Nampt"
"Combined_NR","Nap1l4"
"Combined_NR","Napa"
"Combined_NR","Narf"
"Combined_NR","Nbas"
"Combined_NR","Ncdn"
"Combined_NR","Ncf1"
"Combined_NR","Nckap1"
"Combined_NR","Ncor1"
"Combined_NR","Ncor2"
"Combined_NR","Ncr1"
"Combined_NR","Ncs1"
"Combined_NR","Ndfip2"
"Combined_NR","Ndufa1"
"Combined_NR","Ndufa12"
"Combined_NR","Ndufa13"
"Combined_NR","Ndufa3"
"Combined_NR","Ndufa4"
"Combined_NR","Ndufa5"
"Combined_NR","Ndufa6"
"Combined_NR","Ndufab1"
"Combined_NR","Ndufb1"
"Combined_NR","Ndufb10"
"Combined_NR","Ndufb2"
"Combined_NR","Ndufb3"
"Combined_NR","Ndufb4"
"Combined_NR","Ndufb6"
"Combined_NR","Ndufb7"
"Combined_NR","Ndufb9"
"Combined_NR","Ndufc1"
"Combined_NR","Ndufs5"
"Combined_NR","Ndufs6"
"Combined_NR","Ndufs7"
"Combined_NR","Ndufs8"
"Combined_NR","Ndufv1"
"Combined_NR","Ndufv2"
"Combined_NR","Nebl"
"Combined_NR","Nedd8"
"Combined_NR","Nek6"
"Combined_NR","Net1"
"Combined_NR","Neu1"
"Combined_NR","Neurl3"
"Combined_NR","Nfatc1"
"Combined_NR","Nfatc2"
"Combined_NR","Nfatc3"
"Combined_NR","Nfe2l2"
"Combined_NR","Nfkb1"
"Combined_NR","Nfkb2"
"Combined_NR","Nfkbia"
"Combined_NR","Nfkbiz"
"Combined_NR","Ngdn"
"Combined_NR","Nhp2"
"Combined_NR","Nid1"
"Combined_NR","Ninj1"
"Combined_NR","Ninl"
"Combined_NR","Nipbl"
"Combined_NR","Nkd2"
"Combined_NR","Nkg7"
"Combined_NR","Nktr"
"Combined_NR","Nlrc5"
"Combined_NR","Nmb"
"Combined_NR","Nme2"
"Combined_NR","Nme3"
"Combined_NR","Nmrk1"
"Combined_NR","Nol3"
"Combined_NR","Nop10"
"Combined_NR","Nop56"
"Combined_NR","Nosip"
"Combined_NR","Npm3"
"Combined_NR","Npr3"
"Combined_NR","Nr3c1"
"Combined_NR","Nr4a1"
"Combined_NR","Nr4a2"
"Combined_NR","Nr4a3"
"Combined_NR","Nr5a2"
"Combined_NR","Nrp2"
"Combined_NR","Nsdhl"
"Combined_NR","Nt5c3"
"Combined_NR","Nt5e"
"Combined_NR","Ntrk2"
"Combined_NR","Nucb1"
"Combined_NR","Nucks1"
"Combined_NR","Nudc"
"Combined_NR","Nudt4"
"Combined_NR","Nup37"
"Combined_NR","Nup98"
"Combined_NR","Nutf2"
"Combined_NR","Nxt1"
"Combined_NR","Oasl1"
"Combined_NR","Oat"
"Combined_NR","Ociad2"
"Combined_NR","Odc1"
"Combined_NR","Ogt"
"Combined_NR","Oplah"
"Combined_NR","Optn"
"Combined_NR","Orc1"
"Combined_NR","Orc3"
"Combined_NR","Orc6"
"Combined_NR","Ormdl1"
"Combined_NR","Ormdl3"
"Combined_NR","Osbpl10"
"Combined_NR","Osbpl8"
"Combined_NR","Osmr"
"Combined_NR","Ostc"
"Combined_NR","Ostf1"
"Combined_NR","Otud7b"
"Combined_NR","Oxld1"
"Combined_NR","Oxnad1"
"Combined_NR","P4ha2"
"Combined_NR","P4hb"
"Combined_NR","Pa2g4"
"Combined_NR","Pabpc1"
"Combined_NR","Pabpc4"
"Combined_NR","Pag1"
"Combined_NR","Paip2"
"Combined_NR","Pam"
"Combined_NR","Pank1"
"Combined_NR","Papln"
"Combined_NR","Parp1"
"Combined_NR","Parp14"
"Combined_NR","Parp4"
"Combined_NR","Parp8"
"Combined_NR","Parp9"
"Combined_NR","Parvg"
"Combined_NR","Pask"
"Combined_NR","Pbxip1"
"Combined_NR","Pcx"
"Combined_NR","Pcbp3"
"Combined_NR","Pced1b"
"Combined_NR","Pcgf2"
"Combined_NR","Pcid2"
"Combined_NR","Pcnp"
"Combined_NR","Pcsk7"
"Combined_NR","Pdcd1"
"Combined_NR","Pdcd10"
"Combined_NR","Pdcd4"
"Combined_NR","Pdcd5"
"Combined_NR","Pdcl3"
"Combined_NR","Pde3b"
"Combined_NR","Pde4b"
"Combined_NR","Pde4dip"
"Combined_NR","Pde7a"
"Combined_NR","Pdia3"
"Combined_NR","Pdia6"
"Combined_NR","Pds5a"
"Combined_NR","Pea15a"
"Combined_NR","Pecam1"
"Combined_NR","Per1"
"Combined_NR","Perp"
"Combined_NR","Pet100"
"Combined_NR","Pfkm"
"Combined_NR","Pgam1"
"Combined_NR","Pgd"
"Combined_NR","Pgk1"
"Combined_NR","Phb2"
"Combined_NR","Phc3"
"Combined_NR","Phf11a"
"Combined_NR","Phf20"
"Combined_NR","Phf20l1"
"Combined_NR","Phka1"
"Combined_NR","Phlda1"
"Combined_NR","Phlda2"
"Combined_NR","Phldb1"
"Combined_NR","Phlpp1"
"Combined_NR","Phpt1"
"Combined_NR","Phykpl"
"Combined_NR","Pik3ip1"
"Combined_NR","Pik3r1"
"Combined_NR","Pim1"
"Combined_NR","Pim2"
"Combined_NR","Pim3"
"Combined_NR","Pin1"
"Combined_NR","Pin4"
"Combined_NR","Pithd1"
"Combined_NR","Pkm"
"Combined_NR","Pkn1"
"Combined_NR","Pla1a"
"Combined_NR","Pla2g4c"
"Combined_NR","Plat"
"Combined_NR","Plaur"
"Combined_NR","Plcg2"
"Combined_NR","Plec"
"Combined_NR","Plek"
"Combined_NR","Plekha2"
"Combined_NR","Plekhb2"
"Combined_NR","Plekhf1"
"Combined_NR","Plin2"
"Combined_NR","Plin3"
"Combined_NR","Plk2"
"Combined_NR","Plk3"
"Combined_NR","Plk4"
"Combined_NR","Plod2"
"Combined_NR","Plp2"
"Combined_NR","Pls3"
"Combined_NR","Plscr1"
"Combined_NR","Pltp"
"Combined_NR","Plxna1"
"Combined_NR","Plxnb2"
"Combined_NR","Plxnb3"
"Combined_NR","Pmaip1"
"Combined_NR","Pmch"
"Combined_NR","Pmepa1"
"Combined_NR","Pnisr"
"Combined_NR","Pnp2"
"Combined_NR","Pola2"
"Combined_NR","Pold3"
"Combined_NR","Pold4"
"Combined_NR","Polr1d"
"Combined_NR","Polr2a"
"Combined_NR","Polr2e"
"Combined_NR","Polr2f"
"Combined_NR","Polr2g"
"Combined_NR","Polr2j"
"Combined_NR","Polr2l"
"Combined_NR","Polr3gl"
"Combined_NR","Pou2af1"
"Combined_NR","Pou2f2"
"Combined_NR","Ppa1"
"Combined_NR","Pparg"
"Combined_NR","Ppcs"
"Combined_NR","Ppfibp1"
"Combined_NR","Ppia"
"Combined_NR","Ppib"
"Combined_NR","Ppm1k"
"Combined_NR","Ppm1m"
"Combined_NR","Ppme1"
"Combined_NR","Ppp1ca"
"Combined_NR","Ppp1cb"
"Combined_NR","Ppp1cc"
"Combined_NR","Ppp1r10"
"Combined_NR","Ppp1r12a"
"Combined_NR","Ppp1r14b"
"Combined_NR","Ppp1r15a"
"Combined_NR","Ppp1r18"
"Combined_NR","Ppp2ca"
"Combined_NR","Ppp2r2b"
"Combined_NR","Ppp5c"
"Combined_NR","Ppp6c"
"Combined_NR","Ppt1"
"Combined_NR","Prdm1"
"Combined_NR","Prdx2"
"Combined_NR","Prdx3"
"Combined_NR","Prdx5"
"Combined_NR","Prdx6"
"Combined_NR","Prelid1"
"Combined_NR","Prex1"
"Combined_NR","Prf1"
"Combined_NR","Prkacb"
"Combined_NR","Prkar1a"
"Combined_NR","Prkar2a"
"Combined_NR","Prkca"
"Combined_NR","Prkch"
"Combined_NR","Prkx"
"Combined_NR","Prnp"
"Combined_NR","Prodh"
"Combined_NR","Pros1"
"Combined_NR","Prpf38a"
"Combined_NR","Prpf40a"
"Combined_NR","Prr11"
"Combined_NR","Prrc2b"
"Combined_NR","Prrg4"
"Combined_NR","Psap"
"Combined_NR","Psd4"
"Combined_NR","Psen2"
"Combined_NR","Psma4"
"Combined_NR","Psma5"
"Combined_NR","Psma6"
"Combined_NR","Psma7"
"Combined_NR","Psmb1"
"Combined_NR","Psmb10"
"Combined_NR","Psmb2"
"Combined_NR","Psmb6"
"Combined_NR","Psmb8"
"Combined_NR","Psmb9"
"Combined_NR","Psmc1"
"Combined_NR","Psmc4"
"Combined_NR","Psmc5"
"Combined_NR","Psmd14"
"Combined_NR","Psme1"
"Combined_NR","Psme2"
"Combined_NR","Psmf1"
"Combined_NR","Ptbp1"
"Combined_NR","Ptbp3"
"Combined_NR","Ptdss1"
"Combined_NR","Pten"
"Combined_NR","Ptgdr2"
"Combined_NR","Ptger4"
"Combined_NR","Ptgr1"
"Combined_NR","Ptk2b"
"Combined_NR","Ptms"
"Combined_NR","Ptp4a1"
"Combined_NR","Ptpn1"
"Combined_NR","Ptpn22"
"Combined_NR","Ptpn3"
"Combined_NR","Ptpn4"
"Combined_NR","Ptpn6"
"Combined_NR","Ptpn7"
"Combined_NR","Ptprcap"
"Combined_NR","Ptrhd1"
"Combined_NR","Pttg1"
"Combined_NR","Pus7"
"Combined_NR","Pvr"
"Combined_NR","Pwp1"
"Combined_NR","Pycard"
"Combined_NR","R3hdm4"
"Combined_NR","Rab10"
"Combined_NR","Rab11a"
"Combined_NR","Rab18"
"Combined_NR","Rab1b"
"Combined_NR","Rab27a"
"Combined_NR","Rab29"
"Combined_NR","Rab2a"
"Combined_NR","Rab37"
"Combined_NR","Rab5c"
"Combined_NR","Rab6a"
"Combined_NR","Rab8a"
"Combined_NR","Rabac1"
"Combined_NR","Rabggtb"
"Combined_NR","Rac1"
"Combined_NR","Rac2"
"Combined_NR","Rac3"
"Combined_NR","Racgap1"
"Combined_NR","Rad51"
"Combined_NR","Rala"
"Combined_NR","Ralb"
"Combined_NR","Ralgapa1"
"Combined_NR","Raly"
"Combined_NR","Ranbp1"
"Combined_NR","Ranbp2"
"Combined_NR","Rap1a"
"Combined_NR","Rap1b"
"Combined_NR","Rap1gds1"
"Combined_NR","Rara"
"Combined_NR","Rasa1"
"Combined_NR","Rasal3"
"Combined_NR","Rasgrp1"
"Combined_NR","Rasgrp4"
"Combined_NR","Rassf1"
"Combined_NR","Rassf4"
"Combined_NR","Rbbp4"
"Combined_NR","Rbbp8"
"Combined_NR","Rbbp9"
"Combined_NR","Rbck1"
"Combined_NR","Rbl2"
"Combined_NR","Rbm19"
"Combined_NR","Rbm3"
"Combined_NR","Rbm39"
"Combined_NR","Rbm4"
"Combined_NR","Rbmx"
"Combined_NR","Rbpj"
"Combined_NR","Rbx1"
"Combined_NR","Rcsd1"
"Combined_NR","Rdh10"
"Combined_NR","Recql"
"Combined_NR","Reep5"
"Combined_NR","Rel"
"Combined_NR","Rest"
"Combined_NR","Rfc5"
"Combined_NR","Rgcc"
"Combined_NR","Rgl1"
"Combined_NR","Rgs1"
"Combined_NR","Rgs10"
"Combined_NR","Rgs14"
"Combined_NR","Rgs2"
"Combined_NR","Rgs20"
"Combined_NR","Rhebl1"
"Combined_NR","Rhob"
"Combined_NR","Rhoc"
"Combined_NR","Rhof"
"Combined_NR","Rhoh"
"Combined_NR","Rilpl2"
"Combined_NR","Rimkla"
"Combined_NR","Rin3"
"Combined_NR","Rmi1"
"Combined_NR","Rnase4"
"Combined_NR","Rnaseh2b"
"Combined_NR","Rnaseh2c"
"Combined_NR","Rnasek"
"Combined_NR","Rnaset2a"
"Combined_NR","Rnf10"
"Combined_NR","Rnf125"
"Combined_NR","Rnf138"
"Combined_NR","Rnf139"
"Combined_NR","Rnf145"
"Combined_NR","Rnf166"
"Combined_NR","Rnf167"
"Combined_NR","Rnf181"
"Combined_NR","Rnf187"
"Combined_NR","Rnf19a"
"Combined_NR","Rnf19b"
"Combined_NR","Rnf213"
"Combined_NR","Rnf7"
"Combined_NR","Rnh1"
"Combined_NR","Rnpc3"
"Combined_NR","Rnps1"
"Combined_NR","Romo1"
"Combined_NR","Rora"
"Combined_NR","Rorc"
"Combined_NR","Rpn2"
"Combined_NR","Rps4x"
"Combined_NR","Rrad"
"Combined_NR","Rrm1"
"Combined_NR","Rrm2b"
"Combined_NR","Rrp12"
"Combined_NR","Rsbn1l"
"Combined_NR","Rsl1d1"
"Combined_NR","Rsrp1"
"Combined_NR","Rtkn"
"Combined_NR","Rtn4"
"Combined_NR","Runx2"
"Combined_NR","Runx3"
"Combined_NR","Rwdd1"
"Combined_NR","Ryr1"
"Combined_NR","S100a10"
"Combined_NR","S100a11"
"Combined_NR","S100a4"
"Combined_NR","S100a6"
"Combined_NR","S100pbp"
"Combined_NR","S1pr1"
"Combined_NR","S1pr4"
"Combined_NR","Safb2"
"Combined_NR","Sall4"
"Combined_NR","Samd14"
"Combined_NR","Samd3"
"Combined_NR","Samd9l"
"Combined_NR","Samhd1"
"Combined_NR","Samsn1"
"Combined_NR","Sap18"
"Combined_NR","Saraf"
"Combined_NR","Sash3"
"Combined_NR","Sass6"
"Combined_NR","Sat1"
"Combined_NR","Sav1"
"Combined_NR","Scaf1"
"Combined_NR","Scaf11"
"Combined_NR","Scamp2"
"Combined_NR","Scarb1"
"Combined_NR","Sccpdh"
"Combined_NR","Scd1"
"Combined_NR","Scml4"
"Combined_NR","Scp2"
"Combined_NR","Scube1"
"Combined_NR","Sdc1"
"Combined_NR","Sdc4"
"Combined_NR","Sdf4"
"Combined_NR","Sdhb"
"Combined_NR","Sdhd"
"Combined_NR","Sec61b"
"Combined_NR","Sec61g"
"Combined_NR","Sectm1a"
"Combined_NR","Sel1l3"
"Combined_NR","Sell"
"Combined_NR","Selplg"
"Combined_NR","Sema3b"
"Combined_NR","Sema4d"
"Combined_NR","Serbp1"
"Combined_NR","Serpinb8"
"Combined_NR","Serpinb9"
"Combined_NR","Serpine1"
"Combined_NR","Sertad1"
"Combined_NR","Setbp1"
"Combined_NR","Setx"
"Combined_NR","Sf3a2"
"Combined_NR","Sf3b4"
"Combined_NR","Sf3b5"
"Combined_NR","Sf3b6"
"Combined_NR","Sfmbt2"
"Combined_NR","Sfxn1"
"Combined_NR","Sgcb"
"Combined_NR","Sgpp2"
"Combined_NR","Sh2b2"
"Combined_NR","Sh3bgrl"
"Combined_NR","Sh3bp1"
"Combined_NR","Sh3bp2"
"Combined_NR","Sh3kbp1"
"Combined_NR","Sh3tc1"
"Combined_NR","Shb"
"Combined_NR","Shc4"
"Combined_NR","Shcbp1"
"Combined_NR","Shf"
"Combined_NR","Shisa3"
"Combined_NR","Shisa5"
"Combined_NR","Shox2"
"Combined_NR","Siglece"
"Combined_NR","Sit1"
"Combined_NR","Six5"
"Combined_NR","Ska1"
"Combined_NR","Ska2"
"Combined_NR","Skap1"
"Combined_NR","Sla2"
"Combined_NR","Slamf6"
"Combined_NR","Slamf7"
"Combined_NR","Slc12a8"
"Combined_NR","Slc20a1"
"Combined_NR","Slc25a23"
"Combined_NR","Slc27a2"
"Combined_NR","Slc29a1"
"Combined_NR","Slc2a1"
"Combined_NR","Slc2a3"
"Combined_NR","Slc2a8"
"Combined_NR","Slc35f2"
"Combined_NR","Slc37a4"
"Combined_NR","Slc38a2"
"Combined_NR","Slc39a1"
"Combined_NR","Slc3a2"
"Combined_NR","Slc41a2"
"Combined_NR","Slc43a3"
"Combined_NR","Slc4a7"
"Combined_NR","Slc7a5"
"Combined_NR","Slf1"
"Combined_NR","Slfn3"
"Combined_NR","Slfn5"
"Combined_NR","Slirp"
"Combined_NR","Smad7"
"Combined_NR","Smap1"
"Combined_NR","Smchd1"
"Combined_NR","Smdt1"
"Combined_NR","Smg1"
"Combined_NR","Smpdl3a"
"Combined_NR","Sms"
"Combined_NR","Snrnp200"
"Combined_NR","Snrpa"
"Combined_NR","Snrpb"
"Combined_NR","Snrpb2"
"Combined_NR","Snrpc"
"Combined_NR","Snrpd2"
"Combined_NR","Snrpf"
"Combined_NR","Snrpg"
"Combined_NR","Sntb2"
"Combined_NR","Snx3"
"Combined_NR","Snx8"
"Combined_NR","Snx9"
"Combined_NR","Socs1"
"Combined_NR","Socs3"
"Combined_NR","Sod2"
"Combined_NR","Son"
"Combined_NR","Sord"
"Combined_NR","Sorl1"
"Combined_NR","Sox4"
"Combined_NR","Sp100"
"Combined_NR","Sp110"
"Combined_NR","Sp140"
"Combined_NR","Spag4"
"Combined_NR","Spag9"
"Combined_NR","Sparc"
"Combined_NR","Spats2l"
"Combined_NR","Spire1"
"Combined_NR","Spn"
"Combined_NR","Spock1"
"Combined_NR","Spock2"
"Combined_NR","Spp1"
"Combined_NR","Sppl2a"
"Combined_NR","Spsb3"
"Combined_NR","Sqle"
"Combined_NR","Sqstm1"
"Combined_NR","Sra1"
"Combined_NR","Srcin1"
"Combined_NR","Srebf1"
"Combined_NR","Srm"
"Combined_NR","Srp19"
"Combined_NR","Srp9"
"Combined_NR","Srrt"
"Combined_NR","Srsf1"
"Combined_NR","Srsf10"
"Combined_NR","Srsf3"
"Combined_NR","Srsf4"
"Combined_NR","Srsf5"
"Combined_NR","Ss18l2"
"Combined_NR","Ssbp1"
"Combined_NR","Ssh1"
"Combined_NR","Ssna1"
"Combined_NR","Ssu72"
"Combined_NR","St3gal1"
"Combined_NR","St3gal4"
"Combined_NR","St8sia4"
"Combined_NR","Stambp"
"Combined_NR","Stard4"
"Combined_NR","Stard7"
"Combined_NR","Stat1"
"Combined_NR","Stat3"
"Combined_NR","Stat4"
"Combined_NR","Stil"
"Combined_NR","Stim2"
"Combined_NR","Stip1"
"Combined_NR","Stk10"
"Combined_NR","Stk17b"
"Combined_NR","Stmn1"
"Combined_NR","Stom"
"Combined_NR","Strap"
"Combined_NR","Stx11"
"Combined_NR","Sub1"
"Combined_NR","Suclg2"
"Combined_NR","Sumo1"
"Combined_NR","Sumo2"
"Combined_NR","Sumo3"
"Combined_NR","Sun2"
"Combined_NR","Supt20"
"Combined_NR","Supt3"
"Combined_NR","Supt4a"
"Combined_NR","Surf4"
"Combined_NR","Syap1"
"Combined_NR","Syn2"
"Combined_NR","Syne1"
"Combined_NR","Syne2"
"Combined_NR","Syt11"
"Combined_NR","Sytl1"
"Combined_NR","Sytl2"
"Combined_NR","Sytl3"
"Combined_NR","Szrd1"
"Combined_NR","Tada3"
"Combined_NR","Taf7"
"Combined_NR","Tagap"
"Combined_NR","Tagln2"
"Combined_NR","Taldo1"
"Combined_NR","Tank"
"Combined_NR","Taok3"
"Combined_NR","Tap1"
"Combined_NR","Tapbp"
"Combined_NR","Tbc1d1"
"Combined_NR","Tbc1d10c"
"Combined_NR","Tbc1d4"
"Combined_NR","Tbc1d5"
"Combined_NR","Tbca"
"Combined_NR","Tbcb"
"Combined_NR","Tbcc"
"Combined_NR","Tbcd"
"Combined_NR","Tbx21"
"Combined_NR","Tcirg1"
"Combined_NR","Tcp1"
"Combined_NR","Tdp1"
"Combined_NR","Tead4"
"Combined_NR","Tert"
"Combined_NR","Tes"
"Combined_NR","Tesc"
"Combined_NR","Tfpi"
"Combined_NR","Tgfb1i1"
"Combined_NR","Tgfbr2"
"Combined_NR","Tgm5"
"Combined_NR","Tgoln1"
"Combined_NR","Themis"
"Combined_NR","Thop1"
"Combined_NR","Tia1"
"Combined_NR","Ticam1"
"Combined_NR","Tigit"
"Combined_NR","Tiparp"
"Combined_NR","Tkt"
"Combined_NR","Tln1"
"Combined_NR","Tm9sf2"
"Combined_NR","Tmbim1"
"Combined_NR","Tmc8"
"Combined_NR","Tmco1"
"Combined_NR","Tmco3"
"Combined_NR","Tmed2"
"Combined_NR","Tmed5"
"Combined_NR","Tmem109"
"Combined_NR","Tmem123"
"Combined_NR","Tmem14c"
"Combined_NR","Tmem165"
"Combined_NR","Tmem230"
"Combined_NR","Tmem243"
"Combined_NR","Tmem248"
"Combined_NR","Tmem256"
"Combined_NR","Tmem258"
"Combined_NR","Tmem43"
"Combined_NR","Tmem97"
"Combined_NR","Tmem9b"
"Combined_NR","Tmod1"
"Combined_NR","Tmod3"
"Combined_NR","Tmprss3"
"Combined_NR","Tmprss6"
"Combined_NR","Tmx1"
"Combined_NR","Tnf"
"Combined_NR","Tnfaip2"
"Combined_NR","Tnfaip3"
"Combined_NR","Tnfaip8"
"Combined_NR","Tnfrsf18"
"Combined_NR","Tnfrsf19"
"Combined_NR","Tnfrsf1a"
"Combined_NR","Tnfrsf1b"
"Combined_NR","Tnfrsf4"
"Combined_NR","Tnfrsf8"
"Combined_NR","Tnfrsf9"
"Combined_NR","Tnfsf10"
"Combined_NR","Tnfsf14"
"Combined_NR","Tnfsf4"
"Combined_NR","Tnfsf8"
"Combined_NR","Tnfsf9"
"Combined_NR","Tnip1"
"Combined_NR","Tnip3"
"Combined_NR","Tnnt1"
"Combined_NR","Tnpo2"
"Combined_NR","Tns3"
"Combined_NR","Tomm22"
"Combined_NR","Top1"
"Combined_NR","Tox"
"Combined_NR","Tox2"
"Combined_NR","Tpi1"
"Combined_NR","Tpm3"
"Combined_NR","Tpm4"
"Combined_NR","Tppp3"
"Combined_NR","Tpst2"
"Combined_NR","Tra2b"
"Combined_NR","Trabd"
"Combined_NR","Traf1"
"Combined_NR","Traf2"
"Combined_NR","Traf3ip3"
"Combined_NR","Traf4"
"Combined_NR","Traip"
"Combined_NR","Tram1"
"Combined_NR","Trappc1"
"Combined_NR","Trib1"
"Combined_NR","Trib2"
"Combined_NR","Trim45"
"Combined_NR","Trim56"
"Combined_NR","Trim7"
"Combined_NR","Tsc22d2"
"Combined_NR","Tsc22d3"
"Combined_NR","Tsen54"
"Combined_NR","Tsku"
"Combined_NR","Tspan13"
"Combined_NR","Tspan14"
"Combined_NR","Tspan32"
"Combined_NR","Tspan33"
"Combined_NR","Tspan5"
"Combined_NR","Tspo"
"Combined_NR","Ttbk1"
"Combined_NR","Ttc13"
"Combined_NR","Ttc14"
"Combined_NR","Ttc3"
"Combined_NR","Ttc39c"
"Combined_NR","Ttc7"
"Combined_NR","Tti2"
"Combined_NR","Ttll4"
"Combined_NR","Ttn"
"Combined_NR","Tuba1a"
"Combined_NR","Tuba1b"
"Combined_NR","Tuba1c"
"Combined_NR","Tubb5"
"Combined_NR","Tubb2a"
"Combined_NR","Tubb2b"
"Combined_NR","Tubb3"
"Combined_NR","Tubb4b"
"Combined_NR","Tubb6"
"Combined_NR","Twf2"
"Combined_NR","Twist1"
"Combined_NR","Txk"
"Combined_NR","Txn1"
"Combined_NR","Tymp"
"Combined_NR","U2surp"
"Combined_NR","Ubash3a"
"Combined_NR","Ube2a"
"Combined_NR","Ube2d1"
"Combined_NR","Ube2d3"
"Combined_NR","Ube2i"
"Combined_NR","Ube2j1"
"Combined_NR","Ube2l3"
"Combined_NR","Ube2l6"
"Combined_NR","Ube2n"
"Combined_NR","Ube2v1"
"Combined_NR","Ubl3"
"Combined_NR","Ubl5"
"Combined_NR","Ublcp1"
"Combined_NR","Ufc1"
"Combined_NR","Ufm1"
"Combined_NR","Ugp2"
"Combined_NR","Uhmk1"
"Combined_NR","Upf2"
"Combined_NR","Upp1"
"Combined_NR","Uqcr11"
"Combined_NR","Uqcrc1"
"Combined_NR","Uqcrc2"
"Combined_NR","Uqcrfs1"
"Combined_NR","Uqcrh"
"Combined_NR","Uqcrq"
"Combined_NR","Usf2"
"Combined_NR","Usp12"
"Combined_NR","Usp15"
"Combined_NR","Usp24"
"Combined_NR","Usp34"
"Combined_NR","Usp36"
"Combined_NR","Usp37"
"Combined_NR","Usp8"
"Combined_NR","Vamp2"
"Combined_NR","Vamp5"
"Combined_NR","Vamp8"
"Combined_NR","Vash2"
"Combined_NR","Vasp"
"Combined_NR","Vdac1"
"Combined_NR","Vdac2"
"Combined_NR","Vdac3"
"Combined_NR","Vdr"
"Combined_NR","Vezt"
"Combined_NR","Vim"
"Combined_NR","Vmp1"
"Combined_NR","Vopp1"
"Combined_NR","Vps13c"
"Combined_NR","Vps26a"
"Combined_NR","Vps28"
"Combined_NR","Vps29"
"Combined_NR","Vps37b"
"Combined_NR","Vps37c"
"Combined_NR","Vsig10l"
"Combined_NR","Vwa1"
"Combined_NR","Wac"
"Combined_NR","Was"
"Combined_NR","Wbp11"
"Combined_NR","Wdhd1"
"Combined_NR","Wdr1"
"Combined_NR","Wdr36"
"Combined_NR","Wdr74"
"Combined_NR","Wdr83os"
"Combined_NR","Wee1"
"Combined_NR","Wipf1"
"Combined_NR","Wnk1"
"Combined_NR","Wnt10a"
"Combined_NR","Wnt11"
"Combined_NR","Xaf1"
"Combined_NR","Xcl1"
"Combined_NR","Ybx1"
"Combined_NR","Ybx3"
"Combined_NR","Yipf2"
"Combined_NR","Yipf4"
"Combined_NR","Yme1l1"
"Combined_NR","Ythdc1"
"Combined_NR","Ythdf2"
"Combined_NR","Ywhab"
"Combined_NR","Ywhae"
"Combined_NR","Ywhag"
"Combined_NR","Ywhah"
"Combined_NR","Ywhaq"
"Combined_NR","Ywhaz"
"Combined_NR","Zap70"
"Combined_NR","Zbtb1"
"Combined_NR","Zbtb16"
"Combined_NR","Zbtb17"
"Combined_NR","Zbtb20"
"Combined_NR","Zbtb32"
"Combined_NR","Zbtb38"
"Combined_NR","Zc3h12a"
"Combined_NR","Zc3h12c"
"Combined_NR","Zc3h7a"
"Combined_NR","Zc3hav1"
"Combined_NR","Zdhhc9"
"Combined_NR","Zeb2"
"Combined_NR","Zfand2a"
"Combined_NR","Zfand5"
"Combined_NR","Zfand6"
"Combined_NR","Zfp36"
"Combined_NR","Zfp36l1"
"Combined_NR","Zfp36l2"
"Combined_NR","Zfp90"
"Combined_NR","Zfp207"
"Combined_NR","Zfp219"
"Combined_NR","Zfp282"
"Combined_NR","Zfp428"
"Combined_NR","Zfp438"
"Combined_NR","Zfp511"
"Combined_NR","Zfp638"
"Combined_NR","Zfp683"
"Combined_NR","Zfp704"
"Combined_NR","Zfp800"
"Combined_NR","Znfx1"
"Combined_NR","Znhit1"
"Combined_NR","Znrf1"
"Combined_NR","Zranb2"
"Combined_NR","Zwint"
