"module","median_CD8","median_CD4","delta_CD8_minus_CD4","higher_in","p_value"
"FOXO_Stress_Autophagy",0.0228832758836555,0.00142288788805098,0.0214603879956045,"CD8",6.84699134732647e-167
"Mito_Stress_ROS",-0.0435327626861248,-0.118697566630756,0.0751648039446307,"CD8",0
