"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Ccl4",7676.18781186507,-1.47467955565769,0.118896323547122,4.20413948053778e-37,4.4513428819934e-33
"Ccl3",2299.8011370853,-1.70760127877123,0.143111283723731,2.7923743061731e-34,1.47828295768804e-30
"Ccl1",3124.41448150031,-1.4817540638605,0.139320200398167,3.32582539143797e-28,1.17379464148484e-24
"Ly6a",3393.023957718,-1.83032122194167,0.262532221965808,6.97860779246488e-14,1.84723748266546e-10
"Klrk1",651.308999694814,-1.43761485622755,0.213628462871013,2.15886311579644e-13,4.57160853401054e-10
"Ifng",510.99674068,-1.36574365568731,0.209619085024955,8.66057877180003e-13,1.52830346726365e-09
"Nkg7",3238.82925322035,-0.802749116207688,0.121270743813768,4.56272502522542e-12,6.90144750958382e-09
"Jaml",1046.05151748221,-0.983375291671483,0.15951843815225,2.75443769702325e-11,3.64549829201027e-08
"Slamf7",387.245277336425,-1.35826278579332,0.231583298223236,5.36869091309692e-11,6.31596659865224e-08
"Mt1",635.754818399681,1.10857198340617,0.192649498194741,1.77213633019133e-10,1.87633794640658e-07
"Isg15",874.581386235841,-1.06157731199096,0.197309052329986,1.91594369873741e-09,1.8441828983847e-06
"Tox",3315.55238929809,0.753488263432557,0.138907452496078,9.48560650973273e-09,8.28268077249286e-06
"Gadd45g",2424.9698217767,-0.68344898281634,0.124906710294333,1.06411715270437e-08,8.28268077249286e-06
"B630019A10Rik",773.655093149593,1.04586429254256,0.206191452543775,1.09517879500283e-08,8.28268077249286e-06
"Lta",3759.35558720598,-0.790260430989405,0.154250858820354,3.78436439733229e-08,2.67125668259695e-05
"Nr4a3",1132.03866993687,-0.770561310237644,0.150634778222013,4.41384789982332e-08,2.92086384770808e-05
"Sema7a",586.096238341358,-0.914292845483767,0.18996147676772,8.21214728726122e-08,5.11471855750128e-05
"Il12rb2",944.951670171504,-0.855539292929408,0.185771243587082,2.85448988561847e-07,0.000167907438382935
"Gm4951",1254.27677430094,-0.815009856542098,0.175914240039804,3.17471358028202e-07,0.000176915091515927
"Fasl",282.258809154515,-1.19209675907042,0.288751042027203,4.12281771080308e-07,0.000218261969609915
"Ly6c1",102.029674692012,-1.77177897835296,0.53497426523117,6.95882421409481e-07,0.000350857289423028
"Slc24a3",119.789098453035,-1.58517920408198,0.444793984266936,8.15164201276445e-07,0.000375259067961522
"Klf2",480.105580016852,0.946857142298029,0.225091997100769,7.83155230686501e-07,0.000375259067961522
