"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","gene_set"
"hsa-miR-296-3p","7/258",0.0838084476432602,0.667686839914396,0,0,1.91075136075417,4.73717579622113,"BOP1;SET;MAZ;CTNNA1;MLEC;PHGDH;PPRC1","miRTarBase_2017","DOWN"
"mmu-miR-296-5p","1/7",0.0975241825496861,0.704555893073475,0,0,11.3235632183908,26.3573474739452,"SLC7A1","miRTarBase_2017","DOWN"
"mmu-miR-298-5p","6/219",0.101226452949741,0.712491014491904,0,0,1.9269582406721,4.41349583470555,"EXOSC4;TBL1XR1;KNOP1;RRP1B;RBM34;POLR2L","miRTarBase_2017","DOWN"
"mmu-miR-292a-5p","4/146",0.164113609549499,0.769876112738452,0,0,1.92049860136428,3.47071806225232,"EXOSC4;TBL1XR1;URB2;RBM34","miRTarBase_2017","DOWN"
"mmu-miR-290a-5p","4/146",0.164113609549499,0.769876112738452,0,0,1.92049860136428,3.47071806225232,"EXOSC4;TBL1XR1;URB2;RBM34","miRTarBase_2017","DOWN"
"hsa-miR-29c-5p","1/13",0.173534154309713,0.769876112738452,0,0,5.66005747126437,9.9129162320033,"GTF2F1","miRTarBase_2017","DOWN"
"mmu-miR-291b-3p","1/16",0.209111529719655,0.779657782683424,0,0,4.52735632183908,7.08480347150518,"EIF1AD","miRTarBase_2017","DOWN"
"hsa-miR-29b-2-5p","3/119",0.250343904071361,0.800506496473818,0,0,1.75942887931034,2.43666769833625,"MTHFD1L;ZMIZ1;ZC3H18","miRTarBase_2017","DOWN"
"hsa-miR-29c-3p","5/254",0.311113959055276,0.832553125149142,0,0,1.36630437835257,1.59529153526872,"SURF2;TDG;MAZ;DDX21;TNRC18","miRTarBase_2017","DOWN"
"hsa-miR-29b-3p","5/261",0.331103453953942,0.837979573355545,0,0,1.32846645541958,1.46838639138185,"SFPQ;SURF2;TDG;MAZ;TNRC18","miRTarBase_2017","DOWN"
"hsa-miR-29a-5p","2/98",0.418491691512181,0.876672167540362,0,0,1.41385524798155,1.23160682133694,"DHX8;RPF2","miRTarBase_2017","DOWN"
"hsa-miR-298","3/165",0.431672775487477,0.876672167540362,0,0,1.25688014403292,1.05588922498596,"UBTF;MLEC;RPF2","miRTarBase_2017","DOWN"
"hsa-miR-29a-3p","4/264",0.537279314684603,0.876672167540362,0,0,1.04256231573305,0.64767847364795,"SURF2;TDG;MAZ;TNRC18","miRTarBase_2017","DOWN"
"mmu-miR-295-3p","1/61",0.591564823464835,0.876672167540362,0,0,1.12925287356322,0.59283970176775,"NCL","miRTarBase_2017","DOWN"
"mmu-miR-294-3p","1/61",0.591564823464835,0.876672167540362,0,0,1.12925287356322,0.59283970176775,"NCL","miRTarBase_2017","DOWN"
"mmu-miR-291a-3p","1/62",0.597525717613945,0.876672167540362,0,0,1.11068400226116,0.571955561423849,"NCL","miRTarBase_2017","DOWN"
"hsa-miR-299-5p","1/63",0.603399909935291,0.876672167540362,0,0,1.09271412680756,0.552011969941495,"EIF1AD","miRTarBase_2017","DOWN"
"hsa-miR-299-3p","1/71",0.647419250697213,0.876672167540362,0,0,0.96743842364532,0.420604692440897,"SHOC2","miRTarBase_2017","DOWN"
"hsa-miR-296-5p","1/74",0.662640497577507,0.876672167540362,0,0,0.927538970240907,0.381703315223535,"DNLZ","miRTarBase_2017","DOWN"
"mmu-miR-297c-5p","1/107",0.792470845174681,0.899283919174379,0,0,0.637703318152245,0.148329512698937,"PRR11","miRTarBase_2017","DOWN"
"mmu-miR-297b-5p","1/108",0.795506612842456,0.90086082540721,0,0,0.631711247180148,0.144520447096051,"PRR11","miRTarBase_2017","DOWN"
"mmu-miR-297a-5p","2/341",0.960408924629857,0.982399596268578,0,0,0.395423135417624,0.0159735612439568,"LYRM9;PRR11","miRTarBase_2017","DOWN"
