"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","gene_set"
"mmu-miR-297b-3p","1/169",0.0968427759096106,0.195649716559906,0,0,10.7251082251082,25.0395506934437,"CYSLTR1","miRTarBase_2017","DOWN"
"mmu-miR-296-3p","1/1605",0.63363550149668,0.71767316702488,0,0,1.04194060303786,0.475418126082737,"MYO6","TargetScan_microRNA_2017","DOWN"
"mmu-miR-290-3p","1/1739",0.664417547360615,0.71767316702488,0,0,0.9545977612721,0.390282035582187,"IL24","TargetScan_microRNA_2017","DOWN"
"mmu-miR-292-3p","1/1739",0.664417547360615,0.71767316702488,0,0,0.9545977612721,0.390282035582187,"IL24","TargetScan_microRNA_2017","DOWN"
"hsa-miR-2964a-5p","1/1825",0.682904367050825,0.71767316702488,0,0,0.90530303030303,0.345282981491016,"IL24","TargetScan_microRNA_2017","DOWN"
"hsa-miR-2909","1/1912",0.70065202184708,0.71767316702488,0,0,0.859949574235289,0.305921830560033,"MYO6","TargetScan_microRNA_2017","DOWN"
