"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","gene_set"
"hsa-miR-29b-3p","63/261",4.48843866755906e-08,4.6814415302641e-05,0,0,2.34873576529627,39.7386734104757,"ITGB1;BTG2;TNFAIP3;LAMC1;BBC3;IFIH1;CCND2;MYC;NKIRAS2;C1QTNF6;DNMT3B;GOLGA7;KDM6B;ENTPD1;IFRD1;CSGALNACT2;CTNNBIP1;DNMT3A;COMMD2;TET2;P3H1;TET1;ZFP91;CCDC117;RUNDC3B;MORF4L1;MYCN;IFNG;MORF4L2;TET3;DNAJB11;ANGPTL4;SGK1;PPIC;AMER1;GRN;DOT1L;ISG20L2;GATA3;NREP;HMGCR;ZBTB5;TESPA1;TBX21;TDG;MCL1;NUS1;KLHDC3;FEM1B;CNBP;AMFR;STAT3;CDK6;NASP;IMPDH1;SPRTN;REL;ID3;LRP10;MXD1;ABCE1;RSL24D1;FBN1","miRTarBase_2017","DOWN"
"hsa-miR-29a-3p","63/264",7.04633730635637e-08,5.51199735789727e-05,0,0,2.31328073010742,38.0955067824605,"ITGB1;KDM5B;BTG2;TNFAIP3;BBC3;ZFP36;CCND2;MYC;NKIRAS2;C1QTNF6;DAG1;DNMT3B;GOLGA7;KDM6B;ENTPD1;CD93;KMT5C;IFRD1;CTNNBIP1;DNMT3A;COMMD2;TET2;P3H1;TET1;ZFP91;CCDC117;MORF4L1;MYCN;TRAF4;MORF4L2;TET3;SGK1;IFNAR1;AMER1;ITIH5;DOT1L;ISG20L2;CACNA1C;HMGCR;ZBTB5;OAZ1;TESPA1;TDG;CCT4;MCL1;BCAP31;KLHDC3;FEM1B;CNBP;AMFR;NMI;CDK6;NASP;IMPDH1;SPRTN;REL;ID3;HBP1;CPEB3;MXD1;ABCE1;RAN;FBN1","miRTarBase_2017","DOWN"
"hsa-miR-29c-3p","59/254",4.8143085758502e-07,0.000301279430676706,0,0,2.2300474994837,32.4393931185536,"ITGB1;KDM5B;CHIC2;BTG2;SPIN4;LAMC1;BBC3;CCND2;NKIRAS2;C1QTNF6;RNF19A;DNMT3B;GOLGA7;BCKDHA;KDM6B;PDHX;CDV3;ENTPD1;WSB2;KMT5C;IFRD1;CTNNBIP1;DNMT3A;COMMD2;TET2;P3H1;ZFP91;CCDC117;MORF4L1;MYCN;PSMA2;MORF4L2;TET3;SGK1;CREB5;AMER1;CD274;DOT1L;ISG20L2;HMGCR;ZBTB5;TESPA1;TDG;MCL1;KLHDC3;JUN;FZD5;FEM1B;CNBP;AMFR;CDK6;NASP;OTULIN;SPRTN;REL;ID3;MXD1;ABCE1;FBN1","miRTarBase_2017","DOWN"
"mmu-miR-29b-3p","15/51",0.000745037131718838,0.0696924645774354,0,0,3.04237758357609,21.9114360975631,"EOMES;PIGT;CTNNBIP1;DNMT3A;CISD2;TNFAIP3;PRR5L;ZBTB5;BBC3;BCL2L11;TBX21;DNMT3B;BAK1;MCL1;FBN1","miRTarBase_2017","DOWN"
"mmu-miR-29a-3p","14/47",0.000964255816196111,0.0823853549144897,0,0,3.09693440225886,21.5055891974868,"EOMES;PIGT;DNMT3A;CISD2;TET1;PRR5L;ZBTB5;ZFP36;ARPC3;TBX21;DNMT3B;MCL1;IFNAR1;FBN1","miRTarBase_2017","DOWN"
"hsa-miR-299-5p","16/63",0.00277407740951029,0.141511038795548,0,0,2.48516307332542,14.6312411584163,"ATP6V1A;SLC35A1;CDKN1A;DCUN1D5;H3F3B;PHAX;HIF1A;KLF3;RAB21;TBC1D1;CNKSR3;SPP1;SFT2D2;RECK;SEC63;CERS2","miRTarBase_2017","DOWN"
"mmu-miR-29c-3p","6/24",0.0614089697391216,0.406853638522339,0,0,2.42730790491985,6.77267298113783,"PIGT;CISD2;PRR5L;SPRY1;ZBTB5;MCL1","miRTarBase_2017","DOWN"
"hsa-miR-298","27/165",0.0624637629023615,0.406853638522339,0,0,1.42741803502264,3.95847099362635,"DCTN6;CDKN1A;PPP1R11;DCUN1D3;FBXO28;PIGP;AK2;PPM1K;SPTY2D1;SSR1;DNAJB9;LLPH;CDV3;TMEM178B;RAB3IP;EIF2AK2;COMMD5;BDH1;ID2;TMEM216;CD9;BAX;MPLKIP;P4HB;RNF185;DCTPP1;TOMM5","miRTarBase_2017","DOWN"
"hsa-miR-2909","8/43",0.141240986194831,0.553806584752617,0,0,1.66420865441612,3.25733517202893,"PPP1CB;EIF4E3;VPS4A;SLC2A1;RHOG;SRSF2;HBP1;TOMM40L","miRTarBase_2017","DOWN"
"mmu-miR-295-3p","10/61",0.197027022001589,0.60731461393801,0,0,1.42751286561136,2.31887244384983,"CDKN1A;IL10RB;KIF5B;GAD2;NAV1;NOL10;MAGT1;GLRX2;GABPB1;EMC8","miRTarBase_2017","DOWN"
