"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","gene_set"
"hsa-miR-296-5p","1/74",0.018365284102935,0.0757448963314321,0,0,68.2260273972603,272.719430604103,"ARL4C","miRTarBase_2017","DOWN"
"mmu-miR-290-3p","2/1739",0.0632712606681802,0.409378221477106,0,0,7.00748416810593,19.3429272250398,"ARL4C;VIM","TargetScan_microRNA_2017","DOWN"
"mmu-miR-292-3p","2/1739",0.0632712606681802,0.409378221477106,0,0,7.00748416810593,19.3429272250398,"ARL4C;VIM","TargetScan_microRNA_2017","DOWN"
"mmu-miR-299","2/1884",0.0731477700161996,0.409378221477106,0,0,6.41622387530995,16.7801811505949,"CTSW;RUNX3","TargetScan_microRNA_2017","DOWN"
"mmu-miR-296-5p","1/1760",0.369110081031936,0.409378221477106,0,0,2.59181353041501,2.58315779811512,"ARL4C","TargetScan_microRNA_2017","DOWN"
"hsa-miR-2964a-5p","1/1825",0.380272633111167,0.409378221477106,0,0,2.49054276315789,2.40802318129877,"RUNX3","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297a","1/1955",0.402123738800211,0.409378221477106,0,0,2.30821392016377,2.1027723321904,"RUNX3","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297b-5p","1/1955",0.402123738800211,0.409378221477106,0,0,2.30821392016377,2.1027723321904,"RUNX3","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297c","1/1955",0.402123738800211,0.409378221477106,0,0,2.30821392016377,2.1027723321904,"RUNX3","TargetScan_microRNA_2017","DOWN"
"hsa-miR-29a-3p","2/264",0.0207176087506872,0.252395132376308,0,0,10.0361323155216,38.9077894833131,"ITIH5;ID3","miRTarBase_2017","UP"
"mmu-miR-297b-3p","1/169",0.134387496593124,0.252395132376308,0,0,7.37165178571429,14.7951107036578,"NFKBIA","miRTarBase_2017","UP"
"hsa-miR-29c-3p","1/254",0.195367543699903,0.276770686908195,0,0,4.87401185770751,7.95864068265857,"ID3","miRTarBase_2017","UP"
"hsa-miR-29b-3p","1/261",0.200204910927876,0.279933878854541,0,0,4.74110576923077,7.62566033664833,"ID3","miRTarBase_2017","UP"
"mmu-miR-296-3p","3/1605",0.15121275505746,0.83272214779404,0,0,2.45866773675762,4.64458921633547,"ITIH5;SELL;RGS1","TargetScan_microRNA_2017","UP"
"mmu-miR-290-3p","2/1739",0.44219359899746,0.83272214779404,0,0,1.40057570523892,1.14288026021245,"CD81;TOX","TargetScan_microRNA_2017","UP"
"mmu-miR-292-3p","2/1739",0.44219359899746,0.83272214779404,0,0,1.40057570523892,1.14288026021245,"CD81;TOX","TargetScan_microRNA_2017","UP"
"mmu-miR-299","2/1884",0.485192789209177,0.83272214779404,0,0,1.2823946156571,0.927439280792706,"ITIH5;SELL","TargetScan_microRNA_2017","UP"
"hsa-miR-296-3p","2/1950",0.504177425669641,0.83272214779404,0,0,1.23442847364819,0.845369994986634,"CD53;GBP5","TargetScan_microRNA_2017","UP"
"mmu-miR-296-5p","1/1760",0.791248663409732,0.83272214779404,0,0,0.647527003979534,0.151613911886002,"ITIH5","TargetScan_microRNA_2017","UP"
"hsa-miR-2964a-5p","1/1825",0.803546026055595,0.83272214779404,0,0,0.622224506578947,0.136093450248755,"ITIH5","TargetScan_microRNA_2017","UP"
