"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","gene_set"
"hsa-miR-29c-3p","16/254",9.92304523997904e-08,0.000198361674347181,0,0,5.75497567448032,92.8037069525602,"CD274;KLHDC3;CHIC2;ENTPD1;DOT1L;TET2;ISG20L2;MORF4L1;CDK6;C1QTNF6;MORF4L2;DNMT3B;SGK1;GOLGA7;MCL1;CREB5","miRTarBase_2017","DOWN"
"hsa-miR-29b-3p","14/261",4.23717844701493e-06,0.00322112882703504,0,0,4.80770991022707,59.4791262854363,"KLHDC3;ENTPD1;DOT1L;TET2;ISG20L2;TET1;MORF4L1;CDK6;C1QTNF6;MORF4L2;DNMT3B;SGK1;GOLGA7;MCL1","miRTarBase_2017","DOWN"
"hsa-miR-29a-3p","14/264",4.83411029570041e-06,0.00322112882703504,0,0,4.74928695652174,58.1303864124667,"KLHDC3;ENTPD1;DOT1L;TET2;ISG20L2;TET1;MORF4L1;CDK6;C1QTNF6;MORF4L2;DNMT3B;SGK1;GOLGA7;MCL1","miRTarBase_2017","DOWN"
"mmu-miR-29a-3p","4/47",0.00255497814672434,0.364814379664425,0,0,7.6406976744186,45.6127616040478,"EOMES;DNMT3B;TET1;MCL1","miRTarBase_2017","DOWN"
"mmu-miR-29b-3p","3/51",0.0243062037256864,0.931698380551569,0,0,5.11099585062241,18.9976925226799,"EOMES;DNMT3B;MCL1","miRTarBase_2017","DOWN"
"mmu-miR-298-5p","5/219",0.130636907388582,0.931698380551569,0,0,1.91041332655535,3.88832824883379,"DFFB;ISG20L2;SLC3A2;TSPAN31;POLR2L","miRTarBase_2017","DOWN"
"hsa-miR-29c-5p","1/13",0.147535020969245,0.931698380551569,0,0,6.77091906721536,12.9574380858061,"DNMT3B","miRTarBase_2017","DOWN"
"hsa-miR-29b-2-5p","3/119",0.177902094317354,0.931698380551569,0,0,2.10759765345543,3.63881353024007,"KCNK5;SLC7A5;CREB5","miRTarBase_2017","DOWN"
"hsa-miR-296-5p","2/74",0.228242458446478,0.931698380551569,0,0,2.25941230486685,3.3379355403129,"SLC7A5;LUZP1","miRTarBase_2017","DOWN"
"hsa-miR-29b-1-5p","2/74",0.228242458446478,0.931698380551569,0,0,2.25941230486685,3.3379355403129,"KCNK5;LZIC","miRTarBase_2017","DOWN"
"mmu-miR-29c-3p","1/24",0.255297657200823,0.931698380551569,0,0,3.53068527464663,4.82053333663957,"MCL1","miRTarBase_2017","DOWN"
"hsa-miR-299-5p","1/63",0.53908145594746,0.931698380551569,0,0,1.30718173370503,0.807692685220509,"KLF3","miRTarBase_2017","DOWN"
"hsa-miR-298","2/165",0.600293774437237,0.931698380551569,0,0,0.993408710642397,0.506972346497216,"BDH1;DCTPP1","miRTarBase_2017","DOWN"
"mmu-miR-297b-3p","2/169",0.613346518493488,0.931698380551569,0,0,0.96941653882318,0.473875252604552,"NFKBIA;MYT1L","miRTarBase_2017","DOWN"
"hsa-miR-29a-5p","1/98",0.700576010536798,0.931698380551569,0,0,0.834033346060837,0.296792776313711,"PLAC8","miRTarBase_2017","DOWN"
"hsa-miR-296-3p","2/258",0.825487634305934,0.939798834143462,0,0,0.629519628099174,0.120729900885375,"SLC7A5;ISG20L2","miRTarBase_2017","DOWN"
"mmu-miR-292a-5p","1/146",0.834488709657151,0.939798834143462,0,0,0.556577266922095,0.100704900791308,"RAB27B","miRTarBase_2017","DOWN"
"mmu-miR-290a-5p","1/146",0.834488709657151,0.939798834143462,0,0,0.556577266922095,0.100704900791308,"RAB27B","miRTarBase_2017","DOWN"
"hsa-miR-297","1/190",0.903999267039356,0.9506965678084,0,0,0.426045681189714,0.0429993971721313,"MX2","miRTarBase_2017","DOWN"
"mmu-miR-297a-5p","2/341",0.922465903266775,0.952976403426503,0,0,0.473366001121432,0.038202939206138,"CHD7;TM6SF1","miRTarBase_2017","DOWN"
"mmu-miR-293","9/382",0.0454315622162736,0.999612425242564,0,0,1.99015458330957,6.15265884457938,"KCNK5;LGALS3;TMEM37;SETBP1;LUZP1;MYT1L;DOT1L;CHD7;FHL2","TargetScan_microRNA_2017","DOWN"
"hsa-miR-2964a-5p","21/1825",0.64399482930304,0.999612425242564,0,0,0.937110357650662,0.412389077773584,"FYTTD1;CD74;ENTPD1;GABARAPL1;LUZP1;TNFRSF9;FRMD4B;RUNX3;FSTL4;FOSL2;PIGC;TMEM37;SLC7A5;CDK6;SETBP1;IL2RB;AHRR;CCR5;SGK1;GPLD1;ADAMTS6","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297a","22/1955",0.687384916036475,0.999612425242564,0,0,0.913731631269138,0.342522223562115,"FYTTD1;EGLN3;DOCK4;NRN1;TNFRSF9;CHD7;TMEM97;CXCR6;RUNX3;FSTL4;ZFP36L1;PSMA5;ADAM19;GPRIN3;CDK6;SETBP1;CD8A;WDFY1;EMB;GBP2;GOLGA7;CREB5","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297b-5p","22/1955",0.687384916036475,0.999612425242564,0,0,0.913731631269138,0.342522223562115,"FYTTD1;EGLN3;DOCK4;NRN1;TNFRSF9;CHD7;TMEM97;CXCR6;RUNX3;FSTL4;ZFP36L1;PSMA5;ADAM19;GPRIN3;CDK6;SETBP1;CD8A;WDFY1;EMB;GBP2;GOLGA7;CREB5","TargetScan_microRNA_2017","DOWN"
"mmu-miR-297c","22/1955",0.687384916036475,0.999612425242564,0,0,0.913731631269138,0.342522223562115,"FYTTD1;EGLN3;DOCK4;NRN1;TNFRSF9;CHD7;TMEM97;CXCR6;RUNX3;FSTL4;ZFP36L1;PSMA5;ADAM19;GPRIN3;CDK6;SETBP1;CD8A;WDFY1;EMB;GBP2;GOLGA7;CREB5","TargetScan_microRNA_2017","DOWN"
"hsa-miR-296-3p","21/1950",0.758141561044861,0.999612425242564,0,0,0.870282936626938,0.240968425610897,"CD74;ENTPD1;SERPINE2;DOT1L;FGL2;ISG20L2;BMP7;SLC2A6;FSTL4;GPRIN3;TMEM37;SLC7A5;SETBP1;OSTC;WDFY1;AHRR;NUPR1;LARGE1;ADAMTS6;CCR2;CREB5","TargetScan_microRNA_2017","DOWN"
"mmu-miR-299","18/1884",0.889922051777005,0.999612425242564,0,0,0.763594456933102,0.0890514564053204,"SERPINE2;LUZP1;CHD7;TET2;FRMD4B;LRRC32;NUDT16L1;RUNX3;KLF3;FSTL4;ZFP36L1;GPRIN3;CDK6;BDH1;SETBP1;MAP6;PTPN5;CREB5","TargetScan_microRNA_2017","DOWN"
"mmu-miR-290-3p","15/1739",0.943666297455006,0.999612425242564,0,0,0.685113324349791,0.0397247023953847,"CD274;DOCK4;LUZP1;MYT1L;LAGE3;MRPL32;PLAC8;TMEM37;EHD3;CDK6;SETBP1;IL2RB;PIM2;ATF3;CREB5","TargetScan_microRNA_2017","DOWN"
"mmu-miR-292-3p","15/1739",0.943666297455006,0.999612425242564,0,0,0.685113324349791,0.0397247023953847,"CD274;DOCK4;LUZP1;MYT1L;LAGE3;MRPL32;PLAC8;TMEM37;EHD3;CDK6;SETBP1;IL2RB;PIM2;ATF3;CREB5","TargetScan_microRNA_2017","DOWN"
