"coarse_annot","condition","replicate","set","mean_score","n_cells"
"Stem-like","Scr","rep2","GO: MITOPHAGY",0.110270204398538,112
"Stem-like","Scr","rep2","GO: RIBOSOME BIOGENESIS",0.216597999804547,112
"Stem-like","Scr","rep2","H: APOPTOSIS",0.101248639433632,112
"Stem-like","Scr","rep2","H: FATTY ACID METABOLISM",0.0819923813897353,112
"Stem-like","Scr","rep2","H: GLYCOLYSIS",0.0794588214003685,112
"Stem-like","Scr","rep2","H: HYPOXIA",0.0794972008611289,112
"Stem-like","Scr","rep2","H: IL2 STAT5 SIGNALING",0.0820539020289417,112
"Stem-like","Scr","rep2","H: MTORC1 SIGNALING",0.151456698958379,112
"Stem-like","Scr","rep2","H: MYC TARGETS V1",0.360446448922169,112
"Stem-like","Scr","rep2","H: MYC TARGETS V2",0.12790558052706,112
"Stem-like","Scr","rep2","H: OXIDATIVE PHOSPHORYLATION",0.22801099010088,112
"Stem-like","Scr","rep2","H: REACTIVE OXYGEN SPECIES PATHWAY",0.138472233521351,112
"Stem-like","Scr","rep2","H: TNFA SIGNALING VIA NFKB",0.0510592908149771,112
"Stem-like","Scr","rep2","H: UNFOLDED PROTEIN RESPONSE",0.142759239625145,112
"Stem-like","Scr","rep2","Module1 MetabolicStress Hypoxia",0.0881470353283309,112
"Stem-like","Scr","rep2","Module2 MetabolicResilience OxFitness",0.0481019330809247,112
"Stem-like","Scr","rep2","Module3A MitoOrganization",0.137237542938747,112
"Stem-like","Scr","rep2","Module3B Mitophagy Damage",0.0991571189879461,112
"Stem-like","Scr","rep2","Module3 MitoQualityControl",0.122607803805283,112
"Stem-like","Scr","rep2","Module4 Activation Anabolic",0.207930698668007,112
"Stem-like","miR29a","rep1","GO: AUTOPHAGY",0.100964535206599,115
"Stem-like","miR29a","rep1","GO: MITOCHONDRIAL BIOGENESIS",0.0982590198936706,115
"Stem-like","miR29a","rep1","GO: MITOPHAGY",0.115335849932663,115
"Stem-like","miR29a","rep1","GO: RIBOSOME BIOGENESIS",0.207443884288287,115
"Stem-like","miR29a","rep1","H: APOPTOSIS",0.108485395879815,115
"Stem-like","miR29a","rep1","H: FATTY ACID METABOLISM",0.0731965820787919,115
"Stem-like","miR29a","rep1","H: GLYCOLYSIS",0.0719922634102796,115
"Stem-like","miR29a","rep1","H: HYPOXIA",0.0871040777321263,115
"Stem-like","miR29a","rep1","H: IL2 STAT5 SIGNALING",0.101625495900555,115
"Stem-like","miR29a","rep1","H: MTORC1 SIGNALING",0.148691565183903,115
"Stem-like","miR29a","rep1","H: MYC TARGETS V1",0.329059808907018,115
"Stem-like","miR29a","rep1","H: MYC TARGETS V2",0.110471965235347,115
"Stem-like","miR29a","rep1","H: OXIDATIVE PHOSPHORYLATION",0.205830847601854,115
"Stem-like","miR29a","rep1","H: REACTIVE OXYGEN SPECIES PATHWAY",0.132501173799332,115
"Stem-like","miR29a","rep1","H: TNFA SIGNALING VIA NFKB",0.0582627209272909,115
"Stem-like","miR29a","rep1","H: UNFOLDED PROTEIN RESPONSE",0.145621113627574,115
"Stem-like","miR29a","rep1","Module1 MetabolicStress Hypoxia",0.0868304249483702,115
"Stem-like","miR29a","rep1","Module2 MetabolicResilience OxFitness",0.0449958206991455,115
"Stem-like","miR29a","rep1","Module3A MitoOrganization",0.134908970695092,115
"Stem-like","miR29a","rep1","Module3B Mitophagy Damage",0.096590994394198,115
"Stem-like","miR29a","rep1","Module3 MitoQualityControl",0.122194950072188,115
"Stem-like","miR29a","rep1","Module4 Activation Anabolic",0.201067451948818,115
"Stem-like","miR29a","rep2","GO: AUTOPHAGY",0.0972451655820189,46
"Stem-like","miR29a","rep2","GO: MITOCHONDRIAL BIOGENESIS",0.103172270937146,46
"Stem-like","miR29a","rep2","GO: MITOPHAGY",0.115725054219015,46
"Stem-like","miR29a","rep2","GO: RIBOSOME BIOGENESIS",0.215661760247826,46
"Stem-like","miR29a","rep2","H: APOPTOSIS",0.107520534389617,46
"Stem-like","miR29a","rep2","H: FATTY ACID METABOLISM",0.0821713426684702,46
"Stem-like","miR29a","rep2","H: GLYCOLYSIS",0.0763638886663538,46
"Stem-like","miR29a","rep2","H: HYPOXIA",0.0845986644082539,46
"Stem-like","miR29a","rep2","H: IL2 STAT5 SIGNALING",0.0957228936444235,46
"Stem-like","miR29a","rep2","H: MTORC1 SIGNALING",0.147764110053938,46
"Stem-like","miR29a","rep2","H: MYC TARGETS V1",0.347436837608327,46
"Stem-like","miR29a","rep2","H: MYC TARGETS V2",0.132062045607493,46
"Stem-like","miR29a","rep2","H: OXIDATIVE PHOSPHORYLATION",0.233438560077274,46
"Stem-like","miR29a","rep2","H: REACTIVE OXYGEN SPECIES PATHWAY",0.146478120563864,46
"Stem-like","miR29a","rep2","H: TNFA SIGNALING VIA NFKB",0.0517650610029553,46
"Stem-like","miR29a","rep2","H: UNFOLDED PROTEIN RESPONSE",0.144036751931787,46
"Stem-like","miR29a","rep2","Module1 MetabolicStress Hypoxia",0.0930930865303714,46
"Stem-like","miR29a","rep2","Module2 MetabolicResilience OxFitness",0.0507772042298897,46
"Stem-like","miR29a","rep2","Module3A MitoOrganization",0.12945266627175,46
"Stem-like","miR29a","rep2","Module3B Mitophagy Damage",0.109615827007131,46
"Stem-like","miR29a","rep2","Module3 MitoQualityControl",0.12399616108056,46
"Stem-like","miR29a","rep2","Module4 Activation Anabolic",0.199225826895549,46
