"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.15992088888352,0.936,0.415,0,"0","Neil3"
0,2.07261527893757,0.955,0.429,0,"0","Esco2"
1.18370370413928e-236,2.01832663897705,0.783,0.301,2.62746711207795e-232,"0","E2f7"
4.40734026715508e-206,2.00052962100698,0.728,0.289,9.78297319100414e-202,"0","Mxd3"
2.12058406931143e-286,1.72353123862965,0.906,0.458,4.70706045865057e-282,"0","E2f8"
4.01404911144687e-61,1.68823685187254,0.358,0.132,8.90998481267863e-57,"0","Fry"
1.94616122426418e-121,1.63125991064631,0.589,0.264,4.31989406949919e-117,"0","Zranb3"
2.08565651948024e-84,1.60079775711428,0.446,0.201,4.62953177629028e-80,"0","Syne2"
2.99457443892373e-168,1.59987005859441,0.785,0.384,6.647056882079e-164,"0","Tcf19"
7.24357511888838e-178,1.58534299132629,0.772,0.388,1.60785636913965e-173,"0","Stil"
2.20370822399835e-246,1.57550674781464,0.913,0.523,4.89157114480914e-242,"0","Brca1"
1.20036245756944e-270,1.54961445502454,0.951,0.59,2.66444454706688e-266,"0","Brip1"
2.49406269998172e-88,1.5399137503066,0.479,0.215,5.53607097514943e-84,"0","Mybl1"
8.0232974324363e-112,1.49310877163104,0.581,0.27,1.78093133107789e-107,"0","Cdca5"
2.04219640298894e-147,1.48753263685985,0.74,0.371,4.53306335571455e-143,"0","Rad54b"
4.64242228391747e-73,1.48331193262494,0.502,0.244,1.03047847436116e-68,"0","Cntrob"
1.26941954254717e-51,1.48061356283185,0.287,0.119,2.81773055859195e-47,"0","Rtkn2"
2.73757508905537e-107,1.4717693356652,0.656,0.331,6.07659542517619e-103,"0","Kif24"
9.97350556633891e-319,1.46073350732539,0.991,0.705,2.21381903056025e-314,"0","Clspn"
4.48475802218858e-40,1.45722611355308,0.262,0.113,9.954817381852e-36,"0","H2bc15"
3.08006888326126e-54,1.73002463143952,0.328,0.123,6.83682890017501e-50,"1","Pif1"
2.74255919459811e-66,1.19978501734688,0.559,0.326,6.08765864424942e-62,"1","Cdc25b"
2.55939319383868e-29,1.14131128139374,0.305,0.154,5.68108507236372e-25,"1","Tnfaip8l1"
7.08953537242837e-39,1.09960313401339,0.42,0.244,1.57366416661793e-34,"1","Gas2l3"
1.90749938589125e-30,1.04047737482567,0.316,0.166,4.23407638686281e-26,"1","Fam83d"
4.64503856546884e-31,1.03271567019303,0.629,0.611,1.03105921037712e-26,"1","Cenpf"
1.81644950336377e-30,1.01024775563675,0.418,0.252,4.03197296261656e-26,"1","Troap"
2.22732662763057e-26,1.00602690096058,0.707,0.768,4.94399691535157e-22,"1","Ube2c"
1.9718898160505e-22,0.988229054583251,0.35,0.202,4.3770038246873e-18,"1","Sapcd2"
4.2169218608354e-19,0.888239376587229,0.325,0.197,9.36030145449633e-15,"1","Rapgef5"
4.33951142347349e-95,0.882595158725663,0.839,0.558,9.63241350668412e-91,"1","Igfbp4"
6.94905051158145e-44,0.866723837350869,0.63,0.471,1.54248074205573e-39,"1","Kpna2"
1.56945157460177e-98,0.837340432195953,0.886,0.659,3.48371166014355e-94,"1","Enah"
2.00747589477686e-22,0.831798880146993,0.598,0.549,4.45599424363619e-18,"1","Aspm"
2.47221752453316e-41,0.824260992570589,0.595,0.352,5.48758123920624e-37,"1","Pmepa1"
3.5346526863456e-26,0.823218129199674,0.582,0.477,7.84586856788133e-22,"1","Aurka"
1.06284056115064e-46,0.814484902563725,0.507,0.307,2.35918719358607e-42,"1","Mical3"
1.63170198123264e-18,0.814048014341861,0.519,0.405,3.62188888774208e-14,"1","Pimreg"
7.66326683669472e-52,0.81171552827417,0.988,0.958,1.70101533974113e-47,"1","Arl6ip1"
1.33200488737732e-33,0.801337400695672,0.396,0.215,2.95665124851143e-29,"1","Rgcc"
0,3.45598075723077,0.697,0.048,0,"2","Gm44174"
