"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Setbp1",52.7365712154721,-0.00294638917491375,0.0195950006788949,8.76109958118932e-06,0.055159882963168
"Mrpl15",43.2644186022561,-3.45104372720315e-05,0.0195945544002347,0.959272147580933,0.999994695744971
"Lypla1",36.2710300175419,0.000395695974578478,0.0195963493993934,0.524459363900887,0.999994695744971
"Tcea1",129.29724501492,0.000924302698675177,0.0195820028255236,0.342108580841665,0.999994695744971
"Atp6v1h",62.980041329567,0.000259992102409563,0.0195908467996537,0.737467102947265,0.999994695744971
"4732440D04Rik",29.3539299070104,-0.000141893857887797,0.0195980446667168,0.801993916558657,0.999994695744971
"Rb1cc1",106.223110175949,0.000622306271225404,0.0195837028168189,0.507172058350446,0.999994695744971
"Pcmtd1",49.2898142931545,-1.59716314299209e-05,0.0195930219057425,0.982271174515978,0.999994695744971
"Rrs1",84.2666700390859,0.000545806184590927,0.0195868087455415,0.5310479241604,0.999994695744971
"Mybl1",62.7266543926844,1.07563008557895e-06,0.0195908641794144,0.998892855976193,0.999994695744971
"Vcpip1",69.2636668860005,-0.000347666912466406,0.0195894484272516,0.667783656917165,0.999994695744971
"Snhg6",138.401336240206,-0.00175348343302431,0.0195843276245299,0.05805908922204,0.999994695744971
"Cops5",65.154238186524,2.2221921968145e-05,0.0195900754025873,0.977694604663977,0.999994695744971
"Cspp1",87.9525899537108,-0.00016258139788697,0.0195861723142717,0.854317932743032,0.999994695744971
"Arfgef1",115.41789820349,0.000427719835415891,0.0195835805390335,0.64937542623258,0.999994695744971
"Ncoa2",85.6103502289577,-0.000188005071758026,0.019586984167283,0.828404996348948,0.999994695744971
"Tram1",112.256682943515,0.000719395389567257,0.0195840844259018,0.439352835999564,0.999994695744971
"Lactb2",18.645806274827,-0.000141081921187512,0.0196003565103663,0.768467905321355,0.999994695744971
"Terf1",77.1764885669043,0.000477930734762545,0.019588904683541,0.561454177344592,0.999994695744971
"Rpl7",2064.58452368043,0.000582506735866041,0.0195536591748584,0.683920070935623,0.999994695744971
"Ube2w",44.7505217138483,-9.72149078232592e-05,0.0195941302133119,0.887623885907519,0.999994695744971
"Eloc",216.726221844109,0.00077370219970978,0.0195751823966065,0.482222658285923,0.999994695744971
"Tmem70",21.4119884393793,-8.61317523418152e-05,0.0195995943808974,0.865738035936736,0.999994695744971
"Mcm3",147.753169781581,0.000613965745378428,0.0195802567723547,0.542181099657356,0.999994695744971
"Kcnq5",152.744629630123,8.53810065086489e-05,0.0195860624137697,0.92339128792101,0.999994695744971
"Smap1",60.7482555669569,-1.66313188298714e-05,0.0195907277451305,0.982958110447324,0.999994695744971
"Lmbrd1",19.8913666491553,-0.000127630082832532,0.019600240068608,0.792005888788993,0.999994695744971
"Phf3",125.60538588142,0.00044418725333242,0.0195817887011154,0.649439509390227,0.999994695744971
"Prim2",32.8935312217903,-0.000134448490006594,0.0195970047572383,0.822902354956229,0.999994695744971
"Zfp451",58.8312398144651,-0.000230078709517574,0.0195918727337579,0.758808384715559,0.999994695744971
"Ccdc115",41.0437744692187,0.000314793752486968,0.0195948392717996,0.637209655090351,0.999994695744971
"Imp4",39.7148873281812,4.03635735255199e-05,0.0195953062890057,0.950762934212371,0.999994695744971
"Ptpn18",235.414499531745,0.000426000051344578,0.0195722317995004,0.711519116296167,0.999994695744971
"Fam168b",65.9883235488092,-8.04788137641694e-05,0.0195901456407699,0.919171127937604,0.999994695744971
"Uggt1",71.1808128917065,0.00127900598703924,0.0195892817487026,0.1161478267195,0.999994695744971
"Arid5a",35.2604426344554,-0.000656842804561506,0.0195960640561079,0.297589899198361,0.999994695744971
"Kansl3",33.8945532014675,0.000349801913079902,0.0195966457779097,0.567797602383969,0.999994695744971
"Cox5b",233.087685618537,0.000397463865931157,0.0195743046654655,0.72182087697251,0.999994695744971
"Zap70",35.9005003824696,-6.15848067637665e-05,0.0195960488596747,0.922259647392811,0.999994695744971
"Tmem131",53.6099817379833,0.000203952908078523,0.0195921456376114,0.783468295182495,0.999994695744971
"Inpp4a",13.7586318754795,-0.00010237560964217,0.0196019837894855,0.801578121475056,0.999994695744971
"Coa5",25.8223992413886,-0.000272812445593689,0.019598511785935,0.619527039176231,0.999994695744971
