"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Nkg7",2414.82453907123,-1.27871244913745,0.124262230601269,2.92501509831695e-26,3.41407762275555e-22
"Eomes",4739.27255769059,-1.22878472088058,0.122800305470264,2.77598242655748e-25,1.62006334413895e-21
"Serpina3f",604.413616097848,-1.8259285923567,0.202684979590008,1.74875493985903e-20,6.80382255267822e-17
"Crip1",10564.0791871006,1.06362010905378,0.127742255962454,1.20231091616321e-19,3.50834325336426e-16
"Asb2",2751.24845973889,-1.07081846557536,0.132659615994985,1.08692744880055e-18,2.53732343648001e-15
"Zfp608",1766.7802365459,-1.30775770656895,0.156361103483808,1.95229174457841e-18,3.79785820711987e-15
"Nfkbia",16496.9166398161,-0.684826601370497,0.0941088155501685,3.22849803554291e-15,5.38328986726527e-12
"Ccr5",316.885925126172,-1.93903228529321,0.267464935604321,2.14618104369836e-14,3.13127814275591e-11
"Gbp2b",13070.3174676999,-0.650878658410213,0.0947141023136406,8.08775781857965e-14,1.04889232509402e-10
"Gbp2",9365.40492879174,-0.705423331361155,0.107651328648142,3.71728291200463e-13,4.3388126148918e-10
"Cdkn1a",25355.309096562,-0.730109376609968,0.112641108310302,4.2959484022435e-13,4.55839179554419e-10
"Ms4a4c",2279.42958481963,-0.956557961972655,0.154885348927607,5.65395118255637e-13,5.49940985023316e-10
"Fgl2",385.615471413708,-1.47561511742961,0.231615707133026,7.4830126339048e-12,6.7185941125336e-09
"Lta",13242.6421695908,-0.635350143329988,0.104718751698876,1.5948318275875e-11,1.32963407797152e-08
"Tmem108",1186.52668610834,0.899451892346806,0.164642314210889,4.9019863776485e-11,3.81439899999422e-08
"Gm19585",5557.11996589496,-0.753185889692595,0.134719238055594,7.3114877780845e-11,5.33373033411264e-08
"Slc24a3",286.382213535191,-1.65569248479422,0.279439825988686,1.37693453608525e-10,8.92865550288166e-08
"Erp29",11456.3714189156,-0.753912021813411,0.137479319136626,1.31937521512239e-10,8.92865550288166e-08
"Lsamp",4452.57641739411,0.618419898585336,0.111126920454799,3.13972240010604e-10,1.92878104494935e-07
"Egln3",5076.74899472741,-0.734634992566799,0.137373133677964,3.40735213513113e-10,1.98853070606253e-07
"Xbp1",31780.9609255022,-0.629752813773983,0.115344192250947,5.11355749036129e-10,2.84216395369033e-07
"Tgm2",730.381713622875,-1.04369139611413,0.208899731893589,8.14887830835998e-10,4.13537859196425e-07
"Gm4951",18767.9513762572,-0.602043955416609,0.111266102124081,7.85667488302934e-10,4.13537859196425e-07
"Lrrc32",1621.63282380383,-0.826443412145992,0.166126927587728,1.05244676919859e-09,5.11839945420247e-07
"Tgtp1",2345.11614002073,-0.698505885882306,0.134923575106238,1.20474681590957e-09,5.47829150853568e-07
"Serpina3g",8473.42246106565,-1.67911820261587,0.305352739439773,1.22031853342981e-09,5.47829150853568e-07
"Samd3",130.505853258846,-2.00247099244902,0.377131935732538,1.89623808572205e-09,7.90460390590993e-07
"Tdg",3482.50833780523,-0.706791660329629,0.139386655966714,1.89225302016429e-09,7.90460390590993e-07
"Ctnna2",186.862773647889,-1.76227362780638,0.332571626358245,3.04086069746012e-09,1.22389400209498e-06
"Itgb3",4927.18200914994,-0.683406463523463,0.136808949263977,3.42071173068786e-09,1.28795313937383e-06
"C1qtnf6",289.235719832477,-1.67282031756934,0.316890518634218,3.34331958448284e-09,1.28795313937383e-06
"Actn1",642.036181898659,1.21935900537609,0.250913133086854,4.3777561384788e-09,1.59678655151014e-06
"Gm4841",1408.99320854943,-0.77677361689206,0.16328590673268,4.56242023320864e-09,1.61371421097004e-06
"Lilrb4b",630.44497008704,-1.2491498651514,0.259246770851939,6.25563433135546e-09,2.14752246810532e-06
"Crmp1",402.123471291483,1.31063199971814,0.272030559107985,8.65854945411301e-09,2.88750254938306e-06
"Gimap1os",3088.30168237627,-0.64081374765078,0.132529783353283,1.03571252886282e-08,3.35801017691302e-06
"Serpine2",1055.43884162569,-0.757835145142791,0.167257722759641,1.52367387540901e-08,4.80657337129026e-06
"Gbp10",2501.62647799158,-0.627092202407077,0.132379762135286,1.77764432147832e-08,5.46017487376184e-06
"Slc2a6",286.967423109383,-1.52733767201539,0.324882706405935,2.83288310403804e-08,8.06473453422733e-06
"Cpe",801.659344479336,-0.857850880180294,0.201458430182245,2.83214920353036e-08,8.06473453422733e-06
"Rassf3",3172.96144394426,0.66888396472653,0.14648599399936,2.74837066924541e-08,8.06473453422733e-06
"Ifi30",1723.56341319029,-0.819804962366092,0.191122464264802,2.92887424745908e-08,8.13948100389105e-06
"Gm50237",2720.36030093285,-0.705248481376957,0.158514023399937,3.3585873981102e-08,9.11661211877726e-06
"Pim2",8251.32497714872,-0.503594413824985,0.107544695639871,3.57315241511459e-08,9.4785988611858e-06
"Gramd3",4771.73212429523,-0.556908104676363,0.119857398664306,3.74935177685085e-08,9.72498531986735e-06
"Gcnt2",109.073810718909,-1.88098687280398,0.414378802874481,4.23178284152987e-08,1.07376889839862e-05
"Fasl",250.667836970501,-1.61066199748451,0.351592162904142,4.73150851430303e-08,1.14219327985144e-05
"Sell",14615.2323331916,-0.490419478363205,0.106363678402412,4.99073485884368e-08,1.14219327985144e-05
"Ung",1198.16896188347,-0.787278850730825,0.186618585273492,4.79367678022334e-08,1.14219327985144e-05
"Fbln2",630.063829876775,-1.14511526299631,0.271567240807978,4.83877988308419e-08,1.14219327985144e-05
"Flna",6351.1453088759,0.543648623190926,0.118394565907002,4.94280993158346e-08,1.14219327985144e-05
"Tap1",12174.6054632764,-0.526980591893069,0.115150143768901,5.4948575591335e-08,1.23338418135012e-05
"Gimap7",17437.201687423,-0.558533536325496,0.123537256246634,6.38444847497987e-08,1.40602419999934e-05
"Gpr171",4547.29381472232,-0.610480464810568,0.13808588569945,7.5780282930085e-08,1.60946036359283e-05
"Large1",2833.60173637606,-0.638103364625248,0.145779110904192,7.5839890333795e-08,1.60946036359283e-05
"Gpld1",311.722135070982,-1.43195566938843,0.328958566089114,7.81161271001513e-08,1.62816327770172e-05
"Ybx3",17013.1836672967,-0.520686030286351,0.116886598862085,9.3445374167387e-08,1.89130805522208e-05
"ENSMUSG00000121513",172.620688928214,-1.55520219278628,0.35728416129864,9.39820658009603e-08,1.89130805522208e-05
"Id3",7046.69933560116,-0.469851029444635,0.105249273070548,9.613125320003e-08,1.90176947008602e-05
"Ccr2",212.241814547149,-1.40953490075425,0.332845892331286,1.0946047859405e-07,2.12937117691626e-05
"Emp3",9278.45317253549,0.566399298317815,0.129987098456956,1.21573694451192e-07,2.32624288792511e-05
"Snhg6",3751.47739264638,-0.606559048787322,0.141266339408341,1.28705250774901e-07,2.42298014039459e-05
"Dock4",1054.92992720904,-0.716166393483209,0.175196005303143,1.32378921530105e-07,2.45258217793554e-05
"Tmem254",1258.73970230204,-0.81323064668905,0.207422001346149,1.3915068858614e-07,2.53776068308972e-05
"Rasgrp2",2819.74352431718,0.718027346590914,0.177705878449431,1.56317308871202e-07,2.8069778909918e-05
"Cd8a",1212.22288269292,-0.742882977979771,0.186721104781025,1.66418676219252e-07,2.94308907398652e-05
"Bak1",2522.9016481965,-0.644533160812885,0.155275376045945,1.74934277660394e-07,3.04751177440615e-05
"Phf10",4714.32962602012,-0.570691371624192,0.134429220328474,1.85593400271619e-07,3.13948719995702e-05
"Cd274",2400.34582241476,-0.583970113104318,0.137951493050978,1.83138918275487e-07,3.13948719995702e-05
"Creb5",286.753059233036,-1.21606354752719,0.317742128758863,2.51884526303789e-07,4.1999945585969e-05
"Tspan31",3173.49838185687,-0.610260211880334,0.1489976972592,2.66458825727605e-07,4.38043297731352e-05
"Fhit",2630.45070282852,-0.568863651312288,0.137211292770046,2.72904894405412e-07,4.42409156597218e-05
"Morrbid",2461.43933414818,0.529334575229193,0.12746874457636,3.05520259976149e-07,4.88497599238577e-05
"Gm40630",954.391143676045,-0.823084839297053,0.223943653754715,3.34763508958673e-07,5.28021577914275e-05
"Dnah8",10067.3049921653,0.553699421850665,0.135125892751677,3.46923290428722e-07,5.39905152784539e-05
"Vim",91554.1942530211,0.505397933685743,0.124138281659888,4.40549770332567e-07,6.76591699910753e-05
"Selp",155.139091017378,-1.46233646628706,0.389982821615821,4.61878542048079e-07,7.001358886734e-05
