"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Klrk1",1861.85938610849,-1.6661484389745,0.149047567415092,9.04664372947719e-30,1.09600088782616e-25
"Ly6c2",998.243235038047,-2.0909936253427,0.200083101639862,1.02914174400481e-26,6.23402611430916e-23
"Eomes",5254.8156277446,-1.30424104875592,0.126494305927714,6.27126251993322e-26,2.53254484763303e-22
"Nkg7",2727.51025057613,-1.42443256288589,0.138860045281593,1.71713299896853e-25,5.20076657062595e-22
"Ifi202b",577.118151220997,-1.85375057759613,0.198366908626015,1.0967174517693e-21,2.65734638563701e-18
"Tmem108",1163.90249067956,1.2875160373078,0.151629116040435,1.39871406898209e-18,2.82423682428634e-15
"Ms4a4c",2447.56919319978,-0.943263272730709,0.12478071351881,9.20783454654979e-17,1.59361307902072e-13
"Ccr5",369.503984306083,-2.12765287062598,0.270025212005321,1.83369598351756e-16,2.77690335503941e-13
"P2rx7",3779.03563703948,0.802010497835117,0.113457644366507,2.24247913234753e-15,2.71676346883903e-12
"Mx1",604.074930420403,-1.47134323687915,0.191837109200021,2.08730301835804e-15,2.71676346883903e-12
"Serpina3f",559.599203086108,-1.59328582267533,0.211203255687755,6.17656337384761e-15,6.80264229765126e-12
"Fgl2",430.550739695847,-1.59742588472648,0.220233569287676,5.18498419798049e-14,5.2346736298778e-11
"Gramd3",5368.51289111158,-0.709329422191774,0.107629869403182,1.1889487754293e-13,1.108008801102e-10
"Slc24a3",368.450426109309,-1.9613709435931,0.282013706374111,2.71878403444673e-13,2.35271918409444e-10
"Iigp1",30231.7174944283,-0.623187223245051,0.0948516150748322,4.10887019845878e-13,3.31859749695521e-10
"Crip1",12280.6529329175,0.649628488216261,0.106431147188631,5.85707760126476e-12,4.43490594620766e-09
"Plac8",6118.692951646,-0.588376233340188,0.0992927761210768,4.03539600001523e-11,2.87581309059909e-08
"Lta",13623.1332397286,-0.56543646383268,0.100059460935076,2.65682408733279e-10,1.78819021211315e-07
"Fasl",295.815032110606,-1.86130858342601,0.316524095817441,2.82799823567133e-10,1.80322098027148e-07
"Ccr2",266.662307445997,-1.76395601517284,0.304363819266803,5.02755482827639e-10,3.04544133722842e-07
"Fos",1132.57545395202,0.90851990748566,0.180820140164951,1.00645462771647e-09,5.80628467370714e-07
"Adam19",5037.38902061033,-0.580774750961261,0.109325573885507,1.36451276928616e-09,7.51412372722811e-07
"Samd3",142.365442836589,-2.08730092410953,0.38124041864141,1.47737913890577e-09,7.78193402949712e-07
"Trat1",3285.60936538479,0.764199032689445,0.157033288568979,2.47996230714824e-09,1.21982129422237e-06
"Gm4951",18737.5847829996,-0.48791443556355,0.0910455357022714,2.51717146971186e-09,1.21982129422237e-06
"Tnfrsf9",1286.86456609141,-0.758090405552112,0.157970977440698,3.59679131958888e-09,1.67596641680074e-06
"Dock4",1141.64118452811,-0.766231534047198,0.165449878340653,7.94565589510862e-09,3.5652452284904e-06
"Lrrc32",1644.03856694082,-0.745595017932677,0.160587355170701,8.26744309247586e-09,3.57714546661947e-06
"Slfn1",23498.8327192268,-0.438682045221094,0.0865971105513402,1.04965185839609e-08,4.38501112567884e-06
"Gzmc",488.444672364535,-1.31418451195218,0.266911027083168,1.40100834639992e-08,5.65773870554501e-06
"Gbp2",9116.46537233162,-0.503360446861306,0.101850454385244,1.64196714943105e-08,6.41691355334102e-06
"Ccn3",668.301187784101,-1.10687191385654,0.240607791304741,1.99883703718004e-08,7.33815475922307e-06
"Gm50237",2663.54283167964,-0.598872912076733,0.126843828007572,1.94769856996727e-08,7.33815475922307e-06
"Fhl2",448.065675566784,-1.30666563400571,0.271713561202532,2.18535758971179e-08,7.78694329392893e-06
"C1qtnf6",291.561388361966,-1.61650784343157,0.325609250031934,2.43750960382336e-08,8.43726538580572e-06
"Nfkbia",15730.3745544645,-0.431807664305678,0.0898309011401448,3.15672625702505e-08,1.0623260723294e-05
"Gpld1",320.516888815393,-1.45200762298926,0.304920372695261,4.14887517411448e-08,1.35242293590988e-05
"Itgb7",6382.62136981763,0.598146111412526,0.131648081904907,4.24201993929637e-08,1.35242293590988e-05
"Pim2",8708.01660098116,-0.495552657679213,0.105001257179464,4.42053852094485e-08,1.37320062003197e-05
"Cpe",826.041063760145,-0.805735079560496,0.198841839138648,9.49026227278132e-08,2.87436318586864e-05
"Gm4841",1422.72183396538,-0.668179981179568,0.160349962180855,1.1017076100029e-07,3.2344306158231e-05
"Setbp1",15166.1411520636,-0.433296741337629,0.0964246015595899,1.12130487713223e-07,3.2344306158231e-05
"Gprin3",9610.06232747851,-0.482925883012888,0.10877144940138,1.38742992806902e-07,3.90422846530696e-05
"Phf10",5001.69134427398,-0.575045019039383,0.134028020028183,1.41796163824603e-07,3.90422846530696e-05
"Snhg6",3864.89472725732,-0.552639524464942,0.1300839477396,1.95864906583803e-07,5.27311854058394e-05
"Rassf3",3483.4092529731,0.544908981882528,0.128203492879273,2.05002955903579e-07,5.39915393646055e-05
"Gm40630",1011.65280177325,-0.853062899061402,0.225262132552739,2.55436652332815e-07,6.58428732555756e-05
"Nupr1",269.827199217242,-1.29027286005402,0.321722822689485,3.3449148161024e-07,8.4424256243918e-05
"Tmem37",310.460360161746,-1.19932812999109,0.309840902629716,4.0559566610285e-07,0.000100281459078286
"Fcmr",980.893004277238,-0.852241183523135,0.236301065251441,4.84559930877854e-07,0.000117408871251704
"Tnp2",1000.88316899952,-0.661464417703442,0.176233866259983,5.18179371309928e-07,0.000123093001635682
"Gm20275",2633.69449270566,-0.4924988681894,0.121627820167411,5.35699483903292e-07,0.000124807677836315
"Gpr171",4643.83285418236,-0.526123543084783,0.133181861309706,6.38560360342308e-07,0.000145965259727303
"Il18rap",617.511447400928,-0.981965157778741,0.277293080426244,6.72551560945955e-07,0.000150888188164079
"Egln3",4835.76468285445,-0.49707102313723,0.126527377227224,7.79865624972813e-07,0.000171783128119011
"Klf2",7167.94184002559,0.597857914309219,0.161772485103959,9.20883914494709e-07,0.000199223368287561
"Creb5",301.378054153538,-1.17699339812699,0.338366812550778,1.14164166504478e-06,0.000242648925824869
"Trim30a",14530.4801038472,-0.380622592158562,0.101302024682406,1.21674333749807e-06,0.000254152509203261
"Lilrb4b",594.923366950118,-0.981113011928935,0.297808343154627,1.39628811109125e-06,0.000286712380777467
"9630013D21Rik",1007.56241161579,0.632499725783676,0.182850484716995,1.52262932275608e-06,0.000302404167953933
