"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Serpina3g",1260.36067851355,-1.73597524831833,0.182029990105355,1.37044596040269e-22,1.28246332974484e-18
"Gzmb",3744.95612586204,-1.16612548648556,0.145715883890326,1.19158355170247e-16,5.57541943841587e-13
"Ly6c1",186.103736959106,-2.03634031627708,0.300969681032488,5.99221748815017e-13,1.86917237513698e-09
"Ccl5",1188.77813007555,1.08545099445552,0.178921826410248,3.86542587495387e-11,9.04316383445457e-08
"P2ry14",235.620032369279,-1.56406708003214,0.273755262668834,7.93351589287422e-10,1.48483683451034e-06
"Ifi202b",156.698666980883,-1.78783431026139,0.319466987538135,1.18863696997134e-09,1.85387746083196e-06
"Eomes",680.889587770835,-1.01249595402733,0.193064549259806,1.58418009636896e-09,2.11782247740296e-06
"Tcf7",1498.25230446363,0.900019420799625,0.199166964631314,1.80162179035718e-08,2.10744708927031e-05
"P2rx7",827.590376831643,0.818870914851023,0.199476143973701,6.53604176957222e-08,6.79603098662853e-05
"Plac8",1532.5071741686,-0.669789921944599,0.187784418379833,4.71089913922997e-07,0.000440845941449141
"Ly6a",7327.79007277409,-1.35911765220073,0.360830218421035,7.48452869759336e-07,0.00063672926865526
"Il12rb2",1274.41798301768,-0.6816746113868,0.213659326003068,1.59057705493166e-06,0.00124038500667087
"Iigp1",7859.44105334075,-0.495096800205682,0.142832346035558,2.50669292223451e-06,0.00180443325894389
"Klrk1",336.071581248462,-0.873459579956841,0.307621596780128,3.80985444223057e-06,0.00254661556217098
"Xdh",310.344193537568,-1.01467444424248,0.378737931266033,5.42110108180093e-06,0.00338204426156621
"Hspa5",5714.89912639616,-0.500563264691261,0.16960578006153,8.24047968570444e-06,0.00453614169993072
"Ybx3",1095.27157331302,-0.63404658855906,0.243931660652465,8.1087693526328e-06,0.00453614169993072
"ENSMUSG00000121513",65.1357570458405,-1.35072721156011,0.836388071828204,1.11404327429403e-05,0.00579178720046861
"Akr1c18",1237.1278923415,-0.477034602016884,0.184826191350905,2.01991332311009e-05,0.00994860467245486
"Ms4a4c",572.076781861804,-0.580142686222988,0.275290669486047,2.53660778919384e-05,0.011868787845638
"Ctnna2",98.4450245003152,-1.07878162265408,0.721651554105137,2.69586271762171e-05,0.0120132777673828
"Psma5",2679.88747777323,-0.454980733837323,0.191255698121235,3.33164168631344e-05,0.0129906262085505
"Nkg7",726.052801065935,-0.513615817192799,0.237854492575819,3.15593758213693e-05,0.0129906262085505
