miRNA,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,sig
mmu-miR-466h-3p,14.579147105446,1.00539263898775,1.29948495018585,0.773685481193119,0.439116807914299,0.91579856085954,Tex_vs_Teff,FALSE
mmu-miR-466i-5p,3052.51758285121,-0.431984419054906,0.566036606768151,-0.763173995974163,0.445359634886431,0.91579856085954,Tex_vs_Teff,FALSE
mmu-miR-652-3p,18.4844522271473,-1.1779716059574,1.39915967978379,-0.841913630715426,0.399836300014352,0.91579856085954,Tex_vs_Teff,FALSE
mmu-miR-669l-5p,9.90765013316299,-1.35431455184059,1.8212707791355,-0.743609663843311,0.457112655084297,0.91579856085954,Tex_vs_Teff,FALSE
mmu-miR-7238-3p,2.70309231330453,-2.59578733948366,3.18945179917514,-0.813866301461266,0.4157215475591,0.91579856085954,Tex_vs_Teff,FALSE
mmu-miR-6236,91.0745898374707,0.633615894817033,0.965539820157724,0.656229687879191,0.511676349840978,0.930320636074506,Tex_vs_Teff,FALSE
mmu-miR-130b-5p,1.12670762554738,-3.01081302844738,4.83889102552258,-0.622211372929652,0.533802888722599,0.956064875324058,Tex_vs_Teff,FALSE
mmu-let-7a-5p,353.672162670212,0.0467979473055194,0.46386182634486,0.100887688202925,0.91963961663001,1,Tex_vs_Teff,FALSE
mmu-let-7f-5p,160.321749811471,-0.13435339324024,0.544493516606971,-0.246749298462667,0.805102251250634,1,Tex_vs_Teff,FALSE
mmu-let-7i-3p,72.0681611232096,0.269608949681425,0.938043172987228,0.287416355073346,0.773793539723819,1,Tex_vs_Teff,FALSE
mmu-let-7i-5p,154.851590467119,-0.285098122600872,1.21850259170222,-0.233974161846137,0.815005037823051,1,Tex_vs_Teff,FALSE
mmu-miR-101c,5.73517579417097,0,3.57680845272471,0,1,1,Tex_vs_Teff,FALSE
mmu-miR-106a-5p,9.15849860926849,-0.709585005087607,1.89750467495097,-0.373956920609928,0.708436367021558,1,Tex_vs_Teff,FALSE
mmu-miR-106b-3p,4.97451437391345,-0.130392920374484,2.19170638044728,-0.0594937905632568,0.952558811131269,1,Tex_vs_Teff,FALSE
mmu-miR-106b-5p,28.7896540111918,-0.0299724421277452,1.2556407891595,-0.023870236126853,0.980956115645515,1,Tex_vs_Teff,FALSE
mmu-miR-107-3p,1.09244483117467,0,4.9975798104491,0,1,1,Tex_vs_Teff,FALSE
mmu-miR-130b-3p,7.84790359060212,-0.638677970324745,2.0451605997083,-0.312287441101613,0.75482208368512,1,Tex_vs_Teff,FALSE
mmu-miR-140-3p,54.886368005526,0.348033286650802,0.610013212715285,0.57053401368413,0.568315559180247,1,Tex_vs_Teff,FALSE
mmu-miR-142a-5p,252.38102502243,-0.191133491761144,0.585743057717782,-0.326309444461627,0.744190243318522,1,Tex_vs_Teff,FALSE
mmu-miR-155-3p,3.48980296896455,1.02768193034769,3.07215711091044,0.334514770321475,0.737991147123059,1,Tex_vs_Teff,FALSE
mmu-miR-15a-5p,74.3290686410287,-0.35201211451197,0.706745545057401,-0.498074755438862,0.618431353011162,1,Tex_vs_Teff,FALSE
mmu-miR-182-5p,40.8654695157593,-0.361818753520842,0.907441613085162,-0.398724004171149,0.690096578732742,1,Tex_vs_Teff,FALSE
mmu-miR-1839-5p,6.61825986431579,-0.751480309500559,1.63446467096989,-0.459771522044972,0.645680226157153,1,Tex_vs_Teff,FALSE
mmu-miR-185-5p,9.51549757839,-0.46593402569977,1.71007860695602,-0.272463513551078,0.785265642332126,1,Tex_vs_Teff,FALSE
mmu-miR-18a-5p,22.5428684639595,0.0499627524087131,1.16144547158831,0.0430177340485798,0.965687397212227,1,Tex_vs_Teff,FALSE
mmu-miR-193a-3p,1.15465554800766,0,4.9975798104491,0,1,1,Tex_vs_Teff,FALSE
mmu-miR-20a-5p,94.4444451862067,-0.082368355420664,1.02463024047096,-0.0803883705235993,0.935928375948195,1,Tex_vs_Teff,FALSE
mmu-miR-21a-3p,6.88102498624933,-0.523770380953781,2.02888977829094,-0.258156153457969,0.796286395659018,1,Tex_vs_Teff,FALSE
mmu-miR-222-3p,0.848169290717151,0,4.9975798104491,0,1,1,Tex_vs_Teff,FALSE
mmu-miR-24-3p,3985.21761766741,-0.489344602801869,1.0220797301462,-0.478773414997548,0.632099831351951,1,Tex_vs_Teff,FALSE
mmu-miR-25-3p,742.958270402314,0.0516883368109476,0.656523779426867,0.0787303345753455,0.937247116859637,1,Tex_vs_Teff,FALSE
mmu-miR-29b-3p,74.1760443246739,0.0418585869774545,0.755073339989978,0.0554364520114167,0.955790755969644,1,Tex_vs_Teff,FALSE
mmu-miR-30c-5p,48.5859926755706,-0.387813614988878,0.809194614113237,-0.479258769429486,0.631754549915249,1,Tex_vs_Teff,FALSE
mmu-miR-30e-3p,3.30410492829407,-0.553208210050314,2.18511959939883,-0.253170677798374,0.800136324269571,1,Tex_vs_Teff,FALSE
mmu-miR-324-5p,3.95745928822837,-0.944615513727151,2.06556317937146,-0.457316204684959,0.647443783938726,1,Tex_vs_Teff,FALSE
mmu-miR-326-3p,2.12317497146395,0,4.16980874409882,0,1,1,Tex_vs_Teff,FALSE
mmu-miR-33-5p,42.002853339889,-0.167832709617803,1.31035938666171,-0.1280814342433,0.898084528353836,1,Tex_vs_Teff,FALSE
mmu-miR-342-5p,2.26021478833268,0.432401979757778,3.02065787802073,0.143148280016771,0.886173075599915,1,Tex_vs_Teff,FALSE
mmu-miR-345-5p,0.840747909532342,0,4.9975798104491,0,1,1,Tex_vs_Teff,FALSE
mmu-miR-3473a,8.49817048111529,0.60089737546566,2.50461986797431,0.239915598829636,0.810395687858963,1,Tex_vs_Teff,FALSE
mmu-miR-34a-3p,3.49506837955771,-1.00578590382262,2.97269504082993,-0.338341434290489,0.735105902841024,1,Tex_vs_Teff,FALSE
mmu-miR-34a-5p,161.128281438445,-0.399816629020064,1.11960579150444,-0.357104823906656,0.721013333309308,1,Tex_vs_Teff,FALSE
mmu-miR-3960,3.2525746342195,-0.545233087285744,2.54586561794006,-0.214164126905845,0.83041906962594,1,Tex_vs_Teff,FALSE
mmu-miR-3963,4.10209890512955,-1.00375435467563,2.9091781649806,-0.345030210510439,0.730071659017583,1,Tex_vs_Teff,FALSE
mmu-miR-423-5p,30.6538925163822,-0.131596497430101,0.870496316681712,-0.151174100232543,0.879838380488352,1,Tex_vs_Teff,FALSE
mmu-miR-425-5p,5.64578599819588,0.844318279351155,2.68330961241483,0.314655556498124,0.753023192091624,1,Tex_vs_Teff,FALSE
mmu-miR-466f-3p,289.007689969771,0.121899533632571,0.651892714467663,0.18699324432873,0.851665929767808,1,Tex_vs_Teff,FALSE
mmu-miR-484,50.6789709505114,0.323010569656182,0.672783566463402,0.480110671183811,0.631148700711151,1,Tex_vs_Teff,FALSE
mmu-miR-574-5p,1.9611242667781,0,4.26992244579079,0,1,1,Tex_vs_Teff,FALSE
mmu-miR-664-3p,8.56171306566308,0,3.35226091137701,0,1,1,Tex_vs_Teff,FALSE
mmu-miR-669o-5p,1.63429175777582,0,4.9975798104491,0,1,1,Tex_vs_Teff,FALSE
mmu-miR-669p-5p,12.742132564885,-0.634964366987478,1.582346482394,-0.401280234166422,0.68821381440128,1,Tex_vs_Teff,FALSE
mmu-miR-671-5p,14.79347961121,0.577964978053211,1.22746167703532,0.470861933098528,0.637739333696287,1,Tex_vs_Teff,FALSE
mmu-miR-690,46.7545446826816,-0.431877797957859,1.1393268522306,-0.379064003549393,0.704640336054572,1,Tex_vs_Teff,FALSE
mmu-miR-692,0.526372048828939,0,4.9975798104491,0,1,1,Tex_vs_Teff,FALSE
mmu-miR-703,11.9811654342132,-0.0317476629048219,1.37769221590292,-0.0230440896292754,0.981615103836883,1,Tex_vs_Teff,FALSE
mmu-miR-7a-5p,17.2577311782866,-0.0489811478787608,0.970814775011475,-0.0504536489756059,0.959760885088628,1,Tex_vs_Teff,FALSE
mmu-miR-8104,4.85640284104406,-1.03383530938627,2.5274841920068,-0.409037299879377,0.682512288326565,1,Tex_vs_Teff,FALSE
mmu-miR-92a-3p,872.713783224113,0.119431687688208,0.384913237193188,0.310282100348409,0.756346441764413,1,Tex_vs_Teff,FALSE
mmu-miR-93-5p,22.0000236323523,-0.390838972797063,1.46560721642397,-0.266673750249878,0.789720366476736,1,Tex_vs_Teff,FALSE
mmu-miR-210-3p,130.001092989358,-2.20262622388158,0.68779080107341,-3.20246537238361,0.0013625668055724,0.163508016668688,Tex_vs_Tmem,FALSE
mmu-miR-140-3p,54.886368005526,1.38150096648667,0.607281346952363,2.27489445117938,0.0229122622987148,0.399670947591954,Tex_vs_Tmem,FALSE
mmu-miR-17-5p,92.2270384988497,-1.89337091550876,0.826209498989579,-2.29163537556064,0.0219266923748503,0.399670947591954,Tex_vs_Tmem,FALSE
mmu-miR-20b-5p,16.3594694109273,-3.53915195581401,1.43966971339618,-2.4583082653487,0.0139593293799301,0.399670947591954,Tex_vs_Tmem,FALSE
mmu-miR-29c-3p,31.3182946039825,2.89397894400754,1.24976791809993,2.31561308471366,0.0205794037766136,0.399670947591954,Tex_vs_Tmem,FALSE
mmu-miR-3473b,222.35869476766,2.36047313043558,1.0406595175494,2.26824728994375,0.0233141386095306,0.399670947591954,Tex_vs_Tmem,FALSE
mmu-miR-6236,91.0745898374707,2.56295033010707,0.969289240688327,2.64415431691682,0.00818953099985044,0.399670947591954,Tex_vs_Tmem,FALSE
mmu-miR-155-5p,1531.02110083205,1.45868166193427,0.662722759544713,2.20104355995919,0.0277329402374686,0.415994103562029,Tex_vs_Tmem,FALSE
mmu-miR-3470b,7.71010139495621,-4.35518330257365,2.09202629210297,-2.08180141856424,0.037360612138685,0.498141495182467,Tex_vs_Tmem,FALSE
mmu-miR-365-3p,6.7080091817741,3.85365241747358,1.9493215658567,1.97691980890795,0.0480506953314721,0.576608343977665,Tex_vs_Tmem,FALSE
mmu-miR-29a-3p,323.74793201586,1.34028409252926,0.724573082768151,1.84975694571603,0.0643485888208571,0.70198460531844,Tex_vs_Tmem,FALSE
mmu-miR-106a-5p,9.15849860926849,-3.06293567756536,1.82409014738307,-1.6791580624234,0.0931212428106763,0.728455427042094,Tex_vs_Tmem,FALSE
mmu-miR-30b-5p,10.0756665669941,-3.73988277555116,2.16596444741753,-1.72665935491702,0.0842288593315099,0.728455427042094,Tex_vs_Tmem,FALSE
mmu-miR-30d-5p,24.0239556068785,-1.62580989358309,0.962594151957456,-1.68898791902794,0.0912217451405405,0.728455427042094,Tex_vs_Tmem,FALSE
mmu-miR-3960,3.2525746342195,4.75508557757961,2.86633547021697,1.65894244654471,0.0971273902722793,0.728455427042094,Tex_vs_Tmem,FALSE
mmu-miR-8104,4.85640284104406,5.14094635849471,2.87755098702955,1.7865700318317,0.0740070089187121,0.728455427042094,Tex_vs_Tmem,FALSE
mmu-let-7b-5p,103.475107668745,-0.785790484717873,0.566337237160918,-1.38749570601624,0.165290659580723,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-let-7d-3p,27.14328347852,-1.8566817496627,1.37953270899209,-1.34587729421742,0.178342092575482,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-101c,5.73517579417097,-4.20777596108226,3.28729473544666,-1.28001177251012,0.200540995608773,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-103-3p,60.3933316626796,-0.976285633537381,0.705342470879333,-1.38412994232471,0.166318670078455,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-15a-5p,74.3290686410287,-0.792796430461404,0.697872114995733,-1.13601964231835,0.255948343763419,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-16-5p,337.436266270721,-0.753495412486228,0.507656705657739,-1.48426171483339,0.137739502886843,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-18a-3p,11.2515890599697,2.65575156007248,1.75437037530925,1.51379184090722,0.130078642641797,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-19a-3p,2.37573548409925,-4.11399211517516,3.40458746192415,-1.20836728713384,0.226906016959399,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-20a-3p,2.88062293163199,-4.27233903973605,3.84614432422297,-1.11081090036817,0.266649753532142,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-20a-5p,94.4444451862067,-1.39314038696462,1.01613540780266,-1.37101844524562,0.170369206138153,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-25-3p,742.958270402314,0.864551468843615,0.656207552698457,1.31749697986316,0.187672092748139,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-26b-5p,253.374888099369,-0.915838384215735,0.754734898192356,-1.21345705148819,0.224955125272321,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-301a-3p,5.96676690647253,1.85465593551663,1.62259408215982,1.14301904333825,0.253030684516136,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-30e-5p,42.0046677169651,-0.977282961504484,0.811307222563391,-1.20457816019026,0.228366192027347,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-326-3p,2.12317497146395,-4.57377384229283,3.92160639821286,-1.16630109650402,0.243492730029268,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-34a-5p,161.128281438445,1.27346377678997,1.12027665518362,1.13674043897777,0.255646808814277,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-3535,56.4135493782611,1.71368977974747,1.22287270785322,1.40136399213283,0.161105254165294,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-378a-3p,49.7061539265641,-1.02149184784739,0.855301465560375,-1.19430620544784,0.23235821112298,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-466h-3p,14.579147105446,1.64253239720076,1.27898384282624,1.28424796483056,0.199055207333011,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-466i-5p,3052.51758285121,0.61229179049818,0.56595655574972,1.08187065646246,0.279310005158857,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-5121,117.13752767961,1.39288844936458,0.993656185427566,1.4017810886622,0.160980627381476,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-574-5p,1.9611242667781,-4.3809588525559,4.02918976818612,-1.0873051666981,0.276901965977008,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-664-3p,8.56171306566308,-3.56912231905305,3.05004485635107,-1.17018682909568,0.241925791970774,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-677-3p,5.40452990098111,4.06920413946197,2.97145839061561,1.36942995813545,0.17086491505704,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-706,23.691745407061,2.38268918010339,1.63480057269866,1.4574800253282,0.144983921201,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-744-5p,16.3332807654536,-1.56694424449645,1.43129982835299,-1.09477009181197,0.273617372363864,0.798028586168163,Tex_vs_Tmem,FALSE
mmu-miR-150-5p,159.345519410643,-0.981293090740421,0.937375331114275,-1.04685184063244,0.295167916480004,0.801518904652221,Tex_vs_Tmem,FALSE
mmu-miR-21a-5p,666.785939618059,0.991531283968181,0.957804405230627,1.035212699538,0.300569589244583,0.801518904652221,Tex_vs_Tmem,FALSE
mmu-miR-27a-3p,84.8285472615749,-0.673672769317277,0.644811065305296,-1.04475993909676,0.296133934455107,0.801518904652221,Tex_vs_Tmem,FALSE
mmu-miR-155-3p,3.48980296896455,2.81428646893531,3.09631809367394,0.908913872474911,0.363395590515083,0.83860520888096,Tex_vs_Tmem,FALSE
mmu-miR-15b-5p,257.313094280775,-0.539839999724599,0.590254918945747,-0.914587888041332,0.360408019561697,0.83860520888096,Tex_vs_Tmem,FALSE
mmu-miR-219a-5p,26.3226838906666,-1.41216008462597,1.49013742505851,-0.947671040857537,0.343296947963736,0.83860520888096,Tex_vs_Tmem,FALSE
mmu-miR-23a-3p,69.9800745231721,-0.978638818955313,1.0191848276393,-0.960217217148038,0.336945903400028,0.83860520888096,Tex_vs_Tmem,FALSE
mmu-miR-26a-5p,310.124859965649,-0.643148641419769,0.663753569062159,-0.968956961434493,0.33256666323554,0.83860520888096,Tex_vs_Tmem,FALSE
mmu-miR-27b-3p,47.399952142044,0.591891390105366,0.645793812702497,0.916533076754696,0.359387367069897,0.83860520888096,Tex_vs_Tmem,FALSE
mmu-miR-378c,2.28903630066812,-2.90171594851377,2.98286442390518,-0.972795117759602,0.330655139679081,0.83860520888096,Tex_vs_Tmem,FALSE
mmu-let-7d-5p,241.493052171444,-0.260352007515272,0.528420723252641,-0.492698329302268,0.622225758309325,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-let-7g-5p,181.497581917657,-0.258285134220706,0.478610708015791,-0.53965598741302,0.589434297929485,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-106b-5p,28.7896540111918,-0.702874081452448,1.24095182059721,-0.566399170206454,0.571122458717968,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-107-3p,1.09244483117467,-2.90149996654112,4.8090714513233,-0.603338918107095,0.546283247767694,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-130b-3p,7.84790359060212,-1.04786079827136,2.02000411053326,-0.518741913844294,0.60394072896177,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-130b-5p,1.12670762554738,-2.32511224020382,4.82093570379903,-0.482294803967529,0.629596537913385,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-142a-5p,252.38102502243,0.420586178424697,0.583998751904451,0.720183351510844,0.47141211302284,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-147-3p,118.425037658902,-0.376652673648318,0.698283858912175,-0.539397651601296,0.589612501113996,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-15b-3p,6.42395214045823,-1.29831701007079,1.60014164565256,-0.811376301340697,0.417149604344431,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-17-3p,4.29311385975477,1.33541330306018,2.07211407934292,0.644469006978445,0.519271349001139,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-181a-5p,11.585205144693,1.12497453687721,1.71457726720233,0.65612355791514,0.511744627948828,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-18a-5p,22.5428684639595,-0.844944706059931,1.14015015906125,-0.741081952534764,0.45864375159223,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-191-5p,79.6662164708792,-0.291889531620566,0.577642481186394,-0.505311747538145,0.613339893047425,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-193a-3p,1.15465554800766,-3.65229092777609,4.79924869587604,-0.761013058338585,0.446649267667195,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-19b-3p,24.3220905609905,-0.700880565085818,1.16297960837663,-0.602659376000715,0.54673531180616,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-21a-3p,6.88102498624933,1.17687191218557,2.03777142786664,0.577528910304549,0.563582214611104,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-222-3p,0.848169290717151,-3.29905728904482,4.80324315797695,-0.68683953331947,0.492183854255501,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-24-3p,3985.21761766741,-0.578660595380105,1.02199085406577,-0.566209172105628,0.571251595544838,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-30c-5p,48.5859926755706,-0.54829053805954,0.799142692424995,-0.686098419289495,0.492651047656856,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-31-5p,9.80758460237172,-1.39759189375758,1.62637810511656,-0.859327784456012,0.390159699344624,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-320-3p,3.60995046783168,1.57605886882224,2.43292465632423,0.647804223910253,0.517111583095653,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-342-3p,64.2183419386469,-0.391426075350611,0.679601707991491,-0.575963937035179,0.564639557554702,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-362-3p,2.24475680264647,-2.55829865306963,4.17289149536009,-0.61307576674693,0.539826242756696,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-378b,11.4348677818941,-1.14589900649727,1.39798209448607,-0.819680746282043,0.412398128827443,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-423-3p,27.0042185329758,0.707239823164434,1.19939336713542,0.589664610913748,0.555415525448508,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-425-5p,5.64578599819588,-2.14528426984614,2.55784515263023,-0.83870763937377,0.401633390379715,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-466f-3p,289.007689969771,0.320523350446757,0.650070534415462,0.493059342760349,0.621970657421006,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-484,50.6789709505114,-0.391934991934383,0.653553661868747,-0.599698257085269,0.548707350027885,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-671-5p,14.79347961121,-1.02166662416359,1.17765907728329,-0.867540227788542,0.385646080328232,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-677-5p,3.85899838681171,1.40163278774818,2.41971211037945,0.579256012207327,0.562416441539042,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-690,46.7545446826816,0.622796576322973,1.13810510147706,0.547222374730324,0.58422596613567,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-692,0.526372048828939,-2.3251082249237,4.82093508271003,-0.482294033218275,0.629597085361557,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-7238-3p,2.70309231330453,-2.3248860917164,3.13460027361035,-0.741685028004754,0.45827819311927,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-7a-5p,17.2577311782866,-0.530546520299627,0.937468212196205,-0.565935477488583,0.571437643163504,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-92a-3p,872.713783224113,-0.192792108948011,0.38345799162223,-0.502772437033841,0.615124274483434,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-93-5p,22.0000236323523,-1.02454287797603,1.44925419985178,-0.706944908685316,0.479600714402059,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-98-5p,3.01423431867437,-1.66050131979313,2.8432542480769,-0.584014363441556,0.559210648473476,0.848894946554908,Tex_vs_Tmem,FALSE
mmu-miR-106b-3p,4.97451437391345,0.853480038875843,2.18455854237196,0.390687648017502,0.696028130127466,0.863289821371434,Tex_vs_Tmem,FALSE
mmu-miR-33-5p,42.002853339889,-0.539923493117276,1.30262448783111,-0.414488978336542,0.678516037162659,0.863289821371434,Tex_vs_Tmem,FALSE
mmu-miR-34a-3p,3.49506837955771,1.3394520418726,3.00478153540864,0.445773520000827,0.655760851383565,0.863289821371434,Tex_vs_Tmem,FALSE
mmu-miR-3963,4.10209890512955,1.19607470996975,2.93600023767377,0.407382361425629,0.683727179786485,0.863289821371434,Tex_vs_Tmem,FALSE
mmu-miR-423-5p,30.6538925163822,0.334596311829924,0.861791054428724,0.38825688675978,0.697825938941909,0.863289821371434,Tex_vs_Tmem,FALSE
mmu-miR-449c-5p,9.53789737592742,0.98041026346636,2.35713827642792,0.415932435220602,0.677459444289512,0.863289821371434,Tex_vs_Tmem,FALSE
mmu-miR-652-3p,18.4844522271473,-0.61707426264643,1.39172898978984,-0.443386799566209,0.657485982260344,0.863289821371434,Tex_vs_Tmem,FALSE
mmu-miR-669l-5p,9.90765013316299,-0.77247600238822,1.80766036527021,-0.427334701379454,0.669135561047257,0.863289821371434,Tex_vs_Tmem,FALSE
mmu-let-7f-5p,160.321749811471,-0.191523114010429,0.538654688136265,-0.355558242095868,0.722171420524862,0.884291535336565,Tex_vs_Tmem,FALSE
mmu-miR-150-3p,26.7296101602463,0.458060519137648,1.41996268584737,0.322586307163627,0.747008565089311,0.887534928818983,Tex_vs_Tmem,FALSE
mmu-miR-30e-3p,3.30410492829407,0.725653083274081,2.18540991716633,0.332044381044534,0.73985574706875,0.887534928818983,Tex_vs_Tmem,FALSE
mmu-miR-5114,5.03991478752544,-0.978931303776503,2.86221670365255,-0.34201858389243,0.732336906792277,0.887534928818983,Tex_vs_Tmem,FALSE
mmu-miR-1198-5p,8.41582488779326,-0.471117383166233,1.61197444726109,-0.292261073968456,0.77008701859566,0.9059847277596,Tex_vs_Tmem,FALSE
mmu-miR-185-5p,9.51549757839,-0.467536233066531,1.69015068490712,-0.276623994086198,0.782068838766144,0.911148161669294,Tex_vs_Tmem,FALSE
mmu-miR-361-5p,10.1838859521415,-0.375803616544337,1.43604542175535,-0.26169340527194,0.793557825235407,0.915643644502392,Tex_vs_Tmem,FALSE
mmu-miR-669p-5p,12.742132564885,0.389012653501654,1.57689260762709,0.246695717653874,0.805143720974198,0.920164252541941,Tex_vs_Tmem,FALSE
mmu-miR-182-5p,40.8654695157593,0.188149669222108,0.902732193686078,0.208422465198507,0.834899116776627,0.927665685307363,Tex_vs_Tmem,FALSE
mmu-miR-324-5p,3.95745928822837,-0.434997190895702,2.04480255109164,-0.212733102598818,0.831535145553195,0.927665685307363,Tex_vs_Tmem,FALSE
mmu-miR-703,11.9811654342132,0.285745723384984,1.36171899166807,0.20984191682232,0.833791056434738,0.927665685307363,Tex_vs_Tmem,FALSE
mmu-let-7i-3p,72.0681611232096,-0.168702111541663,0.931263827800189,-0.181153939952943,0.856246746953872,0.933368676945099,Tex_vs_Tmem,FALSE
mmu-let-7i-5p,154.851590467119,-0.205267405438228,1.216922912387,-0.168677410334558,0.866050388097488,0.933368676945099,Tex_vs_Tmem,FALSE
mmu-miR-29b-3p,74.1760443246739,0.131543170103708,0.748224861091697,0.175807002605847,0.860445568044811,0.933368676945099,Tex_vs_Tmem,FALSE
mmu-miR-342-5p,2.26021478833268,-0.475233434919365,2.92982478544649,-0.162205411490825,0.871144098482093,0.933368676945099,Tex_vs_Tmem,FALSE
mmu-miR-142a-3p,1406.19365028882,0.0597190492992183,0.399507473025951,0.149481682650124,0.881173562101071,0.935759534974588,Tex_vs_Tmem,FALSE
mmu-let-7c-5p,61.9786632305982,-0.0587015333181284,0.700421563355556,-0.0838088608193373,0.933208402893409,0.973782681280079,Tex_vs_Tmem,FALSE
mmu-miR-3473a,8.49817048111529,0.214263634664964,2.43264034088976,0.0880786325308554,0.929814179135899,0.973782681280079,Tex_vs_Tmem,FALSE
mmu-let-7a-5p,353.672162670212,0.0293479451919548,0.461052493834638,0.0636542380410174,0.949245543558644,0.981978148508942,Tex_vs_Tmem,FALSE
mmu-miR-1839-5p,6.61825986431579,-0.0690031348043867,1.61916094243495,-0.0426166003613066,0.966007162337325,0.985820898933872,Tex_vs_Tmem,FALSE
mmu-miR-23b-3p,48.0544308532919,0.0431277302991603,1.123917871967,0.0383726706148743,0.969390550618307,0.985820898933872,Tex_vs_Tmem,FALSE
mmu-miR-345-5p,0.840747909532342,0,4.9975798104491,0,1,1,Tex_vs_Tmem,FALSE
mmu-miR-669o-5p,1.63429175777582,0,4.9975798104491,0,1,1,Tex_vs_Tmem,FALSE
mmu-miR-155-5p,1531.02110083205,5.31073884398387,0.668809292192014,7.94058770711452,2.01225504064485e-15,2.13299034308355e-13,Tex_vs_Tn,TRUE
mmu-miR-147-3p,118.425037658902,10.057394013666,1.58988896837811,6.32584678156852,2.51847620932144e-10,1.33479239094036e-08,Tex_vs_Tn,TRUE
mmu-miR-210-3p,130.001092989358,9.79634917097741,1.58625223937169,6.1757827209484,6.58364781604192e-10,2.32622222833481e-08,Tex_vs_Tn,TRUE
mmu-miR-34a-5p,161.128281438445,6.84827439308813,1.2539994596247,5.46114620746144,4.73070234102943e-08,1.2536361203728e-06,Tex_vs_Tn,TRUE
mmu-miR-150-5p,159.345519410643,-5.01004985581279,0.926714189844669,-5.40625136715835,6.43574600666953e-08,1.36437815341394e-06,Tex_vs_Tn,TRUE
