miRNA,state,mean_logN,mean_norm,rel_pct
mmu-miR-30b-5p,Teff,1.49524483688312,3.47371849648078,0.0179689016453323
mmu-miR-30b-5p,Tmem,2.4859275325967,4.60761521334635,0.0276741406752745
mmu-miR-30b-5p,Tex,0,0,0
mmu-miR-30c-5p,Tn,4.88184784406327,32.6614414041299,0.165438712865811
mmu-miR-30c-5p,Teff,5.82684774491002,56.2738694795454,0.29109429186753
mmu-miR-30c-5p,Tmem,5.99201135479747,62.9048257761264,0.377817356067336
mmu-miR-30c-5p,Tex,5.39573217604208,42.5038340424806,0.230619359895809
mmu-miR-30d-5p,Tn,5.64672314517244,49.6027394842623,0.251250802845977
mmu-miR-30d-5p,Teff,3.97652118177707,15.2842970082644,0.0790628342330528
mmu-miR-30d-5p,Tmem,4.60141553170672,23.27877633221,0.139816391156057
mmu-miR-30d-5p,Tex,3.0956244548848,7.93000960277705,0.0430270299082254
mmu-miR-30e-3p,Tn,0.405844420499071,0.377632490310874,0.00191280698118369
mmu-miR-30e-3p,Teff,2.8518601621996,6.2526611055399,0.0323438564583935
mmu-miR-30e-3p,Tmem,1.83715095909591,2.57602499572203,0.0154720554590018
mmu-miR-30e-3p,Tex,1.58657989035456,4.01010112160346,0.021758200750957
mmu-miR-30e-5p,Tn,6.23908542246772,74.7613132364169,0.378685535673467
mmu-miR-30e-5p,Teff,5.01148689917313,31.2632894336368,0.161719199040365
mmu-miR-30e-5p,Tmem,5.25839400163442,40.8323438169962,0.245246179329295
mmu-miR-30e-5p,Tex,4.43041020093205,21.1617243808105,0.114820308354216
mmu-miR-31-5p,Tn,0,0,0
mmu-miR-31-5p,Teff,1.35661532531648,2.77894260905912,0.0143749548130613
mmu-miR-31-5p,Tmem,4.77902517949767,26.4937874767415,0.159126308882828
mmu-miR-31-5p,Tex,3.42757823138755,9.95760832368624,0.0540284731821261
mmu-miR-320-3p,Tn,1.56393762886032,3.87073302568646,0.0196062715571328
mmu-miR-320-3p,Teff,0,0,0
mmu-miR-320-3p,Tmem,1.80624756883332,2.63905924286319,0.0158506501423624
mmu-miR-320-3p,Tex,3.0956244548848,7.93000960277705,0.0430270299082254
mmu-miR-324-5p,Tn,0.607595044275043,0.66085685804403,0.00334741221707145
mmu-miR-324-5p,Teff,2.99048236985742,6.94739675780468,0.0359375951616589
mmu-miR-324-5p,Tmem,2.55576666920698,4.87983260239521,0.029309125796639
mmu-miR-324-5p,Tex,1.47088199519087,3.34175093466955,0.0181318339591309
mmu-miR-326-3p,Tn,0.323748777992457,0.283224367733155,0.00143460523588777
mmu-miR-326-3p,Teff,0,0,0
mmu-miR-326-3p,Tmem,3.16327884120994,8.20947551812265,0.0493075419363736
mmu-miR-326-3p,Tex,0,0,0
mmu-miR-33-5p,Tn,2.36881659575065,12.8395046705697,0.0650354373602454
mmu-miR-33-5p,Teff,5.39327667050064,48.6316244110367,0.25156237524139
mmu-miR-33-5p,Tmem,5.97395801067822,62.9477796227833,0.378075344362775
mmu-miR-33-5p,Tex,5.36747440856016,43.5925046551663,0.236526321596818
mmu-miR-342-3p,Tn,6.00533745381783,66.2810454136107,0.335730769041979
mmu-miR-342-3p,Teff,6.20325684330934,72.947629745308,0.377344561881313
mmu-miR-342-3p,Tmem,6.09095679906285,67.1657526301963,0.403409225984127
mmu-miR-342-3p,Tex,5.63306108806902,50.4789399654726,0.273891075600879
mmu-miR-342-5p,Tn,0.405844420499071,0.377632490310874,0.00191280698118369
mmu-miR-342-5p,Teff,1.18486754524612,2.08423109788847,0.0107813409871993
mmu-miR-342-5p,Tmem,2.15098362193127,3.90559481739574,0.0234576837241439
mmu-miR-342-5p,Tex,1.33301486057475,2.67340074773564,0.0145054671673047
mmu-miR-345-5p,Tn,1.80649808342109,3.36299163812937,0.0170344291026989
mmu-miR-345-5p,Teff,0,0,0
