state,miRNA,mean_logN,mean_norm,rel_pct
Tn,mmu-miR-466i-5p,12.6827473183813,7054.19121844067,35.7313169693901
Tn,mmu-miR-24-3p,10.2400708897139,2453.78930706119,12.4290823415026
Tn,mmu-miR-142a-3p,11.1124512922004,2229.50900677025,11.2930441690844
Tn,mmu-miR-26a-5p,9.26270955162261,635.662949374329,3.21979850367768
Tn,mmu-miR-92a-3p,9.2856814006953,623.648331528896,3.15894133306697
Tn,mmu-miR-16-5p,9.07663965396754,540.827621750173,2.7394328534843
Tn,mmu-miR-25-3p,8.82113604180005,505.327183706544,2.55961388274629
Tn,mmu-miR-26b-5p,8.69403581934047,484.341804913289,2.45331746999463
Tn,mmu-miR-150-5p,8.80286032237993,448.564110410741,2.27209412303422
Tn,mmu-let-7a-5p,8.68466514954723,413.209066893516,2.09301161346486
Tn,mmu-miR-142a-5p,8.46816488474567,353.178195135515,1.78893960289522
Tn,mmu-miR-15b-5p,8.39555311744237,338.479685424007,1.71448782051277
Tn,mmu-miR-29a-3p,8.08502184828154,271.443375029774,1.37493143750842
Tn,mmu-let-7f-5p,7.87004740835098,235.897525964456,1.19488244811063
Tn,mmu-let-7g-5p,7.84016892179622,228.391883956189,1.15686441523465
Tmem,mmu-miR-24-3p,12.3299150169664,5168.59580459559,31.0434879578691
Tmem,mmu-miR-155-5p,10.4538297607452,1449.12517901934,8.70369859533862
Tmem,mmu-miR-466i-5p,10.1295900387818,1123.14331146812,6.74579463797903
Tmem,mmu-miR-92a-3p,10.0642336293489,1069.62606058598,6.42436069419475
Tmem,mmu-miR-142a-3p,9.96123429346485,996.225239039853,5.98350255672174
Tmem,mmu-miR-25-3p,9.06215411883203,539.019831117649,3.23744712664035
Tmem,mmu-miR-210-3p,8.63262148345476,400.335111597498,2.4044825104991
Tmem,mmu-let-7a-5p,8.37987767679898,332.627981775225,1.99782167866722
Tmem,mmu-let-7d-5p,8.33775699417805,324.263713684938,1.94758442554204
Tmem,mmu-miR-16-5p,8.18760979428182,290.913158498253,1.74727517377087
Tmem,mmu-miR-466f-3p,8.10075806503295,278.505525832869,1.67275276772569
Tmem,mmu-miR-15b-5p,7.73741618723896,213.013502878266,1.27939625412097
Tmem,mmu-miR-29a-3p,7.67918895398962,207.721154623765,1.2476094873629
Tmem,mmu-miR-26b-5p,7.68480336736187,205.316945014671,1.23316938508565
Tmem,mmu-let-7i-5p,7.64538085602531,199.835229478414,1.20024524540211
Teff,mmu-miR-24-3p,12.202560851285,4858.321396733,25.1311956992919
Teff,mmu-miR-466i-5p,11.1320948398622,2316.25873953406,11.9815769521896
Teff,mmu-miR-21a-5p,10.9768867125506,2148.13939876906,11.1119267770401
Teff,mmu-miR-142a-3p,10.4109783080959,1360.99481160761,7.04017378908524
Teff,mmu-miR-25-3p,9.85458185743596,946.931356978875,4.89830031871397
Teff,mmu-miR-92a-3p,9.752072857138,861.477101403404,4.45626130053608
Teff,mmu-miR-155-5p,9.18350170347796,589.833377186749,3.05109868647685
Teff,mmu-miR-16-5p,8.42520937262999,346.674796450777,1.79328443759923
Teff,mmu-miR-15b-5p,8.38137552110598,332.780389192674,1.72141124531437
Teff,mmu-let-7a-5p,8.35413652846541,328.611637303767,1.69984706481113
Teff,mmu-miR-466f-3p,8.29656514426493,319.579888742603,1.65312750427526
Teff,mmu-miR-26a-5p,8.30113458329824,316.10674158535,1.6351615580618
Teff,mmu-miR-34a-5p,8.26422449011332,309.854160950124,1.60281811786142
Teff,mmu-miR-29a-3p,8.13454256089146,288.317363776947,1.491412259686
Teff,mmu-miR-142a-5p,7.9693898550065,259.833057187527,1.3440682235877
Tex,mmu-miR-155-5p,11.7414921662882,3984.48639592757,21.6192191326547
Tex,mmu-miR-24-3p,11.5413308698666,3460.16396227987,18.7743250954251
Tex,mmu-miR-466i-5p,10.7384346598041,1716.47706196198,9.31334431877074
Tex,mmu-miR-142a-3p,10.0201445743279,1038.04554373756,5.63227775170094
Tex,mmu-miR-25-3p,9.87336622079128,980.554709806187,5.3203412024504
Tex,mmu-miR-92a-3p,9.87139803425141,936.103639378174,5.07915643312945
Tex,mmu-miR-29a-3p,8.74576733114601,527.509834632954,2.86218839176269
Tex,mmu-miR-3473b,8.75835921965272,432.043875463177,2.34420457003101
Tex,mmu-miR-466f-3p,8.37319681460641,346.804366849614,1.88170791867842
Tex,mmu-let-7a-5p,8.40282859819011,340.23996470834,1.84609046782902
Tex,mmu-miR-21a-5p,8.26044475359041,339.212579648449,1.84051603224653
Tex,mmu-let-7d-5p,8.08305555374282,270.477156578504,1.46756804701971
Tex,mmu-miR-34a-5p,7.80987014464422,234.529630061007,1.27252221781246
Tex,mmu-miR-142a-5p,7.7711737464169,226.5094278178,1.22900581631055
Tex,mmu-miR-5121,7.35692215575519,180.249881342426,0.978008530123173
