"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Serpina3g",2180.43380164115,-1.76941549299954,0.134736411529885,1.6374517172808e-40,1.63827044313944e-36
"Eomes",1569.94009581074,-1.3809738867519,0.138607910594662,1.47097620240393e-24,7.35855845252564e-21
"Crip1",2064.52489073164,1.27948610742988,0.146095042102605,5.71655246600995e-20,1.90647024741432e-16
"Gzmb",5625.20455596807,-1.04025748939509,0.142937745203516,4.982788039351e-16,1.24631985834267e-12
"Iigp1",7942.17816988758,-0.862547136116316,0.128984345104112,1.28204883606517e-14,2.56537972096641e-11
"Lta",3148.30226048012,-0.799850813390212,0.129585348315305,5.45234322606539e-13,9.09178232946404e-10
"Cdkn1a",4950.64312424428,-0.866738298613745,0.146747716948164,2.2283125097226e-12,3.18489523711066e-09
"Klrk1",408.857004464644,-1.40455441549615,0.220517841916836,4.76659378843704e-12,5.96122135666407e-09
"Dnah8",2752.10710747341,0.726523102051633,0.1433070310639,7.4231326823899e-10,8.25204916525678e-07
"Nfkbia",2364.42522295054,-0.656684713069713,0.131559097449761,2.6983944498895e-09,2.69974364711444e-06
"Ccr5",103.679338224973,-1.84496056989459,0.386686298538216,1.37615310773451e-08,1.25167380389852e-05
"Flna",1781.00415466979,0.680958903035168,0.148953928651754,1.59505038519378e-08,1.32987325865531e-05
"Ly6c1",147.549959787097,-1.73002685579064,0.374785313058043,2.83047160846729e-08,2.17837449559348e-05
"Gm4951",4384.9714276451,-0.593984167319947,0.127098337416891,3.2035689090636e-08,2.28940763822723e-05
"Klf2",1321.78665121056,0.72049864058547,0.167441294898911,3.63125975974184e-08,2.42205025974781e-05
"Atf3",148.567861494972,-1.55748342773649,0.371350828242031,1.1166654710575e-07,6.2809908457461e-05
"Gprin3",2007.60921041426,-0.587412243605325,0.133040991335286,1.15409140489602e-07,6.2809908457461e-05
"Xbp1",6297.73794242782,-0.585256533099113,0.132533025636143,1.1860570089275e-07,6.2809908457461e-05
"Setbp1",5541.66252649378,-0.506272497095985,0.108712994688684,1.19279186475938e-07,6.2809908457461e-05
"Nkg7",602.433781190519,-0.778318827538453,0.206726758503963,2.3925052956174e-07,0.000119685077413261
"Ccn3",213.611760879093,-1.21338116243427,0.320181418603759,2.51297991880367e-07,0.000119725543274432
"Ar",1495.37189087573,-0.690959420116541,0.178410072834933,3.10943244467186e-07,0.000141408507313372
"Arhgef18",1373.87276510697,0.649986619364894,0.165536155509308,3.92775117649879e-07,0.000170857176177697
"Morrbid",882.467816542154,0.653721742923905,0.169222425980238,4.81175938621243e-07,0.00020059021941273
"P2ry14",163.800058822556,-1.33227165402845,0.370017845454372,5.02480740636559e-07,0.000201092792402751
"Bak1",869.744975178888,-0.699068444259108,0.188158987336744,5.29442674850339e-07,0.000203733613918371
"Tap1",2518.08477576157,-0.558031385364029,0.135074212969925,5.70133766192741e-07,0.000211266234472532
"F2r",1366.52741854912,-0.67471589513452,0.184452925516093,8.24619816059718e-07,0.000294654330702767
"S1pr1",300.3800910355,1.1230198369528,0.339316211379833,9.31303936954645e-07,0.00031681911372404
"Il2rb",4570.56622436708,-0.516274368657502,0.124658552841151,9.49982349997122e-07,0.00031681911372404
"Asb2",917.694059027394,-0.635050582008214,0.170792706663045,1.0122027771641e-06,0.00032668028340409
"Gbp2",1557.82871596259,-0.546383683630471,0.136604802579078,1.09871813612048e-06,0.000343521092246419
"Gramd3",862.082449633596,-0.645238434366537,0.181340995855102,1.56613162312062e-06,0.000474822633009752
"Zfp608",517.051828831433,-0.789452093619976,0.244922202348896,1.62489341391028e-06,0.000478148782534482
"Irf8",1587.78378389448,-0.530984843916742,0.135787803543191,1.84061180987032e-06,0.000526152033078645
"Myo6",1779.43793676935,-0.555365439138076,0.145885004059642,1.93696233344742e-06,0.000538314115170596
"Ms4a4c",456.076705344183,-0.895110454644469,0.297327864419099,2.30249237851577e-06,0.000622606385055413
"Emp3",2488.25460217106,0.520908286399682,0.136069199592883,2.75074250016252e-06,0.000724241545108579
"Plec",741.32513319071,0.665486583896473,0.202403176825006,3.00118116745489e-06,0.000769918399497081
"Tgm2",236.189865198593,-0.966005070744487,0.33904661893467,3.27102926285237e-06,0.00079821092133751
"Sema7a",306.995764535743,-0.873890098240942,0.300708057561948,3.21971169975379e-06,0.00079821092133751
"Lrrc32",347.901121058224,-0.865013282395656,0.29867813047271,3.37443214146566e-06,0.000803837942270571
"Atxn7l3b",1818.89498986706,-0.568347729664558,0.159673552528228,3.63569167976554e-06,0.000845932447815215
"Nfil3",697.397165863292,-0.649286774230616,0.200211952709973,3.93416531108639e-06,0.000894575544032257
"Aff3",2236.22960038063,0.531255933470801,0.145254409851808,4.16505550421161e-06,0.000905899572166024
"Irf1",3252.96878721837,-0.462337630666396,0.118219394015628,4.15003809064244e-06,0.000905899572166024
"Tdg",912.614305210364,-0.637282555367176,0.197426540436189,4.56787754736573e-06,0.000972374784284982
"Slc9a9",5957.3686681246,0.448331719897046,0.116013424470367,5.60606982078396e-06,0.0011608843196127
"Actn1",141.582981456661,1.20799063986575,0.491751226991663,5.68549042089179e-06,0.0011608843196127
"Prc1",5582.70832951961,0.413533683488493,0.107843895346013,8.71331065660681e-06,0.00174353346238702
"Rgs1",270.875855419108,-0.846916018826157,0.337039740997828,9.11969838117127e-06,0.00175658252327054
"P2rx7",1332.09956532689,0.51660430095052,0.150737875599936,9.30523475595587e-06,0.00175658252327054
"Lockd",2543.89264181963,0.461124368208959,0.126374471765052,9.28276232250522e-06,0.00175658252327054
"Egln3",964.670784903657,-0.559421494968546,0.179125439554012,1.24556525727743e-05,0.00230775562945569
"Mcl1",3097.41618862222,-0.458952714156959,0.129935000442726,1.29653719962623e-05,0.00231640262183223
"Cdk6",12600.489634543,-0.41258026288555,0.11140199082841,1.2821403956594e-05,0.00231640262183223
"Fbln2",170.899697373422,-1.0203542099143,0.482769224639446,1.40895964508276e-05,0.00247309495597421
"Ifi47",6029.87500797463,-0.424302698983487,0.11823255840618,1.56469149878968e-05,0.0026990928354122
"Myo1g",1527.00143437566,0.487608858812436,0.14792857049777,1.72469617483101e-05,0.00292467546257361
"Ripor2",964.081861811289,0.530269803754169,0.171633801186228,1.78295135075212e-05,0.00297307137737916
"Rassf3",894.759718383953,0.527482178607599,0.17232675328273,1.94605418091622e-05,0.00319184788197816
"Igtp",6272.04407161285,-0.405213510444893,0.113732229214849,1.98157078675133e-05,0.00319767995507211
"Morf4l2",2471.30926332426,-0.457401793239696,0.136868328338397,2.08790402932064e-05,0.00331579044656398
"Crmp1",73.3609489923721,1.05489001827946,0.68315432591435,2.40483237271893e-05,0.00375942935766451
"Tm6sf1",769.555700114286,-0.536452624045402,0.185128628943019,2.48455858203771e-05,0.00382430901742881
"Add3",2762.60328720574,0.437640791275898,0.131875547443268,2.64490941608811e-05,0.00400944222847902
"Slc35b4",689.472307593338,-0.570162624174253,0.213040078313124,2.80484199281663e-05,0.00412683002031328
"Lif",1187.50454316323,-0.470960057973602,0.149638941820208,2.80124708309793e-05,0.00412683002031328
"Gimap7",4032.24122257967,-0.43809991618095,0.135851929627989,3.22469613058005e-05,0.00467580938934107
"Xdh",322.437180703938,-0.702534300764592,0.331795962539156,3.32822721401597e-05,0.00475698761088997
"Pim2",1643.94014621979,-0.435725591600698,0.137469357783384,3.69153156989296e-05,0.0052019399094055
"Lyst",4679.55534086301,-0.42532113423694,0.13428369587474,4.05921420953278e-05,0.00563871688396061
"Gm50237",561.513470725409,-0.558634424460932,0.222570593697687,4.11420622218016e-05,0.00563871688396061
"Sell",2682.20112820104,-0.400125094022978,0.126933918304453,5.14842364812841e-05,0.00687354011614558
"Slc24a3",99.8697036716858,-0.855224765666894,0.577155941654544,5.15257879771033e-05,0.00687354011614558
"Lage3",1448.67519598717,-0.485859167233172,0.178460680694694,5.38300131989401e-05,0.00708643792178152
"Arl4c",875.227198757809,0.508501439885412,0.197229795227296,5.58971338051922e-05,0.00726299771066166
"Rap1gap2",100.869876363286,0.853920380892942,0.641960433515374,5.70334682911069e-05,0.0073156391058016
"Gm26740",441.072476987606,0.595253737473489,0.2835045682861,6.03931640542271e-05,0.00764852666281699
"Arhgap5",417.417523273135,-0.567605257049482,0.260428257023466,6.44279570429938e-05,0.00805752137768942
"Phf10",870.63809198777,-0.48684787990377,0.197460745640584,8.00758235092454e-05,0.00989084708901235
"Tet2",1406.8580334678,-0.423582841898475,0.154760302155713,8.99447380999645e-05,0.0109743549352457
"Myh9",7463.47524292015,0.35668137764844,0.121469065690172,0.000105365529180063,0.012700989390922
"Slc2a6",78.4726046513811,-0.673317969059164,0.678456815703015,0.000116636911286759,0.0138922892550479
"Mt1",307.768052798735,0.557468766929219,0.335941776851662,0.000136155453184092,0.0160262977541981
"E2f2",483.589914689566,0.483965127855882,0.236548069581578,0.000144525312346122,0.0168136715118948
"Serpina3f",153.76770520868,-0.622674865661261,0.50301321067762,0.000153395956508226,0.017640534998446
"Lgals1",13947.6199506002,0.316321692013034,0.112960913310898,0.000168698533484417,0.0191798730399045
"Tmem97",1845.07039894774,-0.404670455382065,0.16844882233178,0.000174642149418884,0.0196325247745611
"Pde5a",106.787822940747,0.594667033922173,0.536732660947726,0.000187545264850052,0.0199615997321784
"Hip1",745.705244991533,-0.444630371700722,0.211500223334453,0.000186698054633639,0.0199615997321784
"Cd27",467.991255404854,0.509709558402375,0.30559020540096,0.000182569181091413,0.0199615997321784
"Tmem254",291.588651367403,-0.522879303021954,0.335010988356083,0.00018701877639382,0.0199615997321784
"Ptger4",1418.68052814942,-0.387235040638982,0.157324606486715,0.000183579854565285,0.0199615997321784
"Pitpnc1",5223.38040758939,0.339351012248833,0.128723438735628,0.000194550047139187,0.0202757627252871
"H1f0",1042.80479387214,-0.435898702383628,0.204770429037687,0.00019446737465872,0.0202757627252871
"Fut8",4290.16369836204,-0.339861381846355,0.129966918260402,0.000200669426585501,0.0206979135359581
"Ly6c2",161.855258394744,-0.562344712991407,0.467190710647218,0.000208266605008328,0.0212623202357992
"Cast",2618.36476354494,0.352701504530353,0.139337605215909,0.00021101333406611,0.0213251354275902
"Enah",4094.34231992295,-0.337215907957407,0.131697413249598,0.000222247777272356,0.0222358901160992
"Entpd1",677.752921706801,-0.451571668895284,0.238663010004044,0.000224500895654967,0.0222389253567124
"Itga4",564.447420697069,0.459254285654851,0.262527851289259,0.000244498770598332,0.023297239998441
"Kcnn4",834.578951058802,0.435003149778688,0.223212362235736,0.000242212949291078,0.023297239998441
"Birc3",928.333427950467,-0.404167172312601,0.186817078445742,0.000242384061030223,0.023297239998441
"Mx1",194.57251509503,-0.531685350250589,0.438712603225353,0.000242254011616023,0.023297239998441
"H2-Q7",3007.50489105617,-0.365597172711481,0.155891768627561,0.000254903902073231,0.0240595617004026
"Rmdn3",859.05461455333,-0.398297628776493,0.186624259018577,0.000263925793154406,0.0246782949580358
"Anxa2",774.903547091482,0.404425909583047,0.19639929885252,0.00027547132214645,0.0254367277291458
"Uqcrfs1",3222.25715533625,-0.342133449313203,0.142752355346292,0.000277121771362008,0.0254367277291458
"Pacsin1",97.9629012909808,0.517635071851792,0.53442073069892,0.000282642190396022,0.0257075919537472
"Nptn",3790.30708527775,-0.359680307158925,0.156887711221993,0.000286607308567071,0.0258333884884103
"Gimap1os",905.590284149432,-0.390690478551339,0.18549823692286,0.00029085520254662,0.0259821991203476
"Klf3",2244.47585385526,-0.352523204118605,0.157859511628792,0.000327764788614834,0.0276108290346057
"Plac8",1550.01926424457,-0.402427125486089,0.209302595747206,0.000328404663180218,0.0276108290346057
"Morf4l1",7711.87670069844,-0.318064601541223,0.132670348523512,0.000319525823454345,0.0276108290346057
"Klf12",109.724149773362,0.493806282773908,0.496580749089207,0.000325590045045021,0.0276108290346057
"Ndrg1",458.066004132974,0.447384525126045,0.288656931654778,0.000321667892754909,0.0276108290346057
"Gm19585",990.971821330396,-0.378708167256585,0.181282792927733,0.000327071261517513,0.0276108290346057
"Ehd3",374.293664942261,-0.448085843219942,0.286446502413397,0.000316139062604686,0.0276108290346057
"Cd69",969.723149995806,-0.386764217842965,0.193272519695081,0.000341744616802549,0.0282574784389215
"Lilrb4b",137.806308684668,-0.48263108217544,0.444569746753967,0.000341221143890681,0.0282574784389215
"Cd53",5932.68983925492,-0.33008512319074,0.143963905418005,0.000348540587694486,0.0285831850810109
"Metrnl",157.796680682527,-0.469441914975668,0.427791721949175,0.000367789143860578,0.0299165071896348
"Ak2",3809.91165739706,-0.339094878148352,0.153633348992451,0.000372477816493217,0.0300535528549567
"Stk10",2100.22555863145,0.343780310217931,0.158298043713792,0.000379364022303031,0.0303642963451346
"Gm4841",288.411869267449,-0.434254375074231,0.306417395845782,0.000393463172727934,0.0312428495487538
"Eif4e2",2547.85141521405,-0.343220068972617,0.164475344308551,0.000427940832818469,0.0324359699420362
"Tnik",2114.26383072285,0.336221191712765,0.157567067841655,0.000420875036508354,0.0324359699420362
"Gpr171",1263.39550849036,-0.353817829492301,0.17430187744088,0.000427249429440448,0.0324359699420362
"Chic2",2144.28439957027,-0.3483190118718,0.168240660371408,0.00042186515005254,0.0324359699420362
"Bin2",1783.10472246809,0.358541246727312,0.179105129894427,0.000427304321752705,0.0324359699420362
"Ms4a4b",17437.1706299389,-0.303390442868064,0.133004141890472,0.000412472552120181,0.0324359699420362
"Frmd6",455.739668791528,-0.418686625603699,0.285729485459907,0.000431961560686715,0.0324945519900044
"Dgka",1671.24627305233,0.349130603709131,0.172413698999301,0.000445204315295978,0.0332408147353452
"1700017B05Rik",623.274325789679,0.388444444173574,0.225785588614819,0.000456598022624738,0.0338389867878556
"Gtf2e2",841.028372323011,-0.389742926095301,0.231570686269542,0.000467427417637158,0.0343868478930865
"B630019A10Rik",219.870024994817,0.431001905368077,0.395238636019941,0.000473152104274891,0.0345539182720459
"Lilrb4a",240.404272577167,-0.414827674321189,0.328203358310715,0.000499683744797239,0.0362270714977998
"Ccdc28b",134.580190145163,-0.421303838639228,0.447851728467998,0.000511205066972427,0.0367957316191304
"Fam229b",123.558505396254,-0.410869412332798,0.49028062406551,0.000521603059155541,0.0370116213251857
"Tspan31",1106.23679259804,-0.36059030198643,0.197505874644967,0.000519000169864686,0.0370116213251857
"Calcrl",218.666814853006,0.409426132980939,0.341910406749996,0.000535516529761337,0.0375171271814081
"Hbegf",539.042963111664,-0.388502898765,0.254061581397732,0.00053622680529149,0.0375171271814081
"Kcnab2",1574.85629551204,0.332931743288515,0.169952435607386,0.00054542966834285,0.0376346471156566
"Gm10076",11604.5796863774,-0.277889675154204,0.127425024578036,0.000542007089641332,0.0376346471156566
"Ybx3",4351.37731994856,-0.304766224451036,0.146353725987189,0.000550062423653931,0.037694346223682
"Gbp2b",1835.29084771566,-0.336779681849871,0.176764816224885,0.000568516764667504,0.0385460215853416
"Tgtp1",454.476811656617,-0.380456270604765,0.246498125102356,0.000570196021452329,0.0385460215853416
"S100a11",440.340356388657,0.387690032902773,0.27518885034675,0.000583973459809856,0.0386930759297855
"Psma5",7435.51783037724,-0.301151556159185,0.146353807928388,0.000581874771073352,0.0386930759297855
"C1qtnf6",86.7244171199178,-0.370156719848158,0.520126374771144,0.000581142493349531,0.0386930759297855
"Emb",3467.5292018827,-0.298549131993453,0.14529260064847,0.00059278833389332,0.0390187321092281
"Mir155hg",181.526986249914,-0.398774935159191,0.377122190710646,0.000601084724411758,0.0393062265865336
"Hopx",153.747316719988,-0.394969863873562,0.413301721871242,0.000617834048630315,0.040139153613937
"Selenos",4060.75134179727,-0.304756562275185,0.152785331716564,0.000624070093576338,0.0402827179756855
"Tgtp2",804.883163606152,-0.347951185438084,0.201893451317746,0.000644372011673472,0.041326551133289
"Ramp1",435.619814737741,0.382433393495928,0.302315107229133,0.000653990657295178,0.0416762836066131
"Esyt1",1661.44383111411,0.318078223569188,0.168767840501069,0.000666786578774144,0.0422227830419956
"Rnf19b",1504.75963185232,-0.319344991545011,0.17300331837338,0.000695333517349402,0.0432100114352843
"Rasa3",1009.157802045,0.339328086832048,0.197156026971668,0.000693590593489416,0.0432100114352843
"Dot1l",1079.14620025701,-0.337731849848278,0.193954365904898,0.000687020109044854,0.0432100114352843
"Ahnak",241.486091977155,0.378693891871474,0.342024651642387,0.000701289361985204,0.0433111115226047
"Slfn1",5958.69066853478,-0.309666016082875,0.165411986567414,0.00071739075156453,0.0440337084012462
"Mical1",192.280386761879,0.371817653191984,0.362004134438554,0.000744708577173375,0.0454317641135343
"Adamts6",1619.08579694089,-0.306951513209126,0.16636496218411,0.000757324429162433,0.0459213994773948
"Icam1",431.287380290264,-0.356284598911779,0.2518010094288,0.000776011314120428,0.0467710433600896
"Slc35b1",1237.36637012415,-0.336489016044436,0.206797807392473,0.000783884456680061,0.0469626586172695
"Sub1",12966.3053051451,-0.282579436810903,0.148114482665954,0.000800871211683499,0.0476947409100798
"Emp1",298.216691512307,0.361269437499887,0.309658501980623,0.000810407408435036,0.0479770776413759
"Lef1",11576.8621460776,0.26371422520689,0.135336694877831,0.000823321037334405,0.0481715027984253
"Ptms",902.955868671035,0.329209698380983,0.200286370418569,0.000819232292760234,0.0481715027984253
"Arhgap25",794.357862664835,0.328616417176327,0.205703117357647,0.000863318564911985,0.0502180362903744
"Junb",1392.14361173815,-0.322940966521098,0.198612826585285,0.000879007294445251,0.0505429194306019
"Adam19",1105.58313429644,-0.326294998790941,0.203571139019216,0.000875712161114474,0.0505429194306019
"Iqgap1",5522.43762507479,0.278794986060844,0.152244274039565,0.000914141634599725,0.0519764007223077
"Asf1a",1132.00036927606,-0.317366401478316,0.195161475115666,0.000919522531519087,0.0519764007223077
"Sgo1",1595.7899713674,0.299815566212179,0.172790286629812,0.000918641161197905,0.0519764007223077
"Ass1",3620.50231635538,0.27035186865803,0.147333312150942,0.000949702427819621,0.0533807460131197
"Etv6",3224.80622108498,-0.279122489091841,0.157445560361677,0.000992887805357932,0.0554963267743358
"Atxn1",2929.66868254781,0.273854833045573,0.153918762819984,0.00101282905408083,0.0562964149226595
"Kif21b",848.695839167685,0.314978630204354,0.206868737450115,0.0010439310455223,0.0577045862455832
"Tmem108",264.129092708667,0.333483671643398,0.305075840972697,0.00105719211199116,0.0577989457949265
"Trgc1",78.4441874099316,-0.272970095637297,0.463567707670854,0.00105515759892568,0.0577989457949265
"Ifi30",400.711011907582,-0.329582512617317,0.292771692564617,0.00110049537021201,0.0598394357552782
"H2-K1",27763.5140048171,-0.260121764695328,0.149167259148922,0.00114535800968315,0.0619421993885402
"Stmn1",11591.5307885332,0.253804983910107,0.145412674716975,0.00117680145448708,0.062962024343012
"Hmgcr",2712.25874052446,-0.264844535804646,0.154586400195673,0.00117074026840096,0.062962024343012
"Zc3h6",548.680780129402,0.311635351063767,0.23737331087104,0.00126324523223473,0.0668717912619494
"Golga7",1190.74752098713,-0.296364054177449,0.198644463725157,0.0012592773017363,0.0668717912619494
"Map3k8",752.66020735544,-0.304934755939813,0.217573426686345,0.00127020093509524,0.0668861071348834
"Kif23",2250.6316243713,0.270429141851565,0.168121762547543,0.00131757125838541,0.0690172797913403
"Kdm5b",863.73032767858,-0.289328391647527,0.19999730405988,0.00139859127290771,0.0725021019971067
"Shisa5",11049.8177778459,-0.248675996324646,0.150662328240008,0.0013953585509191,0.0725021019971067
"Id2",7690.65380430646,-0.256330926481894,0.159665437517445,0.00143680545582817,0.0740991679668082
"Tmem176b",695.993067909441,-0.293924226217132,0.230438239288915,0.00153659754379853,0.0788392739779709
"Samsn1",1849.0583419163,-0.268926894401174,0.181795576944379,0.00157884290297787,0.0805934859402735
"Ggct",688.210218829716,-0.283871778626293,0.21904975277367,0.00167436619479365,0.0846062312066184
"Phf5a",3255.87198615477,-0.259459231957171,0.174655388807248,0.001670936226878,0.0846062312066184
"Rpl29",3818.98322879433,-0.244651673243957,0.158989761312239,0.00168952875991279,0.0849433931805398
"Blmh",1623.48721429958,-0.263016488493145,0.182533390526316,0.00172792931099086,0.0864396637823175
"Wdfy1",458.76064840268,-0.284055253428616,0.256310830100702,0.00178744524757466,0.0876636750097276
"Ccr2",77.0704579037506,-0.235341890067038,0.395141287282089,0.00177994834809243,0.0876636750097276
"Ccr7",853.562673939305,0.280223887879729,0.220191796929821,0.0017618587314505,0.0876636750097276
"Nlrc3",2236.82543744928,0.248167701946653,0.166155273058204,0.00177201724060821,0.0876636750097276
"Hspa5",17611.4232700902,-0.235742020198383,0.155059195825617,0.00181810113762892,0.0887322043023283
