state,miRNA,rep1,rep2
Tn,mmu-miR-26a-5p,2480.4350409755,538.010586652633
Tn,mmu-miR-26b-5p,1225.42211082858,494.055930886434
Tn,mmu-miR-27a-3p,676.413049579635,52.6221991358758
Tn,mmu-miR-27b-3p,165.189404393903,14.0585634369958
Tn,mmu-miR-28a-3p,6.57277983940743,0
Tn,mmu-miR-296-5p,35.4011073121401,0
Tn,mmu-miR-297a-5p,3,0
Tn,mmu-miR-297c-5p,5.90750507099392,0
Tn,mmu-miR-29a-3p,1554.89231333176,166.528229350013
Tn,mmu-miR-29b-3p,510.351478637859,19.9235653276747
Tn,mmu-miR-29c-3p,14.644425806767,13.4235938998665
Tn,mmu-miR-30b-5p,199.063052645528,17.7620903022657
Tn,mmu-miR-30c-5p,258.575660579441,11.1948705261422
Tn,mmu-miR-30d-5p,225.015339266158,37.6648940435133
Tn,mmu-miR-30e-3p,4,0
Tn,mmu-miR-30e-5p,364.601262489478,53.9159650130098
Tn,mmu-miR-3113-3p,4.67123287671233,0
Tn,mmu-miR-320-3p,41.4468850893225,0
Tn,mmu-miR-324-5p,6.85632837692775,0
Tn,mmu-miR-326-3p,3,0
Tn,mmu-miR-328-3p,20.6888729531699,0
Tn,mmu-miR-33-5p,135.611749277129,0
Tn,mmu-miR-339-5p,5,0
Tn,mmu-miR-342-3p,456.705529817956,30.9879309351757
Tn,mmu-miR-342-5p,3.51032291177059,0
Tn,mmu-miR-345-5p,4,4
Tn,mmu-miR-3470a,8.42157786637671,0
Tn,mmu-miR-3470b,37.4515029886954,15.545740242885
Tn,mmu-miR-3471,6.77647058823529,0
Tn,mmu-miR-3473a,43.6410056017069,26.2491242233804
Tn,mmu-miR-3473b,288.851709669918,228.397577067119
Tn,mmu-miR-34a-5p,0,4.22799078172975
Tn,mmu-miR-3535,20.5667493085794,50.4870706720951
Tn,mmu-miR-361-5p,66.6913011465076,11.5462424534595
Tn,mmu-miR-374c-5p,35.3979328165375,0
Tn,mmu-miR-378a-3p,266.769703486147,77.2224632512651
Tn,mmu-miR-378a-5p,4.91489361702128,0
Tn,mmu-miR-378b,126.937533693519,23.6104743761709
Tn,mmu-miR-378c,16.3789744061004,4.24255395041912
Tn,mmu-miR-3960,9.8709315375982,7
Tn,mmu-miR-3963,0,3
Tn,mmu-miR-3964,6.84995452101788,0
Tn,mmu-miR-423-3p,96.1400082514112,3
Tn,mmu-miR-423-5p,45.8232705564029,13.7562394697066
Tn,mmu-miR-466c-5p,6.91566265060241,0
Tn,mmu-miR-466f-3p,687.471199745773,195.735787351123
Tn,mmu-miR-466g,11.7386363636364,3
Tn,mmu-miR-466h-3p,77.7899849112762,21.285451307644
Tn,mmu-miR-466i-3p,6,0
Tn,mmu-miR-466i-5p,23808.6826264677,6439.64015645901
Tn,mmu-miR-466j,4,0
Tn,mmu-miR-467a-5p,3.84615384615385,0
Tn,mmu-miR-467d-3p,3.14207650273224,0
Tn,mmu-miR-467d-5p,3,0
Tn,mmu-miR-467e-5p,8.83908045977011,3
Tn,mmu-miR-484,169.008040092216,29.5467409555339
Tn,mmu-miR-5113,4.99909291133045,0
Tn,mmu-miR-5121,128.945106253768,161.218889200253
Tn,mmu-miR-574-5p,7.12011504574362,0
Tn,mmu-miR-6236,324.21379589901,10.7934565955997
Tn,mmu-miR-6240,3.93220338983051,0
Tn,mmu-miR-652-3p,46.9524605441443,17.4800301148127
Tn,mmu-miR-664-3p,26.9181919723421,37.1062907028428
Tn,mmu-miR-669c-5p,6.74751388350768,0
Tn,mmu-miR-669d-5p,6,8
Tn,mmu-miR-669l-5p,7,21.9710084033613
Tn,mmu-miR-669n,4.92975734355045,0
Tn,mmu-miR-669o-3p,42.5241710484771,0
Tn,mmu-miR-669o-5p,5.97297297297297,7.98571428571429
Tn,mmu-miR-669p-5p,32.8255813953488,27
Tn,mmu-miR-671-5p,19.5645507707919,0
Tn,mmu-miR-674-3p,3,0
Tn,mmu-miR-674-5p,11.2253253592361,0
Tn,mmu-miR-690,58.2794452541553,28.2327860552557
Tn,mmu-miR-6919-3p,4.8421052631579,0
Tn,mmu-miR-692,4,0
Tn,mmu-miR-703,3,4.00965601300108
Tn,mmu-miR-706,48.5048321779115,68.5582224052536
Tn,mmu-miR-719,0,6
Tn,mmu-miR-7238-3p,3,8.70506912442396
Tn,mmu-miR-744-5p,7.62290980617092,0
Tn,mmu-miR-7a-5p,85.0256891891123,10
Tn,mmu-miR-8104,3.54821428571429,10
Tn,mmu-miR-92a-3p,3166.55463618299,435.343463869431
Tn,mmu-miR-93-5p,154.909197705599,0
Tn,mmu-miR-98-5p,4.76549340083063,0
Teff,mmu-let-7a-5p,265.055939307766,208.421162959873
Teff,mmu-let-7b-5p,50.555456966859,43.6322110943506
Teff,mmu-let-7c-5p,18.3615936744551,13.3434030956448
Teff,mmu-let-7d-3p,14.7767156505607,14.512162259683
Teff,mmu-let-7d-5p,175.041715283523,122.597102309398
Teff,mmu-let-7f-5p,79.409911593157,119.312138305136
Teff,mmu-let-7g-5p,158.768665135208,179.448266290127
Teff,mmu-let-7i-3p,36.7194123926256,76.634856635018
Teff,mmu-let-7i-5p,141.92815711983,162.232533100363
Teff,mmu-miR-103-3p,47.2765804716663,51.2878292747193
Teff,mmu-miR-106a-5p,3,3.77272727272727
Teff,mmu-miR-106b-3p,6,6
Teff,mmu-miR-106b-5p,17.0669276720325,24.7519928109409
Teff,mmu-miR-1198-5p,13.1923689606312,10.7347781411917
Teff,mmu-miR-130b-3p,3.18927154827698,10.6300634976629
Teff,mmu-miR-130b-5p,0,3.97740040858018
Teff,mmu-miR-140-3p,42.715621564812,51.5169329521435
Teff,mmu-miR-142a-3p,1006.43674590163,953.284928833048
Teff,mmu-miR-142a-5p,134.544795393938,239.359967603731
Teff,mmu-miR-146a-5p,3.7710843373494,0
Teff,mmu-miR-147-3p,113.589258963721,224.198107400626
Teff,mmu-miR-150-3p,10.910147572917,27.0090423389554
Teff,mmu-miR-150-5p,123.034716137577,91.1205645453573
Teff,mmu-miR-155-3p,0,6.23408831908832
Teff,mmu-miR-155-5p,499.635184766632,349.436633919396
Teff,mmu-miR-15a-3p,0,4
Teff,mmu-miR-15a-5p,54.9692626466285,61.2618230478847
Teff,mmu-miR-15b-3p,6.74421764111971,6.71629801564012
Teff,mmu-miR-15b-5p,229.094363289417,249.829265077237
Teff,mmu-miR-16-2-3p,0,15.0961253561254
Teff,mmu-miR-16-5p,287.313616201397,212.354854793664
Teff,mmu-miR-17-5p,63.3425033836016,48.3047178525211
Teff,mmu-miR-181a-1-3p,0,6
Teff,mmu-miR-181a-5p,0,3
Teff,mmu-miR-182-5p,31.247843609239,64.516947841969
Teff,mmu-miR-1839-5p,7.87575391022488,5.77367745441598
Teff,mmu-miR-185-5p,13.9772697920703,3.97959183673469
Teff,mmu-miR-186-5p,0,3
Teff,mmu-miR-18a-5p,26.4732217430352,7.08618946340783
Teff,mmu-miR-191-5p,78.8219434813509,78.8611105618818
Teff,mmu-miR-19a-3p,0,3.87356321839081
Teff,mmu-miR-19b-3p,13.7543852401779,3
Teff,mmu-miR-20a-3p,0,6.7332079905993
Teff,mmu-miR-20a-5p,56.0562061632747,44.4675862127963
Teff,mmu-miR-20b-5p,9.76797040169133,6.71223473003961
Teff,mmu-miR-210-3p,32.1731658338012,16.4492851466055
Teff,mmu-miR-219a-5p,13.8136110791625,24.2315224512388
Teff,mmu-miR-21a-3p,5.14023014023014,14.5311423806546
Teff,mmu-miR-21a-5p,1009.37842001869,2082.52698870799
Teff,mmu-miR-23a-3p,31.2461552522396,15.1303883133954
Teff,mmu-miR-23b-3p,29.2707442998936,17.9235711623091
Teff,mmu-miR-24-3p,2646.09204057248,4347.49754615046
Teff,mmu-miR-25-3p,534.646766853083,827.810675006223
Teff,mmu-miR-26a-5p,203.68863826865,250.746810903809
Teff,mmu-miR-26b-5p,143.926638961681,166.813878748388
Teff,mmu-miR-27a-3p,30.7317494647436,15.4031106067265
Teff,mmu-miR-27b-3p,29.2504589178697,37.4028829624267
Teff,mmu-miR-29a-3p,158.044917261835,256.758344112972
Teff,mmu-miR-29b-3p,59.6300308974015,52.8028704689158
Teff,mmu-miR-29c-3p,8.7746538610103,20.2385612284352
Teff,mmu-miR-301a-3p,5,4
Teff,mmu-miR-301b-3p,0,4
Teff,mmu-miR-3068-5p,0,3
Teff,mmu-miR-30b-5p,0,4.98484848484848
Teff,mmu-miR-30c-5p,46.4076525887365,35.401340446173
Teff,mmu-miR-30d-5p,8,13.8685025880295
Teff,mmu-miR-30e-3p,3.73469387755102,5
Teff,mmu-miR-30e-5p,21.7473933541865,22.9193974630021
Teff,mmu-miR-31-5p,4,0
Teff,mmu-miR-3113-5p,3,0
Teff,mmu-miR-324-5p,4.78409090909091,4.92682926829268
Teff,mmu-miR-33-5p,54.4375565026476,16.2826688815061
Teff,mmu-miR-342-3p,57.2239751504148,47.9373061782695
Teff,mmu-miR-342-5p,0,3.23877492877493
Teff,mmu-miR-3470b,7.78689742479112,4.09807323445825
Teff,mmu-miR-3473a,0,4
Teff,mmu-miR-3473b,61.6493130354373,191.103898727947
Teff,mmu-miR-34a-3p,6.92857142857143,5.48842592592593
Teff,mmu-miR-34a-5p,190.035246738758,256.191929677856
Teff,mmu-miR-3535,27.5697127417466,35.3665055083936
Teff,mmu-miR-361-5p,9.47988286189051,8.65452270338077
Teff,mmu-miR-362-3p,0,9.82926829268293
Teff,mmu-miR-374c-5p,3,0
Teff,mmu-miR-378a-3p,27.1946027399112,32.8380990065503
Teff,mmu-miR-378b,3.53050769625222,4.87499821451082
Teff,mmu-miR-378c,0,3.25594288752184
Teff,mmu-miR-3960,3,3
Teff,mmu-miR-3963,7.41862117981521,4.64530289727832
Teff,mmu-miR-423-3p,3,25.2730314992112
Teff,mmu-miR-423-5p,19.1745839993025,39.6289430083953
Teff,mmu-miR-425-5p,0,3
Teff,mmu-miR-449c-5p,0,4.36505042245244
Teff,mmu-miR-466f-3p,275.010461558412,184.866396594247
Teff,mmu-miR-466h-3p,10.0520813961464,3.84285714285714
Teff,mmu-miR-466i-5p,2081.8109807513,1252.13658318091
Teff,mmu-miR-484,27.2878811777533,34.3363732183239
Teff,mmu-miR-500-3p,0,5.96666666666667
Teff,mmu-miR-5121,59.0428463826721,66.8331970471399
Teff,mmu-miR-5620-3p,3.78183940870508,0
Teff,mmu-miR-6236,115.15913313151,50.9975990458988
Teff,mmu-miR-652-3p,12.4420024420024,27.1983575764011
Teff,mmu-miR-669l-5p,8.92557799239099,7.09123501226795
Teff,mmu-miR-669n,3,0
Teff,mmu-miR-669p-5p,8.02040256923871,11.4276548129986
Teff,mmu-miR-671-3p,0,4
Teff,mmu-miR-671-5p,7.835,6.95011058427729
Teff,mmu-miR-690,90.284723531037,14.3118138400484
Teff,mmu-miR-6935-5p,4.8,0
Teff,mmu-miR-703,17.2225865203455,5.73385579937304
Teff,mmu-miR-7044-5p,4,0
Teff,mmu-miR-706,10.8401303173599,0
Teff,mmu-miR-7238-3p,0,3
Teff,mmu-miR-744-5p,22.3466097855633,18.6383834769146
Teff,mmu-miR-7a-5p,14.7152759047238,7.69905061044619
Teff,mmu-miR-8104,6.96428571428571,3.97590361445783
Teff,mmu-miR-92a-3p,632.118543428188,607.857195411715
Teff,mmu-miR-93-5p,18.6774986142527,12.6900424137884
Teff,mmu-miR-96-5p,0,5.68105602203703
Tmem,mmu-let-7a-5p,578.078786245746,577.038689497284
Tmem,mmu-let-7b-5p,148.797538285104,140.712658906917
Tmem,mmu-let-7c-5p,49.780075379827,85.4340975551089
Tmem,mmu-let-7d-3p,15.8341427287816,33.1184322587787
Tmem,mmu-let-7d-5p,589.189123396954,533.870082470692
Tmem,mmu-let-7f-5p,221.661369331011,278.091744778052
Tmem,mmu-let-7g-5p,213.773128929595,287.643804225283
Tmem,mmu-let-7i-3p,165.558538544532,208.659973517434
Tmem,mmu-let-7i-5p,354.956337254089,338.012623762063
Tmem,mmu-let-7k,9.31934211930174,6
Tmem,mmu-miR-101b-3p,8.9010989010989,0
Tmem,mmu-miR-101c,20.6331983805668,0
Tmem,mmu-miR-103-3p,174.856204528553,122.96356692449
Tmem,mmu-miR-106a-5p,36.5856147706487,50.44984820608
Tmem,mmu-miR-106b-3p,4.13837209302326,11.3435540069686
Tmem,mmu-miR-106b-5p,67.746725575431,94.9418886080601
Tmem,mmu-miR-107-3p,3.58260428826859,5.07949581864676
Tmem,mmu-miR-1198-5p,4.5,10.6736811343035
Tmem,mmu-miR-12191-3p,3,0
Tmem,mmu-miR-130b-3p,30.3107047779752,14.0534993074287
Tmem,mmu-miR-130b-5p,3.28749777064384,3.04748277689454
Tmem,mmu-miR-132-3p,0,3.66624106230848
Tmem,mmu-miR-139-3p,0,3
Tmem,mmu-miR-139-5p,3,0
Tmem,mmu-miR-140-3p,56.113944229951,56.2548092965407
Tmem,mmu-miR-140-5p,0,3
Tmem,mmu-miR-142a-3p,1595.15733127492,1880.46078964118
Tmem,mmu-miR-142a-5p,229.181740616979,368.605856798506
Tmem,mmu-miR-147-3p,190.157373219332,284.872449811301
Tmem,mmu-miR-148a-3p,4.93023255813954,3
Tmem,mmu-miR-150-3p,14.4098415177817,11.3564923605864
Tmem,mmu-miR-150-5p,33.0316004097846,63.7649836196081
Tmem,mmu-miR-155-3p,3.53874643874644,0
Tmem,mmu-miR-155-5p,2991.68088179544,1985.40903206304
Tmem,mmu-miR-15a-5p,179.971959281906,200.826930407721
Tmem,mmu-miR-15b-3p,13.1309620696654,12.9471794871795
Tmem,mmu-miR-15b-5p,323.885479447613,421.22269635336
Tmem,mmu-miR-16-2-3p,0,8.27449242339093
Tmem,mmu-miR-16-5p,455.027598182295,561.460805886994
Tmem,mmu-miR-17-3p,8.63958933845771,6.72278481012658
Tmem,mmu-miR-17-5p,314.84923954732,354.73047134302
Tmem,mmu-miR-181a-1-3p,0,3
Tmem,mmu-miR-181a-5p,5.05180358557132,3
Tmem,mmu-miR-181c-5p,4.72687999519896,0
Tmem,mmu-miR-181d-5p,0,6.88372093023256
Tmem,mmu-miR-182-5p,71.7210842605178,86.768172226367
Tmem,mmu-miR-1839-5p,10.8541228577888,10.3913316799788
Tmem,mmu-miR-185-5p,34.8980914326635,7.22692819580939
Tmem,mmu-miR-18a-3p,4.44289336764571,17.6048322386492
Tmem,mmu-miR-18a-5p,101.129106305359,43.7963947674596
Tmem,mmu-miR-18b-3p,3.42857142857143,0
Tmem,mmu-miR-191-5p,171.733779634149,146.283573797706
Tmem,mmu-miR-193a-3p,7.86831448121771,6.82779546956678
Tmem,mmu-miR-19a-3p,7.78891266423928,13.2745474710448
Tmem,mmu-miR-19b-3p,66.7032337813185,77.9215211555323
Tmem,mmu-miR-20a-3p,4.2137343358396,20.3109858183542
Tmem,mmu-miR-20a-5p,260.21440698752,343.019091926631
Tmem,mmu-miR-20b-5p,53.0972574463918,73.1688002084902
Tmem,mmu-miR-210-3p,757.103881321569,625.844247099931
Tmem,mmu-miR-219a-5p,39.8481099966868,51.907987913598
Tmem,mmu-miR-21a-3p,6.44125799579288,9.33056323983153
Tmem,mmu-miR-21a-5p,258.307335451343,339.805682800373
Tmem,mmu-miR-221-3p,13.260312478523,0
Tmem,mmu-miR-222-3p,3.62840542997023,8.43057155496771
Tmem,mmu-miR-23a-3p,244.252291402895,238.350414625209
Tmem,mmu-miR-23b-3p,115.710651314519,139.188186660885
Tmem,mmu-miR-24-3p,7738.59862326414,10351.6882401006
Tmem,mmu-miR-25-3p,761.354915920524,1130.57396766156
Tmem,mmu-miR-26a-5p,292.548190427404,323.075995999527
Tmem,mmu-miR-26b-5p,313.32023714282,404.564124262973
Tmem,mmu-miR-27a-3p,215.374909288118,219.772754513113
Tmem,mmu-miR-27b-3p,78.6171542183362,83.8467929792121
Tmem,mmu-miR-29a-3p,276.649962572726,453.714872133475
Tmem,mmu-miR-29a-5p,0,3
Tmem,mmu-miR-29b-3p,120.797973633628,136.418253381909
Tmem,mmu-miR-29c-3p,14.3503422084691,25.2278577637755
Tmem,mmu-miR-301a-3p,6.72791991101224,5.76461538461538
Tmem,mmu-miR-3064-5p,4.40692897191685,0
Tmem,mmu-miR-30b-5p,7.65401390213984,7.79545454545455
Tmem,mmu-miR-30c-5p,112.808214127917,105.310555950177
Tmem,mmu-miR-30d-3p,0,4.80952380952381
Tmem,mmu-miR-30d-5p,38.6443667038267,41.6562022826923
Tmem,mmu-miR-30e-3p,4,5
Tmem,mmu-miR-30e-5p,94.7039977880912,44.3689834338988
Tmem,mmu-miR-31-5p,45.9600061785472,46.0337054475308
Tmem,mmu-miR-320-3p,6.03811369509044,3
Tmem,mmu-miR-324-3p,4.80820512820513,0
Tmem,mmu-miR-324-5p,8,9.23284178508059
Tmem,mmu-miR-326-3p,9.68390848725415,19.4446653324938
Tmem,mmu-miR-33-5p,122.648992285967,93.6000000454459
Tmem,mmu-miR-339-5p,0,3.83720930232558
Tmem,mmu-miR-342-3p,110.033794784134,123.624268821148
Tmem,mmu-miR-342-5p,3,10.7380916673688
Tmem,mmu-miR-3470a,0,3
Tmem,mmu-miR-3470b,16.6078525641026,6.65963687643222
Tmem,mmu-miR-3473a,11.8587639848214,0
Tmem,mmu-miR-3473b,234.603479490679,47.2565856043961
Tmem,mmu-miR-34a-3p,0,6
Tmem,mmu-miR-34a-5p,136.661613911632,203.525565900287
Tmem,mmu-miR-3535,42.3076721154126,74.8702482630123
Tmem,mmu-miR-361-5p,7.7888213936601,18.8756339928813
Tmem,mmu-miR-362-3p,4,3
Tmem,mmu-miR-363-3p,0,3
Tmem,mmu-miR-365-3p,3.408278692525,3.45064733490913
Tmem,mmu-miR-374b-5p,0,26.9521426312461
Tmem,mmu-miR-374c-5p,16.9811320754717,0
Tmem,mmu-miR-378a-3p,82.2762047052992,94.1101889883757
Tmem,mmu-miR-378b,11.9237046678457,12.3444940117354
Tmem,mmu-miR-378c,4.34800664451827,4.68783921731949
Tmem,mmu-miR-3963,6.12387486383703,0
Tmem,mmu-miR-423-3p,27.3847714394564,78.2122252898727
Tmem,mmu-miR-423-5p,51.5681411555119,51.4638493250307
Tmem,mmu-miR-425-3p,0,4
Tmem,mmu-miR-425-5p,33.3315394788082,23.5822828144648
Tmem,mmu-miR-449a-5p,0,7.40444913653998
Tmem,mmu-miR-449c-5p,25.5198558686373,14.5031270214469
Tmem,mmu-miR-466f-3p,545.276578990036,414.780275130135
Tmem,mmu-miR-466g,3,0
Tmem,mmu-miR-466h-3p,18.314359779844,3.21351674641148
Tmem,mmu-miR-466i-5p,2002.74500236499,1891.117205931
Tmem,mmu-miR-466m-5p,4,3.40439225918678
Tmem,mmu-miR-484,107.776415312506,134.924211042243
Tmem,mmu-miR-5114,13.3449132495808,35.3534900863049
Tmem,mmu-miR-5121,124.213127834787,112.764806227369
Tmem,mmu-miR-5131,0,3.83076923076923
Tmem,mmu-miR-5620-3p,8.07067567726608,0
Tmem,mmu-miR-574-3p,0,3.47418398183081
Tmem,mmu-miR-574-5p,11.8017218019567,13.3061514022968
Tmem,mmu-miR-6236,53.9176132829525,51.4690221258812
Tmem,mmu-miR-652-3p,20.9005330115533,44.1201905420642
Tmem,mmu-miR-664-3p,0,15.1678576565981
Tmem,mmu-miR-669l-5p,10.6737720256274,14.6418215446301
Tmem,mmu-miR-669p-5p,6.77276860540689,15.9136091603811
Tmem,mmu-miR-671-3p,0,3.96296296296296
Tmem,mmu-miR-671-5p,51.5757070296983,58.2272456921913
Tmem,mmu-miR-677-3p,3.64212568333389,0
Tmem,mmu-miR-677-5p,3.86666666666667,11
Tmem,mmu-miR-686,3.89898648648649,0
Tmem,mmu-miR-690,23.308756626509,101.691212983942
Tmem,mmu-miR-692,3,3
Tmem,mmu-miR-703,18.2158035913043,26.7493756901423
Tmem,mmu-miR-706,3.77944557133198,13.8953488372093
Tmem,mmu-miR-719,0,4.41528134335308
Tmem,mmu-miR-7238-3p,3,3
Tmem,mmu-miR-744-5p,49.0955180198484,45.6125484062991
Tmem,mmu-miR-7a-5p,34.2057930974705,44.0416288247166
Tmem,mmu-miR-92a-3p,1755.55671775387,1970.35451316403
Tmem,mmu-miR-93-5p,57.7867550308647,61.5090155573951
Tmem,mmu-miR-96-5p,0,5.85908084163898
Tmem,mmu-miR-98-5p,14.8807555540843,15.6058597334139
Tex,mmu-let-7a-5p,145.838925441563,222.126996990272
Tex,mmu-let-7b-5p,21.1780992330311,31.6106233783006
Tex,mmu-let-7c-5p,19.2554429510027,18.9545454545455
Tex,mmu-let-7d-3p,0,5.1810447534703
Tex,mmu-let-7d-5p,98.3238850323262,211.86303801995
Tex,mmu-let-7f-5p,40.8085542527159,106.454386163366
Tex,mmu-let-7g-5p,40.6453708002141,97.9763260566527
Tex,mmu-let-7i-3p,46.1388693609492,53.4623927422465
Tex,mmu-let-7i-5p,74.2918527896365,113.549924837478
Tex,mmu-miR-103-3p,15.2980020245351,36.1290804694558
Tex,mmu-miR-106a-5p,0,4.36144578313253
Tex,mmu-miR-106b-3p,0,10.912703644411
Tex,mmu-miR-106b-5p,9.53926290822842,23.4881194984517
Tex,mmu-miR-1198-5p,0,3.6907920890479
Tex,mmu-miR-12191-3p,0,3
Tex,mmu-miR-130b-3p,4.55545958789787,0
Tex,mmu-miR-132-3p,0,4.19874845231048
Tex,mmu-miR-140-3p,27.6149482127428,70.152117102249
Tex,mmu-miR-142a-3p,380.714161262311,803.945743540992
Tex,mmu-miR-142a-5p,62.3138865784375,216.795587881268
Tex,mmu-miR-146a-5p,8.69053063495897,3.58181818181818
Tex,mmu-miR-147-3p,29.9164484406679,96.311419180141
Tex,mmu-miR-148a-3p,6,5
Tex,mmu-miR-148b-3p,0,7
Tex,mmu-miR-150-3p,0,13.8447499851509
Tex,mmu-miR-150-5p,0,18.9717601654845
Tex,mmu-miR-155-3p,4.61475922451532,3.41230769230769
Tex,mmu-miR-155-5p,2291.7822299808,1454.8670244233
Tex,mmu-miR-15a-5p,12.4647854152738,68.9407953813786
Tex,mmu-miR-15b-3p,0,4
Tex,mmu-miR-15b-5p,31.7319303219354,154.244561055349
Tex,mmu-miR-16-5p,49.2264070265738,159.875215814666
Tex,mmu-miR-17-3p,7,4
Tex,mmu-miR-17-5p,18.9688788759441,39.8865312252508
Tex,mmu-miR-181a-5p,0,7
Tex,mmu-miR-182-5p,11,54.9634146341463
Tex,mmu-miR-1839-5p,0,7.65351277251587
Tex,mmu-miR-185-5p,4.8936170212766,3.89772727272727
Tex,mmu-miR-18a-3p,23.7218411937961,11.0381937980938
Tex,mmu-miR-18a-5p,10.4837444655281,15.6298249424028
Tex,mmu-miR-191-5p,26.6536357435377,59.1979879350465
Tex,mmu-miR-19b-3p,12.3199856916471,14.6875525651808
Tex,mmu-miR-20a-5p,34.0156748501956,31.748024461051
Tex,mmu-miR-20b-5p,0,3.58133874239351
Tex,mmu-miR-210-3p,25.0309795712108,79.7153728944661
Tex,mmu-miR-219a-5p,0,14.2153428363505
Tex,mmu-miR-21a-3p,0,13.5533930883931
Tex,mmu-miR-21a-5p,72.6726260566086,363.545333323464
Tex,mmu-miR-23a-3p,33.3464214323373,41.2329046580235
Tex,mmu-miR-23b-3p,33.1920948789568,48.2972454185975
Tex,mmu-miR-24-3p,646.980155129184,3904.81795476484
Tex,mmu-miR-25-3p,263.248252793821,949.708141887801
Tex,mmu-miR-26a-5p,21.0735674393403,126.138800278867
Tex,mmu-miR-26b-5p,21.9035667339707,117.759992431933
Tex,mmu-miR-27a-3p,33.2322194245609,52.6387640113167
Tex,mmu-miR-27b-3p,29.4046084184015,48.5563270911647
Tex,mmu-miR-298-5p,0,3
Tex,mmu-miR-29a-3p,318.103168388702,164.379086164935
Tex,mmu-miR-29b-3p,38.4441741712505,47.2539899961636
Tex,mmu-miR-29c-3p,56.0778849614662,14.0165486308376
Tex,mmu-miR-301a-3p,7.6266106897797,5.31031339031339
Tex,mmu-miR-30c-5p,12.4550497181598,39.7252533677328
Tex,mmu-miR-30d-5p,3.77906976744186,3.78199193215232
