"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Ifitm1",21077.0618955106,-0.458290419739987,0.0472576827150725,4.33487125226077e-24,3.82205598311832e-20
"Lilrb4b",5137.78328957559,0.470614941777714,0.0714449417892245,4.11416297952854e-13,1.81372874952516e-09
"S100a4",30941.1379583775,-0.318472071352944,0.0493012436487297,1.56779599224726e-12,4.60775242121471e-09
"Sell",20220.2000619372,0.330995592214869,0.0543783370678881,1.58044074169262e-11,3.13117149621227e-08
"Serpina3g",5748.91799113664,0.417471694299722,0.0693314543836789,1.77564449144395e-11,3.13117149621227e-08
"Lilrb4a",4421.61145526317,0.432765398322412,0.0737392681959417,4.14774723653914e-11,6.09511456409426e-08
"Gbp2",3657.54059247843,0.454403095948656,0.081854758130571,2.23686672472195e-10,2.81749341598192e-07
"Gbp4",20438.2217603817,0.293350710216309,0.0525935137900153,4.83469981259039e-10,5.32844353095119e-07
"Pim1",29907.3945824201,0.25028986697354,0.0452655737184929,1.33295663743138e-09,1.30585318580361e-06
"Mt1",16188.3392584611,-0.267410307039448,0.0535918480934288,1.77091180187386e-08,1.56141293571218e-05
"Ccl4",9288.15989346293,0.289344511431505,0.0600034122850871,2.88869021377254e-08,2.31541651043931e-05
"Cd53",33773.1813076657,0.241607340870311,0.0496514707004176,5.31465102499141e-08,3.90493984061244e-05
"Ccn3",2722.13941357574,0.437381397740571,0.100733444434579,6.5891022565523e-08,4.46893189200166e-05
"Tgm2",744.583958424638,0.607315154591468,0.201143957462888,1.31956289241183e-07,8.31041858742506e-05
"Mt2",5356.12566873523,-0.326065121450933,0.0759143747401727,1.84510691008798e-07,0.000108455384174971
"Manf",59060.1643383261,0.200058840862229,0.0442126403706758,5.22741450163232e-07,0.000288063210380576
"Ifi47",13746.975276377,0.224923304277184,0.0570456451482038,2.05828049927679e-06,0.00106752112718373
"Gimap3",44838.1347804781,0.197358988246873,0.0490319546971714,2.50647229540686e-06,0.00122775367936679
"Ifngr1",18005.6857604333,0.205389629506264,0.0546787900731601,4.15313080376751e-06,0.0019272712787799
"Elovl6",10760.4712724988,0.213490056799912,0.059937800758867,5.52123160871464e-06,0.00243403495470185
"Myh9",34206.7358234204,-0.177930274181477,0.049266490877533,7.69517575655877e-06,0.00323087450693232
"Cenpf",18552.2698293992,-0.186985849328776,0.0535042193393615,8.59234830680331e-06,0.00344357886459476
"Egln3",5529.92353582769,0.23349798495767,0.0816698424688426,1.38434751366056e-05,0.00530686609910659
"Il2ra",64192.7897352552,0.15414841533399,0.0544124622039164,3.22376120788794e-05,0.0113695610279792
"Irf1",11022.304560742,0.183827128822688,0.0693124866762243,3.1636898402979e-05,0.0113695610279792
"Stmn1",38149.4332034444,-0.170026464631414,0.0636496970724387,3.5240750457693e-05,0.0118311286097171
"Gzmb",963858.659639763,0.152346421651605,0.0552292707796939,3.6230063792941e-05,0.0118311286097171
"Batf3",2489.29273415732,0.242609799582486,0.151074293270668,5.34376133089593e-05,0.0168271227337534
"Tmem176b",1323.74464322475,0.236704017553526,0.186803626798975,6.46453711295776e-05,0.0178118199140464
"Pdia6",44931.0938276708,0.152657237903929,0.0644966888680518,6.12942405110166e-05,0.0178118199140464
"Dnah8",8606.67023880623,-0.186548831887591,0.0896667425464459,6.36205680082622e-05,0.0178118199140464
"Scd2",34485.3242772074,0.146103454353324,0.0602721977442897,5.96364180503748e-05,0.0178118199140464
"Uba52",23279.6042769403,0.145899402204958,0.064831167021272,7.53329769241322e-05,0.0201276017436386
"Tgtp1",1624.45378586555,0.216384043216036,0.167822771778317,8.92164297714421e-05,0.0225784349209379
"Hbegf",4464.0922297299,0.189186703221175,0.107668110448815,8.96274494990163e-05,0.0225784349209379
"Gbp2b",4515.78390902591,0.157366706531411,0.220018941599272,9.54173685054763e-05,0.0233693038364662
"Cotl1",27833.2501784219,-0.133077449014249,0.0694583584774366,0.000129691237676477,0.0309050714214459
"Ctla4",1256.05436332255,0.170644511558473,0.178682040018985,0.000171819179396639,0.0385608818015042
"Nfkbia",7948.30785284619,0.147114924601607,0.0923305626470873,0.000174938785534781,0.0385608818015042
"St3gal6",3846.16206843527,-0.169347924176632,0.123897447764106,0.000168533014795589,0.0385608818015042
"Cxcr6",4367.77135499964,-0.165379100186522,0.126452441363327,0.000186542230035124,0.0391605438623736
"Gm56906",11198.2735164367,0.138009267966436,0.0845606370436441,0.000182768296976716,0.0391605438623736
"Metrnl",3605.91291046939,0.162585151738305,0.122692595790726,0.000191353988257516,0.0392364677782912
"Pim3",7430.2916188706,0.146890646434176,0.0980961007158928,0.000196648417366114,0.0394056612708414
"Gem",8403.88807310539,0.146887232993261,0.105851303121774,0.000222246265425209,0.0425988113533493
"Bnip3",16025.2720082408,0.13240890920908,0.0864937684464501,0.00022034263296978,0.0425988113533493
"Gbp11",1284.3564787445,0.150724246180892,0.175925907583518,0.000227811471298301,0.0427364626050451
"Tmem176a",1150.05666987593,0.145889193091608,0.176964737563018,0.000238661438502481,0.0438391229849245
"Acpp",6518.01271863288,-0.142771158139396,0.109446347727371,0.000255278462991212,0.0459344940447656
"Tap2",13548.4969010623,0.12238743613718,0.0837908238140351,0.000266371889711457,0.0469720190317184
"Gm12840",5899.27957770329,0.13463267158627,0.110640368410561,0.000310302867453205,0.0536458898497041
"Msmo1",9447.6462462911,0.119278424953457,0.0981758830538933,0.000380974991680908,0.0635736179407337
"Cd274",3152.94890679872,0.129757511817261,0.125744455707513,0.000382148321521933,0.0635736179407337
"Rnf19b",6029.60299079332,0.123639052193754,0.109681513976251,0.000394311755539388,0.0639329440814381
"Dad1",24770.76333135,0.103879831668024,0.080217941928365,0.000398810471189645,0.0639329440814381
"Selenos",27661.9604800761,0.0946271224614033,0.074719100350007,0.000446071916497087,0.0690537098366716
"Tnfrsf11b",1886.43571626998,0.118975940465335,0.148906598872142,0.000446417314357523,0.0690537098366716
"Knstrn",5180.20916503486,-0.116230601654483,0.108617716157018,0.000463525515703648,0.0704638702061907
"Vim",125344.413267404,-0.0813218678473649,0.0683817770600399,0.000548884638794194,0.0806585976708068
"Ccnb2",12267.2313114291,-0.0979215480863227,0.086434052085535,0.000542951789448751,0.0806585976708068
"Bcl3",2274.55240782862,0.110310369253064,0.133834863668876,0.000560720634443487,0.0810471120309545
"Nusap1",18818.4343193537,-0.0900549798451047,0.0788155761600874,0.000572670258611705,0.0814392527448291
"Cenpa",24216.0252814144,-0.0854007366478527,0.0758058940001942,0.000609100482303823,0.0852450627376636
"Hspa5",104537.797385753,0.0756006118255936,0.0677005581731727,0.000650091110034498,0.0895602080808463
"Gapdh",161840.32260604,0.0755389530420461,0.0683992518096428,0.00066782654278054,0.0905881019645542
"Gimap5",16075.3438772427,0.0894134546390721,0.0868430566297106,0.000697812484251633,0.0918804606492765
"Cd81",1658.09919684071,0.0920376435632449,0.142655660638885,0.000698195629295852,0.0918804606492765
"Gbp5",1370.56808850578,0.0901695949739399,0.142943757744706,0.000710905914932043,0.0921773154699386
"Spcs2",54060.3910255564,0.0754681812909379,0.071891397524954,0.000751585807846437,0.0960395951852468
"Adamts6",3555.7397206205,0.0954164277504025,0.113579042667163,0.000774900778379056,0.097604288042402
