"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Spp1",36984.2092022837,-2.02443850770951,0.109326458306037,4.86414752486628e-78,5.93523280984184e-74
"Ifng",1180.2538425893,-2.71164930705321,0.156304893221566,1.21606202128103e-68,7.41919439183559e-65
"Gzmc",11217.0457732332,-0.889342304331093,0.0926206543943077,1.7095753967159e-23,6.95341299690914e-20
"Gm57204",508.41821936795,-2.7005501290524,0.282372614329192,5.7500076107648e-23,1.7540398216638e-19
"Tnfrsf11b",1126.07892307903,-1.88695870593484,0.203462112916045,1.26080077954483e-22,3.0768582224012e-19
"Art2a",478.118921606108,-2.0252098811322,0.251262508013507,9.81586979637547e-18,1.99622072092289e-14
"Zfp608",5255.77609600808,-0.85720781284573,0.122619300315191,5.38251828843555e-14,9.38249830792723e-11
"Serpina3g",4454.10263979349,-0.724890435929793,0.106271687892022,1.95500599514201e-13,2.98187289409036e-10
"Serpine2",3805.61186430202,-0.850970010236426,0.127623679822145,4.91039066189522e-13,6.14577655619487e-10
"Kdm5b",3709.70011876768,-0.795147656701166,0.118927640615657,5.03669607949096e-13,6.14577655619487e-10
"Marcks",1076.15781955738,-1.01566742245086,0.158688843907479,9.88068784509312e-13,1.09603775532569e-09
"Avil",298.349986819099,-1.7102800363518,0.293454024270364,8.25219021097288e-12,8.39110207952425e-09
"Mycn",2636.0216984104,-0.887301338532793,0.145359842922251,1.45287548183121e-11,1.33435193269589e-08
"Tmem254",1841.83133650217,-0.971159930932823,0.161871913166413,1.64032773237488e-11,1.33435193269589e-08
"Entpd1",5949.03173056504,-0.753187172816287,0.122612998247384,1.56511032659099e-11,1.33435193269589e-08
"Adam8",4071.78435805061,-0.757574009233005,0.12790533784393,5.75558615082172e-11,4.38935388827042e-08
"H2-Q10",1017.33825115349,-1.10279380337027,0.197103463835167,6.75613446372671e-11,4.84931486625843e-08
"Bhlhe40",8270.1655784497,-0.685602494442822,0.1174571289602,8.37396161905272e-11,5.67661553753785e-08
"Plscr1",3625.20096214375,-0.679820156059278,0.118983372654078,1.67219360040581e-10,1.07390033221851e-07
"Maf",1539.0421526949,-0.928739630975514,0.165553754285897,1.98947970320122e-10,1.21378156692307e-07
"Cdkn1a",40698.2966860892,-0.683126809909591,0.121092994809308,2.53386818560899e-10,1.47229807622862e-07
"Tmem108",1575.53154137306,0.789154871010994,0.139829761746437,2.74060768922386e-10,1.52004068290498e-07
"Lmna",2428.36656152493,-0.88531053498998,0.161554988106526,5.00161312807511e-10,2.65346449516402e-07
"Fgl2",2130.92680619885,-0.826434581577553,0.151117746208912,6.54140346880758e-10,3.32575854693292e-07
"Fhl2",2850.32886172279,-0.803805669734848,0.147515606867266,7.62787450088006e-10,3.72301298638954e-07
"Bcl2a1b",3728.19486916518,-0.629371989740341,0.118532597672435,1.35614714572085e-09,6.36450287387916e-07
"Pik3ap1",2112.77677053491,-0.767893158860891,0.144286081139549,1.53641656624629e-09,6.94346479308786e-07
"Tspan9",1646.74105686778,-0.853919369593789,0.163345391885211,2.07712449032764e-09,9.05181179677779e-07
"Lilrb4a",3434.77654047437,-0.679372363514799,0.131299471271892,3.06138279049014e-09,1.28810320032968e-06
"Erp29",14857.1495397828,-0.603524911529618,0.117635931302617,3.33060547226497e-09,1.35466826575257e-06
"Srgap3",2617.30202507403,-0.633053637319356,0.123379952159476,3.49864061769356e-09,1.37711009087409e-06
"Gm36496",953.091759980241,-0.994928575156177,0.200377135823106,3.70822736147316e-09,1.41399344577173e-06
"F2rl2",1098.59185142852,-0.938474174232359,0.186749014435642,3.8296527707321e-09,1.41604312449918e-06
"Casp3",13199.9715632118,-0.615344911173418,0.12065270619168,3.97203496881787e-09,1.42549325557399e-06
"Ccnb1ip1",2687.3459642124,0.710978063472112,0.139397824604298,4.63506861468043e-09,1.61591734960945e-06
"Prdm1",1571.89394753474,-0.808986062150128,0.159686447725025,5.19981664476181e-09,1.76244896387177e-06
"Ifi27l2a",31325.8432303668,0.565476377384119,0.112685731162502,5.7991843265163e-09,1.91247695005816e-06
"Alcam",5670.38073925047,-0.600221303967405,0.120142556529694,6.63250808129985e-09,2.12973325284265e-06
"Mt2",4928.99182166986,0.539075256045412,0.108755778261576,8.14260779836974e-09,2.54759231681301e-06
