"method","level","group","contrast","n_tested_universe","n_in_target_top","n_in_target_full","n_sig_down","n_sig_up","spearman_rho","spearman_p","spearman_n","hyper_top_overlap","hyper_top_expected","hyper_top_odds","hyper_top_p","hyper_full_overlap","hyper_full_p","hyper_top_overlap_UP","hyper_top_p_UP","hyper_top_p_BH","hyper_full_p_BH","spearman_p_BH"
"DGE_MAST","by_cluster","07_Early_activated_CD4","miR29a_vs_EV",8512,91,451,681,390,0.244497914531503,1.45675167537203e-07,451,26,7.28042763157895,3.67328244274809,5.21621600564627e-09,77,6.6666020584924e-11,1,0.986311722765958,4.06864848440409e-08,3.71424971830291e-10,8.74051005223217e-07
"DGE_MAST","by_cluster","07_Early_activated_CD4","miR29a_vs_Scr",8271,89,444,670,458,0.205316174448253,1.29690415896948e-05,444,25,7.20952726393423,3.56327846006445,1.92168004507521e-08,73,2.12871979230581e-09,1,0.993890865683792,9.36819021974164e-08,7.54727926362969e-09,3.69347678098962e-05
"DGE_MAST","by_cluster","08_Cycling_non-T_review_","EV_vs_Scr",6139,61,346,2,7,-0.0030844707043554,0.954412177738428,346,0,0.0198729434761362,0,1,0,1,0,1,1,1,0.954412177738428
"DGE_MAST","by_cluster","08_Cycling_non-T_review_","miR29a_vs_EV",7599,77,452,26,12,0.166103767914934,0.000390679079939819,452,5,0.263455717857613,23.2591218305504,5.21848587394739e-06,8,8.87521680565908e-05,0,1,1.45372106488534e-05,0.00021633340963794,0.000820426067873621
"DGE_MAST","by_cluster","08_Cycling_non-T_review_","miR29a_vs_Scr",7640,76,455,9,5,0.116235598682331,0.0131019997208108,455,3,0.0895287958115183,49.7631578947368,7.61282741527685e-05,5,7.56219984873617e-05,0,1,0.000164944593997665,0.000196617196067141,0.0250129085579115
"DGE_MAST","by_cluster","09_Treg","EV_vs_Scr",8064,77,402,4,1,0.0221469541059494,0.657970706579073,402,0,0.0381944444444444,0,1,0,1,0,1,1,1,0.727230780955817
"DGE_MAST","by_cluster","09_Treg","miR29a_vs_EV",8674,85,449,36,25,0.0823073887751128,0.0814808661331603,449,4,0.352778418261471,12.6308823529412,0.000398353659999137,6,0.00964671626406127,0,1,0.000817673302103492,0.0179153302046852,0.13162293759972
"DGE_MAST","by_cluster","09_Treg","miR29a_vs_Scr",8473,87,428,28,16,0.102786208809968,0.0335138958551445,428,0,0.287501475274401,0,1,1,0.766302254010961,0,1,1,1,0.0611992880833073
"DGE_MAST","by_cluster","10_Transitional_activated_CD4","EV_vs_Scr",7854,68,367,11,2,-0.089192257139418,0.0879613478046597,367,0,0.0952380952380952,0,1,0,1,0,1,1,1,0.136828763251693
"DGE_MAST","by_cluster","10_Transitional_activated_CD4","miR29a_vs_EV",9552,90,481,99,17,0.210893459652003,3.07421481272742e-06,481,4,0.932788944723618,4.42666666666667,0.0140653230920555,7,0.230933431839848,0,1,0.0238498956778333,0.391582775728437,1.0759751844546e-05
"DGE_MAST","by_cluster","10_Transitional_activated_CD4","miR29a_vs_Scr",9072,91,482,80,24,0.181524433460257,6.11629846697972e-05,482,5,0.802469135802469,6.57948717948718,0.00120916975501812,10,0.0094880369466359,0,1,0.00224560097360508,0.0179153302046852,0.000160552834758218
"DGE_MAST","by_cluster","11_CX3CR1_KLRG1_differentiated_effector_CD4","EV_vs_Scr",12623,113,655,0,0,-0.0329486442220651,0.399859884137665,655,0,NA,NA,NA,0,NA,0,NA,NA,NA,0.479831860965198
"DGE_MAST","by_cluster","11_CX3CR1_KLRG1_differentiated_effector_CD4","miR29a_vs_EV",12850,112,652,5,7,0.0797708994144551,0.0417272068162822,652,0,0.043579766536965,0,1,0,1,0,1,1,1,0.0730226119284938
"DGE_MAST","by_cluster","11_CX3CR1_KLRG1_differentiated_effector_CD4","miR29a_vs_Scr",12779,118,658,2,0,0.0492029124226825,0.207491643668557,658,0,0.0184677987322952,0,1,0,1,0,NA,1,1,0.286064377616531
"DGE_MAST","by_cluster","12_Intermediate_activated_CD4","EV_vs_Scr",11163,110,628,0,0,0.00887483711933341,0.824341857231455,628,0,NA,NA,NA,0,NA,0,NA,NA,NA,0.874589897096613
"DGE_MAST","by_cluster","12_Intermediate_activated_CD4","miR29a_vs_EV",10704,99,608,25,146,-0.0390763582453874,0.336091803136419,608,0,0.23122197309417,0,1,1,0.768608785133916,1,0.744858247657677,1,1,0.417900653413074
"DGE_MAST","by_cluster","12_Intermediate_activated_CD4","miR29a_vs_Scr",10592,99,602,11,86,0.00752765861575536,0.853766328118123,602,0,0.102813444108761,0,1,0,1,1,0.555527761918615,1,1,0.874589897096613
"DGE_MAST","by_cluster","13_NK-like_innate-like_review_","EV_vs_Scr",9819,80,506,0,0,-0.0710962092030938,0.110190777551776,506,0,NA,NA,NA,0,NA,0,NA,NA,NA,0.165286166327664
"DGE_MAST","by_cluster","13_NK-like_innate-like_review_","miR29a_vs_EV",10631,102,549,18,5,0.188720329292587,8.51357954699852e-06,549,3,0.172702473897093,20.6450980392157,0.000630185473337878,5,0.00176221560946349,0,1,0.00122886167300886,0.00361717940889875,2.75054108441491e-05
"DGE_MAST","by_cluster","13_NK-like_innate-like_review_","miR29a_vs_Scr",10378,97,548,20,7,0.13643402309678,0.00136700685949845,548,4,0.186933898631721,26.4974226804124,3.09780894652579e-05,6,0.000432698563172174,0,1,7.10673817144152e-05,0.000992661409630282,0.0027340137189969
