"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Ccl4",8472.18597075749,-1.37234410829343,0.122652792175517,3.38125911015686e-30,3.38464036926702e-26
"Ccl3",3648.47553720846,-2.07533177440515,0.260209844234042,1.98303765676792e-18,9.92510347212346e-15
"B630019A10Rik",905.46488120097,1.34932790731942,0.185534126886501,1.83837575493953e-14,6.13404710231489e-11
"Klrk1",788.340363688087,-1.37344950848073,0.204846284873888,9.09538163166661e-13,2.27611925332457e-09
"Il13",411.375576239955,-1.46655107419402,0.224950094126902,2.58889521730227e-12,5.18296822503913e-09
"Gbp2",926.991652862226,-1.19112187433805,0.186595000771141,6.70560859496513e-12,8.39039275445012e-09
"Crip1",1411.51012579901,0.934570971423769,0.149439298594825,6.42512055331574e-12,8.39039275445012e-09
"Ar",984.361215660031,-1.05408637594994,0.165676861831206,5.25758447233975e-12,8.39039275445012e-09
"Mt1",787.313317136148,1.11912321133882,0.176692815581355,7.75753836541896e-12,8.62810655976041e-09
"Igtp",3513.45913458874,-0.76731924406428,0.148674813879409,2.70578547536468e-09,2.70849126084005e-06
"Akr1c13",1835.07038119839,-0.783991334972613,0.153233380631803,3.40787785205994e-09,3.10116884537454e-06
"Slamf7",423.026546432103,-1.19634619119341,0.227762059743989,3.85099719840563e-09,3.2123734963367e-06
"Jaml",1169.81507448542,-0.960786402449866,0.189386151813853,5.70110086991329e-09,4.38984766983323e-06
"Dnah8",1106.47508254684,0.867421534207324,0.175568634453373,9.07221997293121e-09,6.48663728064581e-06
"Nkg7",3619.09288595743,-0.592470175879162,0.126038351778274,6.94915817524718e-08,4.63740488894829e-05
"Tdg",959.125570503337,-0.870844063005551,0.198345204204062,1.21517817721382e-07,7.60245847119396e-05
"Egln3",2206.33586695483,-0.609763231273265,0.137694871075052,2.1421134835182e-07,0.000126132682176572
"Erp29",3289.03364519639,-0.646351188085883,0.148496849233279,2.33136699332465e-07,0.000129649908906554
"Sell",2136.61231657307,-0.597402235452752,0.13744944259675,3.37163878769037e-07,0.000168750521323903
"Gadd45g",2989.64799290293,-0.640368084277223,0.149744297632811,3.35804810673314e-07,0.000168750521323903
"Cacna1c",408.235740139134,-1.05216254269773,0.261459881677745,5.37422109452014e-07,0.00025617120550546
"Sema7a",693.903951249878,-0.822075020809521,0.207100440363137,6.54471378288026e-07,0.000297784477121052
"Gbp6",526.423621643625,-0.928405180909615,0.23781112142824,7.88791259012624e-07,0.000343295674031146
"Gtf2e2",1113.02464335781,-0.702267355048285,0.178149660338661,9.31629161555998e-07,0.000388566996132314
"Zfp608",1456.32029178689,-0.616310105229839,0.152601034510099,1.00486966495982e-06,0.000402349813849914
"Irf8",3309.59625612926,-0.567841102223621,0.146514090334959,2.45469442981837e-06,0.000877553258660068
"Gm40630",272.453334296202,-1.09976032195174,0.319840708758984,2.39023148259595e-06,0.000877553258660068
"Lyst",2633.50295298221,-0.520128294164611,0.129794408918042,2.31709004132325e-06,0.000877553258660068
"Nr4a3",1349.35146170045,-0.659195705822468,0.18002215553481,2.80824051188508e-06,0.000937016250798988
"Serpina3f",133.73918748653,-1.31715525896374,0.438518660087377,2.7329487891203e-06,0.000937016250798988
"P2ry14",205.720742171055,-1.09995691348766,0.330576001806293,3.00042416956333e-06,0.000956523392496149
"Tgtp2",402.144136595743,-0.870866577019235,0.253241896502357,3.15337382141588e-06,0.000956523392496149
"Ifi47",3130.0250416368,-0.596337542627329,0.159590218028249,3.12431178226894e-06,0.000956523392496149
"F830016B08Rik",216.235582634199,-1.16117746758259,0.361829670723947,3.29006528028051e-06,0.000968633925164939
"Ecm1",633.386167370462,-0.864522747348466,0.253958009683866,3.46960200694899e-06,0.000992306173987412
"Gbp10",249.71088021247,-1.05897748659758,0.32708572184632,3.84938479929927e-06,0.00104141464435096
"Irf1",2284.49744248675,-0.597003935590734,0.162937391279285,3.84889133660598e-06,0.00104141464435096
"Irgm1",1277.84125748742,-0.703655859897634,0.204801889002846,4.47759792219022e-06,0.00117949355792432
"Lrrc32",172.552767256238,-1.15575677734617,0.388948285337315,4.92101633012245e-06,0.00126306085806476
"Xbp1",5643.94737407063,-0.51636387052943,0.139094607364258,5.73270987793603e-06,0.00142402676803038
"Gm50237",276.539408517116,-1.00955756086828,0.32930312358265,5.8326770718527e-06,0.00142402676803038
"Ccr5",73.2941163709829,-1.28417846560161,0.626368416815102,6.22524621739189e-06,0.00148368368181173
"Samd3",142.234580226152,-1.17163097670063,0.434270701896369,6.85842310671941e-06,0.00158811543096817
"Atxn7l3b",1391.09604549304,-0.625569145138307,0.184950864010468,6.98072716909086e-06,0.00158811543096817
"Dot1l",1174.23117714984,-0.613956460583802,0.181037482958332,7.21753072277865e-06,0.00160549961188921
"Vim",12748.4369568221,0.450067049311925,0.121733299387683,9.50740189174651e-06,0.00206889332470397
"Large1",635.600659093947,-0.701594642466047,0.226609839660382,1.01201039925296e-05,0.00215536682904726
"Tgtp1",370.997839725485,-0.817382678197949,0.285363404548505,1.21891646749618e-05,0.0025254897529778
"Pim2",1030.17283291756,-0.572547131309134,0.176271553238258,1.23625372523389e-05,0.0025254897529778
"Gimap7",2515.65376054901,-0.512969761207828,0.160973062925875,1.94433260537675e-05,0.00389255387596426
