"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Actb",1695.87162110937,1.52461924221321,0.358713096637351,3.89027289160014e-08,2.8632408482177e-05
"Calm1",155.155243830441,1.02528103820765,0.518642313593555,0.000147789478589486,0.0271932640604655
"Tcp1",60.8619094093122,1.04862790612755,0.447166233831965,0.000122350264285262,0.0271932640604655
"Pgk1",71.4318974286101,1.05391765159078,0.43039793032131,0.000109290531633649,0.0271932640604655
"Hnrnpk",85.476146977802,0.992105207635281,0.434233536141137,0.00020031538185968,0.0294864242097449
"Hspd1",87.2703672628656,0.931132246178783,0.435176956528301,0.000349133556345056,0.0306043810383416
"H3f3a",71.7012288241682,0.895910833574877,0.445433472356707,0.000484835893488939,0.0306043810383416
"Lbr",67.1262750641112,0.916203005141112,0.447258245770009,0.000408602226480993,0.0306043810383416
"Atp5pb",59.8397613790748,0.951366371105365,0.46052108615561,0.000305855155794498,0.0306043810383416
"Cct2",66.3661953531333,0.958665705936049,0.445307489005301,0.000280204504367605,0.0306043810383416
"H1f4",138.922732261877,0.878730133670154,0.501502211254022,0.00054056651290549,0.0306043810383416
"Trac",68.6575791615005,0.911319668384065,0.45311291472526,0.000429724603018918,0.0306043810383416
"Rbm3",110.128456633739,0.892863984855334,0.456266559911477,0.000504308128323149,0.0306043810383416
"Itpr1",82.5520528315377,-0.830305863923474,0.456310209030682,0.000844103178646679,0.0443757099631397
"Ldha",188.931797639267,0.746264776198747,0.556303978097187,0.00101157120439246,0.0496344270955235
"Eif4g2",134.654500901237,0.753546842423634,0.519512262519507,0.00129680949038376,0.0596532365576528
"Naca",112.563716936236,0.756819489319036,0.481854193396816,0.00146284863182308,0.0598142551678769
"Rpl10",97.2398735830281,0.752804162431079,0.49947199519682,0.00143277218021089,0.0598142551678769
"Hspa9",51.1270852380341,0.738148596477521,0.478419993543878,0.00169138938311334,0.0655190834721797
"Vim",132.958421126554,0.715434230397861,0.497058743542301,0.00189097002697208,0.0666929193811368
"Ran",105.968812977106,0.685840276189975,0.475849177891253,0.00248140985715193,0.0666929193811368
"Aldoa",51.5295326071351,0.692114845573923,0.47592554874755,0.00237277296180778,0.0666929193811368
"Pclaf",67.8715918923316,0.713814694831826,0.468395396932474,0.00205326926899997,0.0666929193811368
"Rhoa",57.3810416445752,0.705984909244595,0.467019081675576,0.00217728933054437,0.0666929193811368
"Ptges3",80.3417518687672,0.685735715078911,0.459891359637492,0.0025372306286302,0.0666929193811368
"Eif5a",78.2623367649161,0.690583743274928,0.45859848355405,0.00245165043689771,0.0666929193811368
"Hnrnpa1",88.6525230992886,0.709180592075298,0.471286881507389,0.00211562225654312,0.0666929193811368
