"","baseMean","avg_log2FC","lfcSE","p_val","p_val_adj"
"Ccl4",7576.81874739147,-1.73707038233103,0.102559587081182,3.84751541428938e-65,4.71051312171449e-61
"Ifi202b",2510.09470581159,-1.75077572236515,0.126385961381004,1.85911857400529e-44,1.13805943507734e-40
"Ly6c2",3062.08697618002,-1.70970786009448,0.125140461400471,2.68154413314522e-43,1.09433816073656e-39
"Klrk1",6802.61570754819,-1.47070063153563,0.112417150578212,4.25527735209875e-40,1.30243401554363e-36
"Nkg7",11763.2998595687,-1.25311800025941,0.0991206895668631,1.1192648364571e-38,2.74063187854886e-35
"Ccr5",1686.61069743366,-2.28235134352495,0.18682997784468,1.12936049755637e-35,2.30446009526377e-32
"Ccl3",2276.37832758129,-1.92859043144816,0.162348295361473,1.62700984403232e-33,2.84564021721252e-30
"Eomes",20224.9784685734,-1.40654865707036,0.121855391779332,4.48970671238617e-32,6.87093490996798e-29
"Ccr2",1247.50110677825,-2.00294139154965,0.180600846256689,1.24719420107242e-29,1.69659984485885e-26
"Ccl1",3003.88446428684,-1.73436805448437,0.156805492028526,2.74039119846109e-29,3.35506094427591e-26
"Tmem108",3241.03372383941,1.32688284580824,0.122309450085736,4.36527804697566e-29,4.85855446628391e-26
"Gzma",1451.1691394951,-1.80110837223799,0.182184269529136,5.89492807311518e-24,6.01430036659576e-21
"Samd3",605.521889413875,-1.97647760580276,0.210528281597409,5.4076416123976e-22,5.09275048158337e-19
"Slc24a3",1415.62900636845,-1.73237150789771,0.188231481455836,4.2160586376167e-21,3.6869432785958e-18
"Fasl",1410.97344516167,-1.75261835086131,0.191138406273759,5.72844145122908e-21,4.67555391249318e-18
"Fgl2",1370.88315201623,-1.42138841043826,0.159333742938195,1.83501804680882e-20,1.40413287169252e-17
"P2rx7",13827.9198577909,0.8202256499973,0.0983701768955679,3.61105034301174e-19,2.60059349114663e-16
"Serpina3f",1911.36228680724,-1.37499111994384,0.1767188246222,1.35443154079559e-16,9.21239186331132e-14
"Ms4a4c",7058.90495535752,-0.815441285328895,0.107877900146079,2.15831638658081e-16,1.3907509221531e-13
"Trat1",11285.4530872282,0.765570990715579,0.104537019686579,2.93790530732586e-15,1.79843873387952e-12
"Ifng",496.591029750314,-1.61649478447144,0.221859416750709,2.14491935590759e-14,1.19364762156258e-11
"Dock4",4181.00720745687,-0.809038632569645,0.116318885291037,2.11007862164738e-14,1.19364762156258e-11
"Gcnt2",457.989105767767,-1.89448538512417,0.263453069017997,4.96729059657781e-14,2.64411038147401e-11
"Ifitm1",490.70920177412,-1.62656698239455,0.23434777482431,2.34107210950132e-13,1.19423940985936e-10
"Asb2",12878.639384029,-0.903391849475737,0.143600001519672,5.81315582389681e-13,2.84681867007874e-10
"Mx1",2566.81730822024,-1.0682747886651,0.17770307802494,2.10757954935184e-12,9.92426785489023e-10
"Lilrb4b",2587.56748895082,-0.970421277507876,0.161433316173392,2.25246363634367e-12,1.02136712221317e-09
"Iigp1",106213.479330292,-0.613141924264055,0.0932147879824298,4.08288491063091e-12,1.78524142717337e-09
"Gramd3",14635.8050447355,-0.615636728670744,0.0946563144002158,6.46243486469045e-12,2.72826172580708e-09
